              0      0.0305382
        27.8016        117.679
        56.9932        566.288
        87.6445        1475.87
        119.828        3005.23
        153.621         5354.3
        189.104         8714.1
        226.361        13310.1
         265.48        19509.2
        306.556          27493
        349.685        37837.1
        394.971        50714.3
        442.521        66944.3
        492.449        86790.6
        544.873         111105
        599.918         140765
        657.716         176097
        718.403         218937
        782.125         269943
        849.032         329984
        919.286         401845
        993.052         486325
        1070.51         584742
        1151.83         701362
        1237.23         837600
        1326.89         994839
        1421.03    1.17944e+06
        1519.89    1.39456e+06
        1623.68    1.64178e+06
        1732.67    1.92816e+06
         1847.1    2.26186e+06
        1967.26     2.6457e+06
        2093.43    3.08436e+06
         2225.9    3.59394e+06
           2365    4.18155e+06
        2511.05    4.85168e+06
         2664.4    5.61909e+06
        2825.42    6.50682e+06
         2994.5    7.52318e+06
        3172.02    8.67639e+06
        3358.42    1.00007e+07
        3554.15    1.15241e+07
        3759.66    1.32596e+07
        3975.44    1.52245e+07
        4202.01    1.74821e+07
        4439.92    2.00678e+07
        4689.71    2.30029e+07
           4952    2.63236e+07
         5227.4     3.0136e+07
        5516.57    3.44883e+07
         5820.2    3.94161e+07
        6139.02    4.49901e+07
        6473.77     5.1381e+07
        6825.26    5.86601e+07
        7194.32     6.6886e+07
        7581.84    7.61896e+07
        7988.73     8.6843e+07
        8415.97    9.89557e+07
        8864.57    1.12625e+08
         9335.6    1.28082e+08
        9830.19    1.45762e+08
        10349.5    1.65838e+08
        10894.8    1.88469e+08
        11467.3    2.14055e+08
        12068.5    2.43292e+08
        12699.7    2.76459e+08
        13362.5    3.13818e+08
        14058.4    3.56043e+08
        14789.1    4.04255e+08
        15556.4    4.58908e+08
          16362    5.20431e+08
        17207.9    5.89946e+08
        18096.1    6.69268e+08
        19028.7    7.59136e+08
          20008    8.60253e+08
        21036.2    9.74473e+08
        22115.8    1.10474e+09
        23249.4    1.25226e+09
        24439.6    1.41818e+09
        25689.4    1.60556e+09
        27001.7    1.81917e+09
        28379.6    2.06099e+09
        29826.4    2.33289e+09
        31345.5     2.6399e+09
        32940.6    2.98976e+09
        34615.4    3.38569e+09
          36374    3.83078e+09
        38220.5    4.33327e+09
        40159.3    4.90572e+09
          42195    5.55338e+09
        44332.6     6.2813e+09
          46577    7.10306e+09
        48933.7    8.03898e+09
        51408.2     9.0976e+09
        54006.4    1.02872e+10
        56734.5    1.16301e+10
          59599    1.31593e+10
        62606.8    1.48886e+10
        65764.9    1.68313e+10
          69081    1.90249e+10
        72562.8    2.15221e+10
        76218.8    2.43453e+10
        80057.5    2.75165e+10
        84088.2     3.1098e+10
        88320.4    3.51742e+10
        92764.2    3.97814e+10
        97430.2    4.49556e+10
         102330     5.0801e+10
         107474    5.74524e+10
         112875    6.49682e+10
         118547    7.34074e+10
         124502    8.29453e+10
         130755    9.37954e+10
         137320    1.06052e+11
         144214    1.19813e+11
         151453    1.35372e+11
         159053    1.53067e+11
         167034    1.73051e+11
         175413    1.95483e+11
         184212     2.2086e+11
         193450    2.49714e+11
         203150    2.82289e+11
         213336    3.18847e+11
         224030    3.60234e+11
         235260    4.07273e+11
         247050    4.60362e+11
         259431    5.19937e+11
         272430    5.87423e+11
         286079      6.641e+11
         300411     7.5061e+11
         315459    8.47678e+11
         331260    9.57712e+11
         347851    1.08269e+12
         365271    1.22364e+12
         383563    1.38178e+12
         402769    1.56118e+12
         422935    1.76485e+12
         444109    1.99447e+12
         466343    2.25211e+12
         489688    2.54458e+12
         514200    2.87647e+12
         539938    3.25049e+12
         566962    3.67024e+12
         595338      4.147e+12
         625133    4.68777e+12
         656417    5.29698e+12
         689266     5.9808e+12
         723757    6.75794e+12
         759973    7.63902e+12
         797999    8.63118e+12
         837927    9.74527e+12
         879851     1.1012e+13
         923872    1.24474e+13
         970093    1.40631e+13
    1.01863e+06    1.58783e+13
    1.06958e+06    1.79428e+13
    1.12309e+06    2.02812e+13
    1.17927e+06    2.29122e+13
    1.23827e+06    2.58698e+13
    1.30021e+06    2.92346e+13
    1.36524e+06    3.30438e+13
    1.43353e+06    3.73277e+13
    1.50524e+06     4.2147e+13
    1.58053e+06    4.76306e+13
    1.65958e+06    5.38353e+13
    1.74259e+06    6.08101e+13
    1.82975e+06    6.86638e+13
    1.92126e+06       7.76e+13
    2.01735e+06    8.77061e+13
    2.11825e+06    9.90614e+13
    2.22419e+06    1.11861e+14
    2.33543e+06    1.26423e+14
    2.45223e+06    1.42883e+14
    2.57486e+06    1.61369e+14
    2.70364e+06    1.82231e+14
    2.83885e+06    2.05959e+14
    2.98082e+06    2.32765e+14
    3.12988e+06    2.62861e+14
    3.28641e+06    2.96866e+14
    3.45075e+06    3.35528e+14
