              0       0.185114
        27.8016        287.022
        56.9932        1440.19
        87.6445        3790.21
        119.828         7730.5
        153.621          13550
        189.104        21686.9
        226.361        32649.7
         265.48        47159.1
        306.556        65835.2
        349.685        89704.1
        394.971         119483
        442.521         156690
        492.449         202091
        544.873         257718
        599.918         325065
        657.716         405578
        718.403         502739
        782.125         618001
        849.032         754173
        919.286         916394
        993.052    1.10668e+06
        1070.51    1.32901e+06
        1151.83    1.59153e+06
        1237.23    1.89763e+06
        1326.89    2.25168e+06
        1421.03    2.66652e+06
        1519.89    3.14887e+06
        1623.68    3.70373e+06
        1732.67    4.34696e+06
         1847.1    5.09405e+06
        1967.26     5.9534e+06
        2093.43     6.9376e+06
         2225.9    8.07816e+06
           2365    9.39125e+06
        2511.05    1.08907e+07
         2664.4    1.26099e+07
        2825.42    1.45926e+07
         2994.5    1.68614e+07
        3172.02    1.94413e+07
        3358.42    2.24027e+07
        3554.15    2.58006e+07
        3759.66    2.96721e+07
        3975.44    3.40662e+07
        4202.01    3.91073e+07
        4439.92    4.48695e+07
        4689.71    5.14143e+07
           4952    5.88365e+07
         5227.4    6.73405e+07
        5516.57    7.70336e+07
         5820.2    8.80176e+07
        6139.02    1.00469e+08
        6473.77    1.14715e+08
        6825.26    1.30919e+08
        7194.32    1.49249e+08
        7581.84    1.70022e+08
        7988.73    1.93756e+08
        8415.97    2.20712e+08
        8864.57    2.51162e+08
         9335.6    2.85661e+08
        9830.19    3.25034e+08
        10349.5    3.69698e+08
        10894.8    4.20101e+08
        11467.3    4.77187e+08
        12068.5    5.42279e+08
        12699.7    6.16051e+08
        13362.5    6.99238e+08
        14058.4     7.9342e+08
        14789.1    9.00737e+08
        15556.4    1.02228e+09
          16362    1.15924e+09
        17207.9    1.31426e+09
        18096.1     1.4908e+09
        19028.7    1.69063e+09
          20008     1.9157e+09
        21036.2    2.17036e+09
        22115.8    2.46024e+09
        23249.4    2.78823e+09
        24439.6    3.15751e+09
        25689.4    3.57522e+09
        27001.7    4.05052e+09
        28379.6    4.58812e+09
        29826.4     5.1932e+09
        31345.5    5.87749e+09
        32940.6    6.65588e+09
        34615.4    7.53605e+09
          36374    8.52644e+09
        38220.5    9.64632e+09
        40159.3    1.09199e+10
          42195    1.23596e+10
        44332.6    1.39792e+10
          46577    1.58104e+10
        48933.7    1.78925e+10
        51408.2    2.02456e+10
        54006.4    2.28923e+10
        56734.5    2.58848e+10
          59599    2.92864e+10
        62606.8    3.31301e+10
        65764.9    3.74524e+10
          69081      4.234e+10
        72562.8    4.78946e+10
        76218.8    5.41698e+10
        80057.5    6.12252e+10
        84088.2    6.92045e+10
        88320.4    7.82708e+10
        92764.2    8.85114e+10
        97430.2    1.00023e+11
         102330    1.13045e+11
         107474    1.27838e+11
         112875    1.44544e+11
         118547     1.6332e+11
         124502    1.84567e+11
         130755    2.08697e+11
         137320    2.35941e+11
         144214    2.66558e+11
         151453    3.01215e+11
         159053    3.40567e+11
         167034    3.84986e+11
         175413    4.34897e+11
         184212    4.91422e+11
         193450    5.55583e+11
         203150    6.27988e+11
         213336    7.09341e+11
         224030    8.01514e+11
         235260    9.06109e+11
         247050    1.02411e+12
         259431    1.15669e+12
         272430    1.30698e+12
         286079    1.47747e+12
         300411    1.66976e+12
         315459     1.8858e+12
         331260    2.13082e+12
         347851    2.40868e+12
         365271    2.72198e+12
         383563      3.074e+12
         402769    3.47344e+12
         422935    3.92623e+12
         444109    4.43665e+12
         466343     5.0102e+12
         489688    5.66131e+12
         514200    6.39912e+12
         539938    7.23056e+12
         566962    8.16507e+12
         595338    9.22635e+12
         625133    1.04285e+13
         656417    1.17828e+13
         689266    1.33054e+13
         723757    1.50351e+13
         759973    1.69936e+13
         797999    1.91994e+13
         837927    2.16802e+13
         879851    2.44993e+13
         923872      2.769e+13
         970093    3.12821e+13
    1.01863e+06    3.53244e+13
    1.06958e+06    3.99185e+13
    1.12309e+06    4.51163e+13
    1.17927e+06     5.0966e+13
    1.23827e+06    5.75529e+13
    1.30021e+06    6.50394e+13
    1.36524e+06    7.35061e+13
    1.43353e+06    8.30318e+13
    1.50524e+06    9.37656e+13
    1.58053e+06    1.05965e+14
    1.65958e+06    1.19756e+14
    1.74259e+06    1.35266e+14
    1.82975e+06    1.52759e+14
    1.92126e+06    1.72637e+14
    2.01735e+06    1.95099e+14
    2.11825e+06    2.20353e+14
    2.22419e+06    2.48862e+14
    2.33543e+06    2.81251e+14
    2.45223e+06    3.17835e+14
    2.57486e+06    3.58953e+14
    2.70364e+06    4.05419e+14
    2.83885e+06    4.58189e+14
    2.98082e+06    5.17771e+14
    3.12988e+06    5.84719e+14
    3.28641e+06    6.60454e+14
    3.45075e+06    7.46428e+14
