        -34.752      0.0129726
       -20.8512       0.713775
       -6.25535        11.6582
        9.07026        109.483
        25.1622        407.925
        42.0587        1005.55
           59.8        2009.24
        78.4284        3542.73
        97.9882        5688.36
        118.526        8441.29
        140.091        11666.2
        162.734        15707.8
        186.509          20598
        211.472        26603.9
        237.684        33744.5
        265.207        42323.6
        294.106        52471.3
        324.449        64408.8
         356.31        78268.6
        389.764        94191.4
        424.891         112466
        461.774         133685
        500.501         157628
        541.164         185425
        583.861         217281
        628.692         253218
        675.765         294785
        725.192         341717
         777.09         395959
        831.583         456719
          888.8         527336
        948.879         606366
        1011.96         698018
         1078.2         800247
        1147.75         918039
        1220.77    1.05146e+06
        1297.45    1.20273e+06
        1377.96    1.37417e+06
         1462.5     1.5674e+06
        1551.26    1.78692e+06
        1644.46    2.03212e+06
        1742.32    2.31149e+06
        1845.08    2.62088e+06
        1952.97    2.97121e+06
        2066.25    3.36359e+06
        2185.21    3.80302e+06
         2310.1    4.29647e+06
        2441.25    4.84917e+06
        2578.95    5.47139e+06
        2723.54    6.16691e+06
        2875.35    6.95751e+06
        3034.76    7.83164e+06
        3202.13    8.82777e+06
        3377.88    9.93018e+06
        3562.41     1.1179e+07
        3756.17    1.25649e+07
        3959.62    1.41301e+07
        4173.23    1.58768e+07
        4397.53    1.78385e+07
        4633.05    2.00349e+07
        4880.34    2.25105e+07
           5140    2.52789e+07
        5412.63    2.84201e+07
         5698.9    3.19229e+07
        5999.49    3.58911e+07
         6315.1    4.03417e+07
        6646.49    4.53845e+07
        6994.46     5.1065e+07
        7359.82    5.74538e+07
        7743.45    6.46854e+07
        8146.26    7.28393e+07
        8569.21    8.20696e+07
        9013.31    9.24721e+07
        9479.61    1.04261e+08
        9969.23    1.17601e+08
        10483.3    1.32715e+08
        11023.1    1.49823e+08
        11589.9     1.6923e+08
        12185.1    1.91203e+08
          12810    2.16119e+08
        13466.1    2.44347e+08
          14155    2.76361e+08
        14878.4     3.1265e+08
          15638    3.53759e+08
        16435.5     4.0031e+08
        17272.9    4.53126e+08
        18152.2    5.12986e+08
        19075.5    5.80762e+08
        20044.9    6.57451e+08
        21062.8    7.44441e+08
        22131.5    8.43051e+08
        23253.8    9.54633e+08
        24432.1    1.08082e+09
        25669.3    1.22389e+09
        26968.4    1.38604e+09
        28332.5    1.56951e+09
        29764.8    1.77688e+09
        31268.6     2.0118e+09
        32847.7    2.27801e+09
        34505.7    2.57931e+09
        36246.7    2.91961e+09
        38074.6    3.30488e+09
          39994    3.74143e+09
        42009.3    4.23555e+09
        44125.4    4.79338e+09
        46347.4    5.42464e+09
        48680.4    6.13971e+09
          51130    6.94912e+09
        53702.2    7.86264e+09
        56402.9     8.8961e+09
        59238.7    1.00661e+10
        62216.3    1.13775e+10
        65342.7    1.28426e+10
        68625.5    1.44885e+10
        72072.4    1.63452e+10
        75691.6     1.8434e+10
        79491.9    2.07901e+10
        83482.1     2.3432e+10
        87671.8    2.64291e+10
        92071.1    2.97878e+10
        96690.3    3.35865e+10
         101540    3.78634e+10
         106633    4.26717e+10
         111980    4.81329e+10
         117595    5.42553e+10
         123490    6.11538e+10
         129681    6.89808e+10
         136180    7.77583e+10
         143005    8.76794e+10
         150171    9.89096e+10
         157695    1.11491e+11
         165595    1.25736e+11
         173891    1.41891e+11
         182601    1.59988e+11
         191747    1.80393e+11
         201350    2.03582e+11
         211433     2.2974e+11
         222020    2.59012e+11
         233137    2.92225e+11
         244809    3.29979e+11
         257065    3.72137e+11
         269934    4.19784e+11
         283446    4.73853e+11
         297634    5.34869e+11
         312532    6.03396e+11
         328174    6.80961e+11
         344598    7.68996e+11
         361844    8.67624e+11
         379952    9.79168e+11
         398965    1.10546e+12
         418929    1.24822e+12
         439891    1.40844e+12
         461901    1.59003e+12
         485012    1.79567e+12
         509278    2.02692e+12
         534757    2.28778e+12
         561511    2.58344e+12
         589602    2.91832e+12
         619098    3.29322e+12
         650068    3.71799e+12
         682588    4.19944e+12
         716733    4.74428e+12
         752585    5.35309e+12
         790230    6.04483e+12
         829757    6.82887e+12
         871260    7.71311e+12
         914839    8.70465e+12
         960596    9.83126e+12
    1.00864e+06    1.11082e+13
    1.05909e+06     1.2544e+13
    1.11206e+06     1.4159e+13
    1.16768e+06     1.5994e+13
    1.22608e+06    1.80737e+13
     1.2874e+06    2.04061e+13
    1.35178e+06     2.3037e+13
    1.41939e+06     2.6026e+13
    1.49037e+06    2.94135e+13
    1.56491e+06    3.32035e+13
    1.64317e+06    3.74896e+13
    1.72534e+06    4.23585e+13
