========================================
N2+O2_P1_Energy_1_0.0.out
10 atm
T,P1->W1
1000.0,2.10923e-19
1005.0,2.3341e-19
1010.0,2.58046e-19
1015.0,2.85014e-19
1020.0,3.14505e-19
1025.0,3.4673e-19
1030.0,3.8191e-19
1035.0,4.20283e-19
1040.0,4.62105e-19
1045.0,5.07647e-19
1050.0,5.57201e-19
1055.0,6.11075e-19
1060.0,6.69599e-19
1065.0,7.33127e-19
1070.0,8.02031e-19
1075.0,8.7671e-19
1080.0,9.57588e-19
1085.0,1.04511e-18
1090.0,1.13976e-18
1095.0,1.24204e-18
1100.0,1.35249e-18
1105.0,1.47168e-18
1110.0,1.60021e-18
1115.0,1.73871e-18
1120.0,1.88786e-18
1125.0,2.04837e-18
1130.0,2.22099e-18
1135.0,2.40653e-18
1140.0,2.60581e-18
1145.0,2.81971e-18
1150.0,3.04918e-18
1155.0,3.29519e-18
1160.0,3.55878e-18
1165.0,3.84102e-18
1170.0,4.14307e-18
1175.0,4.46612e-18
1180.0,4.81144e-18
1185.0,5.18034e-18
1190.0,5.57423e-18
1195.0,5.99456e-18
1200.0,6.44285e-18
1205.0,6.92072e-18
1210.0,7.42983e-18
1215.0,7.97196e-18
1220.0,8.54893e-18
1225.0,9.16267e-18
1230.0,9.81519e-18
1235.0,1.05086e-17
1240.0,1.12451e-17
1245.0,1.20269e-17
1250.0,1.28566e-17
1255.0,1.37365e-17
1260.0,1.46693e-17
1265.0,1.56576e-17
1270.0,1.67044e-17
1275.0,1.78125e-17
1280.0,1.89851e-17
1285.0,2.02253e-17
1290.0,2.15364e-17
1295.0,2.2922e-17
1300.0,2.43855e-17
1305.0,2.59308e-17
1310.0,2.75617e-17
1315.0,2.92823e-17
1320.0,3.10966e-17
1325.0,3.30091e-17
1330.0,3.50243e-17
1335.0,3.71468e-17
1340.0,3.93815e-17
1345.0,4.17334e-17
1350.0,4.42077e-17
1355.0,4.68097e-17
1360.0,4.95451e-17
1365.0,5.24195e-17
1370.0,5.54391e-17
1375.0,5.86098e-17
1380.0,6.19382e-17
1385.0,6.54308e-17
1390.0,6.90945e-17
1395.0,7.29362e-17
1400.0,7.69632e-17
1405.0,8.11832e-17
1410.0,8.56037e-17
1415.0,9.02327e-17
1420.0,9.50787e-17
1425.0,1.0015e-16
1430.0,1.05455e-16
1435.0,1.11004e-16
1440.0,1.16805e-16
1445.0,1.22868e-16
1450.0,1.29203e-16
1455.0,1.3582e-16
1460.0,1.4273e-16
1465.0,1.49943e-16
1470.0,1.57471e-16
1475.0,1.65324e-16
1480.0,1.73515e-16
1485.0,1.82056e-16
1490.0,1.90958e-16
1495.0,2.00236e-16
1500.0,2.09901e-16
1505.0,2.19968e-16
1510.0,2.30449e-16
1515.0,2.4136e-16
1520.0,2.52715e-16
1525.0,2.64529e-16
1530.0,2.76816e-16
1535.0,2.89593e-16
1540.0,3.02876e-16
1545.0,3.16682e-16
1550.0,3.31026e-16
1555.0,3.45927e-16
1560.0,3.61403e-16
1565.0,3.77471e-16
1570.0,3.9415e-16
1575.0,4.1146e-16
1580.0,4.29419e-16
1585.0,4.48048e-16
1590.0,4.67368e-16
1595.0,4.87399e-16
1600.0,5.08162e-16
1605.0,5.2968e-16
1610.0,5.51975e-16
1615.0,5.7507e-16
1620.0,5.98988e-16
