*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P         *E/F           *P
          470            1  4.19473e+09     0.780553     0.276826     0.945654     0.280509     0.950285
          480            1  4.12555e+09     0.475154     0.176845     0.910022     0.179987     0.918014
          490            1  4.05921e+09      1.08237     0.290855     0.955244     0.292725     0.952026
          500            1  3.99555e+09     0.855933     0.297163     0.955904     0.301107     0.960249
          510            1   3.9344e+09     0.674926     0.243261     0.937496     0.248248     0.943186
          520            1  3.87559e+09     0.788426     0.280243     0.951936     0.285947     0.956717
          530            1  3.81901e+09     0.990738     0.311167      0.96428      0.31287      0.96815
          540            1   3.7645e+09     0.829874     0.289558     0.956625     0.295475     0.961308
          550            1  3.71197e+09     0.795006     0.281906     0.954543     0.286884     0.959019
          560            1  3.66129e+09      1.24584     0.312285     0.975932     0.314872     0.972908
          570            1  3.61237e+09     0.831004     0.290634     0.958831     0.296123     0.963201
          580            1  3.56511e+09     0.854821     0.295468     0.961239     0.301364     0.965626
          590            1  3.51942e+09      1.59715     0.276305     0.980771     0.287469      0.97807
          600            1  3.47524e+09     0.945582     0.309006     0.967151     0.314176     0.971268
          610            1  3.43247e+09       1.2566     0.311323     0.974855     0.316361     0.977678
          620            1  3.39105e+09      1.42002     0.307286     0.980886     0.308662     0.978258
          630            1  3.35091e+09      9.87997     0.535561     0.986198     0.541362     0.987626
          640            1    3.312e+09      2.10056      0.23744     0.986345      0.24701     0.984142
          650            1  3.27425e+09      2.53052     0.183923     0.987368     0.193432     0.985303
          660            1  3.23761e+09      1.26749     0.315957     0.977519       0.3197     0.980336
          670            1  3.20203e+09     0.947446     0.310298     0.970606     0.316949     0.974322
          680            1  3.16747e+09      27.8031     0.522372     0.987171     0.541282     0.988967
          690            1  3.13387e+09      1.09272     0.321927     0.975994     0.324205     0.979118
          700            1   3.1012e+09      39.0869      0.51972     0.987414     0.534536     0.989115
          800            1  2.81775e+09      26.1678     0.762007     0.994933     0.791997     0.995735
          900            1  2.59443e+09      180.358     0.568629     0.992275     0.588577       0.9935
         1000            1  2.41308e+09       14.495      1.73243     0.999322      1.85393     0.999475
         1100            1  2.26219e+09      410.123     0.657203     0.995556     0.686441     0.996339
         1200            1  2.13414e+09      34.1713      2.93143     0.999886      3.17097     0.999921
         1300            1   2.0237e+09       1105.4       31.897     0.996733      37.4633     0.995972
         1400            1  1.92717e+09      195.405      2.14312     0.999779      2.30111     0.999839
         1500            1  1.84184e+09      1261.09      1.50513     0.998612      1.55733     0.998247
         1600            1   1.7657e+09      1865.12      42.6887     0.998593      50.2763     0.998224
         1700            1  1.69722e+09      1534.82      1.08162     0.999156      1.15425     0.999344
         1800            1  1.63519e+09      3731.64      255.906     0.998634      303.108     0.998255
         1900            1  1.57867e+09      437.754      5.21672     0.999996      5.50331     0.999997
         2000            1   1.5269e+09      1320.03      2.24374     0.999888      2.39247     0.999916
         2100            1  1.47926e+09      5855.32      378.129     0.999239      451.988      0.99902
         2200            1  1.43525e+09      6104.25       309.19     0.999447       366.47     0.999278
         2300            1  1.39442e+09      1621.66      3.48962     0.999977      3.70301     0.999984
         2400            1  1.35643e+09      5373.36      56.9606      0.99979       66.897     0.999722
         2500            1  1.32097e+09      2549.69      3.19412     0.999972      3.39157      0.99998
         2600            1  1.28778e+09      15584.2      1653.22     0.999408      2072.36     0.999257
         2700            1  1.25662e+09      2568.88      4.74644     0.999995       4.9021     0.999996
         2800            1  1.22732e+09      4097.73      3.30416     0.999979      3.51906     0.999985
         2900            1   1.1997e+09      8527.19      35.9598     0.999929      41.8297     0.999905
         3000            1   1.1736e+09      19373.3      1385.96      0.99976      1721.55     0.999691
         3100            1  1.14889e+09       9252.3      2.35067     0.999948      2.52319     0.999962
         3200            1  1.12547e+09      30381.8      2936.49     0.999706      3710.89     0.999627
         3300            1  1.10323e+09      18095.7      538.821     0.999918      644.602      0.99989
         3400            1  1.08207e+09        11209      2.86472     0.999974      3.06257     0.999981
         3500            1  1.06191e+09      9287.55      3.91207     0.999992      4.12641     0.999994
         3600            1  1.04268e+09       7007.2       6.3854            1      6.54545            1
         3700            1  1.02431e+09      57467.3      6135.37     0.999769      7795.44     0.999705
         3800            1  1.00674e+09        62030      6426.15     0.999794      8171.75     0.999737
         3900            1  9.89916e+08      9940.71      6.12804     0.999999      6.35931            1
         4000            1   9.7379e+08      13741.7      4.68823     0.999997      4.94675     0.999998
