Pressure (atm),Temperature (K),colrel_FactorOne_P3->P4,colrel_FactorOne_P3->P5,colrel_FactorOne_P3->W3,colrel_FactorOne_P4->P5,colrel_FactorOne_P1->P3,colrel_FactorOne_W3->P5,colrel_FactorOne_W3->P4,colrel_FactorOne_W3->P1,colrel_FactorOne_W3->P3,colrel_FactorOne_P5->W3,colrel_FactorOne_P1->W3,colrel_FactorOne_P4->W3,colrel_FactorOne_P1->P4,colrel_FactorOne_P1->P5
0.1,200.0,-1.0721468190657815,-0.0004367686032052251,0.09067439018858967,-0.0004846637855920118,0.37815991754557365,22.39363836261287,0.00011428923900423859,0.9996171233609101,0.0906742142532102,22.39362685852209,0.999652906637599,0.00010342434402761827,-0.24703777115761186,0.00020866132803744103
0.1,210.0,-1.1146890090250243,-0.00043935822108625216,0.04061023821672558,-0.0004612279659624726,0.30123564602947517,21.79004727921876,-0.001081154731329701,1.0126073248289469,0.040587272022146244,21.79011907858334,1.0126534956316076,-0.0011037313593406273,-0.22776524728250078,0.00014306388938911313
0.1,220.0,-1.1414955851684891,-0.00042456915635135224,0.0361252210756747,-0.0004144335627633611,0.2381118841241747,21.11879634517356,0.005169723876958707,1.0359304692268123,0.036174218233575,21.118744899643453,1.0359012860235273,0.00516518663713803,-0.20951165516602965,0.00016622581110598624
0.1,230.0,-1.158906175907701,-0.0003402896086201547,-0.02792977538794301,-0.00037900345837344894,0.18388746117632873,20.82975615849736,-0.008546878428165056,1.0311895462133633,-0.027990205270622296,20.829835257866463,1.031251289438104,-0.008468174601511953,-0.19235993694456727,0.0001617763188532792
0.1,240.0,-1.163646927291008,-0.0003033442196019569,-0.0076236071642616305,-0.00035984948831274064,0.13969498426534352,20.77053417935991,0.003916201289354431,1.059168044950877,-0.0076006844458046076,20.77051593542113,1.0591396537790783,0.0038921700714718297,-0.17596217180136287,0.00016995133220136483
0.1,250.0,-1.1709154071583134,-0.00028740069665982926,0.006065106914304026,-0.00034582154363920706,0.10321170161056908,21.107208528438903,0.008661656557707093,1.0787337377806072,0.006135461221176189,21.107130162398125,1.0786662034802001,0.008601399201711298,-0.16052049194804302,0.00018549350563447863
0.1,260.0,-1.1764424520131709,-0.00026754339366282805,-0.009549207039388831,-0.0003259951191107943,0.07256726866846733,21.573306060012083,0.0037733381623891523,1.0842046137746364,-0.009512426408931943,21.573265466817805,1.0841807110449526,0.003767138943391636,-0.14605154594356912,0.0001952308954761993
0.1,270.0,-1.1745207706315017,-0.000241954105929208,-0.029189092511860505,-0.00029823473075305174,0.047045341884030915,21.812355026153636,0.0005342379596836441,1.0886377607504238,-0.029200257688984425,21.8123732411432,1.0886641370269194,0.0005878005892836063,-0.132440643541381,0.00019553227830917125
0.1,280.0,-1.1656445657020642,-0.00021690058717026335,-0.03265139691181602,-0.0002666856553056789,0.02645235880131432,21.64450181407326,0.004147469804879738,1.0998050597676725,-0.032679250413499145,21.64454289872981,1.0998416278288308,0.004216188224936778,-0.11959773935679215,0.0001897925590583139
0.1,290.0,-1.1532206075006377,-0.0001968431833889735,-0.018011720811123948,-0.00023675364185942783,0.01057643097292182,21.08330067192392,0.012790608535296974,1.116794004550705,-0.018024776933929447,21.083325051458136,1.1168040591441377,0.012833332232670327,-0.10750592050365301,0.0001828035406724095
