Pressure (atm),Temperature (K),colrel_FactorOne_P3->P4,colrel_FactorOne_P3->P5,colrel_FactorOne_P3->W3,colrel_FactorOne_P4->P5,colrel_FactorOne_P1->P3,colrel_FactorOne_W3->P5,colrel_FactorOne_W3->P4,colrel_FactorOne_W3->P1,colrel_FactorOne_W3->P3,colrel_FactorOne_P5->W3,colrel_FactorOne_P1->W3,colrel_FactorOne_P4->W3,colrel_FactorOne_P1->P4,colrel_FactorOne_P1->P5
0.1,200.0,-1.071744429440102,-0.00047307918062353387,0.09096536934923798,-0.000498718577276201,0.3761164574424165,22.307357887026143,0.0001046418126687988,0.9953998035801415,0.09096757639897651,22.307350850693243,0.9954198966665665,8.903222927868206e-05,-0.25016989443015847,0.00012893947728504399
0.1,210.0,-1.11402451468017,-0.0003806564859376942,0.04101344963025157,-0.00047023723765200526,0.29931028929788644,21.70889635976675,-0.0009684135640443418,1.0085937052676484,0.04102113684209797,21.708917296961232,1.0086082070692743,-0.00100474874790074,-0.2306513440304727,0.00014998487863913655
0.1,220.0,-1.1412679820047726,-0.00043100447768300553,0.036346966117454964,-0.00046871354976319845,0.23633930829992636,21.02266716417664,0.004768293799926591,1.0321077732933266,0.03639325435651922,21.022624122577604,1.0320733749850595,0.004709691692990317,-0.21218744689932845,0.0001652550606039093
0.1,230.0,-1.1574858386223308,-0.0003458448282761609,-0.0270086277545094,-0.0004265460450370467,0.1822155457394029,20.76754725332946,-0.007776767066342689,1.0276630679882468,-0.027085960360715318,20.76762653250773,1.0277074539626447,-0.007705708491517911,-0.19481583627462584,0.00016901269316969294
0.1,240.0,-1.1630655841854987,-0.00030614044567374237,-0.0071530691204813954,-0.00039193244762136375,0.13816402083342652,20.643033150542784,0.0037661952044823047,1.0557074552512609,-0.007165884884687047,20.643028449050608,1.0556850664078523,0.0037541217260473516,-0.1781991783814805,0.00015965347712382458
0.1,250.0,-1.170563920965994,-0.00029713482478856135,0.006418100034506435,-0.0003646459010295793,0.10185751457380808,20.921660540990654,0.00809113583999509,1.075406286714473,0.006446583050808227,20.921605845367537,1.0753687067757796,0.00803355724452597,-0.16256354906405054,0.00015856987773892517
0.1,260.0,-1.1753749318398232,-0.0002863401726346339,-0.008866655690066585,-0.00033974028345100144,0.0713901826033186,21.360769546657075,0.0036665491904547664,1.0810790794280116,-0.008865798344500119,21.36074933250518,1.0810927743140437,0.0036511366297090294,-0.1479239032897896,0.00016817525732239693
0.1,270.0,-1.1727104449984003,-0.00026688387508426675,-0.028214079031743108,-0.00031651505322006124,0.04602362767498863,21.58253227280489,0.0009730466226829329,1.0856808321791815,-0.028251494272546536,21.582561341773395,1.0857412522350565,0.001015385167048926,-0.13415573354914972,0.0001812853524641864
0.1,280.0,-1.1635942103550245,-0.00024433758716847743,-0.03165395844112258,-0.00029554304114709647,0.02556010474067732,21.39669328945337,0.004723523904965816,1.0969466276235853,-0.03169956914068067,21.39673677935358,1.0970112153883544,0.004787419360342364,-0.12116304588676592,0.00019188593731120438
0.1,290.0,-1.151303300421131,-0.00022422394370082106,-0.017184148287835363,-0.000276739229605318,0.009792738770223523,20.82393497931621,0.013139963151412123,1.1139936187201407,-0.017208209111692324,20.82395667709487,1.1140278437534792,0.013186444064685648,-0.1089278818611661,0.00019785015637962457
0.1,300.0,-1.1375138597612515,-0.00020842694108316758,0.006847530495786909,-0.0002593587434228687,-0.0016970746209211283,19.995526825875096,0.02258935313974695,1.13231391198621,0.006854804424067696,19.995513246247807,1.1323093177098673,0.022601529027374705,-0.09748503418567389,0.00019970749517289355
0.1,310.0,-1.1212092707307502,-0.0001961405439786351,0.03109376825945882,-0.00024257355342205555,-0.009518560401701352,19.059056046979514,0.03070202507160374,1.1481116365914301,0.031123724655277792,19.059015732169904,1.1480808747431166,0.03068513406967214,-0.08688217764975957,0.00019892853568701917
0.1,320.0,-1.0995972189746042,-0.0001856429312343416,0.049938416853351264,-0.00022587251430510296,-0.014371610412074916,18.12835256478289,0.03704492961657209,1.1598727415412051,0.049974143299057174,18.12830471644665,1.1598366254062364,0.037015551994517726,-0.07715233389924457,0.00019689167644898695
0.1,330.0,-1.069600440408069,-0.00017546772305326253,0.06210353308194182,-0.00020915495012162257,-0.016949621458210225,17.2705704981079,0.04247512191941433,1.168048401280041,0.06212938013491147,17.270533810435225,1.1680249748587244,0.04245034518691404,-0.06830247482188163,0.00019452458738996044
0.1,340.0,-1.0290217661354142,-0.00016483312874587708,0.06926150595648883,-0.00019263148218624944,-0.017874272643151775,16.513195068494593,0.048243128851683664,1.174087515138277,0.06926834009548694,16.513181217056488,1.174086526065186,0.048234115404262395,-0.060313423322949714,0.00019231907445821825
0.1,350.0,-0.9770999405581138,-0.00015360259895802356,0.07428729153653785,-0.00017666439656110512,-0.017663789600762404,15.85749989990883,0.055363819558872186,1.1795660911592005,0.07427356697751641,15.857511829632763,1.1795882957787893,0.05537397516879826,-0.053145318374762975,0.0001904726166684911
0.1,360.0,-0.9145336649539556,-0.0001420571523711289,0.07993769877201692,-0.0001616281455795342,-0.016726113101102495,15.291155564511836,0.064353344293924,1.1856739253272988,0.07990787842309255,15.29118895533272,1.1857132761819307,0.064379544317297,-0.046744607770314105,0.00018902742031754998
0.1,370.0,-0.8431771474954304,-0.00013065364383122263,0.08814465043715769,-0.00014782006107811585,-0.015367091181359626,14.797288316260063,0.07523830361665562,1.1930418418026092,0.08810657547995206,14.79733442991702,1.1930886937972718,0.07527345476068752,-0.041050413836860075,0.0001879635200370591
0.1,380.0,-0.7656028245579071,-0.00011984512399609234,0.09981703483087832,-0.00013542086718006745,-0.013805853758949426,14.35980538617235,0.08770320537663405,1.2017926063970137,0.09977936426614481,14.35985398693178,1.2018366979347685,0.08773889208994225,-0.035999445266009046,0.00018724584283767338
0.1,390.0,-0.6846687591299307,-0.0001099785246282179,0.11496083931543459,-0.00012449184141452574,-0.012192193636911769,13.965823957522195,0.10127064048947136,1.2116958669624782,0.1149311355046011,13.965865599334833,1.211728473671011,0.10129918316084818,-0.03152937018682847,0.00018683995205904914
0.1,400.0,-0.6031658162318925,-0.00010125641889438261,0.13294522232372938,-0.00011499344122894573,-0.010623014216474005,13.606233512445808,0.1154531044345831,1.2223415980165913,0.13292884429008017,13.606260956943606,1.2223567225416492,0.1154688095104383,-0.02758089381511188,0.00018671175354887528
0.1,410.0,-0.523571782139037,-9.374132962606747e-05,0.1527947140566314,-0.00010681301731864566,-0.00915646603450161,13.275254726334014,0.12985254673539007,1.2332847806873397,0.15279443470601595,13.275263546315081,1.2332795073277572,0.1298522052153725,-0.02409887407415892,0.00018682200114754967
0.1,420.0,-0.4479095752675878,-8.738274883548914e-05,0.1734402829640948,-9.979332437023065e-05,-0.007823356768995518,12.969594648015029,0.14420731500713832,1.2441434332404238,0.17345643844818345,12.96958320753789,1.2441176849731967,0.14419013361127267,-0.021032784537202653,0.00018712155181458824
0.1,430.0,-0.37769153114374987,-8.205227071569359e-05,0.19390165706130427,-9.375721720470166e-05,-0.006635944724343966,12.687557176255352,0.15839771228898908,1.2546502339173378,0.1939326183127438,12.68752621164939,1.2546061793872443,0.15836489047158445,-0.018336768797016956,0.0001875496686132603
0.1,440.0,-0.31392671358573787,-7.757772759185164e-05,0.21339828492329163,-8.85266154718388e-05,-0.005594467586990318,12.428289077712472,0.17242473861595348,1.264666855300654,0.21344107091282097,12.428241079840667,1.264608172894781,0.1723788794235617,-0.015969460721007,0.00018803549304643286
