*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
         1000           10  2.41308e+10    0.0390715  0.000261383   0.00704632
         1005           10  2.40488e+10    0.0356601  0.000181942   0.00508031
         1010           10  2.39677e+10    0.0391904  0.000267553   0.00727043
         1015           10  2.38872e+10    0.0387534  0.000255528   0.00700632
         1020           10  2.38075e+10    0.0353842  0.000178085    0.0050487
         1025           10  2.37285e+10    0.0349647  0.000170772   0.00488028
         1030           10  2.36502e+10    0.0384267  0.000250778   0.00698693
         1035           10  2.35725e+10    0.0380372  0.000241387   0.00677964
         1040           10  2.34956e+10    0.0347104  0.000167369   0.00485827
         1045           10  2.34193e+10    0.0344164  0.000162381   0.00474295
         1050           10  2.33437e+10    0.0377043  0.000236828   0.00675083
         1055           10  2.32687e+10    0.0372937  0.000227202   0.00653431
         1060           10  2.31944e+10    0.0340975  0.000159096   0.00471672
         1065           10  2.31207e+10    0.0337803  0.000153678   0.00459178
         1070           10  2.30476e+10    0.0369811  0.000224308   0.00653772
         1075           10  2.29752e+10    0.0365787  0.000216272   0.00635761
         1080           10  2.29033e+10    0.0335113  0.000151171   0.00457417
         1085           10  2.28321e+10    0.0332175  0.000146647   0.00447138
         1090           10  2.27614e+10    0.0363333  0.000213052   0.00634766
         1095           10  2.26914e+10     0.036048  0.000207174   0.00620727
         1100           10  2.26219e+10    0.0329719  0.000144313   0.00446572
         1105           10  2.25529e+10    0.0326451  0.000139628   0.00433365
         1110           10  2.24845e+10    0.0357895   0.00020449   0.00620825
         1115           10  2.24167e+10    0.0326274  0.000142528   0.00445516
         1120           10  2.23494e+10    0.0324769  0.000138426   0.00434938
         1125           10  2.22827e+10    0.0355072  0.000201961   0.00623459
         1130           10  2.22165e+10    0.0351455  0.000195574   0.00605969
         1135           10  2.21508e+10    0.0322416  0.000138081    0.0044043
         1140           10  2.20856e+10    0.0319526  0.000132625   0.00424831
         1145           10  2.20209e+10     0.034923  0.000194004   0.00610495
         1150           10  2.19568e+10    0.0346535  0.000185786   0.00586124
         1155           10  2.18931e+10    0.0317601  0.000132134   0.00430142
         1160           10  2.18299e+10    0.0315654  0.000128656   0.00419627
         1165           10  2.17672e+10    0.0342741  0.000185669   0.00592033
         1170           10   2.1705e+10    0.0341932  0.000181224   0.00582587
         1175           10  2.16433e+10    0.0312777  0.000127305   0.00419787
         1180           10   2.1582e+10    0.0309952  0.000123944   0.00411223
         1185           10  2.15212e+10    0.0339316  0.000180155   0.00585964
         1190           10  2.14608e+10    0.0335892   0.00017472   0.00571046
         1195           10  2.14009e+10    0.0308495  0.000123614   0.00414916
         1200           10  2.13414e+10    0.0305852  0.000120409   0.00406001
         1205           10  2.12824e+10    0.0334308  0.000174202   0.00575818
         1210           10  2.12237e+10    0.0306485  0.000123314   0.00418188
         1215           10  2.11656e+10    0.0304016  0.000119987   0.00408991
         1220           10  2.11078e+10    0.0332672  0.000173474   0.00579297
         1225           10  2.10505e+10    0.0329519  0.000168062   0.00565034
         1230           10  2.09935e+10    0.0302651   0.00011956   0.00412234
         1235           10   2.0937e+10    0.0300685  0.000116836   0.00404629
         1240           10  2.08809e+10    0.0327755  0.000167717     0.005692
         1245           10  2.08251e+10    0.0324939  0.000163537   0.00558377
         1250           10  2.07698e+10    0.0298594  0.000116921   0.00408902
         1255           10  2.07149e+10    0.0296012   0.00011369   0.00399895
         1260           10  2.06603e+10    0.0323759  0.000164062   0.00565302
         1265           10  2.06061e+10     0.032098  0.000159613   0.00553356
         1270           10  2.05523e+10    0.0294988  0.000113411   0.00402946
         1275           10  2.04988e+10     0.029292  0.000111086   0.00396578
         1280           10  2.04458e+10    0.0319619  0.000160074   0.00559932
         1285           10  2.03931e+10    0.0317046  0.000155807   0.00547778
         1290           10  2.03407e+10    0.0291107  0.000111801   0.00402723
         1295           10  2.02887e+10    0.0289184  0.000108987   0.00394648
         1300           10   2.0237e+10      0.03154  0.000156172   0.00554674
         1305           10  2.01857e+10    0.0312902  0.000152986   0.00545998
         1310           10  2.01348e+10    0.0287812  0.000109488   0.00400036
         1315           10  2.00841e+10      0.03139  0.000156576   0.00561264
         1320           10  2.00338e+10    0.0311625  0.000152774   0.00550531
         1325           10  1.99839e+10    0.0286519  0.000109845   0.00405059
         1330           10  1.99342e+10    0.0284349  0.000108082   0.00400225
         1335           10  1.98849e+10    0.0310352  0.000153768   0.00558989
