Pressure (atm),Temperature (K),colrel_Epsilons_P3->P4,colrel_Epsilons_P3->P5,colrel_Epsilons_P1->P4,colrel_Epsilons_P4->P5,colrel_Epsilons_P5->W3,colrel_Epsilons_P2->W3,colrel_Epsilons_P1->P2,colrel_Epsilons_P1->P3,colrel_Epsilons_P2->P3,colrel_Epsilons_P1->W3,colrel_Epsilons_P2->P4,colrel_Epsilons_P3->W3,colrel_Epsilons_P1->P5,colrel_Epsilons_P2->P5,colrel_Epsilons_P4->W3,B13_Energy_1_P3->P4,B13_Energy_1_P3->P5,B13_Energy_1_P1->P4,B13_Energy_1_P4->P5,B13_Energy_1_P5->W3,B13_Energy_1_P2->W3,B13_Energy_1_P1->P2,B13_Energy_1_P1->P3,B13_Energy_1_P2->P3,B13_Energy_1_P1->W3,B13_Energy_1_P2->P4,B13_Energy_1_P3->W3,B13_Energy_1_P1->P5,B13_Energy_1_P2->P5,B13_Energy_1_P4->W3,colrel_Factor_P3->P4,colrel_Factor_P3->P5,colrel_Factor_P1->P4,colrel_Factor_P4->P5,colrel_Factor_P5->W3,colrel_Factor_P2->W3,colrel_Factor_P1->P2,colrel_Factor_P1->P3,colrel_Factor_P2->P3,colrel_Factor_P1->W3,colrel_Factor_P2->P4,colrel_Factor_P3->W3,colrel_Factor_P1->P5,colrel_Factor_P2->P5,colrel_Factor_P4->W3,W1a_Energy_1_P3->P4,W1a_Energy_1_P3->P5,W1a_Energy_1_P1->P4,W1a_Energy_1_P4->P5,W1a_Energy_1_P5->W3,W1a_Energy_1_P2->W3,W1a_Energy_1_P1->P2,W1a_Energy_1_P1->P3,W1a_Energy_1_P2->P3,W1a_Energy_1_P1->W3,W1a_Energy_1_P2->P4,W1a_Energy_1_P3->W3,W1a_Energy_1_P1->P5,W1a_Energy_1_P2->P5,W1a_Energy_1_P4->W3,colrel_Power_P3->P4,colrel_Power_P3->P5,colrel_Power_P1->P4,colrel_Power_P4->P5,colrel_Power_P5->W3,colrel_Power_P2->W3,colrel_Power_P1->P2,colrel_Power_P1->P3,colrel_Power_P2->P3,colrel_Power_P1->W3,colrel_Power_P2->P4,colrel_Power_P3->W3,colrel_Power_P1->P5,colrel_Power_P2->P5,colrel_Power_P4->W3
0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7680287514970684e-05,-1.1510259685367201,0.0,0.0,-1.033783038631983,4.752314757683475e-05,-0.25879595482854967,0.001379153877698337,0.0,-0.033733677676077566,0.0,-1.3964970717022624,-0.0009534000185747154,-0.3373567924695613,-0.001058941718908338,20.308850296093382,0.016819341964114408,0.09271215101788703,-0.14126794170962673,-1.9191070965916017,0.9180319356503515,-1.5711324059906802,0.01934519939206969,0.000335942470783453,0.00027900431037005384,0.00010486948812913183,0.0,0.0,0.0,0.0,-8.959779328141714e-08,2.3287772072981705e-05,-0.076125517033523,0.0,0.0017771072780096426,0.0,0.018809886351798963,0.0,0.0,-6.13455616109422e-06,0.0,0.5751911554481305,0.0003483895632227087,0.1345863001771974,0.00039759663456723085,-8.817328529010005,-0.009880128394365188,-0.036423428134435804,0.05790104971527873,0.7838277384085952,-0.3856582715307914,0.6418142628507016,-0.009872473952917947,-7.814795318594618e-05,-0.00011762579397289095,0.0001990280397970472
0.1,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027255828588283835,-1.1071567595440628,0.0,0.0,-1.0018941520860665,2.708896400510976e-05,-0.23792510434052347,0.0005862296347230082,0.0,-0.03310920170832378,0.0,-1.3598910807128972,-0.0008507672965521806,-0.3110303542643204,-0.000990030466905007,19.72703977581882,-0.007684385162652638,0.08706613970033064,-0.12891815563789139,-1.8481129271760448,0.9328743016244633,-1.5355672282497008,-0.011061477915594349,0.000353782113491547,0.0002078805332843349,-0.0011492712418716103,0.0,0.0,0.0,0.0,1.1576671833466256e-06,-0.0003694917526516038,-0.07172485345780044,0.0,0.002334414675027093,0.0,0.020640724925678644,0.0,0.0,6.823112622589268e-05,0.0,0.49343555783154763,0.00029620073545161605,0.10920459099455564,0.0003250549534506454,-7.623160277106442,-0.0009852282182359136,-0.03016606276871472,0.046375391024095984,0.6602134167951826,-0.3495069691886139,0.5498955553783283,-0.009468123421326986,-0.0001130693000319191,-2.6860373324629904e-05,-0.003271625251229342
0.1,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001117008493767636,-1.0701073986281726,0.0,0.0,-0.9742998913759133,6.7366825902621025e-06,-0.2146658793702689,0.00023013965765270985,0.0,-0.032532805328439315,0.0,-1.326385953600717,-0.0007645151634202406,-0.28617524723847226,-0.000927781690327075,19.222246317788468,-0.02118893136642013,0.08180963863824062,-0.11836998067012103,-1.7856804301916316,0.9630407525551254,-1.5002300306663763,0.010648545206623524,0.00039211182433816446,0.00013189685755647833,0.005122993163392377,0.0,0.0,0.0,0.0,9.887425180844903e-05,0.0020769372887102203,-0.06913667927318716,0.0,-9.620266195877036e-05,0.0,0.014302951275290639,0.0,0.0,-0.0002527672741181976,0.0,0.416609019831797,0.00021905952964463508,0.08731096912269166,0.00026130804903467993,-6.315104238823346,0.011291384855229767,-0.024632923316665514,0.03693488108045578,0.5740102616137861,-0.2886754087980703,0.47961047417391517,0.038931865733184995,-2.2066967806359405e-05,-0.00017777879162968226,0.013248720005662294
0.1,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9708800628492804e-05,-1.0392901554647116,0.0,0.0,-0.9631162333651213,2.4457081537579538e-05,-0.1964580368867511,9.177052897434005e-05,0.0,-0.031972743070789754,0.0,-1.285049479337425,-0.0007432342809907486,-0.26264248277560054,-0.0008563588181520365,18.87805586829219,-0.041313172238900873,0.07668347024868444,-0.10844623487373535,-1.7498839761637843,0.9516322762092642,-1.4857835180781436,-0.0720400381489923,0.0002751022466893989,0.00029113990762720445,-0.007721253846625637,0.0,0.0,0.0,0.0,1.3932754965872585e-05,-0.004884680696658547,-0.06306679221036274,0.0,0.006097012961465471,0.0,0.032803954013458224,0.0,0.0,0.0004402175518591785,0.0,0.3506704021700812,0.0001706955699936642,0.06883259941902067,0.00020090924062150692,-5.134239838456118,-0.00024972940078356635,-0.019979277936658595,0.029001791445428752,0.4401546916396185,-0.2926658318845135,0.37659640042584674,-0.047473321723328084,-0.00023137507584472126,0.00017462266907199912,-0.021814825774586922
0.1,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1444732455815434e-05,-0.9873378797792247,0.0,0.0,-0.9250377496850554,1.537357336903715e-05,-0.17675307595186684,4.7137878410578846e-05,0.0,-0.03145653786426952,0.0,-1.2559940609431979,-0.0006978773745471009,-0.24029981546509185,-0.0007833952674784951,18.560736896871116,-0.04665206344080065,0.07188356029153257,-0.09947423445691048,-1.6673453420517943,0.9878044905275514,-1.4422975000517086,-0.027793981780500052,0.0003764329786555097,0.0002719165081185774,0.0030432797031617166,0.0,0.0,0.0,0.0,-1.4570014453827764e-05,0.0031606758284279425,-0.06057668254208627,0.0,-0.001738908689369505,0.0,0.012954075755221204,0.0,0.0,-5.272312682901839e-05,0.0,0.28465460771176226,0.00012094726125228086,0.05279692683238322,0.00015561725599863918,-4.2968151743892,0.01131314283221321,-0.015642834114303682,0.022289854261761194,0.38514397229997455,-0.22136314303403068,0.3372078470796738,0.01177546064242521,-6.459477351461704e-05,-6.37114938763158e-05,0.004155860046294703
0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.883647528596355e-05,-0.9441395109147791,0.0,0.0,-0.9029098820146308,2.838390769690646e-07,-0.16124445414182767,3.124008775211286e-05,0.0,-0.03094986594664146,0.0,-1.2205985349990722,-0.0006417203701457664,-0.21916557680084112,-0.0007215975754914888,18.268185835833144,-0.05315098861327487,0.06714681174466061,-0.09112583339200207,-1.6142646885092649,1.0127437543349043,-1.4278989133094704,-5.7751626345476855e-06,0.00043945776546621063,0.00028845672933007456,0.008598504107479877,0.0,0.0,0.0,0.0,-1.8730842009599767e-07,0.0038605370711543934,-0.058697097574690923,0.0,-0.0027598786082639855,0.0,0.011503994421358075,0.0,0.0,-0.00032436990770356723,0.0,0.22459499452493192,8.689964924431855e-05,0.03928568275664938,0.00011666536027635374,-3.554064598240449,0.01651028359796069,-0.011938256028515046,0.016642469086603804,0.3182391836277573,-0.1661988149711067,0.2796312735948371,0.04830252598559954,3.053333107160385e-05,-0.00019082716265064972,0.016387433840224303
0.1,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.911123835673961e-05,-0.913756888294051,0.0,0.0,-0.8938849884040648,-5.812390716536453e-06,-0.1502840922783463,2.105768700538505e-05,0.0,-0.030446643585799373,0.0,-1.1781916638055843,-0.0005929929185672112,-0.19925087610082357,-0.0006696210684022444,17.981909489627988,-0.06413343917440206,0.06250855315649265,-0.08315193759617545,-1.5859864339744099,1.0170602727617815,-1.4310046962169074,-0.022562214501749726,0.00041337696498563526,0.000421350244013332,0.00552325423290169,0.0,0.0,0.0,0.0,1.3910472325694751e-05,-0.001522728955425083,-0.05530661691707185,0.0,0.0021184406260997277,0.0,0.02649058755431711,0.0,0.0,-0.00010160746084038275,0.0,0.17180755049051422,6.6575510107982e-05,0.02807946417753372,8.17462182130544e-05,-2.786881404317903,0.01061083778043426,-0.008816115917991021,0.011912945567479797,0.22954928594110338,-0.14315969592379935,0.2027836214589043,0.021710599792635458,-2.9898920819553437e-05,-7.571664877702481e-05,0.003514284244343957
0.1,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.339953359898988e-06,-0.886805042671491,0.0,0.0,-0.8809319581953953,-3.942052365808859e-06,-0.14147817865621648,1.2281586004027348e-05,0.0,-0.029956873849732238,0.0,-1.1343536767038571,-0.0005540272286804804,-0.18049387366173875,-0.0006225382653650589,17.666845273278426,-0.07477152265323332,0.05807846430230328,-0.07549463248869272,-1.552827132438283,1.0190302025954485,-1.4266211594226588,-0.054074275490503775,0.0003703021331926597,0.0006185372210834559,0.0030517614869540947,0.0,0.0,0.0,0.0,1.5178595512201549e-05,-0.004637948379428298,-0.050892526886650226,0.0,0.004504854548311409,0.0,0.03519755812215575,0.0,0.0,0.0001989344496736017,0.0,0.12383037209044097,5.01806541111011e-05,0.018802039680067342,5.218267392107083e-05,-2.009573167689459,0.0028568092735077296,-0.006104009632779389,0.007973764884066491,0.1479736917091225,-0.12444463224235901,0.13483324109690137,-0.019073165243642155,-0.00011226024494395988,7.508913039366696e-05,-0.01155045558098955
0.1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1394642552723775e-06,-0.8569088126155671,0.0,0.0,-0.8581607339575431,2.1538486290992474e-07,-0.13321300873806688,5.553518810070891e-06,0.0,-0.0294878067356308,0.0,-1.0897807141176037,-0.0005200264173650476,-0.1628150374434487,-0.0005779875190343682,17.298744006389235,-0.08109506613689299,0.05389361147055621,-0.0681870152510184,-1.5044105234696141,1.0302289126082997,-1.409908231105397,-0.06221422031680083,0.00036031803439337984,0.000821881667730821,0.006446908769970128,0.0,0.0,0.0,0.0,8.656983203239878e-06,-0.0028849855026810926,-0.04674899668965006,0.0,0.0014181995829979843,0.0,0.0292101376662726,0.0,0.0,0.0002885831270659656,0.0,0.07878524049211694,3.2647050647585194e-05,0.011151055497967088,2.849515597372694e-05,-1.2680424470996863,-0.0007691863589459789,-0.0037175573332624574,0.004725699393790694,0.08840640151315138,-0.09177722879627338,0.08629485124257046,-0.03545338013202286,-0.00012522080309998153,0.0001223496404483725,-0.014708654410075931
0.1,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3976963090232032e-06,-0.8236406599998572,0.0,0.0,-0.8300796627426762,2.910237063844061e-06,-0.12524392797497946,1.441574472426692e-06,0.0,-0.02903970650312177,0.0,-1.0404852902559518,-0.00048676381851073605,-0.14617282880202492,-0.0005361324919284134,16.873572443596988,-0.08220392334426536,0.04993036342668323,-0.06127729736819679,-1.448378350989526,1.049966700327219,-1.3900945752590388,-0.043885290759995636,0.00038418781833163295,0.0010139847784204337,0.015028847060855942,0.0,0.0,0.0,0.0,1.485552813183185e-06,0.0012897653397109135,-0.04365980950647871,0.0,-0.004657571197555296,0.0,0.014852114879545653,0.0,0.0,0.00016326383642525498,0.0,0.03676529324693195,1.4436894610379625e-05,0.004929645819887646,9.769494537004991e-06,-0.5910560065205209,-0.00031414347053608787,-0.0016542789136545528,0.0020906589637134034,0.04630992752737061,-0.04570368239124174,0.04973600340111138,-0.023268581102877543,-6.86987573473209e-05,6.768069425115643e-05,-0.007009977684231418
