 convergence of q_dag integral
 For T =    200.00000000000000     
   5650.0       26   0.23649    
   5650.0       30   0.23649    
   5650.0       34   0.23649    
   5650.0       38   0.23649    
   5650.0       42   0.23649    
   5650.0       46   0.23649    
   5650.0       50   0.23649    
   5650.0       54   0.23649    
   5650.0       58   0.23649    
   5650.0       62   0.23649    
   5650.0       66   0.23649    
   5650.0       70   0.23649    
   5650.0       74   0.23649    
   5650.0       78   0.23649    
   5650.0       82   0.23649    
   5650.0       86   0.23649    
   5650.0       90   0.23649    
   5650.0       94   0.23649    
   5650.0       98   0.23649    
   5650.0      102   0.23649    
   5650.0      106   0.23649    
   5650.0      110   0.23649    
   5650.0      114   0.23649    
   5650.0      118   0.23649    
   5650.0      122   0.23649    
   5650.0      126   0.23649    
   5650.0      130   0.23649    
   5650.0      134   0.23649    
   5650.0      138   0.23649    
   5700.0        2   0.23649    
   5700.0        6   0.23649    
   5700.0       10   0.23649    
   5700.0       14   0.23649    
   5700.0       18   0.23649    
   5700.0       22   0.23649    
   5700.0       26   0.23649    
   5700.0       30   0.23649    
   5700.0       34   0.23649    
   5700.0       38   0.23649    
   5700.0       42   0.23649    
   5700.0       46   0.23649    
   5700.0       50   0.23649    
   5700.0       54   0.23649    
   5700.0       58   0.23649    
   5700.0       62   0.23649    
   5700.0       66   0.23649    
   5700.0       70   0.23649    
   5700.0       74   0.23649    
   5700.0       78   0.23649    
   5700.0       82   0.23649    
   5700.0       86   0.23649    
   5700.0       90   0.23649    
   5700.0       94   0.23649    
   5700.0       98   0.23649    
   5700.0      102   0.23649    
   5700.0      106   0.23649    
   5700.0      110   0.23649    
   5700.0      114   0.23649    
   5700.0      118   0.23649    
   5700.0      122   0.23649    
   5700.0      126   0.23649    
   5700.0      130   0.23649    
   5700.0      134   0.23649    
   5700.0      138   0.23649    
   5750.0        2   0.23649    
   5750.0        6   0.23649    
   5750.0       10   0.23649    
   5750.0       14   0.23649    
   5750.0       18   0.23649    
   5750.0       22   0.23649    
   5750.0       26   0.23649    
   5750.0       30   0.23649    
   5750.0       34   0.23649    
   5750.0       38   0.23649    
   5750.0       42   0.23649    
   5750.0       46   0.23649    
   5750.0       50   0.23649    
   5750.0       54   0.23649    
   5750.0       58   0.23649    
   5750.0       62   0.23649    
   5750.0       66   0.23649    
   5750.0       70   0.23649    
   5750.0       74   0.23649    
   5750.0       78   0.23649    
   5750.0       82   0.23649    
   5750.0       86   0.23649    
   5750.0       90   0.23649    
   5750.0       94   0.23649    
   5750.0       98   0.23649    
   5750.0      102   0.23649    
   5750.0      106   0.23649    
   5750.0      110   0.23649    
   5750.0      114   0.23649    
   5750.0      118   0.23649    
   5750.0      122   0.23649    
   5750.0      126   0.23649    
   5750.0      130   0.23649    
   5750.0      134   0.23649    
   5750.0      138   0.23649    
   5800.0        2   0.23649    
   5800.0        6   0.23649    
   5800.0       10   0.23649    
   5800.0       14   0.23649    
   5800.0       18   0.23649    
   5800.0       22   0.23649    
   5800.0       26   0.23649    
   5800.0       30   0.23649    
   5800.0       34   0.23649    
   5800.0       38   0.23649    
   5800.0       42   0.23649    
   5800.0       46   0.23649    
   5800.0       50   0.23649    
   5800.0       54   0.23649    
   5800.0       58   0.23649    
   5800.0       62   0.23649    
   5800.0       66   0.23649    
   5800.0       70   0.23649    
   5800.0       74   0.23649    
   5800.0       78   0.23649    
   5800.0       82   0.23649    
   5800.0       86   0.23649    
   5800.0       90   0.23649    
   5800.0       94   0.23649    
   5800.0       98   0.23649    
   5800.0      102   0.23649    
   5800.0      106   0.23649    
   5800.0      110   0.23649    
   5800.0      114   0.23649    
   5800.0      118   0.23649    
   5800.0      122   0.23649    
   5800.0      126   0.23649    
   5800.0      130   0.23649    
   5800.0      134   0.23649    
   5800.0      138   0.23649    
   5850.0        2   0.23649    
   5850.0        6   0.23649    
   5850.0       10   0.23649    
   5850.0       14   0.23649    
   5850.0       18   0.23649    
   5850.0       22   0.23649    
   5850.0       26   0.23649    
   5850.0       30   0.23649    
   5850.0       34   0.23649    
   5850.0       38   0.23649    
   5850.0       42   0.23649    
   5850.0       46   0.23649    
   5850.0       50   0.23649    
   5850.0       54   0.23649    
   5850.0       58   0.23649    
   5850.0       62   0.23649    
   5850.0       66   0.23649    
   5850.0       70   0.23649    
   5850.0       74   0.23649    
   5850.0       78   0.23649    
   5850.0       82   0.23649    
   5850.0       86   0.23649    
   5850.0       90   0.23649    
   5850.0       94   0.23649    
   5850.0       98   0.23649    
   5850.0      102   0.23649    
   5850.0      106   0.23649    
   5850.0      110   0.23649    
   5850.0      114   0.23649    
   5850.0      118   0.23649    
   5850.0      122   0.23649    
   5850.0      126   0.23649    
   5850.0      130   0.23649    
   5850.0      134   0.23649    
   5850.0      138   0.23649    
   5900.0        2   0.23649    
   5900.0        6   0.23649    
   5900.0       10   0.23649    
   5900.0       14   0.23649    
   5900.0       18   0.23649    
   5900.0       22   0.23649    
   5900.0       26   0.23649    
   5900.0       30   0.23649    
   5900.0       34   0.23649    
   5900.0       38   0.23649    
   5900.0       42   0.23649    
   5900.0       46   0.23649    
   5900.0       50   0.23649    
   5900.0       54   0.23649    
   5900.0       58   0.23649    
   5900.0       62   0.23649    
   5900.0       66   0.23649    
   5900.0       70   0.23649    
   5900.0       74   0.23649    
   5900.0       78   0.23649    
   5900.0       82   0.23649    
   5900.0       86   0.23649    
   5900.0       90   0.23649    
   5900.0       94   0.23649    
   5900.0       98   0.23649    
   5900.0      102   0.23649    
   5900.0      106   0.23649    
   5900.0      110   0.23649    
   5900.0      114   0.23649    
   5900.0      118   0.23649    
   5900.0      122   0.23649    
   5900.0      126   0.23649    
   5900.0      130   0.23649    
   5900.0      134   0.23649    
   5900.0      138   0.23649    
   5950.0        2   0.23649    
   5950.0        6   0.23649    
   5950.0       10   0.23649    
   5950.0       14   0.23649    
   5950.0       18   0.23649    
   5950.0       22   0.23649    
   5950.0       26   0.23649    
   5950.0       30   0.23649    
   5950.0       34   0.23649    
   5950.0       38   0.23649    
   5950.0       42   0.23649    
   5950.0       46   0.23649    
   5950.0       50   0.23649    
   5950.0       54   0.23649    
   5950.0       58   0.23649    
   5950.0       62   0.23649    
   5950.0       66   0.23649    
   5950.0       70   0.23649    
   5950.0       74   0.23649    
   5950.0       78   0.23649    
   5950.0       82   0.23649    
   5950.0       86   0.23649    
   5950.0       90   0.23649    
   5950.0       94   0.23649    
   5950.0       98   0.23649    
   5950.0      102   0.23649    
   5950.0      106   0.23649    
   5950.0      110   0.23649    
   5950.0      114   0.23649    
   5950.0      118   0.23649    
   5950.0      122   0.23649    
   5950.0      126   0.23649    
   5950.0      130   0.23649    
   5950.0      134   0.23649    
   5950.0      138   0.23649    
   6000.0        2   0.23649    
   6000.0        6   0.23649    
   6000.0       10   0.23649    
   6000.0       14   0.23649    
   6000.0       18   0.23649    
   6000.0       22   0.23649    
   6000.0       26   0.23649    
   6000.0       30   0.23649    
   6000.0       34   0.23649    
   6000.0       38   0.23649    
   6000.0       42   0.23649    
   6000.0       46   0.23649    
   6000.0       50   0.23649    
   6000.0       54   0.23649    
   6000.0       58   0.23649    
   6000.0       62   0.23649    
   6000.0       66   0.23649    
   6000.0       70   0.23649    
   6000.0       74   0.23649    
   6000.0       78   0.23649    
   6000.0       82   0.23649    
   6000.0       86   0.23649    
   6000.0       90   0.23649    
   6000.0       94   0.23649    
   6000.0       98   0.23649    
   6000.0      102   0.23649    
   6000.0      106   0.23649    
   6000.0      110   0.23649    
   6000.0      114   0.23649    
   6000.0      118   0.23649    
   6000.0      122   0.23649    
   6000.0      126   0.23649    
   6000.0      130   0.23649    
   6000.0      134   0.23649    
   6000.0      138   0.23649    
   6050.0        2   0.23649    
   6050.0        6   0.23649    
   6050.0       10   0.23649    
   6050.0       14   0.23649    
   6050.0       18   0.23649    
   6050.0       22   0.23649    
   6050.0       26   0.23649    
   6050.0       30   0.23649    
   6050.0       34   0.23649    
   6050.0       38   0.23649    
   6050.0       42   0.23649    
   6050.0       46   0.23649    
   6050.0       50   0.23649    
   6050.0       54   0.23649    
   6050.0       58   0.23649    
   6050.0       62   0.23649    
   6050.0       66   0.23649    
   6050.0       70   0.23649    
   6050.0       74   0.23649    
   6050.0       78   0.23649    
   6050.0       82   0.23649    
   6050.0       86   0.23649    
   6050.0       90   0.23649    
   6050.0       94   0.23649    
   6050.0       98   0.23649    
   6050.0      102   0.23649    
   6050.0      106   0.23649    
   6050.0      110   0.23649    
   6050.0      114   0.23649    
   6050.0      118   0.23649    
   6050.0      122   0.23649    
   6050.0      126   0.23649    
   6050.0      130   0.23649    
   6050.0      134   0.23649    
   6050.0      138   0.23649    
   6100.0        2   0.23649    
   6100.0        6   0.23649    
   6100.0       10   0.23649    
   6100.0       14   0.23649    
   6100.0       18   0.23649    
   6100.0       22   0.23649    
   6100.0       26   0.23649    
   6100.0       30   0.23649    
   6100.0       34   0.23649    
   6100.0       38   0.23649    
   6100.0       42   0.23649    
   6100.0       46   0.23649    
   6100.0       50   0.23649    
   6100.0       54   0.23649    
   6100.0       58   0.23649    
   6100.0       62   0.23649    
   6100.0       66   0.23649    
   6100.0       70   0.23649    
   6100.0       74   0.23649    
   6100.0       78   0.23649    
   6100.0       82   0.23649    
   6100.0       86   0.23649    
   6100.0       90   0.23649    
   6100.0       94   0.23649    
   6100.0       98   0.23649    
   6100.0      102   0.23649    
   6100.0      106   0.23649    
   6100.0      110   0.23649    
   6100.0      114   0.23649    
   6100.0      118   0.23649    
   6100.0      122   0.23649    
   6100.0      126   0.23649    
   6100.0      130   0.23649    
   6100.0      134   0.23649    
   6100.0      138   0.23649    
   6150.0        2   0.23649    
   6150.0        6   0.23649    
   6150.0       10   0.23649    
   6150.0       14   0.23649    
   6150.0       18   0.23649    
   6150.0       22   0.23649    
   6150.0       26   0.23649    
   6150.0       30   0.23649    
   6150.0       34   0.23649    
   6150.0       38   0.23649    
   6150.0       42   0.23649    
   6150.0       46   0.23649    
   6150.0       50   0.23649    
   6150.0       54   0.23649    
   6150.0       58   0.23649    
   6150.0       62   0.23649    
   6150.0       66   0.23649    
   6150.0       70   0.23649    
   6150.0       74   0.23649    
   6150.0       78   0.23649    
   6150.0       82   0.23649    
   6150.0       86   0.23649    
   6150.0       90   0.23649    
   6150.0       94   0.23649    
   6150.0       98   0.23649    
   6150.0      102   0.23649    
   6150.0      106   0.23649    
   6150.0      110   0.23649    
   6150.0      114   0.23649    
   6150.0      118   0.23649    
   6150.0      122   0.23649    
   6150.0      126   0.23649    
   6150.0      130   0.23649    
   6150.0      134   0.23649    
   6150.0      138   0.23649    
   6200.0        2   0.23649    
   6200.0        6   0.23649    
   6200.0       10   0.23649    
   6200.0       14   0.23649    
   6200.0       18   0.23649    
   6200.0       22   0.23649    
   6200.0       26   0.23649    
   6200.0       30   0.23649    
   6200.0       34   0.23649    
   6200.0       38   0.23649    
   6200.0       42   0.23649    
   6200.0       46   0.23649    
   6200.0       50   0.23649    
   6200.0       54   0.23649    
   6200.0       58   0.23649    
   6200.0       62   0.23649    
   6200.0       66   0.23649    
   6200.0       70   0.23649    
   6200.0       74   0.23649    
   6200.0       78   0.23649    
   6200.0       82   0.23649    
   6200.0       86   0.23649    
   6200.0       90   0.23649    
   6200.0       94   0.23649    
   6200.0       98   0.23649    
   6200.0      102   0.23649    
   6200.0      106   0.23649    
   6200.0      110   0.23649    
   6200.0      114   0.23649    
   6200.0      118   0.23649    
   6200.0      122   0.23649    
   6200.0      126   0.23649    
   6200.0      130   0.23649    
   6200.0      134   0.23649    
   6200.0      138   0.23649    
   6250.0        2   0.23649    
   6250.0        6   0.23649    
   6250.0       10   0.23649    
   6250.0       14   0.23649    
   6250.0       18   0.23649    
   6250.0       22   0.23649    
   6250.0       26   0.23649    
   6250.0       30   0.23649    
   6250.0       34   0.23649    
   6250.0       38   0.23649    
   6250.0       42   0.23649    
   6250.0       46   0.23649    
   6250.0       50   0.23649    
   6250.0       54   0.23649    
   6250.0       58   0.23649    
   6250.0       62   0.23649    
   6250.0       66   0.23649    
   6250.0       70   0.23649    
   6250.0       74   0.23649    
   6250.0       78   0.23649    
   6250.0       82   0.23649    
   6250.0       86   0.23649    
   6250.0       90   0.23649    
   6250.0       94   0.23649    
   6250.0       98   0.23649    
   6250.0      102   0.23649    
   6250.0      106   0.23649    
   6250.0      110   0.23649    
   6250.0      114   0.23649    
   6250.0      118   0.23649    
   6250.0      122   0.23649    
   6250.0      126   0.23649    
   6250.0      130   0.23649    
   6250.0      134   0.23649    
   6250.0      138   0.23649    
   6300.0        2   0.23649    
   6300.0        6   0.23649    
   6300.0       10   0.23649    
   6300.0       14   0.23649    
   6300.0       18   0.23649    
   6300.0       22   0.23649    
   6300.0       26   0.23649    
   6300.0       30   0.23649    
   6300.0       34   0.23649    
   6300.0       38   0.23649    
   6300.0       42   0.23649    
   6300.0       46   0.23649    
   6300.0       50   0.23649    
   6300.0       54   0.23649    
   6300.0       58   0.23649    
   6300.0       62   0.23649    
   6300.0       66   0.23649    
   6300.0       70   0.23649    
   6300.0       74   0.23649    
   6300.0       78   0.23649    
   6300.0       82   0.23649    
   6300.0       86   0.23649    
   6300.0       90   0.23649    
   6300.0       94   0.23649    
   6300.0       98   0.23649    
   6300.0      102   0.23649    
   6300.0      106   0.23649    
   6300.0      110   0.23649    
   6300.0      114   0.23649    
   6300.0      118   0.23649    
   6300.0      122   0.23649    
   6300.0      126   0.23649    
   6300.0      130   0.23649    
   6300.0      134   0.23649    
   6300.0      138   0.23649    
   6350.0        2   0.23649    
   6350.0        6   0.23649    
   6350.0       10   0.23649    
   6350.0       14   0.23649    
   6350.0       18   0.23649    
   6350.0       22   0.23649    
   6350.0       26   0.23649    
   6350.0       30   0.23649    
   6350.0       34   0.23649    
   6350.0       38   0.23649    
   6350.0       42   0.23649    
   6350.0       46   0.23649    
   6350.0       50   0.23649    
   6350.0       54   0.23649    
   6350.0       58   0.23649    
   6350.0       62   0.23649    
   6350.0       66   0.23649    
   6350.0       70   0.23649    
   6350.0       74   0.23649    
   6350.0       78   0.23649    
   6350.0       82   0.23649    
   6350.0       86   0.23649    
   6350.0       90   0.23649    
   6350.0       94   0.23649    
   6350.0       98   0.23649    
   6350.0      102   0.23649    
   6350.0      106   0.23649    
   6350.0      110   0.23649    
   6350.0      114   0.23649    
   6350.0      118   0.23649    
   6350.0      122   0.23649    
   6350.0      126   0.23649    
   6350.0      130   0.23649    
   6350.0      134   0.23649    
   6350.0      138   0.23649    
   6400.0        2   0.23649    
   6400.0        6   0.23649    
   6400.0       10   0.23649    
   6400.0       14   0.23649    
   6400.0       18   0.23649    
   6400.0       22   0.23649    
   6400.0       26   0.23649    
   6400.0       30   0.23649    
   6400.0       34   0.23649    
   6400.0       38   0.23649    
   6400.0       42   0.23649    
   6400.0       46   0.23649    
   6400.0       50   0.23649    
   6400.0       54   0.23649    
   6400.0       58   0.23649    
   6400.0       62   0.23649    
   6400.0       66   0.23649    
   6400.0       70   0.23649    
   6400.0       74   0.23649    
   6400.0       78   0.23649    
   6400.0       82   0.23649    
   6400.0       86   0.23649    
   6400.0       90   0.23649    
   6400.0       94   0.23649    
   6400.0       98   0.23649    
   6400.0      102   0.23649    
   6400.0      106   0.23649    
   6400.0      110   0.23649    
   6400.0      114   0.23649    
   6400.0      118   0.23649    
   6400.0      122   0.23649    
   6400.0      126   0.23649    
   6400.0      130   0.23649    
   6400.0      134   0.23649    
   6400.0      138   0.23649    
   6450.0        2   0.23649    
   6450.0        6   0.23649    
   6450.0       10   0.23649    
   6450.0       14   0.23649    
   6450.0       18   0.23649    
   6450.0       22   0.23649    
   6450.0       26   0.23649    
   6450.0       30   0.23649    
   6450.0       34   0.23649    
   6450.0       38   0.23649    
   6450.0       42   0.23649    
   6450.0       46   0.23649    
   6450.0       50   0.23649    
   6450.0       54   0.23649    
   6450.0       58   0.23649    
   6450.0       62   0.23649    
   6450.0       66   0.23649    
   6450.0       70   0.23649    
   6450.0       74   0.23649    
   6450.0       78   0.23649    
   6450.0       82   0.23649    
   6450.0       86   0.23649    
   6450.0       90   0.23649    
   6450.0       94   0.23649    
   6450.0       98   0.23649    
   6450.0      102   0.23649    
   6450.0      106   0.23649    
   6450.0      110   0.23649    
   6450.0      114   0.23649    
   6450.0      118   0.23649    
   6450.0      122   0.23649    
   6450.0      126   0.23649    
   6450.0      130   0.23649    
   6450.0      134   0.23649    
   6450.0      138   0.23649    
   6500.0        2   0.23649    
   6500.0        6   0.23649    
   6500.0       10   0.23649    
   6500.0       14   0.23649    
   6500.0       18   0.23649    
   6500.0       22   0.23649    
   6500.0       26   0.23649    
   6500.0       30   0.23649    
   6500.0       34   0.23649    
   6500.0       38   0.23649    
   6500.0       42   0.23649    
   6500.0       46   0.23649    
   6500.0       50   0.23649    
   6500.0       54   0.23649    
   6500.0       58   0.23649    
   6500.0       62   0.23649    
   6500.0       66   0.23649    
   6500.0       70   0.23649    
   6500.0       74   0.23649    
   6500.0       78   0.23649    
   6500.0       82   0.23649    
   6500.0       86   0.23649    
   6500.0       90   0.23649    
   6500.0       94   0.23649    
   6500.0       98   0.23649    
   6500.0      102   0.23649    
   6500.0      106   0.23649    
   6500.0      110   0.23649    
   6500.0      114   0.23649    
   6500.0      118   0.23649    
   6500.0      122   0.23649    
   6500.0      126   0.23649    
   6500.0      130   0.23649    
   6500.0      134   0.23649    
   6500.0      138   0.23649    
   6550.0        2   0.23649    
   6550.0        6   0.23649    
   6550.0       10   0.23649    
   6550.0       14   0.23649    
   6550.0       18   0.23649    
   6550.0       22   0.23649    
   6550.0       26   0.23649    
   6550.0       30   0.23649    
   6550.0       34   0.23649    
   6550.0       38   0.23649    
   6550.0       42   0.23649    
   6550.0       46   0.23649    
   6550.0       50   0.23649    
   6550.0       54   0.23649    
   6550.0       58   0.23649    
   6550.0       62   0.23649    
   6550.0       66   0.23649    
   6550.0       70   0.23649    
   6550.0       74   0.23649    
   6550.0       78   0.23649    
   6550.0       82   0.23649    
   6550.0       86   0.23649    
   6550.0       90   0.23649    
   6550.0       94   0.23649    
   6550.0       98   0.23649    
   6550.0      102   0.23649    
   6550.0      106   0.23649    
   6550.0      110   0.23649    
   6550.0      114   0.23649    
   6550.0      118   0.23649    
   6550.0      122   0.23649    
   6550.0      126   0.23649    
   6550.0      130   0.23649    
   6550.0      134   0.23649    
   6550.0      138   0.23649    
   6600.0        2   0.23649    
   6600.0        6   0.23649    
   6600.0       10   0.23649    
   6600.0       14   0.23649    
   6600.0       18   0.23649    
   6600.0       22   0.23649    
   6600.0       26   0.23649    
   6600.0       30   0.23649    
   6600.0       34   0.23649    
   6600.0       38   0.23649    
   6600.0       42   0.23649    
   6600.0       46   0.23649    
   6600.0       50   0.23649    
   6600.0       54   0.23649    
   6600.0       58   0.23649    
   6600.0       62   0.23649    
   6600.0       66   0.23649    
   6600.0       70   0.23649    
   6600.0       74   0.23649    
   6600.0       78   0.23649    
   6600.0       82   0.23649    
   6600.0       86   0.23649    
   6600.0       90   0.23649    
   6600.0       94   0.23649    
   6600.0       98   0.23649    
   6600.0      102   0.23649    
   6600.0      106   0.23649    
   6600.0      110   0.23649    
   6600.0      114   0.23649    
   6600.0      118   0.23649    
   6600.0      122   0.23649    
   6600.0      126   0.23649    
   6600.0      130   0.23649    
   6600.0      134   0.23649    
   6600.0      138   0.23649    
   6650.0        2   0.23649    
   6650.0        6   0.23649    
   6650.0       10   0.23649    
   6650.0       14   0.23649    
   6650.0       18   0.23649    
   6650.0       22   0.23649    
   6650.0       26   0.23649    
   6650.0       30   0.23649    
   6650.0       34   0.23649    
   6650.0       38   0.23649    
   6650.0       42   0.23649    
   6650.0       46   0.23649    
   6650.0       50   0.23649    
   6650.0       54   0.23649    
   6650.0       58   0.23649    
   6650.0       62   0.23649    
   6650.0       66   0.23649    
   6650.0       70   0.23649    
   6650.0       74   0.23649    
   6650.0       78   0.23649    
   6650.0       82   0.23649    
   6650.0       86   0.23649    
   6650.0       90   0.23649    
   6650.0       94   0.23649    
   6650.0       98   0.23649    
   6650.0      102   0.23649    
   6650.0      106   0.23649    
   6650.0      110   0.23649    
   6650.0      114   0.23649    
   6650.0      118   0.23649    
   6650.0      122   0.23649    
   6650.0      126   0.23649    
   6650.0      130   0.23649    
   6650.0      134   0.23649    
   6650.0      138   0.23649    
   6700.0        2   0.23649    
   6700.0        6   0.23649    
   6700.0       10   0.23649    
   6700.0       14   0.23649    
   6700.0       18   0.23649    
   6700.0       22   0.23649    
   6700.0       26   0.23649    
   6700.0       30   0.23649    
   6700.0       34   0.23649    
   6700.0       38   0.23649    
   6700.0       42   0.23649    
   6700.0       46   0.23649    
   6700.0       50   0.23649    
   6700.0       54   0.23649    
   6700.0       58   0.23649    
   6700.0       62   0.23649    
   6700.0       66   0.23649    
   6700.0       70   0.23649    
   6700.0       74   0.23649    
   6700.0       78   0.23649    
   6700.0       82   0.23649    
   6700.0       86   0.23649    
   6700.0       90   0.23649    
   6700.0       94   0.23649    
   6700.0       98   0.23649    
   6700.0      102   0.23649    
   6700.0      106   0.23649    
   6700.0      110   0.23649    
   6700.0      114   0.23649    
   6700.0      118   0.23649    
   6700.0      122   0.23649    
   6700.0      126   0.23649    
   6700.0      130   0.23649    
   6700.0      134   0.23649    
   6700.0      138   0.23649    
   6750.0        2   0.23649    
   6750.0        6   0.23649    
   6750.0       10   0.23649    
   6750.0       14   0.23649    
   6750.0       18   0.23649    
   6750.0       22   0.23649    
   6750.0       26   0.23649    
   6750.0       30   0.23649    
   6750.0       34   0.23649    
   6750.0       38   0.23649    
   6750.0       42   0.23649    
   6750.0       46   0.23649    
   6750.0       50   0.23649    
   6750.0       54   0.23649    
   6750.0       58   0.23649    
   6750.0       62   0.23649    
   6750.0       66   0.23649    
   6750.0       70   0.23649    
   6750.0       74   0.23649    
   6750.0       78   0.23649    
   6750.0       82   0.23649    
   6750.0       86   0.23649    
   6750.0       90   0.23649    
   6750.0       94   0.23649    
   6750.0       98   0.23649    
   6750.0      102   0.23649    
   6750.0      106   0.23649    
   6750.0      110   0.23649    
   6750.0      114   0.23649    
   6750.0      118   0.23649    
   6750.0      122   0.23649    
   6750.0      126   0.23649    
   6750.0      130   0.23649    
   6750.0      134   0.23649    
   6750.0      138   0.23649    
   6800.0        2   0.23649    
   6800.0        6   0.23649    
   6800.0       10   0.23649    
   6800.0       14   0.23649    
   6800.0       18   0.23649    
   6800.0       22   0.23649    
   6800.0       26   0.23649    
   6800.0       30   0.23649    
   6800.0       34   0.23649    
   6800.0       38   0.23649    
   6800.0       42   0.23649    
   6800.0       46   0.23649    
   6800.0       50   0.23649    
   6800.0       54   0.23649    
   6800.0       58   0.23649    
   6800.0       62   0.23649    
   6800.0       66   0.23649    
   6800.0       70   0.23649    
   6800.0       74   0.23649    
   6800.0       78   0.23649    
   6800.0       82   0.23649    
   6800.0       86   0.23649    
   6800.0       90   0.23649    
   6800.0       94   0.23649    
   6800.0       98   0.23649    
   6800.0      102   0.23649    
   6800.0      106   0.23649    
   6800.0      110   0.23649    
   6800.0      114   0.23649    
   6800.0      118   0.23649    
   6800.0      122   0.23649    
   6800.0      126   0.23649    
   6800.0      130   0.23649    
   6800.0      134   0.23649    
   6800.0      138   0.23649    
   6850.0        2   0.23649    
   6850.0        6   0.23649    
   6850.0       10   0.23649    
   6850.0       14   0.23649    
   6850.0       18   0.23649    
   6850.0       22   0.23649    
   6850.0       26   0.23649    
   6850.0       30   0.23649    
   6850.0       34   0.23649    
   6850.0       38   0.23649    
   6850.0       42   0.23649    
   6850.0       46   0.23649    
   6850.0       50   0.23649    
   6850.0       54   0.23649    
   6850.0       58   0.23649    
   6850.0       62   0.23649    
   6850.0       66   0.23649    
   6850.0       70   0.23649    
   6850.0       74   0.23649    
   6850.0       78   0.23649    
   6850.0       82   0.23649    
   6850.0       86   0.23649    
   6850.0       90   0.23649    
   6850.0       94   0.23649    
   6850.0       98   0.23649    
   6850.0      102   0.23649    
   6850.0      106   0.23649    
   6850.0      110   0.23649    
   6850.0      114   0.23649    
   6850.0      118   0.23649    
   6850.0      122   0.23649    
   6850.0      126   0.23649    
   6850.0      130   0.23649    
   6850.0      134   0.23649    
   6850.0      138   0.23649    
   6900.0        2   0.23649    
   6900.0        6   0.23649    
   6900.0       10   0.23649    
   6900.0       14   0.23649    
   6900.0       18   0.23649    
   6900.0       22   0.23649    
   6900.0       26   0.23649    
   6900.0       30   0.23649    
   6900.0       34   0.23649    
   6900.0       38   0.23649    
   6900.0       42   0.23649    
   6900.0       46   0.23649    
   6900.0       50   0.23649    
   6900.0       54   0.23649    
   6900.0       58   0.23649    
   6900.0       62   0.23649    
   6900.0       66   0.23649    
   6900.0       70   0.23649    
   6900.0       74   0.23649    
   6900.0       78   0.23649    
   6900.0       82   0.23649    
   6900.0       86   0.23649    
   6900.0       90   0.23649    
   6900.0       94   0.23649    
   6900.0       98   0.23649    
   6900.0      102   0.23649    
   6900.0      106   0.23649    
   6900.0      110   0.23649    
   6900.0      114   0.23649    
   6900.0      118   0.23649    
   6900.0      122   0.23649    
   6900.0      126   0.23649    
   6900.0      130   0.23649    
   6900.0      134   0.23649    
   6900.0      138   0.23649    
   6950.0        2   0.23649    
   6950.0        6   0.23649    
   6950.0       10   0.23649    
   6950.0       14   0.23649    
   6950.0       18   0.23649    
   6950.0       22   0.23649    
   6950.0       26   0.23649    
   6950.0       30   0.23649    
   6950.0       34   0.23649    
   6950.0       38   0.23649    
   6950.0       42   0.23649    
   6950.0       46   0.23649    
   6950.0       50   0.23649    
   6950.0       54   0.23649    
   6950.0       58   0.23649    
   6950.0       62   0.23649    
   6950.0       66   0.23649    
   6950.0       70   0.23649    
   6950.0       74   0.23649    
   6950.0       78   0.23649    
   6950.0       82   0.23649    
   6950.0       86   0.23649    
   6950.0       90   0.23649    
   6950.0       94   0.23649    
   6950.0       98   0.23649    
   6950.0      102   0.23649    
   6950.0      106   0.23649    
   6950.0      110   0.23649    
   6950.0      114   0.23649    
   6950.0      118   0.23649    
   6950.0      122   0.23649    
   6950.0      126   0.23649    
   6950.0      130   0.23649    
   6950.0      134   0.23649    
   6950.0      138   0.23649    
   7000.0        2   0.23649    
   7000.0        6   0.23649    
   7000.0       10   0.23649    
   7000.0       14   0.23649    
   7000.0       18   0.23649    
   7000.0       22   0.23649    
   7000.0       26   0.23649    
   7000.0       30   0.23649    
   7000.0       34   0.23649    
   7000.0       38   0.23649    
   7000.0       42   0.23649    
   7000.0       46   0.23649    
   7000.0       50   0.23649    
   7000.0       54   0.23649    
   7000.0       58   0.23649    
   7000.0       62   0.23649    
   7000.0       66   0.23649    
   7000.0       70   0.23649    
   7000.0       74   0.23649    
   7000.0       78   0.23649    
   7000.0       82   0.23649    
   7000.0       86   0.23649    
   7000.0       90   0.23649    
   7000.0       94   0.23649    
   7000.0       98   0.23649    
   7000.0      102   0.23649    
   7000.0      106   0.23649    
   7000.0      110   0.23649    
   7000.0      114   0.23649    
   7000.0      118   0.23649    
   7000.0      122   0.23649    
   7000.0      126   0.23649    
   7000.0      130   0.23649    
   7000.0      134   0.23649    
   7000.0      138   0.23649    
   7050.0        2   0.23649    
   7050.0        6   0.23649    
   7050.0       10   0.23649    
   7050.0       14   0.23649    
   7050.0       18   0.23649    
   7050.0       22   0.23649    
   7050.0       26   0.23649    
   7050.0       30   0.23649    
   7050.0       34   0.23649    
   7050.0       38   0.23649    
   7050.0       42   0.23649    
   7050.0       46   0.23649    
   7050.0       50   0.23649    
   7050.0       54   0.23649    
   7050.0       58   0.23649    
   7050.0       62   0.23649    
   7050.0       66   0.23649    
   7050.0       70   0.23649    
   7050.0       74   0.23649    
   7050.0       78   0.23649    
   7050.0       82   0.23649    
   7050.0       86   0.23649    
   7050.0       90   0.23649    
   7050.0       94   0.23649    
