========================================
singlet_P1_Energy_1_0.0.out
10 atm
T,P1->W1
1000.0,2.1793e-19
1010.0,2.66616e-19
1020.0,3.24945e-19
1030.0,3.9458e-19
1040.0,4.77428e-19
1050.0,5.75665e-19
1060.0,6.91774e-19
1070.0,8.28573e-19
1080.0,9.89254e-19
1090.0,1.17742e-18
1100.0,1.39714e-18
1110.0,1.65298e-18
1120.0,1.95006e-18
1130.0,2.29409e-18
1140.0,2.69147e-18
1150.0,3.14931e-18
1160.0,3.67548e-18
1170.0,4.27875e-18
1180.0,4.96878e-18
1190.0,5.75624e-18
1200.0,6.65289e-18
1210.0,7.67164e-18
1220.0,8.82666e-18
1230.0,1.01335e-17
1240.0,1.1609e-17
1250.0,1.32718e-17
1260.0,1.5142e-17
1270.0,1.72415e-17
1280.0,1.95941e-17
1290.0,2.22256e-17
1300.0,2.51639e-17
1310.0,2.84391e-17
1320.0,3.20837e-17
1330.0,3.61329e-17
1340.0,4.06242e-17
1350.0,4.55982e-17
1360.0,5.10984e-17
1370.0,5.71712e-17
1380.0,6.38666e-17
1390.0,7.12378e-17
1400.0,7.93415e-17
1410.0,8.82384e-17
1420.0,9.79931e-17
1430.0,1.08674e-16
1440.0,1.20354e-16
1450.0,1.33111e-16
1460.0,1.47027e-16
1470.0,1.62188e-16
1480.0,1.78687e-16
1490.0,1.96621e-16
1500.0,2.16091e-16
1510.0,2.37208e-16
1520.0,2.60084e-16
1530.0,2.8484e-16
1540.0,3.11601e-16
1550.0,3.40502e-16
1560.0,3.7168e-16
1570.0,4.05283e-16
1580.0,4.41464e-16
1590.0,4.80384e-16
1600.0,5.22209e-16
1610.0,5.67117e-16
1620.0,6.15291e-16
1630.0,6.66923e-16
1640.0,7.22213e-16
1650.0,7.81369e-16
1660.0,8.4461e-16
1670.0,9.12162e-16
1680.0,9.84259e-16
1690.0,1.06115e-15
1700.0,1.14308e-15
1710.0,1.23033e-15
1720.0,1.32316e-15
1730.0,1.42186e-15
1740.0,1.52672e-15
1750.0,1.63805e-15
1760.0,1.75617e-15
1770.0,1.8814e-15
