========================================
singlet_B1_Frequencies_1_0.1.out
10 atm
T,P1->W1
1000.0,1.62918e-19
1010.0,1.9906e-19
1020.0,2.42303e-19
1030.0,2.93862e-19
1040.0,3.55126e-19
1050.0,4.27679e-19
1060.0,5.13324e-19
1070.0,6.14107e-19
1080.0,7.32341e-19
1090.0,8.70637e-19
1100.0,1.03193e-18
1110.0,1.21952e-18
1120.0,1.4371e-18
1130.0,1.68878e-18
1140.0,1.97916e-18
1150.0,2.31334e-18
1160.0,2.697e-18
1170.0,3.13638e-18
1180.0,3.63842e-18
1190.0,4.21074e-18
1200.0,4.86174e-18
1210.0,5.60062e-18
1220.0,6.43748e-18
1230.0,7.38337e-18
1240.0,8.45033e-18
1250.0,9.65151e-18
1260.0,1.10012e-17
1270.0,1.25149e-17
1280.0,1.42095e-17
1290.0,1.61032e-17
1300.0,1.82157e-17
1310.0,2.05682e-17
1320.0,2.31838e-17
1330.0,2.6087e-17
1340.0,2.93044e-17
1350.0,3.28645e-17
1360.0,3.67977e-17
1370.0,4.11367e-17
1380.0,4.59164e-17
1390.0,5.11742e-17
1400.0,5.69496e-17
1410.0,6.32852e-17
1420.0,7.02258e-17
1430.0,7.78195e-17
1440.0,8.6117e-17
1450.0,9.51721e-17
1460.0,1.05042e-16
1470.0,1.15787e-16
1480.0,1.27471e-16
1490.0,1.40162e-16
1500.0,1.5393e-16
1510.0,1.68851e-16
1520.0,1.85003e-16
1530.0,2.02469e-16
1540.0,2.21338e-16
1550.0,2.417e-16
1560.0,2.63651e-16
1570.0,2.87293e-16
1580.0,3.12731e-16
1590.0,3.40075e-16
1600.0,3.69442e-16
1610.0,4.00951e-16
1620.0,4.3473e-16
1630.0,4.70909e-16
1640.0,5.09627e-16
1650.0,5.51025e-16
1660.0,5.95254e-16
1670.0,6.42467e-16
1680.0,6.92826e-16
1690.0,7.46499e-16
1700.0,8.03658e-16
1710.0,8.64485e-16
1720.0,9.29166e-16
1730.0,9.97896e-16
1740.0,1.07088e-15
1750.0,1.14831e-15
1760.0,1.23042e-15
1770.0,1.31742e-15
1780.0,1.40955e-15
1790.0,1.50704e-15
1800.0,1.61013e-15
1810.0,1.71909e-15
1820.0,1.83417e-15
1830.0,1.95563e-15
1840.0,2.08376e-15
1850.0,2.21884e-15
1860.0,2.36117e-15
1870.0,2.51105e-15
1880.0,2.66878e-15
1890.0,2.83468e-15
1900.0,3.00909e-15
1910.0,3.19234e-15
1920.0,3.38478e-15
1930.0,3.58675e-15
1940.0,3.79863e-15
1950.0,4.02078e-15
1960.0,4.25359e-15
1970.0,4.49745e-15
1980.0,4.75275e-15
1990.0,5.01991e-15
2000.0,5.29935e-15
2010.0,5.5915e-15
2020.0,5.89678e-15
2030.0,6.21566e-15
2040.0,6.54858e-15
2050.0,6.89602e-15
2060.0,7.25845e-15
2070.0,7.63636e-15
2080.0,8.03024e-15
2090.0,8.4406e-15
2100.0,8.86795e-15
2110.0,9.31283e-15
2120.0,9.77577e-15
2130.0,1.02573e-14
2140.0,1.0758e-14
2150.0,1.12784e-14
2160.0,1.18191e-14
2170.0,1.23807e-14
2180.0,1.29638e-14
2190.0,1.3569e-14
2200.0,1.41969e-14
2210.0,1.48481e-14
2220.0,1.55232e-14
2230.0,1.6223e-14
2240.0,1.6948e-14
2250.0,1.76989e-14
2260.0,1.84765e-14
2270.0,1.92813e-14
2280.0,2.01141e-14
2290.0,2.09756e-14
2300.0,2.18665e-14
2310.0,2.27875e-14
2320.0,2.37393e-14
2330.0,2.47228e-14
2340.0,2.57385e-14
2350.0,2.67874e-14
2360.0,2.78702e-14
2370.0,2.89876e-14
2380.0,3.01405e-14
2390.0,3.13297e-14
2400.0,3.25558e-14
2410.0,3.38199e-14
2420.0,3.51227e-14
2430.0,3.64649e-14
2440.0,3.78476e-14
2450.0,3.92715e-14
2460.0,4.07375e-14
2470.0,4.22465e-14
2480.0,4.37993e-14
2490.0,4.53969e-14
2500.0,4.70401e-14
2510.0,4.87298e-14
2520.0,5.0467e-14
2530.0,5.22525e-14
2540.0,5.40874e-14
2550.0,5.59725e-14
2560.0,5.79088e-14
2570.0,5.98972e-14
2580.0,6.19387e-14
2590.0,6.40343e-14
2600.0,6.6185e-14
2610.0,6.83916e-14
2620.0,7.06554e-14
2630.0,7.29771e-14
2640.0,7.53579e-14
2650.0,7.77987e-14
2660.0,8.03006e-14
2670.0,8.28646e-14
2680.0,8.54917e-14
2690.0,8.81831e-14
2700.0,9.09396e-14
2710.0,9.37624e-14
2720.0,9.66525e-14
2730.0,9.96111e-14
2740.0,1.02639e-13
2750.0,1.05738e-13
2760.0,1.08908e-13
2770.0,1.12151e-13
2780.0,1.15468e-13
2790.0,1.18859e-13
2800.0,1.22327e-13
2810.0,1.25872e-13
2820.0,1.29495e-13
2830.0,1.33198e-13
2840.0,1.36981e-13
2850.0,1.40846e-13
2860.0,1.44794e-13
2870.0,1.48825e-13
2880.0,1.52942e-13
2890.0,1.57145e-13
2900.0,1.61435e-13
2910.0,1.65814e-13
2920.0,1.70283e-13
2930.0,1.74843e-13
2940.0,1.79494e-13
2950.0,1.84239e-13
2960.0,1.89079e-13
2970.0,1.94014e-13
2980.0,1.99046e-13
2990.0,2.04176e-13
3000.0,2.09405e-13
3010.0,2.14734e-13
3020.0,2.20165e-13
3030.0,2.25699e-13
3040.0,2.31337e-13
3050.0,2.37081e-13
3060.0,2.4293e-13
3070.0,2.48888e-13
3080.0,2.54954e-13
3090.0,2.6113e-13
3100.0,2.67418e-13
3110.0,2.73818e-13
3120.0,2.80332e-13
3130.0,2.86961e-13
3140.0,2.93707e-13
3150.0,3.00569e-13
3160.0,3.07551e-13
3170.0,3.14652e-13
3180.0,3.21875e-13
3190.0,3.2922e-13
3200.0,3.36689e-13
3210.0,3.44283e-13
3220.0,3.52003e-13
3230.0,3.5985e-13
3240.0,3.67826e-13
3250.0,3.75932e-13
3260.0,3.84169e-13
3270.0,3.92538e-13
3280.0,4.01041e-13
3290.0,4.09679e-13
3300.0,4.18453e-13
3310.0,4.27364e-13
3320.0,4.36414e-13
3330.0,4.45604e-13
3340.0,4.54934e-13
3350.0,4.64408e-13
3360.0,4.74025e-13
3370.0,4.83786e-13
3380.0,4.93694e-13
3390.0,5.03749e-13
3400.0,5.13953e-13
3410.0,5.24307e-13
3420.0,5.34811e-13
3430.0,5.45468e-13
3440.0,5.56279e-13
3450.0,5.67244e-13
3460.0,5.78365e-13
3470.0,5.89644e-13
3480.0,6.01081e-13
3490.0,6.12678e-13
3500.0,6.24436e-13
3510.0,6.36356e-13
3520.0,6.4844e-13
3530.0,6.60688e-13
3540.0,6.73102e-13
3550.0,6.85683e-13
3560.0,6.98433e-13
3570.0,7.11352e-13
3580.0,7.24442e-13
3590.0,7.37704e-13
3600.0,7.51139e-13
3610.0,7.64749e-13
3620.0,7.78534e-13
3630.0,7.92497e-13
3640.0,8.06637e-13
3650.0,8.20956e-13
3660.0,8.35456e-13
3670.0,8.50138e-13
3680.0,8.65003e-13
3690.0,8.80051e-13
3700.0,8.95285e-13
3710.0,9.10705e-13
3720.0,9.26313e-13
3730.0,9.4211e-13
3740.0,9.58097e-13
3750.0,9.74275e-13
3760.0,9.90645e-13
3770.0,1.00721e-12
3780.0,1.02397e-12
3790.0,1.04092e-12
3800.0,1.05807e-12
3810.0,1.07542e-12
3820.0,1.09297e-12
3830.0,1.11072e-12
3840.0,1.12867e-12
3850.0,1.14682e-12
3860.0,1.16518e-12
3870.0,1.18374e-12
3880.0,1.20251e-12
3890.0,1.22149e-12
3900.0,1.24067e-12
3910.0,1.26007e-12
3920.0,1.27967e-12
3930.0,1.29949e-12
3940.0,1.31952e-12
3950.0,1.33976e-12
3960.0,1.36022e-12
3970.0,1.38089e-12
3980.0,1.40179e-12
3990.0,1.4229e-12
4000.0,1.44422e-12
4010.0,1.46577e-12
4020.0,1.48755e-12
4030.0,1.50954e-12
4040.0,1.53176e-12
4050.0,1.5542e-12
4060.0,1.57687e-12
