Pressure (atm),Temperature (K),B1_Frequencies_1_P1->P2,B1_Energy_1_P1->P2,W1a_Frequencies_1_P1->P2,W1a_Energy_1_P1->P2,W1b_SymmetryFactor_1_P1->P2,W1a_SymmetryFactor_1_P1->P2,B1_SymmetryFactor_1_P1->P2,colrel_Sigmas_P1->P2,W1b_Energy_1_P1->P2,P2_SymmetryFactor_1_P1->P2,B2_ImaginaryFrequency_1_P1->P2,P1_Frequencies_1_P1->P2,P1_SymmetryFactor_1_P1->P2,P2_Frequencies_1_P1->P2,B8_Frequencies_1_P1->P2,colrel_PowerOne_P1->P2,colrel_FactorOne_P1->P2,B8_SymmetryFactor_1_P1->P2,P2_Energy_1_P1->P2,W1b_Frequencies_1_P1->P2,B8_Energy_1_P1->P2,colrel_Epsilons_P1->P2,B2_Energy_1_P1->P2,P1_Energy_1_P1->P2
0.1,360.0,-0.00013815220744450138,-0.49198795231525283,-0.09942393863164865,-0.029266083476821688,-0.0034415496278587085,-0.027016902861638686,-0.04614417809803646,0.05131788152531193,-0.0020608208555416884,0.0,1.7938946173937549,0.054194963278327686,0.9999790413743419,0.0,-0.15440410383534348,0.005494683958831343,0.029541088295978263,-0.032924566193067134,0.0,-0.014940475306030057,-0.03564251188900451,0.007368978803300792,-9.142430905698702e-07,1.3978238967751593
0.1,370.0,-0.00014672137080533868,-0.4581116017107904,-0.09238110097527373,-0.027949589359426437,-0.003223789768913803,-0.02520725703158918,-0.04323548970199001,0.047939128328419,-0.0019290952411236755,0.0,1.7813361488743888,0.06063346059472706,0.9999796876328626,0.0,-0.15588385499858423,0.005677237340208071,0.026304733246840253,-0.03296632972812361,0.0,-0.014022138839848097,-0.035235104216696,0.0067757768488834495,-1.2468070698624324e-06,1.360046758766091
0.1,380.0,-0.00021270333451473567,-0.42684012404845717,-0.0855614831571808,-0.02655834566918961,-0.0030162679230230924,-0.023466278762176555,-0.04052007318875603,0.044691978453096935,-0.001803055625597392,0.0,1.7676749663353095,0.0674109827680034,0.999982167497102,0.0,-0.157377788661888,0.0056761266440686665,0.023188640818361816,-0.03300606640967987,0.0,-0.013145600919288375,-0.03481916333530745,0.006216525575342925,-1.2806221525111596e-06,1.3242585939056264
0.1,390.0,-0.0003257613108382824,-0.3978665906024526,-0.07895745876983928,-0.02503413999157317,-0.002819650492768162,-0.02178957036439806,-0.037985769585231456,0.04156794164279843,-0.0016832528070957389,0.0,1.7529706575999648,0.07451274996753326,0.9999858627346316,0.0,-0.15890485877814345,0.0055168599821820465,0.02022148854581772,-0.03304659738650837,0.0,-0.012312164159806361,-0.03439797110725074,0.005689745008800827,-1.0561800756708073e-06,1.2903061441943884
0.1,400.0,-0.0004700488977133881,-0.37090781349340435,-0.07257605606110598,-0.023362894396617852,-0.0026342360951124534,-0.020175594950472914,-0.03562056348146222,0.0385634589702414,-0.0015700411547728654,0.0,1.7372808909103947,0.0819232172092952,0.9999901422820869,0.0,-0.16048759467680665,0.00522904248591575,0.017431294194900644,-0.0330907144678389,0.0,-0.011522360654100016,-0.033974367619486114,0.005194389936944176,-6.53900198912215e-07,1.2580514565923997
0.1,410.0,-0.0006289550586385446,-0.345718654676933,-0.06643446197813037,-0.02156367592249741,-0.002460014370854673,-0.018625086407080802,-0.033413016553983675,0.03567895359095438,-0.00146358293698305,0.0,1.7206610086219287,0.08962629076623739,0.9999944481200224,0.0,-0.16214805104194618,0.0048437115734885905,0.014842126754420652,-0.03314092618051829,0.0,-0.01077603069867309,-0.033550744005344836,0.004729723692676021,-1.6722979479568149e-07,1.227370049377003
0.1,420.0,-0.0007882718361525476,-0.3220978339027496,-0.060555332523365625,-0.01967663154833104,-0.0022967368891747943,-0.01714030745760306,-0.03135254376956552,0.03291759123567709,-0.0013638705814499681,0.0,1.703164196845218,0.09760553263039613,0.9999983431773328,0.0,-0.1639052064395258,0.004391061072748416,0.012472026686886883,-0.03319931924159074,0.0,-0.010072439082562095,-0.03312907080861804,0.0042951808604937665,3.16976594380786e-07,1.1981493331405988
0.1,430.0,-0.0009378370440236752,-0.2998873620277682,-0.05496266502656241,-0.017752183609493617,-0.0021439865886670384,-0.01572431489916171,-0.029429532906947324,0.030284028873027974,-0.0012707579997316733,0.0,1.6848420225472154,0.10584434790788709,1.0000015284364991,0.0,-0.16577371388610782,0.0038987528363317466,0.0103320553473163,-0.03326751821017692,0.0,-0.009410402414724192,-0.0327109482716069,0.0038902452714507183,7.301598882403935e-07,1.170287243005958
0.1,440.0,-0.001071974937303721,-0.27896787473644175,-0.0496785869192883,-0.015842544704966245,-0.0020012385393187904,-0.014380325296436205,-0.027635341045703,0.027783318646779756,-0.001183994518813251,0.0,1.665745130485674,0.11432615125679609,1.0000038382306002,0.0,-0.1677636889348421,0.003390840889276468,0.008426246971654857,-0.033346714448275694,0.0,-0.00878841090108425,-0.032297666513356,0.003514355863979966,1.0269951371657365e-06,1.143691048775038
0.1,450.0,-0.0011891295730630995,-0.25925182833125876,-0.04472114287361528,-0.01399578409904552,-0.0018679091151743267,-0.013111223620858503,-0.025962210728403972,0.025420046756532463,-0.0011032572093260988,0.0,1.6459239343099092,0.12303451034151719,1.00000522219574,0.0,-0.16988117313339873,0.0028872363020170603,0.0067521945235931614,-0.03343773528515578,0.0,-0.008204735590935847,-0.031890266506671816,0.0031668436109492186,1.185395602427978e-06,1.1182763168515863
0.1,460.0,-0.0012910495015820182,-0.2406760357146651,-0.04010300049815308,-0.012252214151967453,-0.0017433933055358173,-0.011919222790822786,-0.024403144680755114,0.02319772648896048,-0.001028179216791496,0.0,1.6254291908493008,0.1319532660365929,1.0000057207347999,0.0,-0.17212895305616294,0.0024035990546168416,0.005302018633307067,-0.03354112956053398,0.0,-0.00765751738478349,-0.0314895958922426,0.002846897149609645,1.2034278621078223e-06,1.093966002771833
0.1,470.0,-0.0013818014460309138,-0.22319453309640844,-0.035830915547632854,-0.010642656428262771,-0.0016270913203406576,-0.01080566138814059,-0.022951768840009767,0.021118427624608332,-0.0009583730325408145,0.0,1.6043123980117067,0.1410666304509437,1.0000054389565565,0.0,-0.17450749288472323,0.0019515358166361184,0.004063514783862731,-0.033657252707504554,0.0,-0.007144837427301818,-0.03109635637519495,0.002553552014817184,1.0946792621508098e-06,1.07068965675094
0.1,480.0,-0.001466802023248777,-0.2067723551822028,-0.03190577302990514,-0.009188097204328028,-0.0015184262697081443,-0.009770916487679832,-0.021602203436721097,0.01918260528607268,-0.0008934485322038857,0.0,1.5826259976052546,0.15035926469577787,1.0000045223088523,0.0,-0.17701581992700396,0.0015389942009899418,0.0030213275157222968,-0.033786341132142045,0.0,-0.006664770395532345,-0.030711141504265686,0.0022856975126980894,8.832102317733958e-07,1.048382727311602
0.1,490.0,-0.0015519790224141896,-0.1913804841595627,-0.028323028438051012,-0.007900279719248688,-0.00141685483233231,-0.008814405179356092,-0.02034895319482433,0.017389084360809763,-0.0008330261498767402,0.0,1.5604233929753581,0.15981633874899193,1.0000031357116035,0.0,-0.17965227203910045,0.0011707640427054222,0.0021580505198664176,-0.03392857093408583,0.0,-0.006215423087443874,-0.030334465028098435,0.002042095518067761,5.988300281509079e-07,1.0269859501381464
0.1,500.0,-0.0016431142257143775,-0.17699202254957974,-0.025073397687827247,-0.006782857799282975,-0.001321872693158853,-0.007934649262369798,-0.019186821150656286,0.015735156303734846,-0.0007767458385163866,0.0,1.5377588086844847,0.1694235758828845,1.0000014469556415,0.0,-0.182415068321608,0.0008490180958062785,0.0014551929974022822,-0.03408409977444072,0.0,-0.0057949609805610395,-0.029966780855538014,0.0018214062889877684,2.731095280601126e-07,1.0064448109998858
0.1,510.0,-0.001745378614355483,-0.1635795059992492,-0.02214367481364783,-0.005832823244051786,-0.0012330162719246056,-0.007129380762788045,-0.01811084616154703,0.014216749971553597,-0.0007242725736984969,0.0,1.5146870278317748,0.1791672840286884,0.9999996144326142,0.0,-0.1853026999370098,0.0005738446913720865,0.0008939842147511888,-0.03425309307747053,0.0,-0.005401625327622471,-0.029608496051331153,0.0016222174102327482,-6.369616417162644e-08,0.9867090730319307
0.1,520.0,-0.0018630453687301961,-0.1511131998280776,-0.019517586886559996,-0.00504200165836889,-0.0011498619683846818,-0.006395670030018442,-0.017116261543161503,0.012828644819472927,-0.000675299153496302,0.0,1.4912630445239705,0.1890343762402331,0.9999977788346485,0.0,-0.1883141591962934,0.00034374176502650964,0.00045601041133521466,-0.0344357370381895,0.0,-0.0050337430652763904,-0.0292599784061888,0.001443072992924514,-3.8480472770947903e-07,0.9677323599178922
0.1,530.0,-0.001999352652696815,-0.13956019425331384,-0.01717662271325585,-0.004398480947702935,-0.0010720238662187758,-0.005730062376972438,-0.016198470996990035,0.011564701824021553,-0.0006295469796219393,0.0,1.4675416667226817,0.1990123821554029,0.9999960582402986,0.0,-0.19144903569452743,0.0001560548252694969,0.00012369264188787392,-0.03463224140856339,0.0,-0.004689731447044838,-0.028921560040598326,0.0012825011595029316,-6.682304904201651e-07,0.9494717876245331
0.1,540.0,-0.0021564831695126746,-0.1288841124919101,-0.015100794299992955,-0.0038878913472870234,-0.000999150589341299,-0.005128713080264303,-0.015353037639366664,0.010418094037499893,-0.0005867654070833393,0.0,1.4435771000089714,0.20908945208114763,0.9999945459225263,0.0,-0.19470751155578797,7.351115100314323e-06,-0.00011937748500828362,-0.03484283502322822,0.0,-0.004368098941199275,-0.02859353831891392,0.0011390385857827851,-8.974120547273664e-07,0.9318876383148953
0.1,550.0,-0.002335627868598273,-0.119045261786138,-0.013269307597471304,-0.003494496320851017,-0.0009309218000016485,-0.004587513833912673,-0.014575682169008803,0.009381524315114713,-0.0005467301428338534,0.0,1.4194225370498605,0.21925435507111743,0.999993310224379,0.0,-0.1980902865174822,-0.00010627106941285898,-0.0002882232272910811,-0.0350677567157698,0.0,-0.004067443594406982,-0.02827617512322237,0.001011251448074479,-1.0612970371769848e-06,0.9149430709273142
0.1,560.0,-0.002537104659060395,-0.11000108156499132,-0.011661132073046138,-0.003202081949726938,-0.0008670446673977296,-0.004102206390170513,-0.013862286746700552,0.008447422344883534,-0.000509241071077097,0.0,1.3951297716230728,0.22949647213732538,0.9999923959103781,0.0,-0.20159845970754794,-0.00018893459922494186,-0.00039636736565740833,-0.03530724382357175,0.0,-0.0037864497695328193,-0.02796969530390434,0.00089775254704124,-1.1540326481879364e-06,0.8986038636633862
0.1,570.0,-0.0027605079118180795,-0.10170676991407278,-0.010255467853292417,-0.002994650955634299,-0.0008072505139706672,-0.0036684811508312662,-0.013208901824593902,0.007608116674802973,-0.0004741197909435963,0.0,1.3707488505163345,0.23980578554291782,0.9999918264894728,0.0,-0.20523338998880997,-0.00024479142145640093,-0.00045579510694849254,-0.03556151998662765,0.0,-0.003523883925173426,-0.027674284908629932,0.0007972146742959483,-1.1743942834979423e-06,0.8828381842874358
0.1,580.0,-0.0030048698295512574,-0.0941159958517654,-0.009032115286800839,-0.0028569386075984154,-0.0007512917578151471,-0.00328205996349255,-0.012611753835829857,0.006855980078970573,-0.000441207074148937,0.0,1.346327771772001,0.2501728649615206,0.9999916071008875,0.0,-0.2089965515986003,-0.00027787905984416524,-0.0004769762812547901,-0.0358307834769561,0.0,-0.003278589912950282,-0.027390089605519714,0.0007083804783341994,-1.1250622492698867e-06,0.8676163847123874
0.1,590.0,-0.0032688197811083907,-0.08718162867399162,-0.007971755502385703,-0.00277477350028274,-0.000698939207212621,-0.0029387634192768303,-0.012067252269481769,0.00618354847790716,-0.00041036038649975404,0.0,1.3219122337255484,0.26058885115638997,0.9999917276462008,0.0,-0.2128893970510519,-0.00029201825293251874,-0.0004689304426190866,-0.036115196884594664,0.0,-0.003049484120563169,-0.02711721356363727,0.0006300691975511183,-1.0118334286538429e-06,0.8529108168409688
0.1,600.0,-0.0035507320879481167,-0.08085643593637176,-0.007056152500602198,-0.002735308222680524,-0.0006499797211947986,-0.0026345636320656584,-0.011571995177691075,0.005583614878205219,-0.00038145156684564116,0.0,1.2975454361001044,0.2710454377252938,0.9999921659335119,0.0,-0.21691323517547814,-0.0002907444998600709,-0.0004393211908110754,-0.03641487864791508,0.0,-0.002835550677166956,-0.026855718934473652,0.0005611806809497471,-8.42832680530097e-07,0.8386956670556016
0.1,610.0,-0.003848856373285958,-0.07509371825617321,-0.0062682880277702266,-0.0027271445519633838,-0.000604214223157504,-0.0023656238874036036,-0.011122772580671491,0.005049300562639525,-0.0003543647186851697,0.0,1.2732679320114617,0.2815348513701494,0.9999928906697181,0.0,-0.2210691288380115,-0.00027726685394544737,-0.0003945686425276343,-0.03672989665189454,0.0,-0.002635836855841949,-0.026605625988604605,0.0005006971291185064,-6.277694119551861e-07,0.8249468071137074
0.1,620.0,-0.00416142742748774,-0.06984786219936587,-0.005592440345956341,-0.00274037596451251,-0.0005614560387009564,-0.0021283267532132564,-0.010716567554300113,0.004574106165779404,-0.0003289943412584042,0.0,1.2491175280145088,0.2920498310797432,0.9999938641942123,0.0,-0.22535781432482452,-0.000254448055730654,-0.00033997135653669557,-0.037060263922349575,0.0,-0.0024494487494621285,-0.026366913897971064,0.00044768297283676365,-3.772686514091304e-07,0.811641659515237
0.1,630.0,-0.004486753667582627,-0.06507480244581401,-0.0050142173382436124,-0.002766567637792989,-0.0005215295207941997,-0.0019192923029514731,-0.010350555015148694,0.0041519454130447804,-0.00030524370673772706,0.0,1.2251292281737005,0.30258360655581074,0.9999950448923142,0.0,-0.22977964248111285,-0.00022480091616043814,-0.00027983109196817014,-0.03740593630768214,0.0,-0.0022755472556989505,-0.026139522111613876,0.0004012832746633857,-1.0229312782178439e-07,0.798759075673436
0.1,640.0,-0.0048232847727953925,-0.060732391665295905,-0.004520553403958351,-0.0027986911902446255,-0.00048426892254638634,-0.0017353880612830162,-0.010022098373226653,0.0037771642639397524,-0.000283023476353998,0.0,1.2013352174574954,0.3131298761644464,0.9999963892608297,0.0,-0.23433454039887738,-0.00019049667315568006,-0.00021757553244894373,-0.03776681195180681,0.0,-0.0021133443797601514,-0.025923352246725033,0.0003607209976988561,1.863369087457863e-07,0.7862792254446801
0.1,650.0,-0.00516966007216555,-0.05678068157116281,-0.004099678465884328,-0.002831028476230487,-0.00044951747845936607,-0.0015737321784416616,-0.009728744318220899,0.00344454804557901,-0.00026225053947937947,0.0,1.1777648794377298,0.3236827846540194,0.9999978536229808,0.0,-0.23902199161888396,-0.00015338180590784514,-0.00015587555062560255,-0.03814273231222477,0.0,-0.0019620998461676643,-0.025718270403567386,0.0003252934407776707,4.783264946861979e-07,0.7741834967644876
0.1,660.0,-0.005524739852620732,-0.053182121900812285,-0.0037410662425169413,-0.002859056004680756,-0.0004171266576883485,-0.0014316911987918165,-0.009468216054521281,0.003149318937759444,-0.00024284705458322358,0.0,1.1544448432300811,0.33423690084574875,0.9999993955071295,0.0,-0.24384103235340732,-0.00011500047617423693,-9.675474409284102e-05,-0.038533484456263215,0.0,-0.0018211180006309495,-0.025524109808751614,0.0002943680942977013,7.641966455151086e-07,0.7624544042996437
0.1,670.0,-0.005887622043798811,-0.04990168600492188,-0.0034353678060872624,-0.0028793190846362025,-0.00038695555660614195,-0.0013068736309268698,-0.009238405315993665,0.0028871259101566817,-0.00022473966857254724,0.0,1.1313990547650459,0.34478719547261816,1.0000009747149134,0.0,-0.24879026105336832,-7.662036408707567e-05,-4.168987926663375e-05,-0.038938804368253636,0.0,-0.0016897449777507395,-0.02534067369376029,0.0002673781280686534,1.0354912985948258e-06,0.751075506165124
0.1,680.0,-0.006257646802815969,-0.04690693265236391,-0.0031743353959628913,-0.0028893026623737572,-0.0003588704022046215,-0.001197120364366033,-0.009037363483468583,0.0026540289400605165,-0.00020785889051904148,0.0,1.108648867767995,0.35532901931546995,1.0000025541109239,0.0,-0.25386785865755984,-3.926017603150491e-05,8.298428709257655e-06,-0.03935838101427483,0.0,-0.0015673661082798067,-0.025167738322251967,0.0002438176833442827,1.2849106030722182e-06,0.7400313278729865
0.1,690.0,-0.006634391436424417,-0.044168013855854615,-0.002950740511266328,-0.0028873040097574395,-0.00033274414215329163,-0.0011004928204800953,-0.008863292104395749,0.0024464790718504927,-0.00019213859654190976,0.0,1.086213150202203,0.3658580817612551,1.000004100169098,0.0,-0.2590716170088689,-3.7175281996507973e-06,5.256495826189486e-05,-0.039791860933819596,0.0,-0.0014534035398208584,-0.025005056088864393,0.00022323710629049216,1.5063813598989109e-06,0.7293072927817693
0.1,700.0,-0.00701765791367442,-0.04165763821927992,-0.0027582894761428636,-0.0028723109355340186,-0.00030845610140590806,-0.001015259578312185,-0.00871453308138488,0.002261295627709202,-0.0001775156441899369,0.0,1.0641084023518137,0.37637042988711317,1.0000055833115364,0.0,-0.26439897315257044,2.940374113126492e-05,9.076883513385978e-05,-0.04023885315538123,0.0,-0.0013473140463036678,-0.024852358622695688,0.00020523822976169226,1.695075385351295e-06,0.7188896584019014
0.1,800.0,-0.011283613793194454,-0.02474182905280907,-0.0016704525328596525,-0.0020808469940778265,-0.00014418408465021937,-0.0005280053989020143,-0.008335549556155817,0.0011532933039998029,-7.94604732579886e-05,0.0,0.8634628125534018,0.47990795457491686,1.0000132692740284,0.0,-0.32373164157541184,0.00018656597789515873,0.00018159331165131702,-0.0453489538672504,0.0,-0.000621020643787315,-0.023806379497623015,0.00010794120888507244,1.4883765487779105e-06,0.6290344438482075
0.1,900.0,-0.016831507916694004,-0.015107278458693505,-0.00094634957159793,-0.0008602003919169126,-6.960362122564497e-05,-0.0002904002338229361,-0.009367741070081906,0.00060619565404946,-3.801757341694291e-05,0.0,0.7014224895313654,0.5792482520936478,1.000007308844571,0.0,-0.3913983069426548,0.00011534987369082093,3.573891152089152e-05,-0.05127333167699862,0.0,-0.00027807274178838596,-0.023407651379175033,6.710674319652735e-05,-1.0368573393274728e-06,0.5591388820805475
0.1,1000.0,-0.02423422130403566,-0.008830777684157536,-0.0003194188639283393,-7.2410930051736264e-06,-3.6926686326128076e-05,-0.00012300336918076067,-0.011290136879340638,0.00024735301921848305,-2.2707104783003934e-05,0.0,0.5740371992200859,0.6735458967673839,0.9999961126283577,0.0,-0.463929573856619,2.5779013255652195e-06,-6.708648604961404e-05,-0.057578676597787884,0.0,-0.00012113632138604023,-0.02337282907703423,3.9598899016498164e-05,-2.8678419683911154e-06,0.5032176834092925
0.1,1100.0,-0.033613987078928154,-0.005136385026461684,9.47202412335808e-05,0.0003291663719636456,-2.2446647671450446e-05,-1.3159891463658237e-05,-0.013806675677446055,2.46813493807076e-05,-1.7239116435875283e-05,0.0,0.47463317784211856,0.7626545525914484,0.9999873441693006,0.0,-0.5388678813912785,-6.309730546690678e-05,-7.910293682740501e-05,-0.06397058513088509,0.0,-5.140577776647402e-05,-0.023505954502149977,2.0212688524917398e-05,-2.7199425116352694e-06,0.45746409708658614
0.1,1200.0,-0.044830627655641005,-0.0035736616098087075,0.00026954817827190704,0.00031340897907512614,-1.5356277342338348e-05,4.0569429169761074e-05,-0.016739681717997643,-8.04514141692156e-05,-1.4352071509399077e-05,0.0,0.39682423023516683,0.8467111911600665,0.9999837221790943,0.0,-0.6146089977047573,-7.402770792289102e-05,-4.12556311591348e-05,-0.0702705949838676,0.0,-2.122230474525455e-05,-0.023689584367104676,8.477905482066695e-06,-1.0517775078001794e-06,0.4193388070846129
0.1,1300.0,-0.05771667107426027,-0.0035425555207443584,0.0002636728804667658,0.00014464866895132596,-1.111463975184455e-05,5.080176889904767e-05,-0.01998868604705668,-9.940274217857608e-05,-1.1535335928720925e-05,0.0,0.33540112593570787,0.9259559346314045,0.9999845994989075,0.0,-0.6900603613118353,-5.111709327783367e-05,3.989599593187007e-06,-0.0763732468239198,0.0,-8.365060563285129e-06,-0.02385998007302817,2.9362580565411457e-06,1.0526565051903728e-06,0.3870820258465897
