    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
             10    1.70312e+10              0    2.84388e+14    2.81553e-16
             11    2.49885e+10              0    3.90592e+14    5.23689e-15
             12     3.5816e+10              0    5.27314e+14    8.99235e-14
             13       5.03e+10              0    7.01279e+14    1.43661e-12
             14    6.93875e+10              0    9.20345e+14    2.14921e-11
             15    9.41779e+10              0    1.19401e+15    3.02848e-10
             16    1.26006e+11              0    1.53285e+15    4.03762e-09
             17    1.66379e+11              0    1.94976e+15    5.11527e-08
             18     2.1709e+11              0     2.4591e+15    6.17947e-07
             19    2.80182e+11              0    3.07777e+15    7.14097e-06
             20    3.57997e+11              0    3.82516e+15    7.91585e-05
             21    4.53231e+11              0    4.72317e+15    0.000843764
             22    5.68904e+11              0     5.7973e+15     0.00866785
             23    7.08476e+11              0    7.07603e+15      0.0859828
             24    8.75796e+11              0     8.5922e+15       0.825119
             25     1.0752e+12              0    1.03828e+16        7.67244
             26    1.31154e+12              0    1.24894e+16        69.2295
             27    1.59018e+12              0    1.49595e+16        606.777
             28    1.91713e+12              0    1.78457e+16        5153.63
             29    2.29897e+12              0    2.12077e+16        41127.5
             30    2.74301e+12              0     2.5112e+16         258338
             31    3.25726e+12              0     2.9633e+16     1.0129e+06
             32    3.85051e+12              0     3.4854e+16    2.76848e+06
             33    4.53241e+12              0    4.08671e+16    6.07647e+06
             34    5.31345e+12              0    4.77757e+16    1.15733e+07
             35    6.20513e+12              0    5.56934e+16    1.99601e+07
             36    7.21987e+12              0    6.47469e+16    3.19999e+07
             37    8.37121e+12              0    7.50759e+16    4.84831e+07
             38     9.6738e+12              0    8.68349e+16    7.01932e+07
             39    1.11435e+13              0    1.00195e+17    9.78848e+07
             40    1.27973e+13              0    1.15342e+17    1.32286e+08
             41    1.46537e+13              0    1.32484e+17    1.74097e+08
             42    1.67326e+13              0    1.51846e+17    2.23966e+08
             43    1.90552e+13              0    1.73678e+17     2.8248e+08
             44    2.16443e+13              0    1.98252e+17    3.50168e+08
             45    2.45245e+13              0    2.25864e+17    4.27492e+08
             46    2.77219e+13              0    2.56842e+17     5.1486e+08
             47    3.12644e+13              0    2.91538e+17    6.12619e+08
             48     3.5182e+13              0    3.30342e+17    7.21053e+08
             49    3.95065e+13              0    3.73674e+17    8.40387e+08
             50    4.42717e+13              0    4.21992e+17    9.70791e+08
             51    4.95137e+13              0    4.75796e+17    1.11239e+09
             52    5.52707e+13              0    5.35626e+17    1.26524e+09
             53    6.15833e+13              0    6.02069e+17     1.4294e+09
             54    6.84947e+13              0    6.71526e+17    1.60482e+09
             55    7.60505e+13              0    7.30818e+17    1.79148e+09
             56    8.42989e+13              0     7.7678e+17    1.98927e+09
             57    9.32909e+13              0    8.71122e+17    2.19809e+09
             58     1.0308e+14              0    9.05084e+17    2.41779e+09
             59    1.13724e+14              0    1.01015e+18    2.64821e+09
             60    1.25283e+14              0    1.04083e+18    2.88916e+09
             61    1.37819e+14              0    1.10404e+18    3.14042e+09
             62    1.51399e+14              0    1.17103e+18    3.40179e+09
             63    1.66094e+14              0    1.26386e+18    3.67302e+09
             64    1.81976e+14              0     1.3034e+18    3.95387e+09
             65    1.99124e+14              0    1.32062e+18    4.24407e+09
             66    2.17619e+14              0    1.47154e+18    4.54337e+09
             67    2.37544e+14              0    1.40432e+18    4.85149e+09
             68    2.58991e+14              0    1.45275e+18    5.16816e+09
             69    2.82053e+14              0    1.51036e+18    5.49311e+09
             70    3.06827e+14              0    1.50733e+18    5.82604e+09
             71    3.33417e+14              0    1.57551e+18    6.16669e+09
             72    3.61929e+14              0    1.56566e+18    6.51476e+09
             73    3.92476e+14              0    1.62272e+18    6.86999e+09
             74    4.25174e+14              0    1.64255e+18    7.23209e+09
             75    4.60148e+14              0    1.62184e+18    7.60079e+09
             76    4.97523e+14              0    1.74858e+18    7.97582e+09
             77    5.37433e+14              0    1.66291e+18    8.35691e+09
             78    5.80018e+14              0    1.68473e+18    8.74379e+09
             79    6.25422e+14              0    1.75131e+18    9.13621e+09
             80    6.73795e+14              0    1.70867e+18    9.53391e+09
             81    7.25295e+14              0    1.74842e+18    9.93664e+09
             82    7.80085e+14              0    1.74736e+18    1.03442e+10
             83    8.38334e+14              0    1.76855e+18    1.07562e+10
             84     9.0022e+14              0     1.7412e+18    1.11726e+10
             85    9.65927e+14              0    1.74598e+18    1.15931e+10
             86    1.03564e+15              0    1.78163e+18    1.20174e+10
             87    1.10957e+15              0     1.7157e+18    1.24454e+10
             88    1.18791e+15              0    1.75073e+18    1.28768e+10
             89    1.27088e+15              0    1.74572e+18    1.33114e+10
             90    1.35869e+15              0     1.7141e+18    1.37491e+10
             91    1.45159e+15              0    1.72273e+18    1.41897e+10
             92     1.5498e+15              0    1.71512e+18    1.46329e+10
             93    1.65357e+15              0    1.73081e+18    1.50785e+10
             94    1.76315e+15              0    1.68516e+18    1.55265e+10
             95    1.87882e+15              0    1.69103e+18    1.59766e+10
             96    2.00084e+15              0    1.70468e+18    1.64287e+10
             97     2.1295e+15              0    1.64424e+18    1.68825e+10
             98    2.26509e+15              0    1.67627e+18    1.73381e+10
             99    2.40791e+15              0    1.66304e+18    1.77951e+10
            100    2.55827e+15              0    1.62624e+18    1.82535e+10
