*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P         *E/F           *P
            K          atm        1/sec                         0            0            1            1
          200            1  8.99707e+09     0.237699    0.0372642     0.539757     0.037346     0.540518
          210            1   8.5712e+09     0.269936    0.0442498     0.578591    0.0443478     0.579374
          220            1  8.18776e+09     0.276011    0.0464839     0.594239    0.0465483      0.59474
          230            1  7.84104e+09     0.305952    0.0577893     0.647224    0.0579284     0.648079
          240            1  7.52624e+09     0.289777    0.0520371      0.63074    0.0520818      0.63106
          250            1  7.23933e+09     0.313979    0.0630719     0.677767    0.0631416     0.678178
          260            1  6.97686e+09     0.366703    0.0783609     0.721567    0.0785039     0.722202
          270            1  6.73594e+09     0.392552    0.0931603     0.757862    0.0935742     0.759281
          280            1  6.51405e+09     0.385512     0.087758     0.753139    0.0878621     0.753546
          290            1  6.30905e+09     0.392878    0.0978838     0.779658    0.0980137     0.780107
          300            1  6.11911e+09     0.380634    0.0856745     0.756126    0.0857209     0.756314
          310            1  5.94261e+09     0.469733     0.123154     0.819853      0.12336     0.820378
          320            1  5.77817e+09     0.468628     0.123851     0.823867     0.123983     0.824201
          330            1  5.62457e+09     0.488851     0.137832      0.83213     0.139518     0.834624
          340            1  5.48076e+09     0.483706      0.13379     0.842055     0.133895     0.842291
          350            1  5.34581e+09     0.362625     0.110339     0.832317     0.110379     0.832435
          360            1  5.21891e+09     0.497627     0.146815     0.862906     0.146918     0.863109
          370            1  5.09932e+09     0.479134     0.171315     0.892079     0.171534     0.892428
          380            1  4.98641e+09     0.487721     0.136065     0.851839      0.13652     0.852051
          390            1  4.87962e+09     0.486265     0.138298      0.86071     0.138334     0.860786
          400            1  4.77844e+09     0.460836     0.176103     0.904718     0.176206     0.904872
          410            1  4.68243e+09     0.405358     0.179861     0.920911     0.179996     0.921099
          420            1  4.59116e+09     0.490744     0.170141     0.899047     0.170192     0.899126
          430            1   4.5043e+09     0.692811     0.247312     0.933547     0.247605     0.933801
          440            1   4.4215e+09     0.416527     0.181347     0.924031     0.181407     0.924114
          450            1  4.34248e+09       0.4324     0.183313     0.923469     0.183361     0.923534
          460            1  4.26697e+09     0.418857     0.181983     0.926376     0.182024      0.92643
          470            1  4.19473e+09     0.790196      0.28051     0.950285     0.280735      0.95044
          480            1  4.12555e+09     0.475155     0.179986     0.918014      0.18001     0.918046
          490            1  4.05921e+09      1.08237     0.290856     0.955245     0.293173     0.956519
          500            1  3.99555e+09     0.886471     0.301106     0.960249     0.301296     0.960362
          510            1   3.9344e+09     0.685584     0.248248     0.943186     0.248298     0.943226
          520            1  3.87559e+09     0.806885     0.285947     0.956717     0.286034     0.956772
          530            1  3.81901e+09      1.04223     0.312868      0.96815     0.313011     0.968227
          540            1   3.7645e+09     0.854946     0.295475     0.961308     0.295548     0.961352
          550            1  3.71197e+09     0.797986     0.286885     0.959019     0.286939     0.959052
          560            1  3.66129e+09      1.31564     0.312286     0.975932     0.312398     0.975988
          570            1  3.61237e+09     0.847656     0.296123     0.963201     0.296169     0.963227
          580            1  3.56511e+09     0.884166     0.301364     0.965626     0.301408      0.96565
          590            1  3.51942e+09      1.73339     0.276303     0.980771     0.276359     0.980803
          600            1  3.47524e+09      0.99647     0.314175     0.971268     0.314217     0.971289
          610            1  3.43247e+09      1.27152      0.31636     0.977678     0.316408       0.9777
          620            1  3.39105e+09      1.48766     0.307288     0.980886     0.307332     0.980907
          630            1  3.35091e+09      9.87997     0.541363     0.987626     0.541796     0.987709
          640            1    3.312e+09      2.24647      0.23744     0.986345     0.237463     0.986359
          650            1  3.27425e+09      2.68797     0.183922     0.987368     0.183934     0.987377
          660            1  3.23761e+09      1.30635     0.319698     0.980336     0.319727     0.980348
          670            1  3.20203e+09     0.975461     0.316949     0.974322      0.31697     0.974331
          680            1  3.16747e+09      27.8031     0.541279     0.988967     0.541427     0.988994
          690            1  3.13387e+09      1.14798     0.324206     0.979118     0.324224     0.979126
          700            1   3.1012e+09      39.0869     0.534539     0.989115     0.534641     0.989133
          800            1  2.81775e+09      26.1678     0.791999     0.995735     0.792168     0.995749
          900            1  2.59443e+09      180.358     0.588576       0.9935     0.588601     0.993503
         1000            1  2.41308e+09       14.495      1.85393     0.999475       1.8542     0.999481
         1100            1  2.26219e+09      410.123     0.686441     0.996339     0.686452      0.99634
         1200            1  2.13414e+09      34.1713      3.17097     0.999921      3.17101     0.999922
         1300            1   2.0237e+09       1105.4       31.897     0.996733      35.0199     0.996733
         1400            1  1.92717e+09      195.405      2.30112     0.999839      2.30113     0.999839
         1500            1  1.84184e+09      1261.09      1.50512     0.998612      1.56602     0.998612
         1600            1   1.7657e+09      1865.12      42.6887     0.998593      46.8711     0.998593
         1700            1  1.69722e+09      1534.82      1.15422     0.999344      1.15423     0.999344
         1800            1  1.63519e+09      3731.64      255.906     0.998634      281.413     0.998634
         1900            1  1.57867e+09      437.754       5.5033     0.999997      5.50331     0.999997
         2000            1   1.5269e+09      1320.03      2.39248     0.999916      2.39248     0.999916
         2100            1  1.47926e+09      5855.32      378.129     0.999239      415.843     0.999239
         2200            1  1.43525e+09      6104.25       309.19     0.999447          340     0.999447
