========================================
tripplet_W1b_Energy_1_0.0.out
0.1 atm
T,P1->P2
200.0,1.37675e-12
210.0,1.01729e-12
220.0,8.13816e-13
230.0,5.61445e-13
240.0,4.82521e-13
250.0,4.06528e-13
260.0,2.71282e-13
270.0,1.7934e-13
280.0,1.55506e-13
290.0,1.79561e-13
300.0,1.57153e-13
310.0,6.54839e-14
320.0,9.8499e-14
330.0,5.18284e-14
340.0,6.61065e-14
350.0,8.88618e-14
360.0,4.26228e-14
370.0,7.14885e-14
380.0,5.75831e-14
390.0,4.81076e-14
400.0,6.20517e-14
410.0,5.39208e-14
420.0,6.65906e-14
430.0,9.35751e-14
440.0,6.98275e-14
450.0,8.29223e-14
460.0,7.52754e-14
470.0,8.43794e-14
480.0,8.99415e-14
490.0,9.3455e-14
500.0,1.16987e-13
510.0,1.05994e-13
520.0,1.18011e-13
530.0,1.21254e-13
540.0,1.20596e-13
550.0,1.33038e-13
560.0,1.34097e-13
570.0,1.47629e-13
580.0,1.46572e-13
590.0,1.68821e-13
600.0,1.58621e-13
610.0,1.63834e-13
620.0,1.71555e-13
630.0,1.92862e-13
640.0,1.8489e-13
650.0,1.91745e-13
660.0,1.98298e-13
670.0,2.10076e-13
680.0,2.135e-13
690.0,2.2208e-13
700.0,2.27915e-13
800.0,3.06214e-13
900.0,3.83429e-13
1000.0,4.41285e-13
1100.0,4.51221e-13
1200.0,3.93152e-13
1300.0,2.78861e-13
1400.0,1.47837e-13
1500.0,1.01673e-14
1600.0,-8.48869e-14
1700.0,-1.83385e-13
1800.0,-2.73187e-13
1900.0,-3.66684e-13
2000.0,-4.51955e-13
2100.0,-5.3126e-13
2200.0,-6.12581e-13
2300.0,-6.94974e-13
2400.0,-7.79346e-13
2500.0,-8.68485e-13
2600.0,-9.60797e-13
2700.0,-1.05484e-12
2800.0,-1.18544e-12
2900.0,-1.30173e-12
3000.0,-1.42364e-12
========================================
tripplet_W1b_Energy_1_0.0.out
0.5 atm
T,P1->P2
200.0,5.90768e-13
210.0,3.10007e-13
220.0,1.58098e-13
230.0,1.85544e-14
240.0,-1.71408e-14
250.0,-4.29825e-14
260.0,-9.48062e-14
270.0,-1.19185e-13
280.0,-1.05699e-13
290.0,-7.2688e-14
300.0,-6.61759e-14
310.0,-8.62514e-14
320.0,-5.80096e-14
330.0,-6.13232e-14
340.0,-3.94551e-14
350.0,-1.80941e-14
360.0,-2.52742e-14
370.0,-6.43649e-15
380.0,1.1112e-15
390.0,4.2625e-15
400.0,1.98235e-14
410.0,2.33378e-14
420.0,3.46517e-14
430.0,5.19906e-14
440.0,4.96069e-14
450.0,6.00079e-14
460.0,6.28445e-14
470.0,7.23997e-14
480.0,7.97053e-14
490.0,8.50831e-14
500.0,1.00533e-13
510.0,9.95238e-14
520.0,1.09939e-13
530.0,1.15003e-13
540.0,1.19513e-13
550.0,1.2794e-13
560.0,1.33595e-13
570.0,1.42684e-13
580.0,1.47273e-13
590.0,1.5861e-13
600.0,1.60642e-13
610.0,1.66471e-13
620.0,1.74515e-13
630.0,1.85379e-13
640.0,1.88472e-13
650.0,1.95133e-13
660.0,2.02e-13
670.0,2.12284e-13
680.0,2.17054e-13
690.0,2.2595e-13
700.0,2.31513e-13
800.0,3.09905e-13
900.0,3.82009e-13
1000.0,4.33029e-13
1100.0,4.31956e-13
1200.0,3.62715e-13
1300.0,2.44056e-13
1400.0,1.28065e-13
1500.0,-7.79382e-15
1600.0,-9.9664e-14
1700.0,-1.86666e-13
1800.0,-2.73563e-13
1900.0,-3.6612e-13
2000.0,-4.4905e-13
2100.0,-5.26333e-13
2200.0,-6.13197e-13
2300.0,-6.95785e-13
2400.0,-7.82087e-13
2500.0,-8.73466e-13
2600.0,-9.72349e-13
2700.0,-1.0661e-12
2800.0,-1.23567e-12
2900.0,-1.35093e-12
3000.0,-1.46705e-12
========================================
tripplet_W1b_Energy_1_0.0.out
1.0 atm
T,P1->P2
200.0,5.74079e-13
210.0,2.6695e-13
220.0,9.58417e-14
230.0,-4.04033e-14
240.0,-8.37863e-14
250.0,-1.11681e-13
260.0,-1.51283e-13
270.0,-1.66007e-13
280.0,-1.49188e-13
290.0,-1.17315e-13
300.0,-1.05171e-13
310.0,-1.12338e-13
320.0,-8.41637e-14
330.0,-7.92452e-14
340.0,-5.65832e-14
350.0,-3.4985e-14
360.0,-3.49474e-14
370.0,-1.66495e-14
380.0,-6.25245e-15
390.0,2.0366e-16
400.0,1.54837e-14
410.0,2.14793e-14
420.0,3.29226e-14
430.0,4.84801e-14
440.0,4.9741e-14
450.0,5.97917e-14
460.0,6.47125e-14
470.0,7.40335e-14
480.0,8.1694e-14
490.0,8.78476e-14
500.0,1.01153e-13
510.0,1.02463e-13
520.0,1.12278e-13
530.0,1.17991e-13
540.0,1.23266e-13
550.0,1.3116e-13
560.0,1.37337e-13
570.0,1.45983e-13
580.0,1.51135e-13
590.0,1.61408e-13
600.0,1.64615e-13
610.0,1.70583e-13
620.0,1.78567e-13
630.0,1.8835e-13
640.0,1.92599e-13
650.0,1.99081e-13
660.0,2.05894e-13
670.0,2.16008e-13
680.0,2.20768e-13
690.0,2.29936e-13
700.0,2.34958e-13
800.0,3.11446e-13
900.0,3.76997e-13
1000.0,4.21555e-13
1100.0,4.1118e-13
1200.0,3.33875e-13
1300.0,2.12387e-13
1400.0,1.12071e-13
1500.0,-2.36609e-14
1600.0,-1.13487e-13
1700.0,-1.90733e-13
1800.0,-2.72801e-13
1900.0,-3.68005e-13
2000.0,-4.48026e-13
2100.0,-5.23566e-13
2200.0,-6.16874e-13
2300.0,-6.98266e-13
2400.0,-7.85571e-13
2500.0,-8.77269e-13
2600.0,-9.81471e-13
2700.0,-1.07355e-12
2800.0,-1.2772e-12
2900.0,-1.39018e-12
3000.0,-1.50021e-12
========================================
tripplet_W1b_Energy_1_0.0.out
2.0 atm
T,P1->P2
200.0,8.91134e-13
210.0,5.0566e-13
220.0,2.70016e-13
230.0,9.4221e-14
240.0,1.16929e-14
250.0,-4.44608e-14
260.0,-9.69217e-14
270.0,-1.22074e-13
280.0,-1.16242e-13
290.0,-9.51824e-14
300.0,-8.74882e-14
310.0,-9.29871e-14
320.0,-6.95417e-14
330.0,-6.36861e-14
340.0,-4.383e-14
350.0,-2.47056e-14
360.0,-2.23711e-14
370.0,-6.11652e-15
380.0,4.35916e-15
390.0,1.16473e-14
400.0,2.5451e-14
410.0,3.21561e-14
420.0,4.2787e-14
430.0,5.6179e-14
440.0,5.93591e-14
450.0,6.85583e-14
460.0,7.43566e-14
470.0,8.2953e-14
480.0,9.03834e-14
490.0,9.6801e-14
500.0,1.07969e-13
510.0,1.10727e-13
520.0,1.19647e-13
530.0,1.25633e-13
540.0,1.31274e-13
550.0,1.38467e-13
560.0,1.44824e-13
570.0,1.52936e-13
580.0,1.58275e-13
590.0,1.67813e-13
600.0,1.71405e-13
610.0,1.77251e-13
620.0,1.85064e-13
630.0,1.9434e-13
640.0,1.98794e-13
650.0,2.04827e-13
660.0,2.11469e-13
670.0,2.21737e-13
680.0,2.25794e-13
690.0,2.35419e-13
700.0,2.39371e-13
800.0,3.11785e-13
900.0,3.65908e-13
1000.0,4.00328e-13
1100.0,3.77244e-13
1200.0,2.90901e-13
1300.0,1.67784e-13
1400.0,8.91855e-14
1500.0,-4.57238e-14
1600.0,-1.3335e-13
1700.0,-1.97734e-13
1800.0,-2.72218e-13
1900.0,-3.7277e-13
2000.0,-4.4782e-13
2100.0,-5.20603e-13
2200.0,-6.25613e-13
2300.0,-7.04104e-13
2400.0,-7.92541e-13
2500.0,-8.8313e-13
2600.0,-9.95476e-13
2700.0,-1.08368e-12
2800.0,-1.33803e-12
2900.0,-1.44736e-12
3000.0,-1.54764e-12
========================================
tripplet_W1b_Energy_1_0.0.out
4.0 atm
T,P1->P2
200.0,1.45968e-12
210.0,9.83857e-13
220.0,6.62626e-13
230.0,4.20735e-13
240.0,2.76054e-13
250.0,1.70906e-13
260.0,8.34163e-14
270.0,2.89182e-14
280.0,8.95669e-15
290.0,8.12597e-15
300.0,2.54849e-16
310.0,-1.56345e-14
320.0,-3.42488e-15
330.0,-4.83324e-15
340.0,7.63511e-15
350.0,2.06881e-14
360.0,1.93042e-14
370.0,3.11743e-14
380.0,3.85019e-14
390.0,4.33106e-14
400.0,5.43405e-14
410.0,5.91934e-14
420.0,6.78598e-14
430.0,7.88555e-14
440.0,8.13782e-14
450.0,8.90775e-14
460.0,9.41084e-14
470.0,1.0149e-13
480.0,1.07967e-13
490.0,1.1366e-13
500.0,1.23036e-13
510.0,1.25964e-13
520.0,1.33851e-13
530.0,1.39472e-13
540.0,1.447e-13
550.0,1.51163e-13
560.0,1.57112e-13
570.0,1.64667e-13
580.0,1.69594e-13
590.0,1.78622e-13
600.0,1.81784e-13
610.0,1.86947e-13
620.0,1.94616e-13
630.0,2.03811e-13
640.0,2.07488e-13
650.0,2.12475e-13
660.0,2.18919e-13
670.0,2.29908e-13
680.0,2.32021e-13
690.0,2.42634e-13
700.0,2.44521e-13
800.0,3.09598e-13
900.0,3.45977e-13
1000.0,3.66231e-13
1100.0,3.28756e-13
1200.0,2.3531e-13
1300.0,1.13997e-13
1400.0,5.97998e-14
1500.0,-7.23887e-14
1600.0,-1.58295e-13
1700.0,-2.08534e-13
1800.0,-2.72412e-13
1900.0,-3.81903e-13
2000.0,-4.49479e-13
2100.0,-5.18024e-13
2200.0,-6.42684e-13
2300.0,-7.16115e-13
2400.0,-8.06107e-13
2500.0,-8.926e-13
2600.0,-1.01735e-12
2700.0,-1.09787e-12
2800.0,-1.42112e-12
2900.0,-1.5269e-12
3000.0,-1.61388e-12
