    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
              0    9.64631e+06              0              0    2.26513e-32
              1    4.81044e+07              0    1.20796e+12    4.10779e-30
              2    1.54532e+08              0    4.54011e+12     2.4842e-28
              3    3.77143e+08              0    1.09813e+13    9.29108e-27
              4    8.09519e+08              0    2.11849e+13    2.45492e-25
              5    1.55952e+09              0    3.67446e+13    5.16713e-24
              6    2.79465e+09              0    5.92227e+13    9.07651e-23
              7    4.73038e+09              0    9.08392e+13    1.38184e-21
              8    7.65075e+09              0    1.34172e+14    1.86973e-20
              9     1.1935e+10              0    1.92103e+14    2.28738e-19
             10    1.80238e+10              0    2.68727e+14    2.57165e-18
             11    2.65126e+10              0    3.68139e+14    2.68181e-17
             12    3.80809e+10              0    4.95952e+14    2.61968e-16
             13    5.35867e+10              0    6.58266e+14    2.41287e-15
             14    7.40454e+10              0     8.6245e+14    2.10781e-14
             15    1.00655e+11              0    1.11718e+15    1.75509e-13
             16    1.34858e+11              0    1.43223e+15    1.39836e-12
             17     1.7829e+11              0     1.8195e+15    1.07013e-11
             18    2.32901e+11              0    2.29216e+15    7.88855e-11
             19    3.00901e+11              0    2.86585e+15     5.6169e-10
             20    3.84843e+11              0    3.55832e+15    3.87201e-09
             21    4.87652e+11              0    4.38978e+15     2.5894e-08
             22    6.12615e+11              0    5.38365e+15    1.68306e-07
             23    7.63497e+11              0    6.56609e+15    1.06495e-06
             24    9.44484e+11              0    7.96733e+15    6.56967e-06
             25    1.16031e+12              0    9.62121e+15    3.95655e-05
             26    1.41624e+12              0    1.15662e+16    0.000232902
             27    1.71813e+12              0    1.38455e+16     0.00134152
             28    2.07253e+12              0    1.65076e+16     0.00756858
             29    2.48661e+12              0    1.96074e+16      0.0418638
             30    2.96835e+12              0    2.32056e+16       0.227211
             31    3.52648e+12              0    2.73707e+16        1.21098
             32     4.1706e+12              0    3.21789e+16        6.34261
             33    4.91124e+12              0    3.77148e+16        32.6676
             34    5.75985e+12              0     4.4073e+16        165.551
             35    6.72898e+12              0    5.13577e+16        825.733
             36    7.83219e+12              0    5.96849e+16        4049.39
             37     9.0843e+12              0    6.91827e+16        19375.9
             38    1.05013e+13              0    7.99926e+16        87364.3
             39    1.21004e+13              0    9.22707e+16         339769
             40    1.39005e+13              0    1.06188e+17    1.06498e+06
             41    1.59215e+13              0    1.21935e+17    2.74154e+06
             42    1.81852e+13              0    1.39717e+17    6.04184e+06
             43    2.07148e+13              0    1.59763e+17    1.18192e+07
             44    2.35354e+13              0    1.82322e+17    2.10995e+07
             45    2.66737e+13              0    2.07665e+17    3.50763e+07
             46    3.01584e+13              0    2.36091e+17    5.50919e+07
             47      3.402e+13              0    2.67924e+17    8.26076e+07
             48    3.82911e+13              0    3.03519e+17    1.19169e+08
             49    4.30068e+13              0    3.43261e+17    1.66376e+08
             50    4.82039e+13              0    3.87569e+17    2.25866e+08
             51    5.39219e+13              0    4.36899e+17    2.99291e+08
             52    6.02028e+13              0    4.91745e+17    3.88292e+08
             53     6.7091e+13              0    5.52644e+17    4.94481e+08
             54    7.46336e+13              0    6.16291e+17    6.19415e+08
             55    8.28806e+13              0    6.70592e+17    7.64593e+08
             56    9.18849e+13              0    7.12649e+17    9.31441e+08
             57    1.01702e+14              0    7.99075e+17     1.1213e+09
             58    1.12392e+14              0    8.30099e+17    1.33544e+09
             59    1.24016e+14              0    9.26318e+17      1.575e+09
             60     1.3664e+14              0    9.54314e+17    1.84106e+09
             61    1.50334e+14              0    1.01213e+18    2.13457e+09
             62     1.6517e+14              0     1.0734e+18    2.45639e+09
             63    1.81225e+14              0    1.15834e+18    2.80729e+09
             64     1.9858e+14              0    1.19442e+18    3.18793e+09
             65     2.1732e+14              0    1.21004e+18    3.59888e+09
             66    2.37533e+14              0    1.34817e+18    4.04062e+09
             67    2.59314e+14              0    1.28643e+18    4.51352e+09
             68    2.82759e+14              0    1.33064e+18     5.0179e+09
             69    3.07971e+14              0    1.38325e+18    5.55396e+09
             70    3.35059e+14              0    1.38032e+18    6.12185e+09
             71    3.64134e+14              0     1.4426e+18    6.72164e+09
             72    3.95314e+14              0    1.43343e+18    7.35332e+09
