    E, kcal/mol    D, mol/kcal       W1a->W1b       W1a->W2a       W1a->W2b        W1a->P1
        45.2426    1.95085e+18    5.48059e+11        0.99999        0.99999    1.16951e+12
        45.3856    2.00502e+18    5.48372e+11        0.99999        0.99999    1.16567e+12
        45.5285    2.06056e+18    5.48683e+11        0.99999        0.99999    1.16184e+12
        45.6715     2.1175e+18    5.48993e+11       0.999991       0.999991    1.15802e+12
        45.8145    2.17588e+18    5.49301e+11        0.99999        0.99999    1.15422e+12
        45.9574    2.23573e+18    5.49608e+11        0.99999        0.99999    1.15044e+12
        46.1004    2.29709e+18    5.49914e+11       0.999989       0.999989    1.14668e+12
        46.2433    2.35998e+18    5.50219e+11        0.99999        0.99999    1.14293e+12
        46.3863    2.42444e+18    5.50522e+11       0.999989       0.999989     1.1392e+12
        46.5292    2.49052e+18    5.50824e+11       0.999989       0.999989    1.13548e+12
        46.6722    2.55823e+18    5.51125e+11       0.999991       0.999991    1.13179e+12
        46.8151    2.62763e+18    5.51425e+11       0.999989       0.999989     1.1281e+12
        46.9581    2.69875e+18    5.51723e+11        0.99999        0.99999    1.12444e+12
        47.1011    2.77163e+18     5.5202e+11       0.999989       0.999989    1.12079e+12
         47.244     2.8463e+18    5.52316e+11       0.999989       0.999989    1.11715e+12
         47.387    2.92282e+18     5.5261e+11        0.99999        0.99999    1.11353e+12
        47.5299    3.00121e+18    5.52903e+11       0.999989       0.999989    1.10993e+12
        47.6729    3.08152e+18    5.53196e+11       0.999989       0.999989    1.10634e+12
        47.8158     3.1638e+18    5.53487e+11        0.99999        0.99999    1.10277e+12
        47.9588    3.24808e+18    5.53776e+11       0.999989       0.999989    1.09921e+12
        48.1017    3.33442e+18    5.54065e+11       0.999988       0.999988    1.09567e+12
        48.2447    3.42285e+18    5.54352e+11       0.999989       0.999989    1.09215e+12
        48.3877    3.51342e+18    5.54638e+11       0.999991       0.999991    1.08863e+12
        48.5306    3.60619e+18    5.54923e+11       0.999991       0.999991    1.08514e+12
        48.6736    3.70119e+18    5.55207e+11       0.999991       0.999991    1.08166e+12
        48.8165    3.79848e+18     5.5549e+11       0.999991       0.999991    1.07819e+12
        48.9595     3.8981e+18    5.55771e+11       0.999989       0.999989    1.07474e+12
        49.1024    4.00011e+18    5.56052e+11       0.999989       0.999989    1.07131e+12
        49.2454    4.10457e+18    5.56331e+11       0.999995       0.999995    1.06789e+12
        49.3883    4.21151e+18    5.56609e+11       0.999977       0.999977    1.06448e+12
        49.5313      4.321e+18    5.56886e+11        1.00004        1.00004    1.06109e+12
        49.6743     4.4331e+18    5.57162e+11       0.999792       0.999792    1.05771e+12
        49.8172    4.54785e+18    5.57437e+11        1.00073        1.00073    1.05435e+12
        49.9602    4.66531e+18    5.57711e+11       0.997247       0.997247      1.051e+12
    E, kcal/mol    D, mol/kcal       W1b->W1a       W1b->W2a       W1b->W2b        W1b->P2
          -4.22    4.02573e+08              0       0.999437       0.999437    2.87561e+09
       -4.07704    4.53963e+08              0       0.999959       0.999959    3.20959e+09
       -3.93409     5.1125e+08              0       0.999751       0.999751    3.57658e+09
       -3.79113    5.74262e+08              0        1.00018        1.00018    3.98471e+09
       -3.64818    6.44725e+08              0       0.999883       0.999883    4.42942e+09
       -3.50522    7.22139e+08              0        1.00022        1.00022    4.92215e+09
       -3.36227    8.08079e+08    2.52826e+08       0.999958       0.999958    5.46063e+09
       -3.21931    9.02249e+08    9.17496e+08              1              1    6.05593e+09
       -3.07636    1.00638e+09    2.31091e+09         0.9997         0.9997    6.70604e+09
        -2.9334    1.12007e+09    4.74268e+09       0.999998       0.999998    7.42385e+09
       -2.79044     1.2459e+09    8.59095e+09        0.99988        0.99988    8.20315e+09
       -2.64749    1.38362e+09    1.42442e+10        1.00008        1.00008    9.05702e+09
       -2.50453    1.53491e+09    2.21589e+10       0.999987       0.999987    9.98659e+09
       -2.36158    1.69976e+09    3.26559e+10        1.00009        1.00009    1.10047e+10
       -2.21862    1.88031e+09    4.64741e+10        1.00006        1.00006    1.21108e+10
       -2.07567     2.0777e+09    6.37929e+10        1.00001        1.00001    1.33114e+10
       -1.93271    2.29323e+09    8.53548e+10        1.00003        1.00003    1.46131e+10
       -1.78976    2.52855e+09    1.11412e+11       0.999947       0.999947    1.60207e+10
        -1.6468    2.78457e+09     1.4273e+11       0.999929       0.999929    1.75442e+10
       -1.50384    3.06337e+09    1.79434e+11       0.999831       0.999831    1.91871e+10
       -1.36089    3.36567e+09    2.22221e+11       0.999961       0.999961    2.09622e+10
       -1.21793    3.69487e+09    2.71189e+11        0.99992        0.99992    2.28661e+10
       -1.07498    4.05181e+09    3.27053e+11        1.00001        1.00001    2.49122e+10
      -0.932022    4.43996e+09    3.89761e+11       0.999951       0.999951    2.70986e+10
      -0.789066    4.85936e+09    4.59981e+11        1.00007        1.00007    2.94449e+10
      -0.646111    5.31435e+09    5.37654e+11        1.00002        1.00002    3.19455e+10
      -0.503155    5.80586e+09    6.23312e+11        1.00008        1.00008    3.46164e+10
      -0.360199     6.3383e+09    7.16859e+11       0.999998       0.999998    3.74535e+10
      -0.217244    6.91293e+09    8.18603e+11       0.999976       0.999976    4.04727e+10
     -0.0742882    7.53397e+09    9.28577e+11       0.999932       0.999932    4.36731e+10
      0.0686673    8.20367e+09    1.04703e+12       0.999947       0.999947    4.70669e+10
       0.211623    8.92574e+09    1.17402e+12       0.999969       0.999969    5.06585e+10
       0.354578    9.70351e+09    1.30968e+12       0.999978       0.999978    5.44559e+10
       0.497534    1.05409e+10    1.45402e+12              1              1    5.84651e+10
        0.64049    1.14427e+10    1.60705e+12       0.999977       0.999977    6.26889e+10
       0.783445    1.24118e+10    1.76899e+12        1.00002        1.00002    6.71414e+10
       0.926401    1.34543e+10    1.93962e+12       0.999988       0.999988    7.18207e+10
        1.06936     1.4573e+10    2.11939e+12              1              1    7.67451e+10
        1.21231    1.57751e+10    2.30791e+12       0.999957       0.999957    8.19107e+10
        1.35527    1.70631e+10    2.50578e+12       0.999987       0.999987    8.73396e+10
        1.49822    1.84457e+10    2.71247e+12       0.999954       0.999954    9.30239e+10
        1.64118    1.99262e+10    2.92859e+12       0.999994       0.999994    9.89848e+10
        1.78413    2.15134e+10    3.15359e+12       0.999979       0.999979    1.05218e+11
        1.92709    2.32109e+10    3.38817e+12       0.999994       0.999994    1.11748e+11
        2.07005    2.50278e+10    3.63185e+12       0.999982       0.999982    1.18573e+11
          2.213    2.69701e+10    3.88513e+12       0.999991       0.999991    1.25708e+11
        2.35596    2.90466e+10    4.14759e+12       0.999996       0.999996    1.33158e+11
        2.49891    3.12652e+10    4.41954e+12       0.999992       0.999992    1.40934e+11
        2.64187    3.36342e+10    4.70084e+12       0.999988       0.999988    1.49047e+11
        2.78482    3.61628e+10    4.99167e+12       0.999969       0.999969    1.57507e+11
        2.92778    3.88588e+10    5.29207e+12       0.999976       0.999976    1.66333e+11
        3.07073    4.17342e+10    5.60187e+12       0.999969       0.999969    1.75525e+11
        3.21369    4.47975e+10    5.92122e+12       0.999985       0.999985    1.85104e+11
        3.35665    4.80626e+10     6.2498e+12       0.999981       0.999981    1.95069e+11
         3.4996    5.15377e+10    6.58796e+12       0.999995       0.999995    2.05444e+11
        3.64256    5.52379e+10    6.93532e+12       0.999987       0.999987    2.16231e+11
        3.78551    5.91722e+10    7.29224e+12       0.999998       0.999998    2.27454e+11
        3.92847     6.3358e+10    7.65821e+12       0.999989       0.999989     2.3911e+11
        4.07142    6.78061e+10    8.03353e+12       0.999995       0.999995    2.51223e+11
        4.21438    7.25343e+10    8.41776e+12       0.999978       0.999978    2.63792e+11
        4.35733    7.75553e+10    8.81117e+12        0.99998        0.99998    2.76841e+11
        4.50029    8.28862e+10    9.21355e+12        0.99998        0.99998    2.90377e+11
        4.64325    8.85435e+10     9.6249e+12       0.999982       0.999982    3.04414e+11
         4.7862    9.45452e+10    1.00451e+13       0.999988       0.999988    3.18961e+11
        4.92916     1.0091e+11     1.0474e+13       0.999981       0.999981    3.34029e+11
        5.07211    1.07658e+11    1.09115e+13       0.999986       0.999986    3.49633e+11
        5.21507    1.14809e+11    1.13576e+13       0.999984       0.999984     3.6578e+11
        5.35802    1.22383e+11    1.18123e+13       0.999992       0.999992    3.82488e+11
        5.50098    1.30405e+11    1.22753e+13       0.999986       0.999986    3.99759e+11
        5.64393    1.38895e+11    1.27467e+13       0.999988       0.999988    4.17614e+11
        5.78689    1.47882e+11    1.32261e+13       0.999979       0.999979    4.36054e+11
        5.92985    1.57386e+11    1.37139e+13       0.999985       0.999985    4.55103e+11
         6.0728    1.67439e+11    1.42096e+13       0.999981       0.999981    4.74757e+11
        6.21576    1.78065e+11    1.47133e+13       0.999987       0.999987    4.95041e+11
        6.35871    1.89296e+11    1.52247e+13       0.999985       0.999985    5.15954e+11
        6.50167     2.0116e+11     1.5744e+13       0.999987       0.999987    5.37517e+11
        6.64462     2.1369e+11    1.62709e+13       0.999985       0.999985    5.59735e+11
        6.78758    2.26918e+11    1.68054e+13       0.999988       0.999988    5.82619e+11
        6.93054    2.40882e+11    1.73472e+13       0.999988       0.999988    6.06176e+11
        7.07349    2.55615e+11    1.78963e+13       0.999987       0.999987    6.30418e+11
        7.21645    2.71156e+11    1.84528e+13       0.999986       0.999986    6.55358e+11
         7.3594    2.87545e+11    1.90163e+13       0.999983       0.999983    6.81003e+11
        7.50236    3.04819e+11     1.9587e+13       0.999984       0.999984    7.07367e+11
        7.64531    3.23027e+11    2.01644e+13       0.999983       0.999983     7.3445e+11
        7.78827     3.4221e+11    2.07487e+13       0.999987       0.999987    7.62269e+11
        7.93122    3.62417e+11    2.13396e+13       0.999985       0.999985    7.90825e+11
        8.07418    3.83692e+11    2.19373e+13       0.999988       0.999988    8.20138e+11
        8.21714     4.0609e+11    2.25413e+13       0.999986       0.999986    8.50206e+11
        8.36009    4.29661e+11    2.31518e+13       0.999989       0.999989    8.81045e+11
        8.50305    4.54464e+11    2.37684e+13       0.999985       0.999985    9.12653e+11
          8.646    4.80551e+11    2.43913e+13       0.999986       0.999986    9.45048e+11
        8.78896    5.07985e+11    2.50202e+13       0.999983       0.999983    9.78231e+11
        8.93191    5.36825e+11    2.56551e+13       0.999981       0.999981    1.01222e+12
        9.07487    5.67137e+11    2.62959e+13       0.999986       0.999986    1.04701e+12
        9.21782    5.98988e+11    2.69424e+13       0.999988       0.999988    1.08261e+12
        9.36078    6.32449e+11    2.75945e+13       0.999987       0.999987    1.11904e+12
        9.50374    6.67591e+11    2.82522e+13       0.999986       0.999986    1.15629e+12
        9.64669    7.04489e+11    2.89155e+13       0.999989       0.999989    1.19438e+12
        9.78965    7.43223e+11     2.9584e+13        0.99999        0.99999    1.23331e+12
         9.9326    7.83872e+11    3.02578e+13       0.999989       0.999989    1.27309e+12
        10.0756    8.26525e+11    3.09367e+13       0.999985       0.999985    1.31372e+12
        10.2185    8.71265e+11    3.16208e+13       0.999989       0.999989    1.35522e+12
        10.3615    9.18188e+11    3.23098e+13       0.999987       0.999987    1.39758e+12
        10.5044    9.67385e+11    3.30037e+13       0.999986       0.999986    1.44081e+12
        10.6474    1.01896e+12    3.37023e+13        0.99999        0.99999    1.48492e+12
        10.7903    1.07301e+12    3.44057e+13       0.999989       0.999989    1.52991e+12
        10.9333    1.12964e+12    3.51137e+13       0.999985       0.999985    1.57578e+12
        11.0762    1.18897e+12    3.58263e+13       0.999986       0.999986    1.62256e+12
        11.2192     1.2511e+12    3.65432e+13       0.999987       0.999987    1.67022e+12
        11.3622    1.31617e+12    3.72644e+13       0.999987       0.999987    1.71879e+12
        11.5051    1.38428e+12    3.79899e+13       0.999987       0.999987    1.76825e+12
        11.6481    1.45558e+12    3.87195e+13       0.999986       0.999986    1.81863e+12
         11.791    1.53018e+12    3.94533e+13       0.999985       0.999985    1.86992e+12
         11.934    1.60824e+12    4.01911e+13       0.999985       0.999985    1.92213e+12
        12.0769    1.68988e+12    4.09327e+13       0.999987       0.999987    1.97525e+12
        12.2199    1.77528e+12    4.16782e+13       0.999986       0.999986     2.0293e+12
        12.3628    1.86456e+12    4.24275e+13       0.999987       0.999987    2.08427e+12
        12.5058    1.95789e+12    4.31804e+13       0.999986       0.999986    2.14016e+12
        12.6488    2.05544e+12     4.3937e+13       0.999987       0.999987    2.19699e+12
        12.7917    2.15739e+12     4.4697e+13       0.999988       0.999988    2.25475e+12
        12.9347    2.26389e+12    4.54605e+13       0.999987       0.999987    2.31344e+12
        13.0776    2.37515e+12    4.62274e+13       0.999987       0.999987    2.37307e+12
        13.2206    2.49134e+12    4.69976e+13       0.999986       0.999986    2.43363e+12
        13.3635    2.61267e+12     4.7771e+13       0.999986       0.999986    2.49513e+12
        13.5065    2.73934e+12    4.85477e+13       0.999986       0.999986    2.55758e+12
        13.6494    2.87156e+12    4.93273e+13       0.999986       0.999986    2.62096e+12
        13.7924    3.00954e+12      5.011e+13       0.999986       0.999986    2.68529e+12
        13.9354    3.15352e+12    5.08957e+13       0.999987       0.999987    2.75056e+12
        14.0783    3.30372e+12    5.16843e+13       0.999986       0.999986    2.81677e+12
        14.2213     3.4604e+12    5.24757e+13       0.999986       0.999986    2.88393e+12
        14.3642    3.62379e+12    5.32698e+13       0.999986       0.999986    2.95203e+12
        14.5072    3.79415e+12    5.40667e+13       0.999988       0.999988    3.02107e+12
        14.6501    3.97177e+12    5.48662e+13       0.999987       0.999987    3.09106e+12
        14.7931     4.1569e+12    5.56683e+13       0.999985       0.999985    3.16199e+12
         14.936    4.34984e+12    5.64728e+13       0.999987       0.999987    3.23387e+12
         15.079    4.55088e+12    5.72798e+13       0.999987       0.999987    3.30669e+12
         15.222    4.76032e+12    5.80892e+13       0.999988       0.999988    3.38045e+12
        15.3649    4.97849e+12     5.8901e+13       0.999989       0.999989    3.45516e+12
        15.5079    5.20571e+12     5.9715e+13       0.999988       0.999988    3.53081e+12
        15.6508    5.44232e+12    6.05313e+13       0.999987       0.999987    3.60739e+12
        15.7938    5.68866e+12    6.13497e+13        0.99999        0.99999    3.68492e+12
        15.9367     5.9451e+12    6.21702e+13       0.999987       0.999987    3.76338e+12
        16.0797      6.212e+12    6.29928e+13       0.999985       0.999985    3.84278e+12
        16.2226    6.48976e+12    6.38174e+13       0.999987       0.999987    3.92311e+12
        16.3656    6.77876e+12    6.46439e+13        0.99999        0.99999    4.00438e+12
        16.5086    7.07942e+12    6.54723e+13       0.999986       0.999986    4.08658e+12
        16.6515    7.39215e+12    6.63026e+13       0.999986       0.999986    4.16971e+12
        16.7945    7.71741e+12    6.71347e+13        0.99999        0.99999    4.25376e+12
        16.9374    8.05562e+12    6.79686e+13       0.999987       0.999987    4.33875e+12
        17.0804    8.40727e+12    6.88042e+13       0.999987       0.999987    4.42465e+12
        17.2233    8.77283e+12    6.96414e+13       0.999991       0.999991    4.51148e+12
        17.3663    9.15279e+12    7.04802e+13       0.999985       0.999985    4.59922e+12
        17.5092    9.54767e+12    7.13206e+13       0.999985       0.999985    4.68788e+12
        17.6522    9.95799e+12    7.21625e+13       0.999986       0.999986    4.77746e+12
        17.7952    1.03843e+13    7.30059e+13       0.999983       0.999983    4.86794e+12
        17.9381    1.08272e+13    7.38507e+13       0.999985       0.999985    4.95933e+12
        18.0811    1.12871e+13    7.46969e+13       0.999988       0.999988    5.05163e+12
         18.224    1.17648e+13    7.55444e+13       0.999987       0.999987    5.14483e+12
         18.367    1.22609e+13    7.63933e+13       0.999987       0.999987    5.23893e+12
        18.5099    1.27759e+13    7.72434e+13       0.999988       0.999988    5.33392e+12
        18.6529    1.33105e+13    7.80947e+13       0.999988       0.999988    5.42981e+12
        18.7958    1.38654e+13    7.89472e+13       0.999988       0.999988    5.52659e+12
        18.9388    1.44413e+13    7.98009e+13       0.999987       0.999987    5.62425e+12
        19.0818    1.50389e+13    8.06556e+13       0.999987       0.999987    5.72279e+12
        19.2247    1.56589e+13    8.15114e+13       0.999988       0.999988    5.82221e+12
        19.3677    1.63021e+13    8.23683e+13       0.999988       0.999988    5.92251e+12
        19.5106    1.69694e+13    8.32261e+13       0.999988       0.999988    6.02368e+12
        19.6536    1.76614e+13    8.40849e+13       0.999988       0.999988    6.12572e+12
        19.7965     1.8379e+13    8.49445e+13       0.999988       0.999988    6.22862e+12
        19.9395     1.9123e+13    8.58051e+13       0.999987       0.999987    6.33239e+12
        20.0824    1.98944e+13    8.66665e+13       0.999988       0.999988    6.43701e+12
        20.2254    2.06941e+13    8.75288e+13       0.999989       0.999989    6.54248e+12
        20.3684     2.1523e+13    8.83917e+13       0.999987       0.999987    6.64879e+12
        20.5113     2.2382e+13    8.92555e+13       0.999987       0.999987    6.75596e+12
        20.6543    2.32721e+13      9.012e+13       0.999988       0.999988    6.86396e+12
        20.7972    2.41944e+13    9.09851e+13       0.999987       0.999987     6.9728e+12
        20.9402    2.51498e+13    9.18509e+13       0.999988       0.999988    7.08247e+12
        21.0831    2.61396e+13    9.27172e+13       0.999988       0.999988    7.19297e+12
        21.2261    2.71647e+13    9.35842e+13       0.999987       0.999987    7.30429e+12
         21.369    2.82263e+13    9.44517e+13       0.999988       0.999988    7.41643e+12
         21.512    2.93256e+13    9.53198e+13       0.999988       0.999988    7.52939e+12
         21.655    3.04639e+13    9.61883e+13       0.999986       0.999986    7.64315e+12
        21.7979    3.16422e+13    9.70573e+13       0.999987       0.999987    7.75772e+12
        21.9409     3.2862e+13    9.79268e+13       0.999988       0.999988    7.87309e+12
        22.0838    3.41245e+13    9.87966e+13       0.999988       0.999988    7.98925e+12
        22.2268    3.54311e+13    9.96669e+13       0.999988       0.999988    8.10621e+12
        22.3697    3.67832e+13    1.00537e+14       0.999989       0.999989    8.22395e+12
        22.5127    3.81821e+13    1.01408e+14       0.999989       0.999989    8.34248e+12
        22.6556    3.96295e+13     1.0228e+14       0.999989       0.999989    8.46178e+12
        22.7986    4.11266e+13    1.03151e+14       0.999989       0.999989    8.58185e+12
        22.9416    4.26752e+13    1.04023e+14       0.999987       0.999987     8.7027e+12
        23.0845    4.42769e+13    1.04895e+14       0.999987       0.999987     8.8243e+12
        23.2275    4.59331e+13    1.05767e+14       0.999988       0.999988    8.94667e+12
        23.3704    4.76457e+13    1.06639e+14       0.999987       0.999987    9.06978e+12
        23.5134    4.94164e+13    1.07512e+14       0.999986       0.999986    9.19365e+12
        23.6563    5.12469e+13    1.08384e+14       0.999989       0.999989    9.31826e+12
        23.7993    5.31391e+13    1.09257e+14       0.999988       0.999988     9.4436e+12
        23.9422    5.50948e+13     1.1013e+14       0.999989       0.999989    9.56968e+12
        24.0852     5.7116e+13    1.11003e+14        0.99999        0.99999    9.69649e+12
        24.2282    5.92046e+13    1.11876e+14       0.999989       0.999989    9.82403e+12
        24.3711    6.13627e+13    1.12748e+14       0.999987       0.999987    9.95228e+12
        24.5141    6.35923e+13    1.13621e+14       0.999987       0.999987    1.00812e+13
         24.657    6.58957e+13    1.14494e+14       0.999986       0.999986    1.02109e+13
           24.8    6.82749e+13    1.15367e+14       0.999989       0.999989    1.03413e+13
        24.9429    7.07324e+13     1.1624e+14       0.999987       0.999987    1.04724e+13
        25.0859    7.32703e+13    1.17112e+14       0.999988       0.999988    1.06041e+13
        25.2288     7.5891e+13    1.17985e+14       0.999989       0.999989    1.07366e+13
        25.3718    7.85971e+13    1.18857e+14       0.999991       0.999991    1.08697e+13
        25.5148     8.1391e+13     1.1973e+14       0.999989       0.999989    1.10035e+13
        25.6577    8.42753e+13    1.20602e+14       0.999989       0.999989     1.1138e+13
        25.8007    8.72526e+13    1.21474e+14       0.999992       0.999992    1.12732e+13
        25.9436    9.03256e+13    1.22346e+14       0.999988       0.999988     1.1409e+13
        26.0866    9.34972e+13    1.23217e+14       0.999987       0.999987    1.15455e+13
        26.2295    9.67701e+13    1.24088e+14       0.999988       0.999988    1.16826e+13
        26.3725    1.00147e+14    1.24959e+14       0.999985       0.999985    1.18204e+13
        26.5154    1.03632e+14     1.2583e+14       0.999986       0.999986    1.19588e+13
        26.6584    1.07227e+14    1.26701e+14       0.999988       0.999988    1.20979e+13
        26.8014    1.10935e+14    1.27571e+14       0.999988       0.999988    1.22376e+13
        26.9443    1.14761e+14    1.28441e+14       0.999989       0.999989    1.23779e+13
        27.0873    1.18706e+14     1.2931e+14       0.999988       0.999988    1.25188e+13
        27.2302    1.22775e+14    1.30179e+14       0.999988       0.999988    1.26604e+13
        27.3732    1.26971e+14    1.31048e+14       0.999989       0.999989    1.28025e+13
        27.5161    1.31297e+14    1.31916e+14       0.999989       0.999989    1.29453e+13
        27.6591    1.35758e+14    1.32784e+14       0.999989       0.999989    1.30887e+13
         27.802    1.40357e+14    1.33652e+14       0.999989       0.999989    1.32326e+13
         27.945    1.45097e+14    1.34519e+14       0.999989       0.999989    1.33772e+13
         28.088    1.49984e+14    1.35386e+14       0.999989       0.999989    1.35223e+13
        28.2309    1.55021e+14    1.36252e+14       0.999989       0.999989     1.3668e+13
        28.3739    1.60211e+14    1.37118e+14       0.999988       0.999988    1.38143e+13
        28.5168     1.6556e+14    1.37983e+14       0.999988       0.999988    1.39612e+13
        28.6598    1.71072e+14    1.38848e+14       0.999989       0.999989    1.41086e+13
        28.8027     1.7675e+14    1.39712e+14       0.999989       0.999989    1.42566e+13
        28.9457    1.82601e+14    1.40576e+14       0.999989       0.999989    1.44051e+13
        29.0886    1.88628e+14    1.41439e+14       0.999988       0.999988    1.45542e+13
        29.2316    1.94836e+14    1.42302e+14       0.999988       0.999988    1.47039e+13
        29.3746     2.0123e+14    1.43164e+14       0.999988       0.999988    1.48541e+13
        29.5175    2.07816e+14    1.44026e+14       0.999988       0.999988    1.50048e+13
        29.6605    2.14598e+14    1.44887e+14       0.999988       0.999988     1.5156e+13
        29.8034    2.21582e+14    1.45747e+14       0.999988       0.999988    1.53078e+13
        29.9464    2.28773e+14    1.46607e+14       0.999988       0.999988    1.54601e+13
        30.0893    2.36177e+14    1.47466e+14       0.999988       0.999988    1.56128e+13
        30.2323    2.43799e+14    1.48325e+14       0.999989       0.999989    1.57662e+13
        30.3752    2.51645e+14    1.49183e+14       0.999989       0.999989      1.592e+13
        30.5182    2.59722e+14     1.5004e+14       0.999988       0.999988    1.60743e+13
        30.6612    2.68035e+14    1.50897e+14       0.999989       0.999989    1.62291e+13
        30.8041     2.7659e+14    1.51753e+14       0.999988       0.999988    1.63844e+13
        30.9471    2.85395e+14    1.52608e+14       0.999988       0.999988    1.65401e+13
          31.09    2.94454e+14    1.53463e+14       0.999988       0.999988    1.66964e+13
         31.233    3.03777e+14    1.54317e+14       0.999988       0.999988    1.68531e+13
        31.3759    3.13368e+14     1.5517e+14       0.999988       0.999988    1.70103e+13
        31.5189    3.23235e+14    1.56022e+14       0.999989       0.999989     1.7168e+13
        31.6619    3.33386e+14    1.56874e+14       0.999988       0.999988    1.73261e+13
        31.8048    3.43828e+14    1.57725e+14       0.999989       0.999989    1.74847e+13
        31.9478    3.54567e+14    1.58575e+14        0.99999        0.99999    1.76437e+13
        32.0907    3.65613e+14    1.59425e+14        0.99999        0.99999    1.78032e+13
        32.2337    3.76972e+14    1.60274e+14       0.999989       0.999989    1.79631e+13
        32.3766    3.88654e+14    1.61122e+14       0.999989       0.999989    1.81235e+13
        32.5196    4.00665e+14    1.61969e+14       0.999988       0.999988    1.82842e+13
        32.6625    4.13015e+14    1.62816e+14       0.999989       0.999989    1.84455e+13
        32.8055    4.25713e+14    1.63661e+14        0.99999        0.99999    1.86071e+13
        32.9485    4.38766e+14    1.64506e+14       0.999988       0.999988    1.87691e+13
        33.0914    4.52185e+14     1.6535e+14        0.99999        0.99999    1.89316e+13
        33.2344    4.65978e+14    1.66193e+14       0.999988       0.999988    1.90944e+13
        33.3773    4.80154e+14    1.67036e+14       0.999989       0.999989    1.92577e+13
        33.5203    4.94725e+14    1.67877e+14       0.999989       0.999989    1.94214e+13
        33.6632    5.09698e+14    1.68718e+14       0.999987       0.999987    1.95854e+13
        33.8062    5.25085e+14    1.69558e+14       0.999988       0.999988    1.97499e+13
        33.9491    5.40896e+14    1.70397e+14       0.999989       0.999989    1.99147e+13
        34.0921    5.57142e+14    1.71235e+14       0.999991       0.999991    2.00799e+13
        34.2351    5.73833e+14    1.72073e+14        0.99999        0.99999    2.02455e+13
         34.378    5.90979e+14    1.72909e+14       0.999989       0.999989    2.04115e+13
         34.521    6.08594e+14    1.73745e+14       0.999989       0.999989    2.05778e+13
        34.6639    6.26688e+14     1.7458e+14       0.999987       0.999987    2.07445e+13
        34.8069    6.45272e+14    1.75413e+14       0.999989       0.999989    2.09115e+13
        34.9498     6.6436e+14    1.76246e+14       0.999992       0.999992    2.10789e+13
        35.0928    6.83962e+14    1.77078e+14       0.999989       0.999989    2.12466e+13
        35.2357    7.04093e+14     1.7791e+14       0.999988       0.999988    2.14147e+13
        35.3787    7.24765e+14     1.7874e+14        0.99999        0.99999    2.15831e+13
        35.5217     7.4599e+14    1.79569e+14       0.999989       0.999989    2.17519e+13
        35.6646    7.67783e+14    1.80398e+14       0.999987       0.999987     2.1921e+13
        35.8076    7.90157e+14    1.81225e+14       0.999985       0.999985    2.20904e+13
        35.9505    8.13127e+14    1.82052e+14       0.999989       0.999989    2.22601e+13
        36.0935    8.36705e+14    1.82877e+14       0.999991       0.999991    2.24302e+13
        36.2364    8.60908e+14    1.83702e+14       0.999991       0.999991    2.26006e+13
        36.3794    8.85751e+14    1.84525e+14       0.999991       0.999991    2.27712e+13
        36.5223    9.11247e+14    1.85348e+14       0.999991       0.999991    2.29422e+13
        36.6653    9.37414e+14     1.8617e+14       0.999992       0.999992    2.31135e+13
        36.8083    9.64267e+14    1.86991e+14       0.999989       0.999989    2.32851e+13
        36.9512    9.91822e+14    1.87811e+14       0.999986       0.999986     2.3457e+13
        37.0942     1.0201e+15     1.8863e+14       0.999989       0.999989    2.36291e+13
        37.2371    1.04911e+15    1.89448e+14        0.99999        0.99999    2.38016e+13
        37.3801    1.07887e+15    1.90265e+14       0.999989       0.999989    2.39743e+13
         37.523     1.1094e+15    1.91081e+14       0.999989       0.999989    2.41473e+13
         37.666    1.14073e+15    1.91896e+14       0.999989       0.999989    2.43206e+13
        37.8089    1.17286e+15     1.9271e+14        0.99999        0.99999    2.44941e+13
        37.9519    1.20582e+15    1.93523e+14       0.999989       0.999989    2.46679e+13
        38.0949    1.23962e+15    1.94335e+14       0.999989       0.999989     2.4842e+13
        38.2378    1.27429e+15    1.95146e+14        0.99999        0.99999    2.50163e+13
        38.3808    1.30984e+15    1.95956e+14       0.999989       0.999989    2.51909e+13
        38.5237     1.3463e+15    1.96765e+14        0.99999        0.99999    2.53657e+13
        38.6667    1.38369e+15    1.97573e+14        0.99999        0.99999    2.55408e+13
        38.8096    1.42203e+15     1.9838e+14       0.999989       0.999989    2.57161e+13
        38.9526    1.46133e+15    1.99186e+14       0.999989       0.999989    2.58916e+13
        39.0955    1.50163e+15    1.99991e+14        0.99999        0.99999    2.60674e+13
        39.2385    1.54295e+15    2.00794e+14       0.999989       0.999989    2.62434e+13
        39.3815     1.5853e+15    2.01597e+14       0.999989       0.999989    2.64197e+13
        39.5244    1.62871e+15    2.02399e+14       0.999989       0.999989    2.65961e+13
        39.6674    1.67321e+15      2.032e+14       0.999989       0.999989    2.67728e+13
        39.8103    1.71882e+15       2.04e+14       0.999989       0.999989    2.69497e+13
        39.9533    1.76557e+15    2.04799e+14       0.999989       0.999989    2.71268e+13
        40.0962    1.81348e+15    2.05596e+14       0.999989       0.999989    2.73041e+13
        40.2392    1.86258e+15    2.06393e+14       0.999989       0.999989    2.74816e+13
        40.3821    1.91289e+15    2.07189e+14        0.99999        0.99999    2.76593e+13
        40.5251    1.96444e+15    2.07983e+14        0.99999        0.99999    2.78372e+13
