========================================
tripplet_W1b_Frequencies_1_0.1.out
0.1 atm
T,P1->P2
200.0,2.9847e-12
210.0,2.64987e-12
220.0,2.3685e-12
230.0,2.13031e-12
240.0,1.92712e-12
250.0,1.75209e-12
260.0,1.60173e-12
270.0,1.47074e-12
280.0,1.35662e-12
290.0,1.25641e-12
300.0,1.16804e-12
310.0,1.09061e-12
320.0,1.02141e-12
330.0,9.60157e-13
340.0,9.04889e-13
350.0,8.55178e-13
360.0,8.12002e-13
370.0,7.72e-13
380.0,7.36285e-13
390.0,7.04479e-13
400.0,6.7439e-13
410.0,6.4874e-13
420.0,6.24271e-13
430.0,6.00522e-13
440.0,5.83223e-13
450.0,5.64535e-13
460.0,5.4935e-13
470.0,5.33877e-13
480.0,5.20488e-13
490.0,5.09334e-13
500.0,4.95374e-13
510.0,4.87715e-13
520.0,4.773e-13
530.0,4.70079e-13
540.0,4.64355e-13
550.0,4.56859e-13
560.0,4.51801e-13
570.0,4.45726e-13
580.0,4.42453e-13
590.0,4.37745e-13
600.0,4.35729e-13
610.0,4.33586e-13
620.0,4.30923e-13
630.0,4.28609e-13
640.0,4.28531e-13
650.0,4.27958e-13
660.0,4.27403e-13
670.0,4.26932e-13
680.0,4.28071e-13
690.0,4.28676e-13
700.0,4.29947e-13
800.0,4.58515e-13
900.0,5.13073e-13
1000.0,5.8975e-13
1100.0,6.8742e-13
1200.0,8.05792e-13
1300.0,9.45135e-13
1400.0,1.10597e-12
1500.0,1.28898e-12
1600.0,1.49486e-12
1700.0,1.72434e-12
1800.0,1.97813e-12
1900.0,2.2569e-12
2000.0,2.5613e-12
2100.0,2.89194e-12
2200.0,3.24935e-12
2300.0,3.63404e-12
2400.0,4.04646e-12
2500.0,4.487e-12
2600.0,4.95597e-12
2700.0,5.45364e-12
2800.0,5.9802e-12
2900.0,6.53573e-12
3000.0,7.12029e-12
========================================
tripplet_W1b_Frequencies_1_0.1.out
0.5 atm
T,P1->P2
200.0,4.01177e-12
210.0,3.5141e-12
220.0,3.09982e-12
230.0,2.7528e-12
240.0,2.45972e-12
250.0,2.20999e-12
260.0,1.99729e-12
270.0,1.81392e-12
280.0,1.65535e-12
290.0,1.51712e-12
300.0,1.39645e-12
310.0,1.29204e-12
320.0,1.19845e-12
330.0,1.11726e-12
340.0,1.04342e-12
350.0,9.76717e-13
360.0,9.21972e-13
370.0,8.68576e-13
380.0,8.22542e-13
390.0,7.82979e-13
400.0,7.42617e-13
410.0,7.11618e-13
420.0,6.7925e-13
430.0,6.44168e-13
440.0,6.27942e-13
450.0,6.02838e-13
460.0,5.86357e-13
470.0,5.65617e-13
480.0,5.4856e-13
490.0,5.36416e-13
500.0,5.11853e-13
510.0,5.08398e-13
520.0,4.92233e-13
530.0,4.84751e-13
540.0,4.80299e-13
550.0,4.68412e-13
560.0,4.6409e-13
570.0,4.54032e-13
580.0,4.52152e-13
590.0,4.4258e-13
600.0,4.43439e-13
610.0,4.41984e-13
620.0,4.37226e-13
630.0,4.32016e-13
640.0,4.33608e-13
650.0,4.33738e-13
660.0,4.32032e-13
670.0,4.29378e-13
680.0,4.32247e-13
690.0,4.30967e-13
700.0,4.33256e-13
800.0,4.59844e-13
900.0,5.13865e-13
1000.0,5.90064e-13
1100.0,6.87573e-13
1200.0,8.05886e-13
1300.0,9.45202e-13
1400.0,1.10599e-12
1500.0,1.28901e-12
1600.0,1.49487e-12
1700.0,1.72434e-12
1800.0,1.97813e-12
1900.0,2.25691e-12
2000.0,2.56131e-12
2100.0,2.89194e-12
2200.0,3.24935e-12
2300.0,3.63404e-12
2400.0,4.04646e-12
2500.0,4.487e-12
2600.0,4.95598e-12
2700.0,5.45365e-12
2800.0,5.9802e-12
2900.0,6.53574e-12
3000.0,7.1203e-12
========================================
tripplet_W1b_Frequencies_1_0.1.out
1.0 atm
T,P1->P2
200.0,5.0823e-12
210.0,4.4148e-12
220.0,3.86115e-12
230.0,3.39955e-12
240.0,3.01142e-12
250.0,2.68243e-12
260.0,2.40373e-12
270.0,2.16483e-12
280.0,1.95906e-12
290.0,1.78025e-12
300.0,1.62536e-12
310.0,1.49294e-12
320.0,1.37357e-12
330.0,1.27172e-12
340.0,1.17839e-12
350.0,1.09414e-12
360.0,1.02771e-12
370.0,9.60785e-13
380.0,9.04313e-13
390.0,8.56794e-13
400.0,8.06565e-13
410.0,7.70031e-13
420.0,7.30239e-13
430.0,6.85399e-13
440.0,6.689e-13
450.0,6.38227e-13
460.0,6.19846e-13
470.0,5.94574e-13
480.0,5.74182e-13
490.0,5.60637e-13
500.0,5.2817e-13
510.0,5.27221e-13
520.0,5.06637e-13
530.0,4.98575e-13
540.0,4.94544e-13
550.0,4.79461e-13
560.0,4.75323e-13
570.0,4.62229e-13
580.0,4.61094e-13
590.0,4.47693e-13
600.0,4.50675e-13
610.0,4.49426e-13
620.0,4.4315e-13
630.0,4.35615e-13
640.0,4.38429e-13
650.0,4.38889e-13
660.0,4.36347e-13
670.0,4.31955e-13
680.0,4.36037e-13
690.0,4.33337e-13
700.0,4.36339e-13
800.0,4.61127e-13
900.0,5.14583e-13
1000.0,5.90371e-13
1100.0,6.87726e-13
1200.0,8.05976e-13
1300.0,9.45263e-13
1400.0,1.106e-12
1500.0,1.28902e-12
1600.0,1.49489e-12
1700.0,1.72435e-12
1800.0,1.97813e-12
1900.0,2.25691e-12
2000.0,2.56131e-12
2100.0,2.89194e-12
2200.0,3.24935e-12
2300.0,3.63405e-12
2400.0,4.04647e-12
2500.0,4.487e-12
2600.0,4.95598e-12
2700.0,5.45365e-12
2800.0,5.98021e-12
2900.0,6.53575e-12
3000.0,7.12031e-12
========================================
tripplet_W1b_Frequencies_1_0.1.out
2.0 atm
T,P1->P2
200.0,6.93801e-12
210.0,5.9774e-12
220.0,5.18088e-12
230.0,4.51814e-12
240.0,3.96203e-12
250.0,3.49224e-12
260.0,3.09633e-12
270.0,2.75861e-12
280.0,2.46872e-12
290.0,2.21753e-12
300.0,2.00206e-12
310.0,1.82059e-12
320.0,1.65595e-12
330.0,1.5183e-12
340.0,1.39134e-12
350.0,1.27726e-12
360.0,1.19088e-12
370.0,1.10161e-12
380.0,1.0279e-12
390.0,9.66988e-13
400.0,9.01365e-13
410.0,8.55424e-13
420.0,8.0439e-13
430.0,7.46248e-13
440.0,7.27367e-13
450.0,6.8886e-13
460.0,6.66622e-13
470.0,6.35224e-13
480.0,6.10118e-13
490.0,5.93806e-13
500.0,5.52698e-13
510.0,5.53181e-13
520.0,5.27634e-13
530.0,5.18251e-13
540.0,5.1373e-13
550.0,4.95291e-13
560.0,4.90653e-13
570.0,4.74335e-13
580.0,4.73402e-13
590.0,4.55841e-13
600.0,4.60733e-13
610.0,4.5917e-13
620.0,4.51392e-13
630.0,4.41314e-13
640.0,4.45195e-13
650.0,4.45625e-13
660.0,4.42247e-13
670.0,4.36013e-13
680.0,4.41083e-13
690.0,4.36981e-13
700.0,4.40535e-13
800.0,4.62935e-13
900.0,5.15525e-13
1000.0,5.90807e-13
1100.0,6.87947e-13
1200.0,8.06104e-13
1300.0,9.45343e-13
1400.0,1.10603e-12
1500.0,1.28905e-12
1600.0,1.49491e-12
1700.0,1.72436e-12
1800.0,1.97813e-12
1900.0,2.25692e-12
2000.0,2.56131e-12
2100.0,2.89194e-12
2200.0,3.24936e-12
2300.0,3.63405e-12
2400.0,4.04647e-12
2500.0,4.48701e-12
2600.0,4.95599e-12
