 convergence of q_dag integral
 For T =    200.00000000000000     
   17600.       34   0.78936E-01
   17600.       38   0.78936E-01
   17600.       42   0.78936E-01
   17600.       46   0.78936E-01
   17600.       50   0.78936E-01
   17600.       54   0.78936E-01
   17600.       58   0.78936E-01
   17600.       62   0.78936E-01
   17600.       66   0.78936E-01
   17600.       70   0.78936E-01
   17600.       74   0.78936E-01
   17600.       78   0.78936E-01
   17600.       82   0.78936E-01
   17600.       86   0.78936E-01
   17600.       90   0.78936E-01
   17600.       94   0.78936E-01
   17600.       98   0.78936E-01
   17600.      102   0.78936E-01
   17600.      106   0.78936E-01
   17600.      110   0.78936E-01
   17600.      114   0.78936E-01
   17600.      118   0.78936E-01
   17600.      122   0.78936E-01
   17600.      126   0.78936E-01
   17600.      130   0.78936E-01
   17600.      134   0.78936E-01
   17600.      138   0.78936E-01
   17650.        2   0.78936E-01
   17650.        6   0.78936E-01
   17650.       10   0.78936E-01
   17650.       14   0.78936E-01
   17650.       18   0.78936E-01
   17650.       22   0.78936E-01
   17650.       26   0.78936E-01
   17650.       30   0.78936E-01
   17650.       34   0.78936E-01
   17650.       38   0.78936E-01
   17650.       42   0.78936E-01
   17650.       46   0.78936E-01
   17650.       50   0.78936E-01
   17650.       54   0.78936E-01
   17650.       58   0.78936E-01
   17650.       62   0.78936E-01
   17650.       66   0.78936E-01
   17650.       70   0.78936E-01
   17650.       74   0.78936E-01
   17650.       78   0.78936E-01
   17650.       82   0.78936E-01
   17650.       86   0.78936E-01
   17650.       90   0.78936E-01
   17650.       94   0.78936E-01
   17650.       98   0.78936E-01
   17650.      102   0.78936E-01
   17650.      106   0.78936E-01
   17650.      110   0.78936E-01
   17650.      114   0.78936E-01
   17650.      118   0.78936E-01
   17650.      122   0.78936E-01
   17650.      126   0.78936E-01
   17650.      130   0.78936E-01
   17650.      134   0.78936E-01
   17650.      138   0.78936E-01
   17700.        2   0.78936E-01
   17700.        6   0.78936E-01
   17700.       10   0.78936E-01
   17700.       14   0.78936E-01
   17700.       18   0.78936E-01
   17700.       22   0.78936E-01
   17700.       26   0.78936E-01
   17700.       30   0.78936E-01
   17700.       34   0.78936E-01
   17700.       38   0.78936E-01
   17700.       42   0.78936E-01
   17700.       46   0.78936E-01
   17700.       50   0.78936E-01
   17700.       54   0.78936E-01
   17700.       58   0.78936E-01
   17700.       62   0.78936E-01
   17700.       66   0.78936E-01
   17700.       70   0.78936E-01
   17700.       74   0.78936E-01
   17700.       78   0.78936E-01
   17700.       82   0.78936E-01
   17700.       86   0.78936E-01
   17700.       90   0.78936E-01
   17700.       94   0.78936E-01
   17700.       98   0.78936E-01
   17700.      102   0.78936E-01
   17700.      106   0.78936E-01
   17700.      110   0.78936E-01
   17700.      114   0.78936E-01
   17700.      118   0.78936E-01
   17700.      122   0.78936E-01
   17700.      126   0.78936E-01
   17700.      130   0.78936E-01
   17700.      134   0.78936E-01
   17700.      138   0.78936E-01
   17750.        2   0.78936E-01
   17750.        6   0.78936E-01
   17750.       10   0.78936E-01
   17750.       14   0.78936E-01
   17750.       18   0.78936E-01
   17750.       22   0.78936E-01
   17750.       26   0.78936E-01
   17750.       30   0.78936E-01
   17750.       34   0.78936E-01
   17750.       38   0.78936E-01
   17750.       42   0.78936E-01
   17750.       46   0.78936E-01
   17750.       50   0.78936E-01
   17750.       54   0.78936E-01
   17750.       58   0.78936E-01
   17750.       62   0.78936E-01
   17750.       66   0.78936E-01
   17750.       70   0.78936E-01
   17750.       74   0.78936E-01
   17750.       78   0.78936E-01
   17750.       82   0.78936E-01
   17750.       86   0.78936E-01
   17750.       90   0.78936E-01
   17750.       94   0.78936E-01
   17750.       98   0.78936E-01
   17750.      102   0.78936E-01
   17750.      106   0.78936E-01
   17750.      110   0.78936E-01
   17750.      114   0.78936E-01
   17750.      118   0.78936E-01
   17750.      122   0.78936E-01
   17750.      126   0.78936E-01
   17750.      130   0.78936E-01
   17750.      134   0.78936E-01
   17750.      138   0.78936E-01
   17800.        2   0.78936E-01
   17800.        6   0.78936E-01
   17800.       10   0.78936E-01
   17800.       14   0.78936E-01
   17800.       18   0.78936E-01
   17800.       22   0.78936E-01
   17800.       26   0.78936E-01
   17800.       30   0.78936E-01
   17800.       34   0.78936E-01
   17800.       38   0.78936E-01
   17800.       42   0.78936E-01
   17800.       46   0.78936E-01
   17800.       50   0.78936E-01
   17800.       54   0.78936E-01
   17800.       58   0.78936E-01
   17800.       62   0.78936E-01
   17800.       66   0.78936E-01
   17800.       70   0.78936E-01
   17800.       74   0.78936E-01
   17800.       78   0.78936E-01
   17800.       82   0.78936E-01
   17800.       86   0.78936E-01
   17800.       90   0.78936E-01
   17800.       94   0.78936E-01
   17800.       98   0.78936E-01
   17800.      102   0.78936E-01
   17800.      106   0.78936E-01
   17800.      110   0.78936E-01
   17800.      114   0.78936E-01
   17800.      118   0.78936E-01
   17800.      122   0.78936E-01
   17800.      126   0.78936E-01
   17800.      130   0.78936E-01
   17800.      134   0.78936E-01
   17800.      138   0.78936E-01
   17850.        2   0.78936E-01
   17850.        6   0.78936E-01
   17850.       10   0.78936E-01
   17850.       14   0.78936E-01
   17850.       18   0.78936E-01
   17850.       22   0.78936E-01
   17850.       26   0.78936E-01
   17850.       30   0.78936E-01
   17850.       34   0.78936E-01
   17850.       38   0.78936E-01
   17850.       42   0.78936E-01
   17850.       46   0.78936E-01
   17850.       50   0.78936E-01
   17850.       54   0.78936E-01
   17850.       58   0.78936E-01
   17850.       62   0.78936E-01
   17850.       66   0.78936E-01
   17850.       70   0.78936E-01
   17850.       74   0.78936E-01
   17850.       78   0.78936E-01
   17850.       82   0.78936E-01
   17850.       86   0.78936E-01
   17850.       90   0.78936E-01
   17850.       94   0.78936E-01
   17850.       98   0.78936E-01
   17850.      102   0.78936E-01
   17850.      106   0.78936E-01
   17850.      110   0.78936E-01
   17850.      114   0.78936E-01
   17850.      118   0.78936E-01
   17850.      122   0.78936E-01
   17850.      126   0.78936E-01
   17850.      130   0.78936E-01
   17850.      134   0.78936E-01
   17850.      138   0.78936E-01
   17900.        2   0.78936E-01
   17900.        6   0.78936E-01
   17900.       10   0.78936E-01
   17900.       14   0.78936E-01
   17900.       18   0.78936E-01
   17900.       22   0.78936E-01
   17900.       26   0.78936E-01
   17900.       30   0.78936E-01
   17900.       34   0.78936E-01
   17900.       38   0.78936E-01
   17900.       42   0.78936E-01
   17900.       46   0.78936E-01
   17900.       50   0.78936E-01
   17900.       54   0.78936E-01
   17900.       58   0.78936E-01
   17900.       62   0.78936E-01
   17900.       66   0.78936E-01
   17900.       70   0.78936E-01
   17900.       74   0.78936E-01
   17900.       78   0.78936E-01
   17900.       82   0.78936E-01
   17900.       86   0.78936E-01
   17900.       90   0.78936E-01
   17900.       94   0.78936E-01
   17900.       98   0.78936E-01
   17900.      102   0.78936E-01
   17900.      106   0.78936E-01
   17900.      110   0.78936E-01
   17900.      114   0.78936E-01
   17900.      118   0.78936E-01
   17900.      122   0.78936E-01
   17900.      126   0.78936E-01
   17900.      130   0.78936E-01
   17900.      134   0.78936E-01
   17900.      138   0.78936E-01
   17950.        2   0.78936E-01
   17950.        6   0.78936E-01
   17950.       10   0.78936E-01
   17950.       14   0.78936E-01
   17950.       18   0.78936E-01
   17950.       22   0.78936E-01
   17950.       26   0.78936E-01
   17950.       30   0.78936E-01
   17950.       34   0.78936E-01
   17950.       38   0.78936E-01
   17950.       42   0.78936E-01
   17950.       46   0.78936E-01
   17950.       50   0.78936E-01
   17950.       54   0.78936E-01
   17950.       58   0.78936E-01
   17950.       62   0.78936E-01
   17950.       66   0.78936E-01
   17950.       70   0.78936E-01
   17950.       74   0.78936E-01
   17950.       78   0.78936E-01
   17950.       82   0.78936E-01
   17950.       86   0.78936E-01
   17950.       90   0.78936E-01
   17950.       94   0.78936E-01
   17950.       98   0.78936E-01
   17950.      102   0.78936E-01
   17950.      106   0.78936E-01
   17950.      110   0.78936E-01
   17950.      114   0.78936E-01
   17950.      118   0.78936E-01
   17950.      122   0.78936E-01
   17950.      126   0.78936E-01
   17950.      130   0.78936E-01
   17950.      134   0.78936E-01
   17950.      138   0.78936E-01
   18000.        2   0.78936E-01
   18000.        6   0.78936E-01
   18000.       10   0.78936E-01
   18000.       14   0.78936E-01
   18000.       18   0.78936E-01
   18000.       22   0.78936E-01
   18000.       26   0.78936E-01
   18000.       30   0.78936E-01
   18000.       34   0.78936E-01
   18000.       38   0.78936E-01
   18000.       42   0.78936E-01
   18000.       46   0.78936E-01
   18000.       50   0.78936E-01
   18000.       54   0.78936E-01
   18000.       58   0.78936E-01
   18000.       62   0.78936E-01
   18000.       66   0.78936E-01
   18000.       70   0.78936E-01
   18000.       74   0.78936E-01
   18000.       78   0.78936E-01
   18000.       82   0.78936E-01
   18000.       86   0.78936E-01
   18000.       90   0.78936E-01
   18000.       94   0.78936E-01
   18000.       98   0.78936E-01
   18000.      102   0.78936E-01
   18000.      106   0.78936E-01
   18000.      110   0.78936E-01
   18000.      114   0.78936E-01
   18000.      118   0.78936E-01
   18000.      122   0.78936E-01
   18000.      126   0.78936E-01
   18000.      130   0.78936E-01
   18000.      134   0.78936E-01
   18000.      138   0.78936E-01
   18050.        2   0.78936E-01
   18050.        6   0.78936E-01
   18050.       10   0.78936E-01
   18050.       14   0.78936E-01
   18050.       18   0.78936E-01
   18050.       22   0.78936E-01
   18050.       26   0.78936E-01
   18050.       30   0.78936E-01
   18050.       34   0.78936E-01
   18050.       38   0.78936E-01
   18050.       42   0.78936E-01
   18050.       46   0.78936E-01
   18050.       50   0.78936E-01
   18050.       54   0.78936E-01
   18050.       58   0.78936E-01
   18050.       62   0.78936E-01
   18050.       66   0.78936E-01
   18050.       70   0.78936E-01
   18050.       74   0.78936E-01
   18050.       78   0.78936E-01
   18050.       82   0.78936E-01
   18050.       86   0.78936E-01
   18050.       90   0.78936E-01
   18050.       94   0.78936E-01
   18050.       98   0.78936E-01
   18050.      102   0.78936E-01
   18050.      106   0.78936E-01
   18050.      110   0.78936E-01
   18050.      114   0.78936E-01
   18050.      118   0.78936E-01
   18050.      122   0.78936E-01
   18050.      126   0.78936E-01
   18050.      130   0.78936E-01
   18050.      134   0.78936E-01
   18050.      138   0.78936E-01
   18100.        2   0.78936E-01
   18100.        6   0.78936E-01
   18100.       10   0.78936E-01
   18100.       14   0.78936E-01
   18100.       18   0.78936E-01
   18100.       22   0.78936E-01
   18100.       26   0.78936E-01
   18100.       30   0.78936E-01
   18100.       34   0.78936E-01
   18100.       38   0.78936E-01
   18100.       42   0.78936E-01
   18100.       46   0.78936E-01
   18100.       50   0.78936E-01
   18100.       54   0.78936E-01
   18100.       58   0.78936E-01
   18100.       62   0.78936E-01
   18100.       66   0.78936E-01
   18100.       70   0.78936E-01
   18100.       74   0.78936E-01
   18100.       78   0.78936E-01
   18100.       82   0.78936E-01
   18100.       86   0.78936E-01
   18100.       90   0.78936E-01
   18100.       94   0.78936E-01
   18100.       98   0.78936E-01
   18100.      102   0.78936E-01
   18100.      106   0.78936E-01
   18100.      110   0.78936E-01
   18100.      114   0.78936E-01
   18100.      118   0.78936E-01
   18100.      122   0.78936E-01
   18100.      126   0.78936E-01
   18100.      130   0.78936E-01
   18100.      134   0.78936E-01
   18100.      138   0.78936E-01
   18150.        2   0.78936E-01
   18150.        6   0.78936E-01
   18150.       10   0.78936E-01
   18150.       14   0.78936E-01
   18150.       18   0.78936E-01
   18150.       22   0.78936E-01
   18150.       26   0.78936E-01
   18150.       30   0.78936E-01
   18150.       34   0.78936E-01
   18150.       38   0.78936E-01
   18150.       42   0.78936E-01
   18150.       46   0.78936E-01
   18150.       50   0.78936E-01
   18150.       54   0.78936E-01
   18150.       58   0.78936E-01
   18150.       62   0.78936E-01
   18150.       66   0.78936E-01
   18150.       70   0.78936E-01
   18150.       74   0.78936E-01
   18150.       78   0.78936E-01
   18150.       82   0.78936E-01
   18150.       86   0.78936E-01
   18150.       90   0.78936E-01
   18150.       94   0.78936E-01
   18150.       98   0.78936E-01
   18150.      102   0.78936E-01
   18150.      106   0.78936E-01
   18150.      110   0.78936E-01
   18150.      114   0.78936E-01
   18150.      118   0.78936E-01
   18150.      122   0.78936E-01
   18150.      126   0.78936E-01
   18150.      130   0.78936E-01
   18150.      134   0.78936E-01
   18150.      138   0.78936E-01
   18200.        2   0.78936E-01
   18200.        6   0.78936E-01
   18200.       10   0.78936E-01
   18200.       14   0.78936E-01
   18200.       18   0.78936E-01
   18200.       22   0.78936E-01
   18200.       26   0.78936E-01
   18200.       30   0.78936E-01
   18200.       34   0.78936E-01
   18200.       38   0.78936E-01
   18200.       42   0.78936E-01
   18200.       46   0.78936E-01
   18200.       50   0.78936E-01
   18200.       54   0.78936E-01
   18200.       58   0.78936E-01
   18200.       62   0.78936E-01
   18200.       66   0.78936E-01
   18200.       70   0.78936E-01
   18200.       74   0.78936E-01
   18200.       78   0.78936E-01
   18200.       82   0.78936E-01
   18200.       86   0.78936E-01
   18200.       90   0.78936E-01
   18200.       94   0.78936E-01
   18200.       98   0.78936E-01
   18200.      102   0.78936E-01
   18200.      106   0.78936E-01
   18200.      110   0.78936E-01
   18200.      114   0.78936E-01
   18200.      118   0.78936E-01
   18200.      122   0.78936E-01
   18200.      126   0.78936E-01
   18200.      130   0.78936E-01
   18200.      134   0.78936E-01
   18200.      138   0.78936E-01
   18250.        2   0.78936E-01
   18250.        6   0.78936E-01
   18250.       10   0.78936E-01
   18250.       14   0.78936E-01
   18250.       18   0.78936E-01
   18250.       22   0.78936E-01
   18250.       26   0.78936E-01
   18250.       30   0.78936E-01
   18250.       34   0.78936E-01
   18250.       38   0.78936E-01
   18250.       42   0.78936E-01
   18250.       46   0.78936E-01
   18250.       50   0.78936E-01
   18250.       54   0.78936E-01
   18250.       58   0.78936E-01
   18250.       62   0.78936E-01
   18250.       66   0.78936E-01
   18250.       70   0.78936E-01
   18250.       74   0.78936E-01
   18250.       78   0.78936E-01
   18250.       82   0.78936E-01
   18250.       86   0.78936E-01
   18250.       90   0.78936E-01
   18250.       94   0.78936E-01
   18250.       98   0.78936E-01
   18250.      102   0.78936E-01
   18250.      106   0.78936E-01
   18250.      110   0.78936E-01
   18250.      114   0.78936E-01
   18250.      118   0.78936E-01
   18250.      122   0.78936E-01
   18250.      126   0.78936E-01
   18250.      130   0.78936E-01
   18250.      134   0.78936E-01
   18250.      138   0.78936E-01
   18300.        2   0.78936E-01
   18300.        6   0.78936E-01
   18300.       10   0.78936E-01
   18300.       14   0.78936E-01
   18300.       18   0.78936E-01
   18300.       22   0.78936E-01
   18300.       26   0.78936E-01
   18300.       30   0.78936E-01
   18300.       34   0.78936E-01
   18300.       38   0.78936E-01
   18300.       42   0.78936E-01
   18300.       46   0.78936E-01
   18300.       50   0.78936E-01
   18300.       54   0.78936E-01
   18300.       58   0.78936E-01
   18300.       62   0.78936E-01
   18300.       66   0.78936E-01
   18300.       70   0.78936E-01
   18300.       74   0.78936E-01
   18300.       78   0.78936E-01
   18300.       82   0.78936E-01
   18300.       86   0.78936E-01
   18300.       90   0.78936E-01
   18300.       94   0.78936E-01
   18300.       98   0.78936E-01
   18300.      102   0.78936E-01
   18300.      106   0.78936E-01
   18300.      110   0.78936E-01
   18300.      114   0.78936E-01
   18300.      118   0.78936E-01
   18300.      122   0.78936E-01
   18300.      126   0.78936E-01
   18300.      130   0.78936E-01
   18300.      134   0.78936E-01
   18300.      138   0.78936E-01
   18350.        2   0.78936E-01
   18350.        6   0.78936E-01
   18350.       10   0.78936E-01
   18350.       14   0.78936E-01
   18350.       18   0.78936E-01
   18350.       22   0.78936E-01
   18350.       26   0.78936E-01
   18350.       30   0.78936E-01
   18350.       34   0.78936E-01
   18350.       38   0.78936E-01
   18350.       42   0.78936E-01
   18350.       46   0.78936E-01
   18350.       50   0.78936E-01
   18350.       54   0.78936E-01
   18350.       58   0.78936E-01
   18350.       62   0.78936E-01
   18350.       66   0.78936E-01
   18350.       70   0.78936E-01
   18350.       74   0.78936E-01
   18350.       78   0.78936E-01
   18350.       82   0.78936E-01
   18350.       86   0.78936E-01
   18350.       90   0.78936E-01
   18350.       94   0.78936E-01
   18350.       98   0.78936E-01
   18350.      102   0.78936E-01
   18350.      106   0.78936E-01
   18350.      110   0.78936E-01
   18350.      114   0.78936E-01
   18350.      118   0.78936E-01
   18350.      122   0.78936E-01
   18350.      126   0.78936E-01
   18350.      130   0.78936E-01
   18350.      134   0.78936E-01
   18350.      138   0.78936E-01
   18400.        2   0.78936E-01
   18400.        6   0.78936E-01
   18400.       10   0.78936E-01
   18400.       14   0.78936E-01
   18400.       18   0.78936E-01
   18400.       22   0.78936E-01
   18400.       26   0.78936E-01
   18400.       30   0.78936E-01
   18400.       34   0.78936E-01
   18400.       38   0.78936E-01
   18400.       42   0.78936E-01
   18400.       46   0.78936E-01
   18400.       50   0.78936E-01
   18400.       54   0.78936E-01
   18400.       58   0.78936E-01
   18400.       62   0.78936E-01
   18400.       66   0.78936E-01
   18400.       70   0.78936E-01
   18400.       74   0.78936E-01
   18400.       78   0.78936E-01
   18400.       82   0.78936E-01
   18400.       86   0.78936E-01
   18400.       90   0.78936E-01
   18400.       94   0.78936E-01
   18400.       98   0.78936E-01
   18400.      102   0.78936E-01
   18400.      106   0.78936E-01
   18400.      110   0.78936E-01
   18400.      114   0.78936E-01
   18400.      118   0.78936E-01
   18400.      122   0.78936E-01
   18400.      126   0.78936E-01
   18400.      130   0.78936E-01
   18400.      134   0.78936E-01
   18400.      138   0.78936E-01
   18450.        2   0.78936E-01
   18450.        6   0.78936E-01
   18450.       10   0.78936E-01
   18450.       14   0.78936E-01
   18450.       18   0.78936E-01
   18450.       22   0.78936E-01
   18450.       26   0.78936E-01
   18450.       30   0.78936E-01
   18450.       34   0.78936E-01
   18450.       38   0.78936E-01
   18450.       42   0.78936E-01
   18450.       46   0.78936E-01
   18450.       50   0.78936E-01
   18450.       54   0.78936E-01
   18450.       58   0.78936E-01
   18450.       62   0.78936E-01
   18450.       66   0.78936E-01
   18450.       70   0.78936E-01
   18450.       74   0.78936E-01
   18450.       78   0.78936E-01
   18450.       82   0.78936E-01
   18450.       86   0.78936E-01
   18450.       90   0.78936E-01
   18450.       94   0.78936E-01
   18450.       98   0.78936E-01
   18450.      102   0.78936E-01
   18450.      106   0.78936E-01
   18450.      110   0.78936E-01
   18450.      114   0.78936E-01
   18450.      118   0.78936E-01
   18450.      122   0.78936E-01
   18450.      126   0.78936E-01
   18450.      130   0.78936E-01
   18450.      134   0.78936E-01
   18450.      138   0.78936E-01
   18500.        2   0.78936E-01
   18500.        6   0.78936E-01
   18500.       10   0.78936E-01
   18500.       14   0.78936E-01
   18500.       18   0.78936E-01
   18500.       22   0.78936E-01
   18500.       26   0.78936E-01
   18500.       30   0.78936E-01
   18500.       34   0.78936E-01
   18500.       38   0.78936E-01
   18500.       42   0.78936E-01
   18500.       46   0.78936E-01
   18500.       50   0.78936E-01
   18500.       54   0.78936E-01
   18500.       58   0.78936E-01
   18500.       62   0.78936E-01
   18500.       66   0.78936E-01
   18500.       70   0.78936E-01
   18500.       74   0.78936E-01
   18500.       78   0.78936E-01
   18500.       82   0.78936E-01
   18500.       86   0.78936E-01
   18500.       90   0.78936E-01
   18500.       94   0.78936E-01
   18500.       98   0.78936E-01
   18500.      102   0.78936E-01
   18500.      106   0.78936E-01
   18500.      110   0.78936E-01
   18500.      114   0.78936E-01
   18500.      118   0.78936E-01
   18500.      122   0.78936E-01
   18500.      126   0.78936E-01
   18500.      130   0.78936E-01
   18500.      134   0.78936E-01
   18500.      138   0.78936E-01
   18550.        2   0.78936E-01
   18550.        6   0.78936E-01
   18550.       10   0.78936E-01
   18550.       14   0.78936E-01
   18550.       18   0.78936E-01
   18550.       22   0.78936E-01
   18550.       26   0.78936E-01
   18550.       30   0.78936E-01
   18550.       34   0.78936E-01
   18550.       38   0.78936E-01
   18550.       42   0.78936E-01
   18550.       46   0.78936E-01
   18550.       50   0.78936E-01
   18550.       54   0.78936E-01
   18550.       58   0.78936E-01
   18550.       62   0.78936E-01
   18550.       66   0.78936E-01
   18550.       70   0.78936E-01
   18550.       74   0.78936E-01
   18550.       78   0.78936E-01
   18550.       82   0.78936E-01
   18550.       86   0.78936E-01
   18550.       90   0.78936E-01
   18550.       94   0.78936E-01
   18550.       98   0.78936E-01
   18550.      102   0.78936E-01
   18550.      106   0.78936E-01
   18550.      110   0.78936E-01
   18550.      114   0.78936E-01
   18550.      118   0.78936E-01
   18550.      122   0.78936E-01
   18550.      126   0.78936E-01
   18550.      130   0.78936E-01
   18550.      134   0.78936E-01
   18550.      138   0.78936E-01
   18600.        2   0.78936E-01
   18600.        6   0.78936E-01
   18600.       10   0.78936E-01
   18600.       14   0.78936E-01
   18600.       18   0.78936E-01
   18600.       22   0.78936E-01
   18600.       26   0.78936E-01
   18600.       30   0.78936E-01
   18600.       34   0.78936E-01
   18600.       38   0.78936E-01
   18600.       42   0.78936E-01
   18600.       46   0.78936E-01
   18600.       50   0.78936E-01
   18600.       54   0.78936E-01
   18600.       58   0.78936E-01
   18600.       62   0.78936E-01
   18600.       66   0.78936E-01
   18600.       70   0.78936E-01
   18600.       74   0.78936E-01
   18600.       78   0.78936E-01
   18600.       82   0.78936E-01
   18600.       86   0.78936E-01
   18600.       90   0.78936E-01
   18600.       94   0.78936E-01
   18600.       98   0.78936E-01
   18600.      102   0.78936E-01
   18600.      106   0.78936E-01
   18600.      110   0.78936E-01
   18600.      114   0.78936E-01
   18600.      118   0.78936E-01
   18600.      122   0.78936E-01
   18600.      126   0.78936E-01
   18600.      130   0.78936E-01
   18600.      134   0.78936E-01
   18600.      138   0.78936E-01
   18650.        2   0.78936E-01
   18650.        6   0.78936E-01
   18650.       10   0.78936E-01
   18650.       14   0.78936E-01
   18650.       18   0.78936E-01
   18650.       22   0.78936E-01
   18650.       26   0.78936E-01
   18650.       30   0.78936E-01
   18650.       34   0.78936E-01
   18650.       38   0.78936E-01
   18650.       42   0.78936E-01
   18650.       46   0.78936E-01
   18650.       50   0.78936E-01
   18650.       54   0.78936E-01
   18650.       58   0.78936E-01
   18650.       62   0.78936E-01
   18650.       66   0.78936E-01
   18650.       70   0.78936E-01
   18650.       74   0.78936E-01
   18650.       78   0.78936E-01
   18650.       82   0.78936E-01
   18650.       86   0.78936E-01
   18650.       90   0.78936E-01
   18650.       94   0.78936E-01
   18650.       98   0.78936E-01
   18650.      102   0.78936E-01
   18650.      106   0.78936E-01
   18650.      110   0.78936E-01
   18650.      114   0.78936E-01
   18650.      118   0.78936E-01
   18650.      122   0.78936E-01
   18650.      126   0.78936E-01
   18650.      130   0.78936E-01
   18650.      134   0.78936E-01
   18650.      138   0.78936E-01
   18700.        2   0.78936E-01
   18700.        6   0.78936E-01
   18700.       10   0.78936E-01
   18700.       14   0.78936E-01
   18700.       18   0.78936E-01
   18700.       22   0.78936E-01
   18700.       26   0.78936E-01
   18700.       30   0.78936E-01
   18700.       34   0.78936E-01
   18700.       38   0.78936E-01
   18700.       42   0.78936E-01
   18700.       46   0.78936E-01
   18700.       50   0.78936E-01
   18700.       54   0.78936E-01
   18700.       58   0.78936E-01
   18700.       62   0.78936E-01
   18700.       66   0.78936E-01
   18700.       70   0.78936E-01
   18700.       74   0.78936E-01
   18700.       78   0.78936E-01
   18700.       82   0.78936E-01
   18700.       86   0.78936E-01
   18700.       90   0.78936E-01
   18700.       94   0.78936E-01
   18700.       98   0.78936E-01
   18700.      102   0.78936E-01
   18700.      106   0.78936E-01
   18700.      110   0.78936E-01
   18700.      114   0.78936E-01
   18700.      118   0.78936E-01
   18700.      122   0.78936E-01
   18700.      126   0.78936E-01
   18700.      130   0.78936E-01
   18700.      134   0.78936E-01
   18700.      138   0.78936E-01
   18750.        2   0.78936E-01
   18750.        6   0.78936E-01
   18750.       10   0.78936E-01
   18750.       14   0.78936E-01
   18750.       18   0.78936E-01
   18750.       22   0.78936E-01
   18750.       26   0.78936E-01
   18750.       30   0.78936E-01
   18750.       34   0.78936E-01
   18750.       38   0.78936E-01
   18750.       42   0.78936E-01
   18750.       46   0.78936E-01
   18750.       50   0.78936E-01
   18750.       54   0.78936E-01
   18750.       58   0.78936E-01
   18750.       62   0.78936E-01
   18750.       66   0.78936E-01
   18750.       70   0.78936E-01
   18750.       74   0.78936E-01
   18750.       78   0.78936E-01
   18750.       82   0.78936E-01
   18750.       86   0.78936E-01
   18750.       90   0.78936E-01
   18750.       94   0.78936E-01
   18750.       98   0.78936E-01
   18750.      102   0.78936E-01
   18750.      106   0.78936E-01
   18750.      110   0.78936E-01
   18750.      114   0.78936E-01
   18750.      118   0.78936E-01
   18750.      122   0.78936E-01
   18750.      126   0.78936E-01
   18750.      130   0.78936E-01
   18750.      134   0.78936E-01
   18750.      138   0.78936E-01
   18800.        2   0.78936E-01
   18800.        6   0.78936E-01
   18800.       10   0.78936E-01
   18800.       14   0.78936E-01
   18800.       18   0.78936E-01
   18800.       22   0.78936E-01
   18800.       26   0.78936E-01
   18800.       30   0.78936E-01
   18800.       34   0.78936E-01
   18800.       38   0.78936E-01
   18800.       42   0.78936E-01
   18800.       46   0.78936E-01
   18800.       50   0.78936E-01
   18800.       54   0.78936E-01
   18800.       58   0.78936E-01
   18800.       62   0.78936E-01
   18800.       66   0.78936E-01
   18800.       70   0.78936E-01
   18800.       74   0.78936E-01
   18800.       78   0.78936E-01
   18800.       82   0.78936E-01
   18800.       86   0.78936E-01
   18800.       90   0.78936E-01
   18800.       94   0.78936E-01
   18800.       98   0.78936E-01
   18800.      102   0.78936E-01
   18800.      106   0.78936E-01
   18800.      110   0.78936E-01
   18800.      114   0.78936E-01
   18800.      118   0.78936E-01
   18800.      122   0.78936E-01
   18800.      126   0.78936E-01
   18800.      130   0.78936E-01
   18800.      134   0.78936E-01
   18800.      138   0.78936E-01
   18850.        2   0.78936E-01
   18850.        6   0.78936E-01
   18850.       10   0.78936E-01
   18850.       14   0.78936E-01
   18850.       18   0.78936E-01
   18850.       22   0.78936E-01
   18850.       26   0.78936E-01
   18850.       30   0.78936E-01
   18850.       34   0.78936E-01
   18850.       38   0.78936E-01
   18850.       42   0.78936E-01
   18850.       46   0.78936E-01
   18850.       50   0.78936E-01
   18850.       54   0.78936E-01
   18850.       58   0.78936E-01
   18850.       62   0.78936E-01
   18850.       66   0.78936E-01
   18850.       70   0.78936E-01
   18850.       74   0.78936E-01
   18850.       78   0.78936E-01
   18850.       82   0.78936E-01
   18850.       86   0.78936E-01
   18850.       90   0.78936E-01
   18850.       94   0.78936E-01
   18850.       98   0.78936E-01
   18850.      102   0.78936E-01
   18850.      106   0.78936E-01
   18850.      110   0.78936E-01
   18850.      114   0.78936E-01
   18850.      118   0.78936E-01
   18850.      122   0.78936E-01
   18850.      126   0.78936E-01
   18850.      130   0.78936E-01
   18850.      134   0.78936E-01
   18850.      138   0.78936E-01
   18900.        2   0.78936E-01
   18900.        6   0.78936E-01
   18900.       10   0.78936E-01
   18900.       14   0.78936E-01
   18900.       18   0.78936E-01
   18900.       22   0.78936E-01
   18900.       26   0.78936E-01
   18900.       30   0.78936E-01
   18900.       34   0.78936E-01
   18900.       38   0.78936E-01
   18900.       42   0.78936E-01
   18900.       46   0.78936E-01
   18900.       50   0.78936E-01
   18900.       54   0.78936E-01
   18900.       58   0.78936E-01
   18900.       62   0.78936E-01
   18900.       66   0.78936E-01
   18900.       70   0.78936E-01
   18900.       74   0.78936E-01
   18900.       78   0.78936E-01
   18900.       82   0.78936E-01
   18900.       86   0.78936E-01
   18900.       90   0.78936E-01
   18900.       94   0.78936E-01
   18900.       98   0.78936E-01
   18900.      102   0.78936E-01
   18900.      106   0.78936E-01
   18900.      110   0.78936E-01
   18900.      114   0.78936E-01
