========================================
JOEsinglet_P1_Energy_1_0.0.out
10 atm
T,P1->W1
1000.0,2.1793e-19
1005.0,2.41162e-19
1010.0,2.66616e-19
1015.0,2.94476e-19
1020.0,3.24945e-19
1025.0,3.58236e-19
1030.0,3.9458e-19
1035.0,4.34223e-19
1040.0,4.77428e-19
1045.0,5.24475e-19
1050.0,5.75665e-19
1055.0,6.31318e-19
1060.0,6.91774e-19
1065.0,7.57397e-19
1070.0,8.28573e-19
1075.0,9.05713e-19
1080.0,9.89254e-19
1085.0,1.07966e-18
1090.0,1.17742e-18
1095.0,1.28307e-18
1100.0,1.39714e-18
1105.0,1.52024e-18
1110.0,1.65298e-18
1115.0,1.79602e-18
1120.0,1.95006e-18
1125.0,2.11582e-18
1130.0,2.29409e-18
1135.0,2.48569e-18
1140.0,2.69147e-18
1145.0,2.91236e-18
1150.0,3.14931e-18
1155.0,3.40333e-18
1160.0,3.67548e-18
1165.0,3.9669e-18
1170.0,4.27875e-18
1175.0,4.61228e-18
1180.0,4.96878e-18
1185.0,5.34963e-18
1190.0,5.75624e-18
1195.0,6.19014e-18
1200.0,6.65289e-18
1205.0,7.14615e-18
1210.0,7.67164e-18
1215.0,8.23118e-18
1220.0,8.82666e-18
1225.0,9.46006e-18
1230.0,1.01335e-17
1235.0,1.0849e-17
1240.0,1.1609e-17
1245.0,1.24158e-17
1250.0,1.32718e-17
1255.0,1.41797e-17
1260.0,1.5142e-17
1265.0,1.61617e-17
1270.0,1.72415e-17
1275.0,1.83846e-17
1280.0,1.95941e-17
1285.0,2.08733e-17
1290.0,2.22256e-17
1295.0,2.36546e-17
1300.0,2.51639e-17
1305.0,2.67574e-17
1310.0,2.84391e-17
1315.0,3.02131e-17
1320.0,3.20837e-17
1325.0,3.40554e-17
1330.0,3.61329e-17
1335.0,3.83208e-17
1340.0,4.06242e-17
1345.0,4.30482e-17
1350.0,4.55982e-17
1355.0,4.82797e-17
1360.0,5.10984e-17
1365.0,5.40602e-17
1370.0,5.71712e-17
1375.0,6.04379e-17
1380.0,6.38666e-17
1385.0,6.74643e-17
1390.0,7.12378e-17
1395.0,7.51944e-17
1400.0,7.93415e-17
1405.0,8.36869e-17
1410.0,8.82384e-17
1415.0,9.30043e-17
1420.0,9.79931e-17
1425.0,1.03213e-16
1430.0,1.08674e-16
1435.0,1.14385e-16
1440.0,1.20354e-16
1445.0,1.26593e-16
1450.0,1.33111e-16
1455.0,1.39919e-16
1460.0,1.47027e-16
1465.0,1.54446e-16
1470.0,1.62188e-16
1475.0,1.70264e-16
1480.0,1.78687e-16
1485.0,1.87468e-16
1490.0,1.96621e-16
1495.0,2.06157e-16
1500.0,2.16091e-16
1505.0,2.26437e-16
1510.0,2.37208e-16
1515.0,2.48419e-16
1520.0,2.60084e-16
1525.0,2.72219e-16
1530.0,2.8484e-16
1535.0,2.97962e-16
1540.0,3.11601e-16
1545.0,3.25776e-16
1550.0,3.40502e-16
1555.0,3.55797e-16
1560.0,3.7168e-16
1565.0,3.88169e-16
1570.0,4.05283e-16
1575.0,4.23042e-16
1580.0,4.41464e-16
1585.0,4.60571e-16
1590.0,4.80384e-16
1595.0,5.00922e-16
1600.0,5.22209e-16
1605.0,5.44267e-16
1610.0,5.67117e-16
1615.0,5.90784e-16
1620.0,6.15291e-16
1625.0,6.40663e-16
1630.0,6.66923e-16
1635.0,6.94098e-16
1640.0,7.22213e-16
1645.0,7.51294e-16
1650.0,7.81369e-16
1655.0,8.12465e-16
1660.0,8.4461e-16
1665.0,8.77833e-16
1670.0,9.12162e-16
1675.0,9.47627e-16
1680.0,9.84259e-16
1685.0,1.02209e-15
1690.0,1.06115e-15
1695.0,1.10147e-15
1700.0,1.14308e-15
1705.0,1.18602e-15
1710.0,1.23033e-15
1715.0,1.27603e-15
1720.0,1.32316e-15
1725.0,1.37175e-15
1730.0,1.42186e-15
1735.0,1.4735e-15
1740.0,1.52672e-15
