*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P         *E/F           *P
          700            1   3.1012e+09      45.9244     0.519719     0.987413     0.598358     0.991385
          800            1  2.81775e+09      30.8156     0.762005     0.994933     0.932282     0.996969
          900            1  2.59443e+09      207.171     0.568629     0.992275     0.650308      0.99472
         1000            1  2.41308e+09      16.9777      1.73243     0.999322      2.43585     0.999752
         1100            1  2.26219e+09      467.751     0.657203     0.995556     0.751945     0.996999
         1200            1  2.13414e+09      40.3337      2.93143     0.999886      4.13624     0.999974
         1300            1   2.0237e+09      1239.55      37.4235     0.995972      38.2442     0.997178
         1400            1  1.92717e+09      224.691      2.14312     0.999779      2.95621     0.999924
         1500            1  1.84184e+09       1412.8      1.55656     0.998247      1.71159     0.998832
         1600            1   1.7657e+09      2070.61      50.2229     0.998224      50.9625     0.998788
         1700            1  1.69722e+09       1715.4      1.08162     0.999156      1.25219     0.999461
         1800            1  1.63519e+09      4074.73      293.745     0.998778      302.781     0.998255
         1900            1  1.57867e+09      527.486      5.21672     0.999996      501.064     0.998813
         2000            1   1.5269e+09       1484.3      2.24374     0.999888      2.71214     0.999942
         2100            1  1.47926e+09         6363      434.029     0.999322        451.5      0.99902
         2200            1  1.43525e+09      6632.35      354.642     0.999508      366.075     0.999278
         2300            1  1.39442e+09      1818.96      3.48962     0.999977      4.29544     0.999991
         2400            1  1.35643e+09      5850.64      66.8262     0.999722      68.0107     0.999821
         2500            1  1.32097e+09      2827.45      3.19412     0.999972      3.86991     0.999988
         2600            1  1.28778e+09      16675.5       1857.9     0.999464      2070.12     0.999257
         2700            1  1.25662e+09      2853.89      4.74644     0.999995       5.7842     0.999999
         2800            1  1.22732e+09      4492.35      3.30416     0.999979      3.87465      0.99999
         2900            1   1.1997e+09      9243.55      41.7866     0.999905      42.9535      0.99994
         3000            1   1.1736e+09      20691.9       1566.3     0.999784      1719.69     0.999691
         3100            1  1.14889e+09      10025.7      2.35067     0.999948      2.69425     0.999968
         3200            1  1.12547e+09      32284.5      3259.07     0.999731      3706.88     0.999627
         3300            1  1.10323e+09        19366      616.729     0.999928      643.907      0.99989
         3400            1  1.08207e+09      12117.4      2.86472     0.999974       3.2742     0.999985
         3500            1  1.06191e+09      10073.2      3.91207     0.999992      4.47596     0.999996
         3600            1  1.04268e+09      7629.18       6.3854            1      7.37596            1
         3700            1  1.02431e+09      60598.6      6695.29     0.999786      7787.02     0.999705
         3800            1  1.00674e+09      65373.6      7007.66     0.999809      8162.91     0.999737
         3900            1  9.89916e+08        10783      6.12804     0.999999      7.11323            1
         4000            1   9.7379e+08      14829.8      4.68823     0.999997      5.30223     0.999999
