*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P         *E/F           *P
            K          atm        1/sec                         0            0            1            1
          200            1  8.99707e+09     0.237697    0.0372643     0.539748    0.0480212     0.595346
          200            5  4.49853e+10     0.229121    0.0343733     0.512689    0.0446521     0.569842
          200           20  1.79941e+11     0.207553     0.028778     0.459722    0.0376548     0.516269
          210            1   8.5712e+09     0.269934    0.0442486     0.578582    0.0548832     0.629343
          210            5   4.2856e+10     0.260134    0.0407425     0.550783    0.0510218     0.603764
          210           20  1.71424e+11      0.23476    0.0340076     0.496782    0.0430183     0.550168
          220            1  8.18776e+09     0.276009    0.0464829     0.594233    0.0571699     0.642442
          220            5  4.09388e+10     0.269693    0.0439873     0.574903    0.0544774     0.624987
          220           20  1.63755e+11     0.250472    0.0381443     0.529257    0.0477709     0.581029
          230            1  7.84104e+09     0.305949    0.0577876     0.647214    0.0727476     0.696203
          230            5  3.92052e+10     0.295041    0.0528739     0.617342    0.0671808     0.668934
          230           20  1.56821e+11     0.266409    0.0438318        0.562    0.0560783     0.614215
          240            1  7.52624e+09     0.289776    0.0520355     0.630736    0.0634087     0.675644
          240            5  3.76312e+10       0.2857      0.05018     0.617737    0.0614414       0.6641
          240           20  1.50525e+11     0.272002    0.0451477     0.582229    0.0558442     0.630918
          250            1  7.23933e+09     0.313978    0.0630695     0.677762    0.0786956     0.720013
          250            5  3.61966e+10     0.308897    0.0602398     0.661453    0.0755405     0.705511
          250           20  1.44787e+11     0.291968    0.0530849     0.619974    0.0671141     0.666414
          260            1  6.97686e+09     0.366701    0.0783593     0.721559    0.0952916     0.762741
          260            5  3.48843e+10     0.357806    0.0729993     0.697903    0.0896328     0.742122
          260           20  1.39537e+11     0.329451     0.061671     0.647848     0.076633     0.694583
          270            1  6.73594e+09     0.392547    0.0931559     0.757845     0.116894     0.796809
          270            5  3.36797e+10     0.371854     0.080686     0.716571     0.102176     0.758681
          270           20  1.34719e+11     0.328338    0.0649134     0.664349    0.0817543     0.706655
          280            1  6.51405e+09     0.385511    0.0877574     0.753134     0.104738     0.789683
          280            5  3.25702e+10     0.379944    0.0836389     0.736945     0.100562     0.775971
          280           20  1.30281e+11     0.359891    0.0732608     0.695995    0.0892971     0.738652
          290            1  6.30905e+09     0.392877    0.0978819     0.779652     0.122466     0.814255
          290            5  3.15453e+10     0.387184    0.0927599     0.761983     0.116692     0.798802
          290           20  1.26181e+11     0.366609    0.0803649     0.719208     0.101757     0.758671
          300            1  6.11911e+09     0.380634    0.0856736     0.756124     0.100729     0.789606
          300            5  3.05955e+10     0.378074    0.0837086     0.748191    0.0987735     0.782902
          300           20  1.22382e+11     0.368481    0.0776713     0.723606    0.0925359     0.761276
          310            1  5.94261e+09     0.469731      0.12315     0.819847     0.145553     0.848749
          310            5   2.9713e+10     0.462425     0.115174     0.799719     0.137513     0.831921
          310           20  1.18852e+11        0.433     0.097362     0.755249     0.117869     0.790994
          320            1  5.77817e+09     0.468625     0.123849     0.823863     0.145635     0.851645
          320            5  2.88908e+10     0.464139     0.118501     0.810297     0.140341     0.840483
          320           20  1.15563e+11     0.445841     0.104303     0.774198     0.125313     0.808493
          330            1  5.62457e+09     0.466857     0.137811     0.832101     0.160524     0.865944
          330            5  2.81228e+10     0.434928     0.109666     0.795542     0.128769      0.82821
          330           20  1.12491e+11     0.398394    0.0942542     0.770214     0.109896     0.803449
          340            1  5.48076e+09     0.483705     0.133789     0.842052      0.15506     0.866717
          340            5  2.74038e+10     0.480758     0.129464     0.832224     0.150887     0.858726
          340           20  1.09615e+11     0.468599      0.11689     0.803427      0.13808     0.833859
          350            1  5.34581e+09     0.362626     0.110339     0.832315     0.139628     0.853376
          350            5  2.67291e+10     0.361525     0.108634     0.827253      0.13752     0.848784
          350           20  1.06916e+11     0.357361     0.103035      0.81042     0.130459     0.833196
          360            1  5.21891e+09     0.497628     0.146813     0.862904     0.169535     0.886386
          360            5  2.60945e+10      0.49526     0.142495     0.854386     0.165501     0.879656
          360           20  1.04378e+11     0.485362       0.1296     0.828711     0.152767     0.858062
          370            1  5.09932e+09     0.397889     0.171311     0.892075     0.175639     0.913289
          370            5  2.54966e+10     0.396758     0.162436     0.878048     0.169538     0.903699
          370           20  1.01986e+11     0.392342     0.140234     0.843341     0.152215     0.876172
          380            1  4.98641e+09     0.487712      0.13606     0.851836     0.156373     0.872477
          380            5  2.49321e+10     0.478999     0.131055     0.847286     0.149948     0.868484
          380           20  9.97283e+10     0.473458     0.125042     0.834918      0.14373     0.858018
          390            1  4.87962e+09     0.486264     0.138297     0.860709     0.157019     0.880339
          390            5  2.43981e+10      0.48532     0.136721     0.857412     0.155516     0.877641
          390           20  9.75925e+10     0.481631     0.131305     0.845945     0.150252     0.868058
          400            1  4.77844e+09     0.341556     0.164935     0.922928     0.176102     0.904716
          400            5  2.38922e+10     0.341149     0.162555     0.918932     0.171754     0.898174
          400           20  9.55689e+10     0.339635     0.154591     0.905234     0.158175     0.877431
          410            1  4.68243e+09     0.405358     0.179861     0.920908     0.258571     0.935705
          410            5  2.34121e+10     0.404415     0.174301     0.912965     0.249366     0.927734
          410           20  9.36485e+10     0.400712     0.158017     0.889415     0.221425      0.90325
          420            1  4.59116e+09     0.446739      0.17014     0.899046     0.181478     0.915723
          420            5  2.29558e+10      0.44639      0.16791     0.895615     0.179708     0.913188
          420           20  9.18233e+10     0.445039     0.160299     0.883718      0.17349     0.904125
          430            1   4.5043e+09     0.692811     0.247308     0.933544     0.282558     0.947239
          430            5  2.25215e+10     0.691747     0.235185     0.922969     0.271611     0.939187
          430           20  9.00859e+10      0.68201     0.202398     0.894744     0.238687     0.914838
          440            1   4.4215e+09     0.416528     0.181345      0.92403     0.249925     0.936899
          440            5  2.21075e+10     0.416086     0.178723     0.920428     0.245886      0.93337
          440           20    8.843e+10     0.414373     0.169873     0.908024     0.231984     0.920923
          450            1  4.34248e+09       0.4324     0.183311     0.923468     0.245818     0.936198
          450            5  2.17124e+10     0.432042     0.181208     0.920652     0.242764     0.933491
          450           20  8.68496e+10     0.430659     0.173936      0.91073     0.232032      0.92376
          460            1  4.26697e+09     0.418857     0.181983     0.926375     0.248447     0.938493
          460            5  2.13349e+10     0.418574     0.180224     0.924024     0.245759     0.936174
          460           20  8.53394e+10     0.417491     0.174061     0.915637     0.236214     0.927756
          470            1  4.19473e+09     0.790196     0.280507     0.950283     0.308631     0.961304
          470            5  2.09737e+10     0.790109     0.270924     0.943608     0.300915     0.956548
          470           20  8.38946e+10     0.789193     0.241283     0.922744     0.274815     0.939962
          480            1  4.12555e+09     0.403443     0.179986     0.918013     0.180872     0.931103
          480            5  2.06277e+10     0.403329     0.178942     0.916622     0.180142     0.930123
          480           20  8.25109e+10     0.402889     0.175179     0.911546     0.177471     0.926501
          490            1  4.05921e+09      1.08177     0.287221     0.970187     0.290827      0.95523
          490            5  2.02961e+10     0.526486     0.231807     0.928655     0.244401     0.946616
          490           20  8.11843e+10     0.431255     0.192476     0.916083     0.201076     0.931174
          500            1  3.99555e+09      0.88647     0.301104     0.960247     0.314869     0.970014
          500            5  1.99778e+10     0.886449     0.292911     0.955308     0.309293     0.966835
          500           20   7.9911e+10     0.886158      0.26591     0.938651     0.289343     0.954962
          510            1   3.9344e+09     0.685584     0.248248     0.943186     0.275503     0.952578
          510            5   1.9672e+10      0.68542     0.246084     0.941454     0.273553      0.95123
          510           20  7.86879e+10     0.684735      0.23833      0.93513     0.266447     0.946221
          520            1  3.87559e+09     0.806887     0.285945     0.956716     0.310539     0.965301
          520            5   1.9378e+10     0.806873     0.282151       0.9543     0.307457     0.963555
          520           20  7.75119e+10     0.806803     0.268711     0.945507     0.296213     0.956985
          530            1  3.81901e+09      1.04223     0.312065     0.975971     0.312867     0.968149
          530            5   1.9095e+10      1.04185     0.306629     0.964749     0.308308      0.97393
          530           20  7.63801e+10      1.03373     0.284866     0.952461     0.294417     0.966018
          540            1   3.7645e+09     0.854947     0.295474     0.961308     0.315519     0.969263
          540            5  1.88225e+10     0.854946     0.292245     0.959403     0.313026     0.967922
          540           20    7.529e+10     0.854945     0.280629     0.952356     0.303826     0.962821
          550            1  3.71197e+09     0.797985     0.286884     0.959019     0.309783     0.966931
          550            5  1.85598e+10     0.797971     0.284503     0.957572     0.307854     0.965878
          550           20  7.42393e+10     0.797908     0.275869     0.952203     0.300728     0.961897
          560            1  3.66129e+09      1.31564     0.273346     0.981762     0.312286     0.975931
          560            5  1.83064e+10      1.31422     0.271265     0.980504     0.307413     0.973419
          560           20  7.32258e+10      1.09212     0.263426     0.975539      0.28977     0.963903
          570            1  3.61237e+09     0.847656     0.296122       0.9632     0.316197     0.970231
          570            5  1.80618e+10     0.847656     0.294051     0.962031     0.314551     0.969386
          570           20  7.22473e+10     0.847656     0.286475     0.957658     0.308438     0.966176
          580            1  3.56511e+09     0.884166     0.301363     0.965626     0.318177      0.97218
          580            5  1.78255e+10     0.884162     0.299404     0.964562     0.316658      0.97142
          580           20  7.13021e+10     0.884144     0.292209     0.960564     0.311004     0.968527
          590            1  3.51942e+09      1.73339     0.199359     0.985201     0.276303     0.980771
          590            5  1.75971e+10       1.7311     0.198732     0.984655     0.273879     0.979378
          590           20  7.03885e+10      1.18278     0.196378     0.982539     0.264871      0.97396
          600            1  3.47524e+09     0.996472     0.314174     0.971268     0.315355     0.977177
          600            5  1.73762e+10     0.996417     0.312297      0.97034     0.314107     0.976568
          600           20  6.95047e+10     0.996159     0.305357     0.966824     0.309432     0.974236
          610            1  3.43247e+09      1.27152     0.274416     0.982954     0.316359     0.977678
          610            5  1.71623e+10      1.27113     0.273522     0.982448     0.314247     0.976685
          610           20  6.86493e+10      1.26835     0.270148     0.980489     0.306386     0.972869
          620            1  3.39105e+09      1.48766     0.253326     0.985374     0.307287     0.980886
          620            5  1.69552e+10      1.48693     0.252611     0.984938     0.305348     0.979964
          620           20  6.78209e+10      1.47736      0.24991     0.983243     0.298088     0.976387
          630            1  3.35091e+09      9.86974     0.541358     0.987625     0.628707     0.990809
          630            5  1.67545e+10      2.32526     0.521366     0.983593     0.610778     0.987901
          630           20  6.70182e+10     0.981452      0.44446     0.968103     0.530004     0.974312
          640            1    3.312e+09      2.24647      0.23744     0.986345     0.570032     0.989371
          640            5    1.656e+10      2.24427     0.236451     0.985716     0.562797     0.988059
          640           20  6.62399e+10      1.30596      0.23271     0.983248     0.532998     0.982242
          650            1  3.27425e+09      2.68797     0.183924     0.987368     0.589934     0.990204
          650            5  1.63712e+10      2.68574     0.183474     0.986972     0.582834     0.988993
          650           20  6.54849e+10      1.29265     0.181783     0.985442     0.553194     0.983536
          660            1  3.23761e+09      1.30635     0.264496      0.98466       0.3197     0.980336
          660            5   1.6188e+10      1.30614      0.26405     0.984412     0.318551      0.97984
          660           20  6.47522e+10      1.30501     0.262369     0.983465     0.314247     0.977939
          670            1  3.20203e+09     0.975461      0.31695     0.974322     0.324818     0.978956
          670            5  1.60102e+10     0.975444     0.316076     0.973934     0.324171      0.97868
          670           20  6.40406e+10     0.975373     0.312818     0.972467     0.321741     0.977633
          680            1  3.16747e+09      27.7735     0.541279     0.988967     0.618563      0.99156
          680            5  1.58373e+10      5.89416     0.534703     0.987756     0.612746     0.990685
          680           20  6.33493e+10      1.81533     0.508324     0.982565     0.588451     0.986753
          690            1  3.13387e+09      1.14798     0.302706     0.983368     0.324206     0.979118
          690            5  1.56694e+10      1.14791     0.302246     0.983161     0.323381     0.978779
          690           20  6.26774e+10      1.14759     0.300518     0.982375     0.320296     0.977489
          700            1   3.1012e+09      39.0451     0.534537     0.989115     0.598359     0.991385
          700            5   1.5506e+10      8.14808     0.529952     0.988281     0.594307     0.990769
          700           20   6.2024e+10      2.37073     0.511878     0.984807     0.577985     0.988146
          800            1  2.81775e+09        26.14     0.791995     0.995735     0.932285     0.996969
          800            5  1.40888e+10      5.57233     0.783972     0.995038     0.925424     0.996494
          800           20   5.6355e+10      1.75278      0.74448     0.991197     0.888862      0.99361
          900            1  2.59443e+09      180.163     0.588578       0.9935     0.650309      0.99472
          900            5  1.29722e+10      36.3883     0.587594     0.993385     0.649423     0.994631
          900           20  5.18886e+10      9.43352     0.583841     0.992938     0.646037     0.994286
         1000            1  2.41308e+09      14.4797      1.85393     0.999475      2.43585     0.999752
         1000            5  1.20654e+10      3.17795      1.83108     0.998853      2.41894     0.999378
         1000           20  4.82615e+10      1.89525     0.989992     0.991357      1.08542     0.992739
         1100            1  2.26219e+09      409.681     0.686442     0.996339     0.751947     0.996999
         1100            5  1.13109e+10      82.3054     0.685996     0.996307     0.751544     0.996974
         1100           20  4.52437e+10      20.9239     0.684306     0.996184      0.75003     0.996879
         1200            1  2.13414e+09      34.1346      3.17097     0.999921      4.13624     0.999974
         1200            5  1.06707e+10      6.97161       3.1678     0.999885      4.13499     0.999962
         1200           20  4.26828e+10      3.18179      1.86388     0.995324      2.12092     0.995976
         1300            1   2.0237e+09      1104.21      31.8632     0.996733      38.2442     0.997178
         1300            5  1.01185e+10       221.21      6.90716     0.996722       8.2168     0.997169
         1300           20  4.04741e+10      55.6481      2.22729     0.996681      2.58613     0.997136
         1400            1  1.92717e+09      195.194      2.30111     0.999839      2.95621     0.999924
         1400            5  9.63585e+09      39.2896       2.3005     0.999833      2.95587     0.999921
         1400           20  3.85434e+10      10.0602      2.29764     0.999802       2.9542     0.999906
         1500            1  1.84184e+09      1259.72      1.50447     0.998612      1.71159     0.998832
         1500            5  9.20921e+09      252.323      1.01773     0.998607      1.11337     0.998829
         1500           20  3.68368e+10      63.4359     0.925936     0.998589      1.00072     0.998814
         1600            1   1.7657e+09       1863.1      42.6435     0.998593      50.9625     0.998788
         1600            5  8.82851e+09          373      9.22115      0.99859      10.9285     0.998785
         1600           20  3.53141e+10       93.606      2.95409     0.998577      3.42181     0.998775
         1700            1  1.69722e+09      1533.16      1.15423     0.999344      1.25221     0.999461
         1700            5  8.48608e+09      307.008      1.15411     0.999342       1.2521     0.999459
         1700           20  3.39443e+10      77.1059      1.15365     0.999334       1.2517     0.999452
         1800            1  1.63519e+09      3727.61      255.631     0.998634      293.745     0.998778
         1800            5  8.17593e+09      745.903      51.7944     0.998632      59.4464     0.998776
         1800           20  3.27037e+10      186.834      13.5749     0.998626      15.5152     0.998771
         1900            1  1.57867e+09      501.064      5.50331     0.999997      437.281     0.998678
         1900            5  7.89333e+09      100.903      5.50329     0.999997      87.4931     0.998678
         1900           20  3.15733e+10      25.8732      5.50318     0.999997      21.9079     0.998678
         2000            1   1.5269e+09       1318.6      2.39248     0.999916      2.71216     0.999942
         2000            5   7.6345e+09      264.002      2.39239     0.999916      2.71208     0.999942
         2000           20   3.0538e+10      66.2647      2.39205     0.999914      2.71183     0.999941
         2100            1  1.47926e+09      5848.99      377.721     0.999239      434.029     0.999322
         2100            5  7.39631e+09      1170.19      76.3328     0.999239      87.6303     0.999321
         2100           20  2.95852e+10      292.913      19.8224     0.999236      22.6804     0.999319
         2200            1  1.43525e+09      6097.65      308.857     0.999447      354.642     0.999508
         2200            5  7.17623e+09      1219.92      62.6475     0.999447      71.8432     0.999507
         2200           20  2.87049e+10      305.348       16.483     0.999445      18.8184     0.999506
         2300            1  1.39442e+09      1619.91        3.703     0.999984      4.29545     0.999991
         2300            5  6.97211e+09      324.145      3.70297     0.999984      4.29544     0.999991
         2300           20  2.78884e+10      81.1889      3.70285     0.999983      4.29537     0.999991
         2400            1  1.35643e+09      5367.56      56.9007      0.99979      68.0107     0.999821
         2400            5  6.78215e+09      1073.89      12.6025     0.999789      14.9033     0.999821
         2400           20  2.71286e+10      268.832      4.29644     0.999788      4.94556      0.99982
         2500            1  1.32097e+09      2546.94      3.39157      0.99998      3.86991     0.999988
         2500            5  6.60485e+09      509.589      3.39154      0.99998      3.86988     0.999988
         2500           20  2.64194e+10      127.586      3.39144      0.99998      3.86981     0.999988
         2600            1  1.28778e+09      15567.4      1651.44     0.999408       1857.9     0.999464
         2600            5  6.43888e+09      3113.87      331.083     0.999408      372.407     0.999464
         2600           20  2.57555e+10      778.842      83.5163     0.999407       93.877     0.999463
         2700            1  1.25662e+09       2566.1      4.90212     0.999996      5.78421     0.999999
         2700            5  6.28312e+09      513.305      4.90212     0.999996      5.78422     0.999999
         2700           20  2.51325e+10      128.406      4.90208     0.999996      5.78421     0.999999
         2800            1  1.22732e+09      4093.31      3.51906     0.999985       3.8747      0.99999
         2800            5  6.13661e+09      818.863      3.51905     0.999985      3.87465      0.99999
         2800           20  2.45464e+10      204.906      3.51899     0.999985      3.87461      0.99999
         2900            1   1.1997e+09      8517.97      35.9232     0.999929      42.9535      0.99994
         2900            5  5.99848e+09      1703.95      8.86869     0.999929      10.3773      0.99994
         2900           20  2.39939e+10      426.317      3.79591     0.999929      4.26917      0.99994
         3000            1   1.1736e+09      19352.4      1384.47      0.99976       1566.3     0.999784
         3000            5  5.86798e+09      3870.87      277.955      0.99976      314.366     0.999784
         3000           20  2.34719e+10      968.095      70.4837     0.999759      79.6281     0.999784
         3100            1  1.14889e+09       9242.3      2.52334     0.999962       2.6942     0.999968
         3100            5  5.74447e+09      1848.78      2.52333     0.999961      2.69424     0.999968
         3100           20  2.29779e+10      462.495      2.52328     0.999961       2.6942     0.999968
         3200            1  1.12547e+09      30348.9      2933.32     0.999706      3259.07     0.999731
         3200            5  5.62736e+09       6070.2      587.622     0.999706      652.805     0.999731
         3200           20  2.25095e+10      1517.93      147.803     0.999706       164.13     0.999731
         3300            1  1.10323e+09      18076.2      538.241     0.999918      616.729     0.999928
         3300            5  5.51614e+09      3615.61      109.173     0.999918      124.937     0.999928
         3300           20  2.20646e+10      904.254      28.7228     0.999918      32.7256     0.999928
         3400            1  1.08207e+09      11196.9      3.06259     0.999981      3.27412     0.999985
         3400            5  5.41034e+09      2239.66      3.06258     0.999981      3.27408     0.999985
         3400           20  2.16413e+10      560.172      3.06255     0.999981      3.27404     0.999985
         3500            1  1.06191e+09      9277.51      4.12638     0.999994       4.4762     0.999996
         3500            5  5.30954e+09      1855.68      4.12638     0.999994      4.47622     0.999996
         3500           20  2.12382e+10       464.08      4.12636     0.999994      4.47617     0.999996
         3600            1  1.04268e+09      6999.63      6.54554            1      7.37586            1
         3600            5  5.21339e+09      1399.95      6.54554            1      7.37588            1
         3600           20  2.08536e+10      350.015      6.54554            1      7.37587            1
         3700            1  1.02431e+09      57405.2      6128.74     0.999769      6695.29     0.999786
         3700            5  5.12154e+09      11481.4      1226.75     0.999769      1340.08     0.999786
         3700           20  2.04862e+10      2870.75      307.622     0.999769      335.982     0.999786
         3800            1  1.00674e+09        61963      6419.21     0.999794      7007.66     0.999809
         3800            5   5.0337e+09        12393      1284.87     0.999794      1402.59     0.999809
         3800           20  2.01348e+10      3098.64      322.186     0.999794      351.642     0.999809
         3900            1  9.89916e+08      9929.97      6.35954            1       7.1135            1
         3900            5  4.94958e+09      1986.03      6.35953            1      7.11337            1
         3900           20  1.97983e+10      496.543      6.35953            1      7.11339            1
         4000            1   9.7379e+08      13726.9      4.94714     0.999998      5.30225     0.999999
         4000            5  4.86895e+09      2745.49      4.94714     0.999998      5.30191     0.999999
         4000           20  1.94758e+10      686.481      4.94713     0.999998      5.30184     0.999999
