*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P         *E/F           *P
            K          atm        1/sec                         0            0            1            1
          200            1  8.99707e+09     0.237911    0.0373451      0.54051    0.0480227     0.595345
          210            1   8.5712e+09     0.270175    0.0443467     0.579366    0.0548844     0.629343
          220            1  8.18776e+09     0.276159    0.0465476     0.594735    0.0571704     0.642442
          230            1  7.84104e+09     0.306214    0.0579269      0.64807    0.0727469     0.696203
          240            1  7.52624e+09      0.28987    0.0520813     0.631057    0.0634074     0.675644
          250            1  7.23933e+09     0.314096    0.0631409     0.678174    0.0786958     0.720013
          260            1  6.97686e+09     0.366906    0.0785024     0.722195    0.0952904     0.762741
          270            1  6.73594e+09     0.393045    0.0935697     0.759266     0.116894     0.796809
          280            1  6.51405e+09     0.385638     0.087861     0.753542     0.104738     0.789683
          290            1  6.30905e+09     0.393006    0.0980123     0.780102     0.122466     0.814255
          300            1  6.11911e+09     0.380692    0.0857204     0.756312     0.100729     0.789606
          310            1  5.94261e+09     0.469891     0.123357     0.820372     0.145551     0.848749
          320            1  5.77817e+09     0.468725     0.123982     0.824198     0.145636     0.851645
          330            1  5.62457e+09     0.466857     0.139499     0.834596     0.160524     0.865944
          340            1  5.48076e+09     0.483771     0.133894     0.842288     0.155061     0.866717
          350            1  5.34581e+09      0.36265     0.110379     0.832434      0.13963     0.853377
          360            1  5.21891e+09      0.49768     0.146916     0.863107     0.169537     0.886386
          370            1  5.09932e+09     0.397888     0.171532     0.892424     0.175638     0.913289
          380            1  4.98641e+09     0.488701     0.136515     0.852049     0.156371     0.872477
          390            1  4.87962e+09     0.486285     0.138334     0.860785     0.157019     0.880339
          400            1  4.77844e+09     0.341556     0.164936     0.922928     0.176205      0.90487
          410            1  4.68243e+09     0.405379     0.179994     0.921097     0.258571     0.935705
          420            1  4.59116e+09     0.446738     0.170192     0.899125     0.181478     0.915723
          430            1   4.5043e+09     0.692832     0.247602     0.933798     0.282559     0.947239
          440            1   4.4215e+09     0.416538     0.181406     0.924113     0.249927     0.936899
          450            1  4.34248e+09     0.432408      0.18336     0.923533     0.245818     0.936198
          460            1  4.26697e+09     0.418863     0.182024     0.926429     0.248447     0.938493
          470            1  4.19473e+09     0.790198     0.280732     0.950438     0.308631     0.961304
          480            1  4.12555e+09     0.403444      0.18001     0.918045     0.180872     0.931103
          490            1  4.05921e+09      1.12675     0.287222     0.970187     0.293148     0.956505
          500            1  3.99555e+09     0.886471     0.301294      0.96036     0.314868     0.970014
          510            1   3.9344e+09     0.685588     0.248297     0.943225     0.275503     0.952578
          520            1  3.87559e+09     0.806887     0.286033     0.956771     0.310538     0.965301
          530            1  3.81901e+09      1.04223     0.312063     0.975971      0.31301     0.968226
          540            1   3.7645e+09     0.854947     0.295548     0.961351     0.315519     0.969263
          550            1  3.71197e+09     0.797986     0.286938     0.959052     0.309782     0.966931
          560            1  3.66129e+09      1.31566     0.273347     0.981762     0.312397     0.975988
          570            1  3.61237e+09     0.847656     0.296169     0.963227     0.316199     0.970231
          580            1  3.56511e+09     0.884166     0.301408      0.96565     0.318177      0.97218
          590            1  3.51942e+09      1.73342     0.199361     0.985201     0.276358     0.980802
          600            1  3.47524e+09     0.996473     0.314216     0.971289     0.315355     0.977177
          610            1  3.43247e+09      1.27152      0.27442     0.982954     0.316407       0.9777
          620            1  3.39105e+09      1.48767     0.253325     0.985374     0.307331     0.980907
          630            1  3.35091e+09      10.8148     0.541791     0.987709     0.628707     0.990809
          640            1    3.312e+09       2.2465     0.237463     0.986359     0.570033     0.989371
          650            1  3.27425e+09      2.68799     0.183934     0.987377     0.589935     0.990204
          660            1  3.23761e+09      1.30636     0.264495      0.98466     0.319726     0.980348
          670            1  3.20203e+09     0.975461      0.31697     0.974331      0.32482     0.978956
          680            1  3.16747e+09       30.509     0.541426     0.988993     0.618562      0.99156
          690            1  3.13387e+09      1.14798     0.302707     0.983368     0.324224     0.979126
          700            1   3.1012e+09      42.9077      0.53464     0.989133     0.598359     0.991385
          800            1  2.81775e+09      28.7118     0.792166     0.995749     0.932284     0.996969
          900            1  2.59443e+09      198.135     0.588601     0.993503     0.650309      0.99472
         1000            1  2.41308e+09       15.895       1.8542     0.999481      2.43585     0.999752
         1100            1  2.26219e+09      450.603     0.686452      0.99634      0.75194     0.996999
         1200            1  2.13414e+09      37.5303      3.17101     0.999922      4.13625     0.999974
         1300            1   2.0237e+09      1214.58      34.9827     0.996733      38.2442     0.997178
         1400            1  1.92717e+09      214.682      2.30113     0.999839      2.95621     0.999924
         1500            1  1.84184e+09      1385.65       1.5653     0.998612       1.7116     0.998832
         1600            1   1.7657e+09      2049.36      46.8213     0.998593      50.9625     0.998788
         1700            1  1.69722e+09      1686.43      1.15423     0.999344       1.2522     0.999461
         1800            1  1.63519e+09      4074.73       281.11     0.998634      293.745     0.998778
         1900            1  1.57867e+09      501.064      5.50331     0.999997      481.005     0.998678
         2000            1   1.5269e+09      1450.43      2.39248     0.999916      2.71214     0.999942
         2100            1  1.47926e+09         6363      415.395     0.999239      434.029     0.999322
         2200            1  1.43525e+09      6632.35      339.634     0.999447      354.642     0.999508
         2300            1  1.39442e+09      1781.88        3.703     0.999984      4.29545     0.999991
         2400            1  1.35643e+09      5850.64       62.438      0.99979      68.0107     0.999821
         2500            1  1.32097e+09      2801.61      3.39157      0.99998      3.86992     0.999988
         2600            1  1.28778e+09      16675.5      1816.48     0.999408       1857.9     0.999464
         2700            1  1.25662e+09       2822.7      4.90212     0.999996      5.78423     0.999999
         2800            1  1.22732e+09      4492.35      3.51906     0.999985      3.87469      0.99999
         2900            1   1.1997e+09      9243.55       39.305     0.999929      42.9535      0.99994
         3000            1   1.1736e+09      20691.9      1522.78      0.99976       1566.3     0.999784
         3100            1  1.14889e+09      10025.7      2.52334     0.999962      2.69421     0.999968
         3200            1  1.12547e+09      32284.5      3226.53     0.999706      3259.07     0.999731
         3300            1  1.10323e+09        19366      591.874     0.999918      616.729     0.999928
         3400            1  1.08207e+09      12117.4      3.06259     0.999981      3.27415     0.999985
         3500            1  1.06191e+09      10073.2      4.12638     0.999994      4.47633     0.999996
         3600            1  1.04268e+09      7629.18      6.54554            1      7.37594            1
         3700            1  1.02431e+09      60598.6      6695.29     0.999786      6741.48     0.999769
         3800            1  1.00674e+09      65373.6      7007.66     0.999809         7061     0.999794
         3900            1  9.89916e+08        10783      6.35954            1      7.11341            1
         4000            1   9.7379e+08      14829.8      4.94714     0.999998      5.30171     0.999999
