0	0
50	1.82483400E+01
100	6.00382818E+01
150	1.46476798E+02
200	2.93594409E+02
250	5.35280837E+02
300	9.14548566E+02
350	1.48107089E+03
400	2.29718265E+03
450	3.42802837E+03
500	4.97093724E+03
550	7.03567995E+03
600	9.74536613E+03
650	1.32532365E+04
700	1.77546518E+04
750	2.34252329E+04
800	3.05263222E+04
850	3.93386434E+04
900	5.01566775E+04
950	6.33431379E+04
1000	7.92940475E+04
1050	9.84338301E+04
1100	1.21293056E+05
1150	1.48430531E+05
1200	1.80471226E+05
1250	2.18147731E+05
1300	2.62251154E+05
1350	3.13633428E+05
1400	3.73313620E+05
1450	4.42384849E+05
1500	5.22044761E+05
1550	6.13660943E+05
1600	7.18702635E+05
1650	8.38779866E+05
1700	9.75769989E+05
1750	1.13162857E+06
1800	1.30853423E+06
1850	1.50895362E+06
1900	1.73547868E+06
1950	1.99099126E+06
2000	2.27871634E+06
2050	2.60207341E+06
2100	2.96476335E+06
2150	3.37093652E+06
2200	3.82498968E+06
2250	4.33171502E+06
2300	4.89639993E+06
2350	5.52468055E+06
2400	6.22266034E+06
2450	6.99702800E+06
2500	7.85490971E+06
2550	8.80389115E+06
2600	9.85250507E+06
2650	1.10096743E+07
2700	1.22849226E+07
2750	1.36887901E+07
2800	1.52323384E+07
2850	1.69275067E+07
2900	1.87873072E+07
2950	2.08254293E+07
3000	2.30565708E+07
3050	2.54968091E+07
3100	2.81628874E+07
3150	3.10730031E+07
3200	3.42465753E+07
3250	3.77041531E+07
3300	4.14678809E+07
3350	4.55613748E+07
3400	5.00096553E+07
3450	5.48394453E+07
3500	6.00793523E+07
3550	6.57594896E+07
3600	7.19122244E+07
3650	7.85717064E+07
3700	8.57742185E+07
3750	9.35583675E+07
3800	1.01965408E+08
3850	1.11038795E+08
3900	1.20824526E+08
3950	1.31371690E+08
4000	1.42731975E+08
4050	1.54960025E+08
4100	1.68114224E+08
4150	1.82255529E+08
4200	1.97449191E+08
4250	2.13764305E+08
4300	2.31272641E+08
4350	2.50050753E+08
4400	2.70180620E+08
4450	2.91746464E+08
4500	3.14837905E+08
4550	3.39551724E+08
4600	3.65987114E+08
4650	3.94247884E+08
4700	4.24448217E+08
4750	4.56703595E+08
4800	4.91135252E+08
4850	5.27875484E+08
4900	5.67062113E+08
4950	6.08833511E+08
5000	6.53341096E+08
5050	7.00746538E+08
5100	7.51214215E+08
5150	8.04921978E+08
5200	8.62046892E+08
5250	9.22778935E+08
5300	9.87330883E+08
5350	1.05591543E+09
5400	1.12874385E+09
5450	1.20605367E+09
5500	1.28808951E+09
5550	1.37510756E+09
5600	1.46737275E+09
5650	1.56517077E+09
5700	1.66878983E+09
5750	1.77854163E+09
5800	1.89474593E+09
5850	2.01773610E+09
5900	2.14787137E+09
5950	2.28551257E+09
6000	2.43104614E+09
6050	2.58487872E+09
6100	2.74742463E+09
6150	2.91911733E+09
6200	3.10042301E+09
6250	3.29182162E+09
6300	3.49381836E+09
6350	3.70691174E+09
6400	3.93165920E+09
6450	4.16862716E+09
6500	4.41841033E+09
6550	4.68160454E+09
6600	4.95888057E+09
6650	5.25089941E+09
6700	5.55836837E+09
6750	5.88197611E+09
6800	6.22250699E+09
6850	6.58074773E+09
6900	6.95755204E+09
6950	7.35369068E+09
7000	7.77012732E+09
7050	8.20777870E+09
7100	8.66759350E+09
7150	9.15053997E+09
7200	9.65767833E+09
7250	1.01901728E+10
7300	1.07490491E+10
7350	1.13355144E+10
7400	1.19507676E+10
7450	1.25960920E+10
7500	1.32727954E+10
7550	1.39822384E+10
7600	1.47258227E+10
7650	1.55050422E+10
7700	1.63214122E+10
7750	1.71765202E+10
7800	1.80719873E+10
7850	1.90095462E+10
7900	1.99909744E+10
7950	2.10180651E+10
8000	2.20927282E+10
8050	2.32170031E+10
8100	2.43928358E+10
8150	2.56224219E+10
8200	2.69080039E+10
8250	2.82516692E+10
8300	2.96559905E+10
8350	3.11232728E+10
8400	3.26561757E+10
8450	3.42571457E+10
8500	3.59291236E+10
8550	3.76746181E+10
8600	3.94969419E+10
8650	4.13987023E+10
8700	4.33832025E+10
8750	4.54537272E+10
8800	4.76136599E+10
8850	4.98662006E+10
8900	5.22152717E+10
8950	5.46643285E+10
9000	5.72169883E+10
9050	5.98777545E+10
9100	6.26504230E+10
9150	6.55388788E+10
9200	6.85480040E+10
9250	7.16825528E+10
9300	7.49463874E+10
9350	7.83443739E+10
9400	8.18821546E+10
9450	8.55642155E+10
9500	8.93963533E+10
9550	9.33844945E+10
9600	9.75327121E+10
9650	1.01848603E+11
9700	1.06337057E+11
9750	1.11004625E+11
9800	1.15857841E+11
9850	1.20903207E+11
9900	1.26147663E+11
9950	1.31598149E+11
10000	1.37262017E+11
10050	1.43146879E+11
10100	1.49260348E+11
10150	1.55610370E+11
10200	1.62205481E+11
10250	1.69053784E+11
10300	1.76164122E+11
10350	1.83545926E+11
10400	1.91208209E+11
10450	1.99160371E+11
10500	2.07412214E+11
10550	2.15974408E+11
10600	2.24857182E+11
10650	2.34071547E+11
10700	2.43628276E+11
10750	2.53539512E+11
10800	2.63815716E+11
10850	2.74470693E+11
10900	2.85515596E+11
10950	2.96963620E+11
11000	3.08828835E+11
11050	3.21124253E+11
11100	3.33864431E+11
11150	3.47063533E+11
11200	3.60736188E+11
11250	3.74897460E+11
11300	3.89564305E+11
11350	4.04751218E+11
11400	4.20475929E+11
11450	4.36756757E+11
11500	4.53608433E+11
11550	4.71051331E+11
11600	4.89104116E+11
11650	5.07785202E+11
11700	5.27115115E+11
11750	5.47114109E+11
11800	5.67801708E+11
11850	5.89199564E+11
11900	6.11328338E+11
11950	6.34214955E+11
12000	6.57881881E+11
12050	6.82349444E+11
12100	7.07644664E+11
12150	7.33792983E+11
12200	7.60817163E+11
12250	7.88754393E+11
12300	8.17615154E+11
12350	8.47436295E+11
12400	8.78253233E+11
12450	9.10082088E+11
12500	9.42964643E+11
12550	9.76930889E+11
12600	1.01200478E+12
12650	1.04822564E+12
12700	1.08562461E+12
12750	1.12423836E+12
12800	1.16410276E+12
12850	1.20525203E+12
12900	1.24772383E+12
12950	1.29156010E+12
13000	1.33679577E+12
13050	1.38347447E+12
13100	1.43163517E+12
13150	1.48132287E+12
13200	1.53258100E+12
13250	1.58545276E+12
13300	1.63998311E+12
13350	1.69622464E+12
13400	1.75421837E+12
13450	1.81401823E+12
13500	1.87567436E+12
13550	1.93924220E+12
13600	2.00476777E+12
13650	2.07230923E+12
13700	2.14192251E+12
13750	2.21366952E+12
13800	2.28760390E+12
13850	2.36378402E+12
13900	2.44227407E+12
13950	2.52314549E+12
14000	2.60645161E+12
14050	2.69226361E+12
14100	2.78064561E+12
14150	2.87167589E+12
14200	2.96541620E+12
14250	3.06195146E+12
14300	3.16134767E+12
14350	3.26368648E+12
14400	3.36903622E+12
14450	3.47748244E+12
14500	3.58912035E+12
14550	3.70402969E+12
14600	3.82228277E+12
14650	3.94397217E+12
14700	4.06920058E+12
14750	4.19804812E+12
14800	4.33061919E+12
14850	4.46701046E+12
14900	4.60730692E+12
14950	4.75162190E+12
15000	4.90005822E+12
15050	5.05272847E+12
15100	5.20973033E+12
15150	5.37119762E+12
