Pressure (atm),Temperature (K),P1_SymmetryFactor_1_P1->P2,W2_Energy_1_P1->P2,B4_Energy_1_P1->P2,W1_Frequencies_1_P1->P2,P2_SymmetryFactor_1_P1->P2,B5_ImaginaryFrequency_1_P1->P2,W1_Energy_1_P1->P2,B4_ImaginaryFrequency_1_P1->P2,B5_Frequencies_1_P1->P2,P2_Energy_1_P1->P2,B4_Frequencies_1_P1->P2,P2_Frequencies_1_P1->P2,B4_SymmetryFactor_1_P1->P2,P1_Frequencies_1_P1->P2,W1_SymmetryFactor_1_P1->P2,B5_SymmetryFactor_1_P1->P2,B5_Energy_1_P1->P2,W2_Frequencies_1_P1->P2,W2_SymmetryFactor_1_P1->P2,P1_Energy_1_P1->P2
1.0,400.0,0.9999997281022641,0.0,-1.258353223158276,0.0,0.0,-0.006637101564244877,0.0,3.231488350656475,0.015437066812931947,0.0,-1.6891931086153196,0.0,-1.0041222834458634,0.5716535073172734,0.0,0.0038251766795908007,0.0003029384657926589,0.0,0.0,1.2580532657495707
1.0,410.0,0.9999995596260806,0.0,-1.2275871734725095,0.0,0.0,-0.01272947345228975,0.0,2.8863906390812617,0.012309096728185396,0.0,-1.7215478544092822,0.0,-1.0032641785060776,0.5954513478248272,0.0,0.0030329135663825866,0.00022137420896981732,0.0,0.0,1.2273688548685449
1.0,420.0,0.9999993590407817,0.0,-1.198279693902598,0.0,0.0,-0.01776800387828653,0.0,2.5988026178288024,0.008974845981403775,0.0,-1.7527753812387146,0.0,-1.0023526052820184,0.619053427875725,0.0,0.0021907008133804596,0.0001370899202990741,0.0,0.0,1.1981455551948679
1.0,430.0,0.9999991311506112,0.0,-1.1703319884091297,0.0,0.0,-0.02174984888444604,0.0,2.359190230990155,0.0055668051652085476,0.0,-1.783091127562943,0.0,-1.0014235262114524,0.6424532602539552,0.0,0.0013318212651857362,5.3239982818433316e-05,0.0,0.0,1.1702814326883146
1.0,440.0,0.9999988809249585,0.0,-1.1436539310714475,0.0,0.0,-0.024712728406727412,0.0,2.1595565433564996,0.0021949268610150863,0.0,-1.8126780365084447,0.0,-1.0005067178413738,0.6656463711744787,0.0,0.0004838450936831219,-2.761718290489636e-05,0.0,0.0,1.1436838203350468
1.0,450.0,0.9999986132379112,0.0,-1.1181630884752038,0.0,0.0,-0.026721292045580613,0.0,1.993198764675638,-0.0010517768794328906,0.0,-1.8416886717500947,0.0,-0.9996262209997447,0.6886298721889316,0.0,-0.0003309567473426657,-0.00010346759050279201,0.0,0.0,1.118268288303498
1.0,460.0,0.9999983326994418,0.0,-1.0937838849829202,0.0,0.0,-0.027856768715639958,0.0,1.8545020258277105,-0.0041031969523521936,0.0,-1.8702480006876192,0.0,-0.9988009078809194,0.7114021087277272,0.0,-0.0010950903057393312,-0.00017278144480491523,0.0,0.0,1.093957748473226
1.0,470.0,0.9999980435534136,0.0,-1.0704468846621928,0.0,0.0,-0.028209267313381876,0.0,1.7387650831969352,-0.0069059125293668925,0.0,-1.8984564637685106,0.0,-0.9980450948301912,0.7339623749419416,0.0,-0.0017952736275145,-0.00023445043843581097,0.0,0.0,1.0706816733140412
1.0,480.0,0.9999977496234251,0.0,-1.0480881692700776,0.0,0.0,-0.02787217404016978,0.0,1.642053444478609,-0.009420969715880223,0.0,-1.9263930812216161,0.0,-0.9973691548097119,0.7563106847997192,0.0,-0.0024218716237083275,-0.00028772654435818237,0.0,0.0,1.0483754124316478
1.0,490.0,0.9999974542921864,0.0,-1.026648796005348,0.0,0.0,-0.02693818052810656,0.0,1.5610758560428974,-0.011621758993970024,0.0,-1.9541184416848092,0.0,-0.9967801011864994,0.7784475901923735,0.0,-0.002968357119013422,-0.0003321646634011508,0.0,0.0,1.0269795928214
1.0,500.0,0.9999971605037733,0.0,-1.006074322057223,0.0,0.0,-0.025496561969111486,0.0,1.4930805792427126,-0.013492052068338612,0.0,-1.9816774817929381,0.0,-0.9962821266517067,0.8003740378378302,0.0,-0.003430813125965645,-0.000367570396385439,0.0,0.0,1.0064395911063573
1.0,510.0,0.9999968707809197,0.0,-0.9863143855401264,0.0,0.0,-0.023631400093469535,0.0,1.4357683611624157,-0.015024228387569477,0.0,-2.009102009715803,0.0,-0.995877089301568,0.8220912578651943,0.0,-0.003807483772945484,-0.00039395348418405385,0.0,0.0,0.9867050678758095
1.0,520.0,0.9999965872516552,0.0,-0.9673223343913303,0.0,0.0,-0.02142051015929646,0.0,1.3872194487727145,-0.01621770157103952,0.0,-2.0364129548265306,0.0,-0.9955649433273304,0.8436006780265385,0.0,-0.004098376293880609,-0.0004114869891327788,0.0,0.0,0.9677295557618258
1.0,530.0,0.9999963116812128,0.0,-0.9490548963594869,0.0,0.0,-0.018934884223604374,0.0,1.3458323930289984,-0.01707754317202703,0.0,-2.063622344484686,0.0,-0.9953441152096719,0.8649038584587502,0.0,-0.0043049132895419595,-0.00042047199985427257,0.0,0.0,0.9494700941542327
1.0,540.0,0.999996045506339,0.0,-0.9314718844307897,0.0,0.0,-0.01623850593878104,0.0,1.3102727380601906,-0.017613293432400062,0.0,-2.090735020489893,0.0,-0.9952118283971777,0.8860024427861278,0.0,-0.00442963253538005,-0.00042130747277390303,0.0,0.0,0.9318869045066985
1.0,550.0,0.9999957898700325,0.0,-0.9145359330038416,0.0,0.0,-0.01338842637185882,0.0,1.279429991686205,-0.017837944343052067,0.0,-2.1177501143685684,0.0,-0.9951643806017932,0.906898122107326,0.0,-0.004475930538003429,-0.00041446473745376463,0.0,0.0,0.9149431010665807
1.0,560.0,0.9999955456553938,0.0,-0.8982122608931241,0.0,0.0,-0.010435017330487606,0.0,1.2523815308066832,-0.017767078285984703,0.0,-2.1446623039154225,0.0,-0.9951973783745709,0.9275926090520324,0.0,-0.004447845546795614,-0.00040046616116467897,0.0,0.0,0.8986044325996627
1.0,570.0,0.9999953135177468,0.0,-0.8824684578586779,0.0,0.0,-0.007422339738728792,0.0,1.2283623134289976,-0.017418145001865948,0.0,-2.1714628744647513,0.0,-0.9953059337491162,0.9480876196324921,0.0,-0.004349875608283384,-0.00037986747115985515,0.0,0.0,0.8828390513027262
1.0,580.0,0.9999950939145321,0.0,-0.8672742918598761,0.0,0.0,-0.0043885809047704205,0.0,1.2067394531781823,-0.016809860045369277,0.0,-2.198140608013641,0.0,-0.9954848276088094,0.9683848610640101,0.0,-0.004186827369007205,-0.0003532432573099244,0.0,0.0,0.8676173056221844
1.0,590.0,0.999994887132716,0.0,-0.852601534639566,0.0,0.0,-0.001366527042994284,0.0,1.1869908667916222,-0.015961708876722686,0.0,-2.22468252211295,0.0,-0.9957286441509404,0.988486024098891,0.0,-0.003963691591640946,-0.00032117521384996165,0.0,0.0,0.8529115541421078
1.0,600.0,0.9999946933136274,0.0,-0.8384238035809057,0.0,0.0,0.001615953039004714,0.0,1.1686873346853734,-0.014893542031656614,0.0,-2.251074478759683,0.0,-0.9960318804567451,1.008392778721346,0.0,-0.003685541683756556,-0.00028424272078559455,0.0,0.0,0.8386959980833008
1.0,610.0,0.9999945124752461,0.0,-0.8247164180578646,0.0,0.0,0.004535429950071353,0.0,1.1514774230419882,-0.013625248240138737,0.0,-2.2773016816191642,0.0,-0.9963890347777267,1.0281067722973702,0.0,-0.0033574519055735975,-0.00024301540896818358,0.0,0.0,0.8249465302775607
1.0,620.0,0.9999943445320443,0.0,-0.8114562687331498,0.0,0.0,0.0073724528556261375,0.0,1.1350748063705203,-0.012176493814551118,0.0,-2.303349077942562,0.0,-0.9967946767458473,1.0476296294728014,0.0,-0.0029844322942126707,-0.00019804739543235935,0.0,0.0,0.8116405987569066
1.0,630.0,0.999994189312524,0.0,-0.7986216984531797,0.0,0.0,0.010111113142573052,0.0,1.1192476050127689,-0.010566518030144675,0.0,-2.3292016796296777,0.0,-0.997243502326982,1.0669629532729472,0.0,-0.0025713776999300914,-0.00014987291577115425,0.0,0.0,0.7987570833338135
1.0,640.0,0.9999940465746243,0.0,-0.786192393555648,0.0,0.0,0.012738637028686413,0.0,1.1038094150696214,-0.00881397553350679,0.0,-2.3548448160808104,0.0,-0.9977303759743881,1.0861083269851681,0.0,-0.002123028664360558,-9.900311727679644e-05,0.0,0.0,0.7862761837515309
1.0,650.0,0.9999939160191784,0.0,-0.7741492845466362,0.0,0.0,0.01524500937414463,0.0,1.0886117607698091,-0.006936818016774273,0.0,-2.3802643298193193,0.0,-0.998250362107538,1.1050673165076679,0.0,-0.0016439421766477485,-4.592380993098455e-05,0.0,0.0,0.7741793181584435
1.0,660.0,0.999993797301607,0.0,-0.7624744552255334,0.0,0.0,0.017622629407283666,0.0,1.073537743140839,-0.0049522084777674615,0.0,-2.4054467243630193,0.0,-0.9987987477436433,1.1238414729282356,0.0,-0.00113847061845681,8.905997982348137e-06,0.0,0.0,0.7624490308115133
1.0,670.0,0.9999936900420257,0.0,-0.7511510594405416,0.0,0.0,0.01986599799589841,0.0,1.0584966954252377,-0.0028764623487978463,0.0,-2.430379272480775,0.0,-0.9993710578445199,1.1424323351599812,0.0,-0.0006107474532724589,6.505492673087645e-05,0.0,0.0,0.7510689080445676
1.0,680.0,0.9999935938339402,0.0,-0.7401632447481702,0.0,0.0,0.021971435362743107,0.0,1.0434196862295229,-0.0007250106244771433,0.0,-2.4550500917851696,0.0,-0.999963064708614,1.1608414325105407,0.0,-6.467843041238722e-05,0.0001221195387319799,0.0,0.0,0.7400235016506631
1.0,690.0,0.9999935082516848,0.0,-0.7294960823289457,0.0,0.0,0.023936827669730276,0.0,1.0282557369113312,0.00148761914074608,0.0,-2.4794481935736283,0.0,-1.0005707925348388,1.1790702870994965,0.0,0.000496062738122884,0.000179724243406937,0.0,0.0,0.7292982589263945
1.0,700.0,0.9999934328567549,0.0,-0.7191355025804962,0.0,0.0,0.025761400611283694,0.0,1.0129686410438241,0.00374780745203108,0.0,-2.503563509926547,0.0,-1.001190518108687,1.1971204160682218,0.0,0.001068035107066645,0.00023752088077824715,0.0,0.0,0.7188794587119728
1.0,800.0,0.9999931420691356,0.0,-0.6298049421321054,0.0,0.0,0.03670848164640537,0.0,0.851655979592107,0.026583777871304407,0.0,-2.727593005511115,0.0,-1.0073987625425007,1.36812518357795,0.0,0.006805451171855427,0.0007673130200093331,0.0,0.0,0.6290176527226118
1.0,900.0,0.9999934185817706,0.0,-0.560241728018779,0.0,0.0,0.037248619569857,0.0,0.6833084021226644,0.04501414391058901,0.0,-2.9184071604712707,0.0,-1.01231944212997,1.5229344876745503,0.0,0.011364664590972871,0.0010991208147694861,0.0,0.0,0.5591256691623733
1.0,1000.0,0.9999939697986573,0.0,-0.5044006077663122,0.0,0.0,0.031776840055251804,0.0,0.5235579746846089,0.055993083971491164,0.0,-3.077021565638698,0.0,-1.0151423101481662,1.663093143563677,0.0,0.01399360188949406,0.0011776372722435884,0.0,0.0,0.5032124863249019
1.0,1100.0,0.9999946199212448,0.0,-0.4584844627079939,0.0,0.0,0.023596149794731062,0.0,0.3820639045506721,0.05927168401637228,0.0,-3.207059177896308,0.0,-1.0158195898832656,1.7901206068676683,0.0,0.014645231280919014,0.0010171931713995434,0.0,0.0,0.4574656276841689
1.0,1200.0,0.9999952727784036,0.0,-0.4199916448489739,0.0,0.0,0.014755588758756617,0.0,0.2623591123145008,0.05574619152850394,0.0,-3.3128372554600007,0.0,-1.0146120338852436,1.9054532313037995,0.0,0.013558345630055386,0.0006569583945690491,0.0,0.0,0.4193434513215373
1.0,1300.0,0.99999588007158,0.0,-0.38720664161248053,0.0,0.0,0.006394906110095823,0.0,0.16436247173494728,0.04664933590874969,0.0,-3.398486249778329,0.0,-1.011868092630608,2.0104070021871707,0.0,0.011053409708223964,0.00014039120949104023,0.0,0.0,0.38708637024213727
1.0,1400.0,0.9999964206876103,0.0,-0.3589126100583412,0.0,0.0,-0.0009209123841862867,0.0,0.08626090878728067,0.03319731193655453,0.0,-3.467623982971057,0.0,-1.0079282883860383,2.1061622833441347,0.0,0.0074440429810038004,-0.0004929574626568536,0.0,0.0,0.3594375460718467
1.0,1500.0,0.999996888346437,0.0,-0.3342213090653429,0.0,0.0,-0.006966166630642098,0.0,0.025594657059961327,0.016457174204805528,0.0,-3.5232879721744785,0.0,-1.0030898415873442,2.1937636117601564,0.0,0.003004196568371781,-0.0012099680732683754,0.0,0.0,0.3354753044923407
1.0,1600.0,0.9999972844981029,0.0,-0.3124682674869324,0.0,0.0,-0.011705263806671232,0.0,-0.020184268488072882,-0.002686128801182017,0.0,-3.5679744020580184,0.0,-0.9975983688109791,2.274127903489734,0.0,-0.002039621863352134,-0.001984078627681053,0.0,0.0,0.3145083949484609
1.0,1700.0,0.9999976143260101,0.0,-0.29314580173595556,0.0,0.0,-0.015202766007203394,0.0,-0.0534526256099717,-0.023521192019970286,0.0,-3.6037128641778864,0.0,-0.9916507555312336,2.348056527466391,0.0,-0.00750576806483316,-0.0027945209508338856,0.0,0.0,0.2960082177719815
1.0,1800.0,0.9999978845416599,0.0,-0.27585884707475217,0.0,0.0,-0.01757080709956462,0.0,-0.07631474387633667,-0.04548690514201781,0.0,-3.6321459378765804,0.0,-0.9854018968016812,2.4162485373906333,0.0,-0.01325128478435867,-0.0036253275138443527,0.0,0.0,0.27956364251555305
1.0,1900.0,0.9999981022000468,0.0,-0.2602950124903579,0.0,0.0,-0.018939204228053248,0.0,-0.09058061186716894,-0.06814634620230597,0.0,-3.654601476150626,0.0,-0.9789721084179421,2.4793135947821,0.0,-0.019165089807536683,-0.004464377346032926,0.0,0.0,0.26485009438211876
1.0,2000.0,0.9999982740917098,0.0,-0.24620377391291332,0.0,0.0,-0.01943906575896171,0.0,-0.0977809489079837,-0.09116260936213312,0.0,-3.672153923112331,0.0,-0.9724539289988536,2.537783873709753,0.0,-0.025161715623340155,-0.005302573791961212,0.0,0.0,0.25160791487431633
1.0,2100.0,0.9999984064573677,0.0,-0.23338169803234904,0.0,0.0,-0.01919430446581052,0.0,-0.09919731454422331,-0.11427815172587637,0.0,-3.685674576827187,0.0,-0.9659179028377863,2.5921246702685097,0.0,-0.03117598315179638,-0.00613317152118378,0.0,0.0,0.23962690522221072
1.0,2200.0,0.9999985048800981,0.0,-0.22166174242155678,0.0,0.0,-0.01831770862429692,0.0,-0.09589627468954334,-0.13729784999714173,0.0,-3.69587205624139,0.0,-0.9594173081395367,2.6427436730788068,0.0,-0.03715864463029722,-0.006951240633003014,0.0,0.0,0.22873508531538758
1.0,2300.0,0.9999985742724532,0.0,-0.2109053709787415,0.0,0.0,-0.016909584740469986,0.0,-0.08876243589457397,-0.1600754086231231,0.0,-3.7033245819733582,0.0,-0.9529919405344106,2.689998967827086,0.0,-0.04307289576865329,-0.007753246443401362,0.0,0.0,0.21879038514083843
1.0,2400.0,0.9999986189116813,0.0,-0.20099665190924496,0.0,0.0,-0.015057801781951066,0.0,-0.07852815963928517,-0.18250259491347115,0.0,-3.708505620261563,0.0,-0.9466711036603656,2.734205900027893,0.0,-0.04889161804829186,-0.008536722834951634,0.0,0.0,0.2096744133990233
1.0,2500.0,0.9999986424967656,0.0,-0.19183777655092132,0.0,0.0,-0.012838553612634836,0.0,-0.06579927959857104,-0.20450077487100132,0.0,-3.711804232980184,0.0,-0.940475956580901,2.775642935811503,0.0,-0.05459521355520663,-0.009300019551752877,0.0,0.0,0.20128772167877695
1.0,2600.0,0.9999986482128073,0.0,-0.1833456128610666,0.0,0.0,-0.01031744589375722,0.0,-0.051076869565804435,-0.22601428431815565,0.0,-3.7135412407144472,0.0,-0.9344213494174061,2.814556657892593,0.0,-0.060169911485832867,-0.01004210718172264,0.0,0.0,0.19354616153397838
1.0,2700.0,0.9999986387950378,0.0,-0.17544902337507026,0.0,0.0,-0.007550685459728495,0.0,-0.0347754252118709,-0.2470052473993209,0.0,-3.713982087338725,0.0,-0.9285172561627913,2.85116602265295,0.0,-0.06560644600882524,-0.010762426821475006,0.0,0.0,0.18637805111241454
1.0,2800.0,0.9999986165886309,0.0,-0.16808675555601424,0.0,0.0,-0.0045862515816541575,0.0,-0.017237930373233276,-0.26744952925579935,0.0,-3.7133471087510626,0.0,-0.9227698923607252,2.8856659897738592,0.0,-0.07089902471810765,-0.011460774223973746,0.0,0.0,0.1797219489454935
1.0,2900.0,0.999998583602644,0.0,-0.16120576596747116,0.0,0.0,-0.00146498792336561,0.0,0.0012517151738491955,-0.2873335745317584,0.0,-3.7118197571519467,0.0,-0.9171825870033471,2.918230620866231,0.0,-0.07604452377346464,-0.012137210517733124,0.0,0.0,0.17352488834038945
1.0,3000.0,0.9999985415576267,0.0,-0.15475987695002666,0.0,0.0,0.001778411702024483,0.0,0.02045846854643748,-0.3066519368409075,0.0,-3.7095532119730703,0.0,-0.9117564629610956,2.9490157294374444,0.0,-0.08104185966780592,-0.01279199339866388,0.0,0.0,0.16774096489904114
1.0,3100.0,0.9999984919270645,0.0,-0.1487086907911973,0.0,0.0,0.005114531318956118,0.0,0.04018773494851677,-0.32540534716788816,0.0,-3.7066757141733304,0.0,-0.906490968248377,2.97816115189136,0.0,-0.08589149862031897,-0.01342552410670083,0.0,0.0,0.16233019742447086
1.0,3200.0,0.9999984359731331,0.0,-0.14301670521420756,0.0,0.0,0.008518471588987735,0.0,0.06027845307041721,-0.3435992029466865,0.0,-3.7032948870783917,0.0,-0.9013842909866718,3.0057926982522223,0.0,-0.09059507329339224,-0.014038306587382891,0.0,0.0,0.15725760241006875
1.0,3300.0,0.9999983747773683,0.0,-0.13765258766659072,0.0,0.0,0.011969191236208732,0.0,0.0805974045653017,-0.36124238591949204,0.0,-3.699501249836705,0.0,-0.8964336835701974,3.032023831891827,0.0,-0.09515508331041993,-0.014630916073133134,0.0,0.0,0.15249243680572053
1.0,3400.0,0.9999983092668735,0.0,-0.132588575905499,0.0,0.0,0.015448940676818412,0.0,0.1010345249097403,-0.3783463373480745,0.0,-3.695371085268241,0.0,-0.8916357158363943,3.0569571195817575,0.0,-0.0995746613082508,-0.01520397495758441,0.0,0.0,0.14800757441507706
1.0,3500.0,0.999998240236669,0.0,-0.12779997980312371,0.0,0.0,0.01894277690048958,0.0,0.12149903326863544,-0.39492433500098123,0.0,-3.690968789498766,0.0,-0.886986472633166,3.080685486511884,0.0,-0.10385739032412547,-0.015758134324633213,0.0,0.0,0.14377898919738524
1.0,3600.0,0.9999981683687234,0.0,-0.12326476485818079,0.0,0.0,0.022438149038873367,0.0,0.14191623257463754,-0.4109909286046826,0.0,-3.6863488040381647,0.0,-0.8824817077664291,3.1032933053319582,0.0,-0.10800716145985245,-0.016294059867558087,0.0,0.0,0.13978532468662405
1.0,3700.0,0.9999980942481599,0.0,-0.1189632021054335,0.0,0.0,0.02592454489906369,0.0,0.16222485867749475,-0.42656149993995157,0.0,-3.6815572101239264,0.0,-0.8781169636762092,3.1248573436166076,0.0,-0.11202806319641143,-0.016812421219843585,0.0,0.0,0.13600753323528447
1.0,3800.0,0.9999980183770522,0.0,-0.11487757232383135,0.0,0.0,0.02939318976802669,0.0,0.18237487999681612,-0.4416519211210893,0.0,-3.6766330488620724,0.0,-0.8738876641493988,3.145447590275318,0.0,-0.11592429561396694,-0.017313883939149243,0.0,0.0,0.13242857222021323
1.0,3900.0,0.9999979411861779,0.0,-0.11099191491200633,0.0,0.0,0.03283678985636172,0.0,0.20232566746543132,-0.45627829030587014,0.0,-3.671609417923108,0.0,-0.8697891857951083,3.165127978198545,0.0,-0.11970010423186295,-0.017799103554988097,0.0,0.0,0.12903314698644835
1.0,4000.0,0.9999978630450409,0.0,-0.10729181371333493,0.0,0.0,0.03624931376509419,0.0,0.222044469430652,-0.470456728525809,0.0,-3.6665143854973015,0.0,-0.8658169127788944,3.1839570177391003,0.0,-0.12335972931767693,-0.01826872122113585,0.0,0.0,0.12580749234981264
