*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
         1000           10  2.41308e+10    0.0349912  0.000158445    0.0046072
         1005           10  2.40488e+10    0.0322508  0.000111024   0.00331384
         1010           10  2.39677e+10    0.0351092  0.000163225   0.00477851
         1015           10  2.38872e+10    0.0347721  0.000156456   0.00461401
         1020           10  2.38075e+10    0.0320597  0.000109715   0.00331716
         1025           10  2.37285e+10    0.0317253  0.000105566   0.00321232
         1030           10  2.36502e+10    0.0345466  0.000155018   0.00463467
         1035           10  2.35725e+10    0.0342368  0.000149704   0.00450471
         1040           10  2.34956e+10    0.0315489  0.000104442   0.00322132
         1045           10  2.34193e+10    0.0313207  0.000101637     0.003151
         1050           10  2.33437e+10    0.0340001  0.000148213   0.00451535
         1055           10  2.32687e+10    0.0336739  0.000142675   0.00437869
         1060           10  2.31944e+10    0.0310776  0.000100465   0.00315345
         1065           10  2.31207e+10    0.0308265  9.73618e-05     0.003076
         1070           10  2.30476e+10    0.0334579  0.000142077   0.00441029
         1075           10  2.29752e+10    0.0331333  0.000137448   0.00429454
         1080           10  2.29033e+10    0.0306309  9.65648e-05   0.00308569
         1085           10  2.28321e+10    0.0303953  9.39936e-05   0.00302183
         1090           10  2.27614e+10    0.0329608  0.000136494   0.00431211
         1095           10  2.26914e+10    0.0327191  0.000133058    0.0042264
         1100           10  2.26219e+10    0.0302142  9.32741e-05   0.00303508
         1105           10  2.25529e+10    0.0299247  9.03797e-05   0.00294865
         1110           10  2.24845e+10    0.0325823  0.000132432   0.00425999
         1115           10  2.24167e+10    0.0299281  9.27562e-05   0.00304331
         1120           10  2.23494e+10    0.0298488  9.03388e-05   0.00298226
         1125           10  2.22827e+10    0.0323343  0.000131888   0.00429934
         1130           10  2.22165e+10    0.0320503  0.000128028    0.0041828
         1135           10  2.21508e+10    0.0296476  9.08292e-05   0.00303633
         1140           10  2.20856e+10    0.0294173  8.74601e-05   0.00293328
         1145           10  2.20209e+10    0.0318841     0.000128   0.00424161
         1150           10  2.19568e+10    0.0316842    0.0001228   0.00407843
         1155           10  2.18931e+10    0.0292545  8.78348e-05   0.00298622
         1160           10  2.18299e+10    0.0291344  8.56722e-05   0.00292306
         1165           10  2.17672e+10     0.031378  0.000123547   0.00413876
         1170           10   2.1705e+10    0.0313103  0.000120983   0.00407815
         1175           10  2.16433e+10    0.0288805  8.53224e-05   0.00293703
         1180           10   2.1582e+10    0.0286505  8.32834e-05   0.00287856
         1185           10  2.15212e+10    0.0311289  0.000121131     0.004127
         1190           10  2.14608e+10    0.0308542  0.000117729   0.00403187
         1195           10  2.14009e+10    0.0285504  8.36496e-05   0.00292176
         1200           10  2.13414e+10    0.0283371  8.16746e-05   0.00286538
         1205           10  2.12824e+10    0.0307335  0.000118155   0.00408481
         1210           10  2.12237e+10    0.0283951  8.39904e-05   0.00296068
         1215           10  2.11656e+10    0.0281893  8.19011e-05   0.00290151
         1220           10  2.11078e+10    0.0306131  0.000118395   0.00413027
         1225           10  2.10505e+10    0.0303567  0.000114982   0.00403414
         1230           10  2.09935e+10     0.028089  8.21462e-05   0.00293954
         1235           10   2.0937e+10    0.0279275  8.04233e-05   0.00288952
         1240           10  2.08809e+10    0.0302285  0.000115435   0.00408415
         1245           10  2.08251e+10    0.0299921   0.00011282   0.00401145
         1250           10  2.07698e+10    0.0277615  8.09626e-05   0.00293341
