Pressure (atm),Temperature (K),colrel_Epsilons_P3->P4,colrel_Epsilons_P3->P5,colrel_Epsilons_P1->P4,colrel_Epsilons_P4->P5,colrel_Epsilons_P5->W3,colrel_Epsilons_P2->W3,colrel_Epsilons_P1->P2,colrel_Epsilons_P1->P3,colrel_Epsilons_P2->P3,colrel_Epsilons_P1->W3,colrel_Epsilons_P2->P4,colrel_Epsilons_P3->W3,colrel_Epsilons_P1->P5,colrel_Epsilons_P2->P5,colrel_Epsilons_P4->W3,B13_Energy_1_P3->P4,B13_Energy_1_P3->P5,B13_Energy_1_P1->P4,B13_Energy_1_P4->P5,B13_Energy_1_P5->W3,B13_Energy_1_P2->W3,B13_Energy_1_P1->P2,B13_Energy_1_P1->P3,B13_Energy_1_P2->P3,B13_Energy_1_P1->W3,B13_Energy_1_P2->P4,B13_Energy_1_P3->W3,B13_Energy_1_P1->P5,B13_Energy_1_P2->P5,B13_Energy_1_P4->W3,colrel_Factor_P3->P4,colrel_Factor_P3->P5,colrel_Factor_P1->P4,colrel_Factor_P4->P5,colrel_Factor_P5->W3,colrel_Factor_P2->W3,colrel_Factor_P1->P2,colrel_Factor_P1->P3,colrel_Factor_P2->P3,colrel_Factor_P1->W3,colrel_Factor_P2->P4,colrel_Factor_P3->W3,colrel_Factor_P1->P5,colrel_Factor_P2->P5,colrel_Factor_P4->W3,W1a_Energy_1_P3->P4,W1a_Energy_1_P3->P5,W1a_Energy_1_P1->P4,W1a_Energy_1_P4->P5,W1a_Energy_1_P5->W3,W1a_Energy_1_P2->W3,W1a_Energy_1_P1->P2,W1a_Energy_1_P1->P3,W1a_Energy_1_P2->P3,W1a_Energy_1_P1->W3,W1a_Energy_1_P2->P4,W1a_Energy_1_P3->W3,W1a_Energy_1_P1->P5,W1a_Energy_1_P2->P5,W1a_Energy_1_P4->W3,colrel_Power_P3->P4,colrel_Power_P3->P5,colrel_Power_P1->P4,colrel_Power_P4->P5,colrel_Power_P5->W3,colrel_Power_P2->W3,colrel_Power_P1->P2,colrel_Power_P1->P3,colrel_Power_P2->P3,colrel_Power_P1->W3,colrel_Power_P2->P4,colrel_Power_P3->W3,colrel_Power_P1->P5,colrel_Power_P2->P5,colrel_Power_P4->W3
0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.489574148525932e-05,-1.1515835585543843,0.0,0.0,-1.0221453307640025,4.2111034294956723e-05,-0.253908197740125,0.0011884905041445832,0.0,-0.03369430891173547,0.0,-1.353713602978801,-0.001136223974235676,-0.3463338385983349,-0.0012517372020654932,18.165888798075244,0.003438112655540707,0.09715083979940653,-0.1383531309114096,-1.8884911411522733,0.8532238627311027,-1.5504337113513607,0.005974283229057567,0.0004197607899299918,0.000518641431867325,0.00012702806894777585,0.0,0.0,0.0,0.0,0.0,2.87904183421502e-05,-0.08532217986441339,0.0,0.002218714148592058,0.0,0.02368379227471616,0.0,0.0,3.2584246240283906e-05,0.0,0.5579726928153531,0.00042334559257006815,0.1386274946933215,0.0004893637795308178,-7.750208783011271,-0.003974645945671167,-0.0385513694943701,0.05675769910310467,0.7729143305314461,-0.3592166313227247,0.6331475803854478,-0.00409537668457423,-7.807346233469734e-05,-0.00011751494257918942,0.00032371173140714635
0.1,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86406580131675e-05,-1.1074678229885173,0.0,0.0,-0.9906571060480182,2.5695060339056153e-05,-0.23442954570052774,0.00047991780413205115,0.0,-0.03310715010775505,0.0,-1.3168666367118422,-0.0010849653246739616,-0.3192708768749061,-0.001160234295981156,17.74830565870507,-0.018371694961737173,0.09079484570142206,-0.12676932264874508,-1.818555602818182,0.8698806486725293,-1.5135697856525432,-0.02177072408788144,0.0003859848378868763,0.0005689464167193488,-0.0013890064240520918,0.0,0.0,0.0,0.0,0.0,-0.0004289914900561682,-0.08009424760398783,0.0,0.0028225901914522406,0.0,0.025407832239399613,0.0,0.0,7.769287257974509e-05,0.0,0.4781091920214846,0.0002935493733484776,0.11244979402458871,0.0003908630836102079,-6.736012547201516,0.0031608190582555116,-0.0318071226652351,0.04559819861484757,0.6508578126052845,-0.32690441422460004,0.5421089741186722,-0.0058694221544675195,-0.00014553297200365552,-7.419444744550074e-05,-0.003683628306714661
0.1,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.306381987568211e-07,-1.070434946120474,0.0,0.0,-0.9637084184679421,2.8383597205791112e-05,-0.21218085937768216,0.00021310399422640086,0.0,-0.032546500381905555,0.0,-1.2818205929116153,-0.000932403767197979,-0.293654463215831,-0.0010385324054593855,17.4789889176872,-0.030730081104174103,0.08494197968813988,-0.11677059301472613,-1.7559513340270818,0.9016549489971626,-1.4763327151291976,0.002289502312930488,0.0004238606465265544,0.0005638226276014523,0.006152679449035661,0.0,0.0,0.0,0.0,0.0,0.0023048232760455407,-0.07674155342125144,0.0,0.0004397113249911025,0.0,0.018883974013623017,0.0,0.0,-0.00024036492445820394,0.0,0.40313264948308414,0.0002876068711379754,0.0898791840058006,0.00030951801810383814,-5.574401328274202,0.013910061865870111,-0.02589275865185283,0.03643316504684051,0.565260417633104,-0.2696703688129876,0.4713034849873064,0.04301713549757933,-4.410063238315382e-05,-0.00022060147861240916,0.014904226719174081
0.1,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.006397295484741e-07,-1.0393516351274033,0.0,0.0,-0.9524616611946792,4.087023045469323e-06,-0.19478424496549934,8.284036702768271e-05,0.0,-0.03196606376857698,0.0,-1.2410677699491173,-0.0008708260565454611,-0.2694416658671374,-0.000984345516100648,17.22620166743415,-0.049386485168742424,0.07923899836844323,-0.1073255101776486,-1.7194162372521173,0.8921039327891376,-1.458367399344895,-0.08117400098720333,0.00033433942508793925,0.0009782885035882652,-0.00942907911265627,0.0,0.0,0.0,0.0,0.0,-0.0052109733152610705,-0.06998873783547997,0.0,0.006483819954670486,0.0,0.03723062998139959,0.0,0.0,0.00040651657173871816,0.0,0.33858198445661364,0.00020009210130435715,0.07082906601093272,0.00024702696152735396,-4.740114354583838,0.002668596078162457,-0.020838312851901034,0.028696130870790943,0.4332562999577768,-0.27659640550432785,0.37044953988061763,-0.0473184524868566,-0.00024296191844593994,9.402184174289144e-05,-0.024496408005636308
0.1,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.156330627817927e-07,-0.9874977523070719,0.0,0.0,-0.9152615720983603,-3.3898388586867657e-06,-0.17562871654413756,3.3982266125572616e-05,0.0,-0.03145218363020821,0.0,-1.20990721072683,-0.0008348711843870889,-0.24646984766001884,-0.0009287856484231772,16.909147557695427,-0.054866732104381914,0.07395451913603572,-0.0986894065514458,-1.637181660747968,0.9298075074946047,-1.4138441659413004,-0.03505238860636043,0.00041471527276440006,0.0010735270190435108,0.003332906371972795,0.0,0.0,0.0,0.0,0.0,0.0032156609271821015,-0.06684317213664,0.0,-0.0014246081188825786,0.0,0.016901895599075612,0.0,0.0,-4.812914256666694e-05,0.0,0.2744555031083059,0.00013539529105265676,0.05432457683225737,0.0001824233806038277,-3.940911899181926,0.013099232136683578,-0.01623162371964315,0.022111739211319165,0.37870673348880496,-0.20846151103824395,0.33045664613511566,0.013889911310220531,-8.576804549876991e-05,-0.00012304837691665975,0.00457700389568919
0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.541877747740486e-07,-0.9443438394410901,0.0,0.0,-0.8938668978100853,-9.678177492112322e-07,-0.16044253669763833,1.7081008179016937e-05,0.0,-0.03095631378486172,0.0,-1.1729008263825982,-0.0007808085714701514,-0.2247485480066174,-0.0008565629886892447,16.553959357431914,-0.06139902949474374,0.06877484789679769,-0.09057711989256656,-1.5840391987968923,0.9563360754280875,-1.3976457105664957,-0.006356413881318712,0.0004618821355596407,0.0012318175727117464,0.009892807566516431,0.0,0.0,0.0,0.0,0.0,0.004167298306615893,-0.06435364334457135,0.0,-0.0023775791906485415,0.0,0.015535160059367824,0.0,0.0,-0.0003026748625384193,0.0,0.21625937412539814,9.914811385963825e-05,0.040414312747347456,0.0001291188512944662,-3.150524396071205,0.017545264594218263,-0.01233766197213907,0.016543371211333792,0.3126119637689121,-0.15605830782892793,0.27316290575396096,0.05116123175372753,1.7328474953510702e-05,-0.000255182208748414,0.01846378835112668
0.1,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3018960188367433e-07,-0.9138679525510184,0.0,0.0,-0.885157264730134,1.4707483128818952e-06,-0.14965681488550994,8.535035479969506e-06,0.0,-0.030458696301566127,0.0,-1.1300179172235485,-0.0007133877108537377,-0.20429631959338332,-0.0007806323363742421,16.161484662582268,-0.07203111223738032,0.0636997493497287,-0.08277353395888182,-1.5552602371638427,0.9623238787039194,-1.3981402458944403,-0.02933899539419879,0.000438082197028745,0.0016050101333215045,0.005860988119698343,0.0,0.0,0.0,0.0,0.0,-0.0013561762355763399,-0.06041786780552719,0.0,0.0025047122644157364,0.0,0.030730773381141455,0.0,0.0,-9.875589039095308e-05,0.0,0.16505168668813014,7.271834530161853e-05,0.028869403264678364,9.152481243332572e-05,-2.406301928461878,0.01162245511808664,-0.009072362416805759,0.01186109087563901,0.2253094939397896,-0.1353310185174039,0.19796053173632838,0.023032721146662674,-2.4035521946621726e-05,-0.000167175753104352,0.004130233981608748
0.1,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0514620174377856e-07,-0.8868024639681961,0.0,0.0,-0.8724220662844416,1.492616070576704e-06,-0.140946559101996,2.666042511154545e-06,0.0,-0.02996793275331017,0.0,-1.0857853175252705,-0.0006479252114853307,-0.18505438960414758,-0.0007128902641721676,15.727449759449492,-0.08242344938456503,0.05885070197765698,-0.07523538180655594,-1.5216362996653634,0.9659138607130389,-1.3915635642911377,-0.06138675782504214,0.0004026000310260911,0.0020941336032366136,0.0022251652035544006,0.0,0.0,0.0,0.0,0.0,-0.004714689594985256,-0.05551665582575421,0.0,0.004736697673938482,0.0,0.03926049387113544,0.0,0.0,0.00018060080336199642,0.0,0.11853697748311486,4.7210323449953524e-05,0.019313695417219105,6.455237001148335e-05,-1.7251346500834726,0.003982988664830086,-0.00625512412919995,0.007948946624373357,0.1451357217804403,-0.1187161825954173,0.1318148256478043,-0.019414319330461994,-9.391178367631434e-05,-2.955688721207742e-05,-0.012836705873403294
0.1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.677836087399175e-08,-0.8568529807809215,0.0,0.0,-0.8500387688529704,2.810372009995226e-07,-0.13274067645839152,-5.379791753286024e-07,0.0,-0.02949477197323224,0.0,-1.040210666451734,-0.0005922881586292137,-0.16693803957105402,-0.0006569265592376489,15.261692000796963,-0.08887855715392654,0.0542937423749022,-0.06800562266358083,-1.4730249384774567,0.978625865006225,-1.3736449829825967,-0.06949286275883652,0.0003957085364118658,0.0025791860229644405,0.005383448719832304,0.0,0.0,0.0,0.0,0.0,-0.0030740706462309446,-0.0509256448678273,0.0,0.0014012373376455496,0.0,0.03268976247030762,0.0,0.0,0.0002679119740952756,0.0,0.07507268243982615,2.274715097312622e-05,0.011441832373981931,4.2049668046345134e-05,-1.1044573033973846,0.00019134419766047507,-0.003797199237005361,0.004715429749163066,0.08665976656483683,-0.08807401902032423,0.08452497711720308,-0.03629173362707135,-0.00010707208183540496,3.434368971953535e-05,-0.016518935477423467
0.1,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2410359231833646e-07,-0.823592250914765,0.0,0.0,-0.8225540607672593,-7.719551771390812e-07,-0.12481547802286448,-1.0446221735886826e-06,0.0,-0.029042598172815473,0.0,-0.9894852035941473,-0.0005465437907016811,-0.14989676363844237,-0.0006107388854803778,14.784941002107464,-0.09039719320020023,0.0500243765228639,-0.061143407377661114,-1.417011208667604,0.9998072169564151,-1.3534193567083475,-0.050649857864904835,0.0004175316925460479,0.0030134901935645023,0.01460853188472205,0.0,0.0,0.0,0.0,0.0,0.0011556795543825676,-0.047414112946979066,0.0,-0.00490565084872163,0.0,0.017613570661263976,0.0,0.0,0.00015797662181514993,0.0,0.03484261491358287,1.9154835392073886e-06,0.0050494965543483985,2.0754083564351048e-05,-0.5361411953847259,0.00018158574391928322,-0.0016889818365057804,0.0020875908652714715,0.04539273730059878,-0.04394429955679857,0.04872909139654961,-0.023587195338426008,-5.89691704867282e-05,2.099761507927887e-05,-0.007971897075043078
