    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
             45    3.15085e+13              0    1.75801e+17       0.277894
             46    3.56164e+13              0    1.99912e+17        0.84829
             47    4.01678e+13              0    2.26918e+17        2.56891
             48     4.5201e+13              0     2.5712e+17        7.71938
             49     5.0757e+13              0    2.90847e+17        23.0209
             50    5.68792e+13              0    3.28456e+17        68.1457
             51    6.36139e+13              0    3.70334e+17        200.246
             52    7.10104e+13              0    4.16903e+17        584.046
             53    7.91208e+13              0    4.68618e+17        1689.56
             54    8.80004e+13              0     5.2268e+17         4835.9
             55    9.77078e+13              0    5.68829e+17        13600.2
             56    1.08305e+14              0    6.04604e+17        36994.9
             57    1.19858e+14              0    6.78035e+17        94998.6
             58    1.32435e+14              0    7.04468e+17         225450
             59     1.4611e+14              0    7.86243e+17         490587
             60     1.6096e+14              0    8.10123e+17         982509
             61    1.77066e+14              0    8.59322e+17    1.82785e+06
             62    1.94514e+14              0    9.11469e+17    3.19164e+06
             63    2.13393e+14              0    9.83723e+17    5.27976e+06
             64    2.33799e+14              0     1.0145e+18    8.33972e+06
             65     2.5583e+14              0     1.0279e+18    1.26602e+07
             66    2.79591e+14              0    1.14537e+18    1.85701e+07
             67    3.05191e+14              0    1.09304e+18    2.64363e+07
             68    3.32746e+14              0    1.13075e+18    3.66612e+07
             69    3.62375e+14              0    1.17558e+18    4.96788e+07
             70    3.94204e+14              0    1.17322e+18    6.59511e+07
             71    4.28366e+14              0    1.22629e+18    8.59645e+07
             72    4.64997e+14              0    1.21862e+18    1.10225e+08
             73    5.04243e+14              0    1.26304e+18    1.39256e+08
             74    5.46254e+14              0    1.27847e+18    1.73591e+08
             75    5.91186e+14              0    1.26235e+18    2.13771e+08
             76    6.39205e+14              0      1.361e+18    2.60344e+08
             77    6.90481e+14              0    1.29432e+18    3.13856e+08
             78    7.45193e+14              0     1.3113e+18    3.74851e+08
             79    8.03526e+14              0    1.36312e+18    4.43867e+08
             80    8.65675e+14              0    1.32994e+18    5.21434e+08
             81    9.31841e+14              0    1.36088e+18     6.0807e+08
             82    1.00223e+15              0    1.36005e+18    7.04281e+08
             83    1.07707e+15              0    1.37654e+18    8.10557e+08
             84    1.15658e+15              0    1.35526e+18    9.27372e+08
             85      1.241e+15              0    1.35898e+18    1.05518e+09
             86    1.33057e+15              0    1.38673e+18    1.19441e+09
             87    1.42555e+15              0    1.33541e+18    1.34549e+09
             88     1.5262e+15              0    1.36267e+18    1.50881e+09
             89    1.63279e+15              0    1.35878e+18    1.68473e+09
             90    1.74561e+15              0    1.33416e+18     1.8736e+09
             91    1.86496e+15              0    1.34088e+18    2.07576e+09
             92    1.99114e+15              0    1.33496e+18     2.2915e+09
             93    2.12446e+15              0    1.34717e+18    2.52111e+09
             94    2.26526e+15              0    1.31164e+18    2.76484e+09
             95    2.41386e+15              0    1.31621e+18    3.02293e+09
             96    2.57063e+15              0    1.32683e+18    3.29559e+09
             97    2.73593e+15              0    1.27979e+18    3.58301e+09
             98    2.91013e+15              0    1.30472e+18    3.88536e+09
             99    3.09362e+15              0    1.29442e+18    4.20278e+09
            100     3.2868e+15              0    1.26577e+18    4.53542e+09
