Pressure (atm),Temperature (K),B7_Energy_1_P3->P4,B7_Energy_1_P3->P5,B7_Energy_1_P3->W3,B7_Energy_1_P4->P5,B7_Energy_1_P1->P3,B7_Energy_1_W3->P5,B7_Energy_1_W3->P4,B7_Energy_1_W3->P1,B7_Energy_1_W3->P3,B7_Energy_1_P5->W3,B7_Energy_1_P1->W3,B7_Energy_1_P4->W3,B7_Energy_1_P1->P4,B7_Energy_1_P1->P5
0.1,510.0,0.0012542012151766605,-0.0002715824745748075,-1.7789684603836405e-05,-0.00036738084537771287,1.7330967694992634e-05,0.0001849620195630135,-1.0492011949352776e-05,-5.102112998198427e-06,-3.117152989982802e-05,0.0001843011395749522,-6.613934142762122e-07,-5.023643121578876e-06,-0.00034174795600673205,-7.41190363115269e-05
0.1,520.0,0.001748616191679815,-0.00031825548481249287,-2.8563254228838594e-05,-0.0004277663084135652,1.9981270150889544e-05,0.0033503177983809033,-2.5867757227939272e-05,-7.950860858351116e-06,-4.142101365844826e-05,0.003351009205139284,-1.402371056344262e-06,-2.0395943472251307e-05,-0.0002798559191952384,-8.700212509992593e-05
0.1,530.0,0.002215012596294625,-0.00036884199161767856,-3.6999811143150656e-05,-0.0004937811479078507,2.253496079771363e-05,0.005636907856578522,-3.916628436784543e-05,-1.03404680319752e-05,-4.918203055638292e-05,0.005638818594986191,-1.8060149685268626e-06,-3.381039277459281e-05,-0.00018006495819888847,-0.00010218758048996553
0.1,540.0,0.0026465958161806602,-0.00042346880802760406,-4.2904586254214846e-05,-0.0005655420228681675,2.5040818712468016e-05,0.007114233840080235,-4.963799498835239e-05,-1.218251544373884e-05,-5.4285182568467796e-05,0.007117221527545523,-1.8669234878488702e-06,-4.4504681348712015e-05,-4.833794863333161e-05,-0.00011984111089264487
0.1,550.0,0.0030437646348717468,-0.00048229369736542735,-4.6229754540027824e-05,-0.0006431701224565025,2.7572839439930547e-05,0.007874417691059727,-5.680177697477254e-05,-1.3427482609301782e-05,-5.6708941458202555e-05,0.007878339510736786,-1.5987783036568726e-06,-5.198299017695079e-05,0.00010815685333639831,-0.00014009233846501838
0.1,560.0,0.003413308186275085,-0.0005454938615358644,-4.705255167681384e-05,-0.0007267820506536652,3.0224162898643146e-05,0.008022122977841318,-6.0426847093255635e-05,-1.4060931778860911e-05,-5.6556729768769454e-05,0.008026841928174567,-1.0309454967290523e-06,-5.599880861684011e-05,0.0002817651740228175,-0.0001630387489049319
0.1,570.0,0.0037673531700068855,-0.0006132540119110967,-4.5551010769441374e-05,-0.0008164803919540258,3.3100924083830064e-05,0.007666560505400142,-6.0502747576711375e-05,-1.4098450199379844e-05,-5.403182277804006e-05,0.007671949375586938,-2.0479825021478316e-07,-5.6525718578359046e-05,0.00046496984744952475,-0.0001887503384348072
0.1,580.0,0.0041221907314394615,-0.0006857549429283653,-4.197941179044029e-05,-0.0009123448560505273,3.631640844779547e-05,0.006915420960258997,-5.720273570551069e-05,-1.3579999356189634e-05,-4.9412156802531605e-05,0.006921364506060539,8.299352580509348e-07,-5.372139520736144e-05,0.0006508987747673915,-0.0002172744112274682
0.1,590.0,0.004497082805936417,-0.0007631632417982898,-3.66449380703858e-05,-0.0010144246064511277,3.998576827558768e-05,0.005870501601190931,-5.084465695247555e-05,-1.2564164938444086e-05,-4.3026522384010565e-05,0.005876897361176782,2.0185838156594176e-06,-4.788893289069894e-05,0.0008337120433379604,-0.00024864014558482366
0.1,600.0,0.004913120510865891,-0.0008456225248759478,-2.9886524307606745e-05,-0.0011227321296811556,4.422145275050571e-05,0.004624763529045356,-4.18523214888088e-05,-1.1122661324786884e-05,-3.52331060862665e-05,0.004631521666159262,3.30456619804136e-06,-3.943853801813077e-05,0.0010088719876783108,-0.000282862686079052
0.1,610.0,0.005392183675737175,-0.0009332463962340191,-2.2056467916951652e-05,-0.001237238803549258,4.9129422961589706e-05,0.0032605552691090294,-3.0719471854723976e-05,-9.335325515022714e-06,-2.640092978341136e-05,0.0032675977589308063,4.6319683649722285e-06,-2.885169873105064e-05,0.0011733062181619716,-0.0003199466292349774
0.1,620.0,0.005956031303002898,-0.001026113175036864,-1.3505056890701648e-05,-0.001357872173494134,5.480616210676864e-05,0.001848755703506709,-1.7977659897670156e-05,-7.285739279150039e-06,-1.689441742428211e-05,0.0018560151268761905,5.947635721640471e-06,-1.664917130573757e-05,0.0013254773122479539,-0.00035988885346416506
0.1,630.0,0.006625537584401035,-0.0011242623305317018,-4.568232848214169e-06,-0.0014845148401404662,6.133644786402483e-05,0.00044861653764163704,-4.1687436344732425e-06,-5.0575439051274105e-06,-7.061085821265505e-06,0.00045603467624596837,7.20278630698406e-06,-3.363513511529457e-06,0.0014653745668483048,-0.00040268070309211663
0.1,640.0,0.0074200766888733736,-0.001227692490520954,4.441855207611375e-06,-0.001617004792031139,6.879182526922419e-05,-0.0008918841851560602,1.0177744014276577e-05,-2.7314569439116423e-06,2.7778052718546063e-06,-0.0008843578034981074,8.354174810694754e-06,1.0483565780977711e-05,0.0015944434874315247,-0.000448309575488626
0.1,650.0,0.008357051369450547,-0.0013363608444336586,1.3243656170694796e-05,-0.0017551369778370765,7.722970143730435e-05,-0.0021353341852186243,2.4562432762199204e-05,-3.8296180452183e-07,1.2333911473333499e-05,-0.0021277436885232003,9.364852456942448e-06,2.4399104081549658e-05,0.0017154679887108407,-0.0004967599836495211
0.1,660.0,0.009451554945009981,-0.0014501837393117857,2.1590690955119084e-05,-0.0018986658953335182,8.669297535238886e-05,-0.0032539512739871383,3.85294606581699e-05,1.9193841376178514e-06,2.1356095730719277e-05,-0.003246335727760789,1.0204575980961566e-05,3.793231941295806e-05,0.0018324189616176195,-0.0005480141779060549
0.1,670.0,0.010716152853641468,-0.0015690382606201466,2.9274031367373252e-05,-0.002047308974028075,9.721011436948877e-05,-0.0042285194743988015,5.167576894953634e-05,4.115091985780749e-06,2.9632702795978298e-05,-0.004220914003307332,1.0849921909793762e-05,5.068401206451164e-05,0.0019502811963342582,-0.0006020524130661887
0.1,680.0,0.012160768255270788,-0.0016927645950817918,3.6123121258583754e-05,-0.0022007505394515486,0.00010879559206029198,-0.005047273028407284,6.36568612319789e-05,6.152410218752911e-06,3.699216437268499e-05,-0.005039709759457085,1.1284161623644573e-05,6.231244111904529e-05,0.0020748688436208838,-0.0006588529439529709
0.1,690.0,0.013792655658319525,-0.0018211689859102243,4.200526235467506e-05,-0.0023586461656768167,0.00012145060803397748,-0.005704784591655713,7.418956806934984e-05,7.988597034810271e-06,4.3302265816897634e-05,-0.005697293415858952,1.1496949428110901e-05,7.253621075132508e-05,0.002212637788828935,-0.000718391825166873
0.1,700.0,0.015616446906808721,-0.001954027108841144,4.682406134404964e-05,-0.0025206272454232634,0.0001351640181587239,-0.006200897633681535,8.305235026213278e-05,9.589870266050373e-06,4.846837755843757e-05,-0.006193506793963203,1.1483871062024214e-05,8.113469480601044e-05,0.00237050159953891,-0.0007806425816177457
0.1,800.0,0.04385685403875011,-0.0034637610216630655,3.556450245855081e-05,-0.004275624234261805,0.00032153816468909966,-0.004303141075242468,6.856343445166928e-05,1.0634278773607534e-05,3.7176388127358674e-05,-0.004298106031687845,1.0018078382783189e-06,6.625654806391665e-05,0.006594784346813612,-0.0015438840637334627
0.1,900.0,0.08358959589739424,-0.005078957752632962,-3.2180483287261244e-05,-0.00600627224496481,0.0005529195348563539,0.0016050353812757988,-5.528488743139221e-05,-5.564993268133543e-06,-3.333297584344636e-05,0.001606069750490781,-1.5193449500550068e-05,-5.538480761498536e-05,0.019013678796507453,-0.002518677919920301
0.1,1000.0,0.12327018276946158,-0.006535955991337497,-7.572100684730845e-05,-0.007442044270511127,0.0007688765535371357,0.004468325914475525,-0.00014095702088868842,-1.861779054145915e-05,-7.867061653046822e-05,0.00446544721546163,-2.1950007093757485e-05,-0.00013830927048587616,0.04023836160377781,-0.003612400194236157
0.1,1100.0,0.1552686199432741,-0.007696887300251523,-6.717018501889706e-05,-0.008481054527402616,0.000935729508735799,0.0038770448250917498,-0.00012935184580858662,-1.932626664308145e-05,-6.992584902265083e-05,0.0038717047477173265,-1.6415228580013446e-05,-0.0001245227168870331,0.06702504848795274,-0.00472090488274319
0.1,1200.0,0.17697983032929437,-0.008529466782018205,-2.187976984873301e-05,-0.00913636013022237,0.0010450926279745143,0.0016999707183887461,-4.5620555448984354e-05,-9.926792468021946e-06,-2.2970874582401616e-05,0.0016939412787552724,-3.6827198589404282e-06,-3.9517335142349536e-05,0.0951515021733086,-0.005757468372990952
0.1,1300.0,0.18899228191944323,-0.009061586614159447,3.201975478901927e-05,-0.009473837844615154,0.0011028254055068095,-0.00045705208480442325,5.673408835753565e-05,3.0394238092462786e-06,3.313610981395109e-05,-0.00046243860483136703,9.611740990313027e-06,6.324491339313929e-05,0.12116793298469987,-0.006665000722040507
0.1,1400.0,0.19327134675267382,-0.00934597719547947,7.208492263712471e-05,-0.009572156199903016,0.0011201620581702124,-0.0018235300847755827,0.00013311061690016805,1.368969470579608e-05,7.517706623587387e-05,-0.0018276458665468058,1.8677783810712994e-05,0.00013934308650573074,0.14292798163160977,-0.007415020862559034
0.1,1500.0,0.1920444807140629,-0.0094396778979412,8.736164996004249e-05,-0.00950322738643176,0.0011087584874458311,-0.0022722692029406777,0.00016080881235281164,1.8677571992079943e-05,9.173514265066117e-05,-0.002275121381166154,2.139937149912913e-05,0.0001662815147828391,0.15947641417651126,-0.008000957910563334
0.1,1600.0,0.1872764013487899,-0.009394289577937061,7.741747468584736e-05,-0.009325231663557296,0.0010785549179736546,-0.0020072616407745478,0.0001380986768042404,1.72394372760346e-05,8.22011947545284e-05,-0.0020092827715068803,1.791928058599466e-05,0.00014251300910492489,0.17072429160718727,-0.008430652721808434
0.1,1700.0,0.1804963587242204,-0.009252494692439227,4.9068415385209145e-05,-0.00908193590012178,0.001037193182522658,-0.0013346890666680084,7.812889750167614e-05,1.0522437069324797e-05,5.341830142890132e-05,-0.001336512021132058,9.863082113422693e-06,8.133412384586167e-05,0.17712157960270863,-0.008720131418107568
0.1,1800.0,0.17279853345660334,-0.009047733176380808,1.3042696918959582e-05,-0.008804596361178465,0.0009901493792135827,-0.0005374884336792503,2.3458405037379755e-06,8.018490890536388e-07,1.6263174205910636e-05,-0.0005397629165055804,-3.842675447019485e-07,4.304341037663802e-06,0.1794003605289122,-0.008889131214986834
0.1,1900.0,0.16491109752475666,-0.008805235060956491,-1.860480542590291e-05,-0.008514567394622845,0.0009411233597859365,0.0001761083512390838,-6.475991568908197e-05,-9.16510640951747e-06,-1.700306619353172e-05,0.0001728420126511449,-1.0215507887020873e-05,-6.400257821486053e-05,0.17839811583174575,-0.00895818773764622
0.1,2000.0,0.1572813107802962,-0.008543476979844209,-3.420675019772442e-05,-0.008225788324757862,0.0008924663027093364,0.0006818334090105454,-9.921856650631408e-05,-1.6590225921339666e-05,-3.449206046206212e-05,0.0006772176537608946,-1.714608007650706e-05,-9.955781967299061e-05,0.17494749841044288,-0.008946904202828433
0.1,2100.0,0.1501537520781029,-0.008275626698552974,-2.346940187556349e-05,-0.0079468556335908,0.0008455574387814213,0.0009287199966544008,-7.968439740437432e-05,-1.8929874768251994e-05,-2.5700307616988503e-05,0.0009226122411358309,-1.9005978609148657e-05,-8.097551860142235e-05,0.16981437481288328,-0.00887303656544626
0.1,2200.0,0.14363397638028602,-0.00801080166205861,2.2066480830904306e-05,-0.007682633104452489,0.0008011043096172975,0.0009215516349187754,1.153957587787541e-05,-1.402806483330317e-05,1.801610294751091e-05,0.0009140277100531223,-1.402427183722941e-05,9.467054211427569e-06,0.16366813447598452,-0.008752105799916149
0.1,2300.0,0.13773686680738945,-0.007755095573148582,0.00010890795714455435,-0.007435450658929655,0.000759368533729791,0.0007030686174720958,0.00018819562571973785,-1.6941626540154634e-07,0.00010331799687907614,0.0006944079800151066,-8.451051470151598e-07,0.00018552708090466564,0.15707219287075244,-0.008597330548884449
0.1,2400.0,0.132421692571035,-0.0075123838750301005,0.00024169686113945983,-0.007205971107180764,0.0007203289767310692,0.00033878208003479296,0.00046020273342097423,2.3924097533047312e-05,0.00023496919805258846,0.00032944280448276734,2.1496155980064282e-05,0.0004571304121380999,0.15048629577356037,-0.008419740885885854
0.1,2500.0,0.12761661249825618,-0.00728494012572931,0.0004234051657811054,-0.006993802766714335,0.0006837960994698859,-9.477999794077295e-05,0.0008340263555588238,5.91282047444044e-05,0.00041603380762299876,-0.0001041908163823597,5.361716366099517e-05,0.0008307434922554589,0.14427510499114585,-0.008228383650012876
0.1,2600.0,0.12323523168407063,-0.007073899537350416,0.0006555762600448901,-0.006797923996203952,0.0006494899005722638,-0.0005185354712950238,0.0013131551187897993,0.00010596680225564537,0.0006481207858884464,-0.0005272921928375984,9.584078908268274e-05,0.0013098517077297421,0.13871959929951125,-0.00803056418856835
0.1,2700.0,0.11918738609327596,-0.006879603081515666,0.0009385740401119349,-0.0066169716778189435,0.0006170915319923625,-0.0008565421190562637,0.0018986029332092025,0.00016466747778714672,0.0009316368701149067,-0.0008638296360140395,0.00014824786258097548,0.0018954627595583107,0.13402921515988223,-0.007832092136617178
0.1,2800.0,0.11538584921439095,-0.006701850250727072,0.0012718182906791171,-0.006449432964246938,0.00058627631651676,-0.0010395331946592347,0.0025893894696835283,0.00023521595223881183,0.0012660257953007624,-0.0010444733385895418,0.00021072636084171393,0.0025865880941138603,0.13035355783643557,-0.007637513481068668
0.1,2900.0,0.11175022652194008,-0.00654008296976546,0.0016539955652937575,-0.006293769220180871,0.0005567338886028265,-0.001006858297728292,0.003382974582051068,0.0003174061193332361,0.0016499827504870125,-0.0010085329851005937,0.0002830150755634766,0.00338067804347183,0.12779308440110412,-0.007450320247058641
0.1,3000.0,0.10820895689582327,-0.006393518148428258,0.002083241415467084,-0.006148493062706709,0.0005281795924245873,-0.0007072984374495516,0.004275636470342624,0.000410884152466973,0.002081639789635409,-0.0007047693973346168,0.0003647410926032641,0.004274000525908343,0.12640850761974604,-0.007273134605716186
0.5,200.0,-2.711078747175988e-05,1.6241252006595075e-07,1.7565710605036423e-06,2.3295936312768737e-07,-5.187238370315502e-08,1.2123838071865009e-05,3.8046006528509088e-06,4.830322903637437e-07,1.7329933834636783e-06,-8.478754978094694e-06,4.5467069869945405e-07,3.7367452058034253e-06,-1.3230547957533504e-07,-2.0586376772206824e-07
0.5,210.0,0.0003091960527824611,-1.7860314840610332e-06,-1.962984057476015e-05,-2.688311342379467e-06,6.154797919801819e-07,-0.0005729530402693253,-4.252377495142433e-05,-5.391143525645621e-06,-1.9398303418452875e-05,-0.0005971297863869079,-5.068738344249862e-06,-4.177344131249377e-05,-5.696849129075209e-06,2.3710725722093265e-06
0.5,220.0,-0.0012761070683564328,6.92482822153548e-06,7.893479419277353e-05,1.1266218585004008e-05,-2.678067235651268e-06,0.002185430745093719,0.0001710670040296704,2.16440147537564e-05,7.817751062465624e-05,0.0021833296517129734,2.0326979218709182e-05,0.00016809031766810772,6.291885422036402e-05,-9.870246047923122e-06
0.5,230.0,0.0021048392783881045,-9.720465689247032e-06,-0.00012490807052343886,-1.9051700955288792e-05,4.819233605120525e-06,-0.0037971699102280396,-0.0002710169225289636,-3.41601226365495e-05,-0.0001241727144852318,-0.003783847445260571,-3.205635386911148e-05,-0.0002664058807224635,-0.00021284017461410405,1.62202297691594e-05
0.5,240.0,-0.00044650133162755,9.28007567111301e-06,1.9248069581252208e-05,4.767111967529106e-06,-1.677667243093463e-06,0.0008119595940876977,4.247850555206945e-05,5.127229302993964e-06,1.978705013132862e-05,0.0008155134951234093,4.857235206281628e-06,4.1894083389691185e-05,0.00021603553990352803,-2.2953996248099088e-06
0.5,250.0,-0.001647475428119229,1.3291504721786338e-05,9.717281883420862e-05,1.483079304778791e-05,-3.6994123464167137e-06,0.0033462848098180223,0.0002106180848835411,2.6592195881781548e-05,9.671116340096008e-05,0.003340664477256872,2.4844703898020496e-05,0.00020705974283583074,0.00014781019110401264,-1.4390516968199727e-05
0.5,260.0,-0.00038136641199719445,3.224314782331636e-08,3.0851879897065724e-05,2.6094166007552803e-06,-5.032559980046256e-08,0.0009302405528670487,6.586280866285447e-05,8.59036589146316e-06,2.99337508170432e-05,0.0009244886540230312,7.939445326284154e-06,6.460174200411332e-05,-0.00016705236013543124,-9.057501569167603e-06
0.5,270.0,0.0010947987516867993,-1.1991553173517324e-05,-5.677520489009573e-05,-1.051568302373381e-05,3.1169131391896296e-06,-0.002395008786784393,-0.00012380642283890347,-1.5430903913078894e-05,-5.7310830757901794e-05,-0.0023960229865603562,-1.4396450044506206e-05,-0.00012186763138293961,-0.00025912600643158024,7.555047551609917e-08
0.5,280.0,0.0013886531353968223,-1.3383484013594328e-05,-8.210453315989758e-05,-1.2360112260439975e-05,2.9316734673558697e-06,-0.0034088371513648964,-0.00017747409043701248,-2.2509800717083005e-05,-8.182538223698288e-05,-0.003405319784404635,-2.0841760283863043e-05,-0.00017450923564869692,-8.035664802015381e-05,3.3252124588299665e-06
