========================================
NO+NO_P1_SymmetryFactor_1_0.1.out
1 atm
T,P1->P2
200.0,4.93782e-37
210.0,5.48255e-36
220.0,5.31577e-35
230.0,4.46507e-34
240.0,3.25674e-33
250.0,2.07785e-32
260.0,1.17056e-31
270.0,5.88041e-31
280.0,2.65967e-30
290.0,1.09287e-29
300.0,4.11356e-29
310.0,1.42905e-28
320.0,4.61327e-28
330.0,1.39238e-27
340.0,3.95084e-27
350.0,1.05915e-26
360.0,2.69462e-26
370.0,6.53226e-26
380.0,1.51438e-25
390.0,3.36851e-25
400.0,7.21058e-25
410.0,1.48939e-24
420.0,2.97591e-24
430.0,5.76478e-24
440.0,1.08489e-23
450.0,1.98719e-23
460.0,3.54892e-23
470.0,6.18922e-23
480.0,1.05558e-22
490.0,1.76293e-22
500.0,2.88675e-22
510.0,4.63985e-22
520.0,7.32785e-22
530.0,1.13828e-21
540.0,1.74066e-21
550.0,2.62262e-21
560.0,3.89631e-21
570.0,5.71192e-21
580.0,8.2683e-21
590.0,1.18258e-20
600.0,1.67217e-20
610.0,2.33887e-20
620.0,3.23767e-20
630.0,4.43784e-20
640.0,6.02587e-20
650.0,8.10891e-20
660.0,1.08187e-19
670.0,1.4316e-19
680.0,1.87956e-19
690.0,2.44921e-19
700.0,3.1686e-19
800.0,2.96927e-18
900.0,1.73409e-17
1000.0,7.25608e-17
1100.0,2.37814e-16
1200.0,6.48006e-16
1300.0,1.53014e-15
1400.0,3.22562e-15
1500.0,6.20509e-15
1600.0,1.10741e-14
1700.0,1.85706e-14
1800.0,2.9553e-14
1900.0,4.49871e-14
2000.0,6.59226e-14
2100.0,9.34744e-14
2200.0,1.28801e-13
2300.0,1.73083e-13
2400.0,2.27503e-13
2500.0,2.93232e-13
2600.0,3.71413e-13
2700.0,4.63149e-13
2800.0,5.69492e-13
2900.0,6.91441e-13
3000.0,8.29929e-13
3100.0,9.85828e-13
3200.0,1.15994e-12
3300.0,1.353e-12
3400.0,1.56566e-12
3500.0,1.79853e-12
3600.0,2.05215e-12
3700.0,2.32697e-12
3800.0,2.6234e-12
3900.0,2.9418e-12
4000.0,3.28246e-12
========================================
NO+NO_P2_SymmetryFactor_1_0.1.out
1 atm
T,P1->P2
200.0,4.48893e-37
210.0,4.98413e-36
220.0,4.83252e-35
230.0,4.05916e-34
240.0,2.96067e-33
250.0,1.88896e-32
260.0,1.06415e-31
270.0,5.34583e-31
