    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
             80    8.65675e+14              0    1.32994e+18    7.67885e+09
             81    9.31841e+14              0    1.36088e+18    8.19549e+09
             82    1.00223e+15              0    1.36005e+18    8.72869e+09
             83    1.07707e+15              0    1.37654e+18    9.27817e+09
             84    1.15658e+15              0    1.35526e+18    9.84365e+09
             85      1.241e+15              0    1.35898e+18    1.04248e+10
             86    1.33057e+15              0    1.38673e+18    1.10214e+10
             87    1.42555e+15              0    1.33541e+18    1.16331e+10
             88     1.5262e+15              0    1.36267e+18    1.22595e+10
             89    1.63279e+15              0    1.35878e+18    1.29003e+10
             90    1.74561e+15              0    1.33416e+18    1.35553e+10
             91    1.86496e+15              0    1.34088e+18     1.4224e+10
             92    1.99114e+15              0    1.33496e+18    1.49061e+10
             93    2.12446e+15              0    1.34717e+18    1.56013e+10
             94    2.26526e+15              0    1.31164e+18    1.63092e+10
             95    2.41386e+15              0    1.31621e+18    1.70296e+10
             96    2.57063e+15              0    1.32683e+18    1.77619e+10
             97    2.73593e+15              0    1.27979e+18     1.8506e+10
             98    2.91013e+15              0    1.30472e+18    1.92615e+10
             99    3.09362e+15              0    1.29442e+18    2.00279e+10
            100     3.2868e+15              0    1.26577e+18    2.08051e+10
    E, kcal/mol    D, mol/kcal         W2->W1         W2->P1         W2->P2
              0    1.18175e+07              0              0    2.59675e-32
              1    5.22466e+07              0    1.11219e+12    1.41033e-30
              2    1.57034e+08              0    4.46775e+12    3.09175e-29
              3    3.67912e+08              0    1.12568e+13    4.72497e-28
              4    7.63476e+08              0    2.24626e+13       5.56e-27
              5    1.43227e+09              0    4.00093e+13    5.52656e-26
              6     2.5166e+09              0    6.57659e+13    4.78539e-25
              7    4.17191e+09              0    1.02999e+14    3.73998e-24
              8    6.64445e+09              0    1.54493e+14    2.66843e-23
              9    1.01995e+10              0    2.24792e+14    1.76999e-22
             10    1.52178e+10              0    3.18278e+14    1.09985e-21
             11    2.21078e+10              0    4.41488e+14    6.47124e-21
             12    3.14337e+10              0     6.0083e+14    3.62228e-20
             13    4.38026e+10              0    8.05302e+14    1.94172e-19
             14    6.00024e+10              0     1.0643e+15    1.00033e-18
             15    8.09071e+10              0    1.38986e+15    4.97337e-18
             16    1.07593e+11              0    1.79517e+15    2.39268e-17
             17     1.4127e+11              0    2.29629e+15    1.11707e-16
             18    1.83367e+11              0    2.91135e+15    5.07192e-16
             19    2.35508e+11              0    3.66161e+15    2.24413e-15
             20    2.99546e+11              0    4.57157e+15    9.69324e-15
             21    3.77609e+11              0    5.66905e+15    4.09339e-14
             22    4.72076e+11              0    6.98638e+15    1.69241e-13
             23    5.85664e+11              0    8.55984e+15    6.85878e-13
             24    7.21384e+11              0    1.04314e+16    2.72771e-12
             25    8.82653e+11              0    1.26477e+16    1.06555e-11
             26    1.07321e+12              0     1.5263e+16     4.0924e-11
             27     1.2973e+12              0    1.83369e+16    1.54652e-10
             28    1.55951e+12              0     2.1938e+16    5.75497e-10
             29    1.86501e+12              0    2.61424e+16    2.11023e-09
             30    2.21942e+12              0    3.10362e+16    7.62947e-09
             31    2.62897e+12              0    3.67149e+16    2.72135e-08
             32    3.10042e+12              0    4.32863e+16    9.58167e-08
             33    3.64122e+12              0    5.08694e+16    3.33178e-07
             34    4.25946e+12              0    5.95977e+16    1.14471e-06
             35    4.96394e+12              0     6.9619e+16    3.88761e-06
             36    5.76423e+12              0    8.10973e+16    1.30563e-05
             37    6.67072e+12              0    9.42142e+16    4.33779e-05
             38    7.69461e+12              0     1.0917e+17    0.000142621
             39    8.84801e+12              0    1.26188e+17    0.000464208
             40     1.0144e+13              0    1.45511e+17      0.0014962
             41    1.15967e+13              0    1.67408e+17     0.00477689
             42    1.32212e+13              0    1.92176e+17      0.0151113
             43    1.50336e+13              0    2.20138e+17      0.0473777
             44    1.70515e+13              0    2.51651e+17       0.147255
             45    1.92934e+13              0    2.87104e+17       0.453835
             46    2.17793e+13              0    3.26923e+17        1.38724
             47    2.45303e+13              0    3.71573e+17        4.20654
             48    2.75691e+13              0    4.21562e+17        12.6563
             49      3.092e+13              0    4.77444e+17        37.7903
             50    3.46085e+13              0    5.39819e+17        111.998
             51    3.86619e+13              0    6.09345e+17        329.483
             52    4.31092e+13              0    6.86731e+17        962.054
             53    4.79812e+13              0     7.7275e+17        2786.08
             54    5.33103e+13              0    8.62798e+17        7982.71
             55    5.91311e+13              0     9.3993e+17        22472.8
             56    6.54799e+13              0    1.00003e+18        61190.3
             57    7.23954e+13              0    1.12255e+18         157280
             58    7.99181e+13              0     1.1674e+18         373602
             59    8.80909e+13              0    1.30409e+18         813703
             60     9.6959e+13              0    1.34487e+18    1.63105e+06
             61     1.0657e+14              0    1.42776e+18    3.03697e+06
             62    1.16974e+14              0    1.51567e+18    5.30732e+06
             63    1.28224e+14              0    1.63714e+18    8.78671e+06
             64    1.40375e+14              0    1.68969e+18    1.38901e+07
             65    1.53485e+14              0    1.71331e+18    2.11022e+07
             66    1.67615e+14              0    1.91054e+18     3.0976e+07
             67    1.82829e+14              0    1.82459e+18    4.41294e+07
             68    1.99195e+14              0    1.88886e+18    6.12409e+07
             69    2.16782e+14              0    1.96512e+18    8.30435e+07
             70    2.35664e+14              0    1.96249e+18    1.10319e+08
             71    2.55918e+14              0    2.05261e+18    1.43891e+08
             72    2.77624e+14              0     2.0411e+18    1.84619e+08
             73    3.00866e+14              0    2.11681e+18    2.33389e+08
             74    3.25733e+14              0    2.14399e+18    2.91112e+08
             75    3.52315e+14              0    2.11823e+18     3.5871e+08
             76    3.80708e+14              0    2.28511e+18    4.37115e+08
             77    4.11013e+14              0     2.1744e+18    5.27263e+08
             78    4.43332e+14              0    2.20416e+18    6.30084e+08
             79    4.77774e+14              0    2.29252e+18    7.46501e+08
             80    5.14452e+14              0    2.23791e+18    8.77424e+08
             81    5.53482e+14              0    2.29117e+18    1.02374e+09
             82    5.94988e+14              0    2.29095e+18    1.18633e+09
             83    6.39095e+14              0     2.3199e+18    1.36604e+09
             84    6.85935e+14              0    2.28515e+18    1.56368e+09
             85    7.35646e+14              0    2.29253e+18    1.78003e+09
             86     7.8837e+14              0    2.34044e+18    2.01587e+09
             87    8.44254e+14              0    2.25487e+18     2.2719e+09
             88    9.03452e+14              0    2.30195e+18    2.54882e+09
             89    9.66123e+14              0    2.29639e+18    2.84726e+09
             90    1.03243e+15              0    2.25577e+18    3.16785e+09
             91    1.10255e+15              0    2.26811e+18    3.51116e+09
             92    1.17665e+15              0    2.25903e+18    3.87771e+09
             93    1.25492e+15              0    2.28063e+18    4.26801e+09
             94    1.33755e+15              0    2.22138e+18    4.68251e+09
             95    1.42473e+15              0       2.23e+18    5.12164e+09
             96    1.51667e+15              0    2.24888e+18    5.58576e+09
             97    1.61358e+15              0    2.16997e+18    6.07523e+09
             98    1.71567e+15              0    2.21307e+18    6.59035e+09
             99    1.82318e+15              0     2.1964e+18     7.1314e+09
            100    1.93633e+15              0    2.14858e+18    7.69861e+09
