    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
             68    3.32746e+14              0    1.13075e+18     5.6796e+09
             69    3.62375e+14              0    1.17558e+18    5.93255e+09
             70    3.94204e+14              0    1.17322e+18    6.18804e+09
             71    4.28366e+14              0    1.22629e+18    6.44586e+09
             72    4.64997e+14              0    1.21862e+18    6.70585e+09
             73    5.04243e+14              0    1.26304e+18    6.96782e+09
             74    5.46254e+14              0    1.27847e+18    7.23163e+09
             75    5.91186e+14              0    1.26235e+18     7.4971e+09
             76    6.39205e+14              0      1.361e+18    7.76409e+09
             77    6.90481e+14              0    1.29432e+18    8.03245e+09
             78    7.45193e+14              0     1.3113e+18    8.30204e+09
             79    8.03526e+14              0    1.36312e+18    8.57272e+09
             80    8.65675e+14              0    1.32994e+18    8.84437e+09
             81    9.31841e+14              0    1.36088e+18    9.11686e+09
             82    1.00223e+15              0    1.36005e+18    9.39008e+09
             83    1.07707e+15              0    1.37654e+18    9.66391e+09
             84    1.15658e+15              0    1.35526e+18    9.93824e+09
             85      1.241e+15              0    1.35898e+18     1.0213e+10
             86    1.33057e+15              0    1.38673e+18     1.0488e+10
             87    1.42555e+15              0    1.33541e+18    1.07633e+10
             88     1.5262e+15              0    1.36267e+18    1.10386e+10
             89    1.63279e+15              0    1.35878e+18    1.13141e+10
             90    1.74561e+15              0    1.33416e+18    1.15894e+10
             91    1.86496e+15              0    1.34088e+18    1.18647e+10
             92    1.99114e+15              0    1.33496e+18    1.21397e+10
             93    2.12446e+15              0    1.34717e+18    1.24145e+10
             94    2.26526e+15              0    1.31164e+18     1.2689e+10
             95    2.41386e+15              0    1.31621e+18     1.2963e+10
             96    2.57063e+15              0    1.32683e+18    1.32367e+10
             97    2.73593e+15              0    1.27979e+18    1.35098e+10
             98    2.91013e+15              0    1.30472e+18    1.37823e+10
             99    3.09362e+15              0    1.29442e+18    1.40542e+10
            100     3.2868e+15              0    1.26577e+18    1.43255e+10
    E, kcal/mol    D, mol/kcal         W2->W1         W2->P1         W2->P2
              0    1.18175e+07              0              0      8.567e-34
              1    5.22466e+07              0    1.11219e+12     6.2699e-31
              2    1.57034e+08              0    4.46775e+12    8.80143e-29
              3    3.67912e+08              0    1.12568e+13    7.21496e-27
              4    7.63476e+08              0    2.24626e+13    4.02766e-25
              5    1.43227e+09              0    4.00093e+13    1.73154e-23
              6     2.5166e+09              0    6.57659e+13    6.02547e-22
              7    4.17191e+09              0    1.02999e+14    1.78112e-20
              8    6.64445e+09              0    1.54493e+14    4.56505e-19
              9    1.01995e+10              0    2.24792e+14    1.04017e-17
             10    1.52178e+10              0    3.18278e+14     2.1344e-16
             11    2.21078e+10              0    4.41488e+14    4.00331e-15
             12    3.14337e+10              0     6.0083e+14    6.91932e-14
             13    4.38026e+10              0    8.05302e+14    1.11251e-12
             14    6.00024e+10              0     1.0643e+15    1.67382e-11
             15    8.09071e+10              0    1.38986e+15    2.37117e-10
             16    1.07593e+11              0    1.79517e+15    3.17688e-09
             17     1.4127e+11              0    2.29629e+15    4.04315e-08
             18    1.83367e+11              0    2.91135e+15    4.90505e-07
             19    2.35508e+11              0    3.66161e+15    5.69081e-06
             20    2.99546e+11              0    4.57157e+15    6.33199e-05
             21    3.77609e+11              0    5.66905e+15    0.000677337
             22    4.72076e+11              0    6.98638e+15     0.00698171
             23    5.85664e+11              0    8.55984e+15      0.0694804
             24    7.21384e+11              0    1.04314e+16       0.668826
             25    8.82653e+11              0    1.26477e+16         6.2375
             26    1.07321e+12              0     1.5263e+16        56.4436
             27     1.2973e+12              0    1.83369e+16        496.072
             28    1.55951e+12              0     2.1938e+16        4224.69
             29    1.86501e+12              0    2.61424e+16        33801.9
             30    2.21942e+12              0    3.10362e+16         212865
             31    2.62897e+12              0    3.67149e+16         836662
             32    3.10042e+12              0    4.32863e+16    2.29221e+06
             33    3.64122e+12              0    5.08694e+16    5.04252e+06
             34    4.25946e+12              0    5.95977e+16    9.62482e+06
             35    4.96394e+12              0     6.9619e+16    1.66341e+07
             36    5.76423e+12              0    8.10973e+16    2.67207e+07
             37    6.67072e+12              0    9.42142e+16    4.05618e+07
             38    7.69461e+12              0     1.0917e+17    5.88325e+07
             39    8.84801e+12              0    1.26188e+17    8.21865e+07
             40     1.0144e+13              0    1.45511e+17    1.11258e+08
             41    1.15967e+13              0    1.67408e+17    1.46662e+08
             42    1.32212e+13              0    1.92176e+17    1.88967e+08
             43    1.50336e+13              0    2.20138e+17    2.38698e+08
             44    1.70515e+13              0    2.51651e+17    2.96325e+08
             45    1.92934e+13              0    2.87104e+17    3.62267e+08
             46    2.17793e+13              0    3.26923e+17    4.36896e+08
             47    2.45303e+13              0    3.71573e+17    5.20533e+08
             48    2.75691e+13              0    4.21562e+17    6.13444e+08
             49      3.092e+13              0    4.77444e+17    7.15845e+08
             50    3.46085e+13              0    5.39819e+17    8.27903e+08
             51    3.86619e+13              0    6.09345e+17    9.49746e+08
             52    4.31092e+13              0    6.86731e+17    1.08146e+09
             53    4.79812e+13              0     7.7275e+17    1.22308e+09
             54    5.33103e+13              0    8.62798e+17    1.37462e+09
             55    5.91311e+13              0     9.3993e+17    1.53606e+09
             56    6.54799e+13              0    1.00003e+18    1.70733e+09
             57    7.23954e+13              0    1.12255e+18    1.88835e+09
             58    7.99181e+13              0     1.1674e+18    2.07902e+09
             59    8.80909e+13              0    1.30409e+18    2.27921e+09
             60     9.6959e+13              0    1.34487e+18    2.48877e+09
             61     1.0657e+14              0    1.42776e+18    2.70752e+09
             62    1.16974e+14              0    1.51567e+18    2.93529e+09
             63    1.28224e+14              0    1.63714e+18    3.17189e+09
             64    1.40375e+14              0    1.68969e+18     3.4171e+09
             65    1.53485e+14              0    1.71331e+18    3.67072e+09
             66    1.67615e+14              0    1.91054e+18    3.93252e+09
             67    1.82829e+14              0    1.82459e+18    4.20227e+09
             68    1.99195e+14              0    1.88886e+18    4.47974e+09
             69    2.16782e+14              0    1.96512e+18    4.76469e+09
             70    2.35664e+14              0    1.96249e+18    5.05689e+09
             71    2.55918e+14              0    2.05261e+18    5.35609e+09
             72    2.77624e+14              0     2.0411e+18    5.66206e+09
             73    3.00866e+14              0    2.11681e+18    5.97454e+09
             74    3.25733e+14              0    2.14399e+18    6.29331e+09
             75    3.52315e+14              0    2.11823e+18    6.61811e+09
             76    3.80708e+14              0    2.28511e+18    6.94872e+09
             77    4.11013e+14              0     2.1744e+18    7.28491e+09
             78    4.43332e+14              0    2.20416e+18    7.62643e+09
             79    4.77774e+14              0    2.29252e+18    7.97307e+09
             80    5.14452e+14              0    2.23791e+18     8.3246e+09
             81    5.53482e+14              0    2.29117e+18     8.6808e+09
             82    5.94988e+14              0    2.29095e+18    9.04145e+09
             83    6.39095e+14              0     2.3199e+18    9.40634e+09
             84    6.85935e+14              0    2.28515e+18    9.77528e+09
             85    7.35646e+14              0    2.29253e+18     1.0148e+10
             86     7.8837e+14              0    2.34044e+18    1.05245e+10
             87    8.44254e+14              0    2.25487e+18    1.09043e+10
             88    9.03452e+14              0    2.30195e+18    1.12874e+10
             89    9.66123e+14              0    2.29639e+18    1.16736e+10
             90    1.03243e+15              0    2.25577e+18    1.20627e+10
             91    1.10255e+15              0    2.26811e+18    1.24545e+10
             92    1.17665e+15              0    2.25903e+18    1.28489e+10
             93    1.25492e+15              0    2.28063e+18    1.32457e+10
             94    1.33755e+15              0    2.22138e+18    1.36447e+10
             95    1.42473e+15              0       2.23e+18    1.40458e+10
             96    1.51667e+15              0    2.24888e+18    1.44489e+10
             97    1.61358e+15              0    2.16997e+18    1.48537e+10
             98    1.71567e+15              0    2.21307e+18    1.52602e+10
             99    1.82318e+15              0     2.1964e+18    1.56682e+10
            100    1.93633e+15              0    2.14858e+18    1.60776e+10
