========================================
tripplet_W1b_Energy_1_0.0.out
0.1 atm
T,P1->P2
200.0,2.99747e-12
210.0,2.66058e-12
220.0,2.37753e-12
230.0,2.13797e-12
240.0,1.93366e-12
250.0,1.75771e-12
260.0,1.60658e-12
270.0,1.47494e-12
280.0,1.36028e-12
290.0,1.25961e-12
300.0,1.17085e-12
310.0,1.09308e-12
320.0,1.0236e-12
330.0,9.62097e-13
340.0,9.06618e-13
350.0,8.56724e-13
360.0,8.13379e-13
370.0,7.73237e-13
380.0,7.374e-13
390.0,7.05483e-13
400.0,6.753e-13
410.0,6.49559e-13
420.0,6.25017e-13
430.0,6.01217e-13
440.0,5.83844e-13
450.0,5.65101e-13
460.0,5.49862e-13
470.0,5.34351e-13
480.0,5.20927e-13
490.0,5.0973e-13
500.0,4.95752e-13
510.0,4.88052e-13
520.0,4.77622e-13
530.0,4.70376e-13
540.0,4.6462e-13
550.0,4.57107e-13
560.0,4.52028e-13
570.0,4.45946e-13
580.0,4.42654e-13
590.0,4.37936e-13
600.0,4.35897e-13
610.0,4.33741e-13
620.0,4.31074e-13
630.0,4.28755e-13
640.0,4.28659e-13
650.0,4.28074e-13
660.0,4.27513e-13
670.0,4.27042e-13
680.0,4.28169e-13
690.0,4.28768e-13
700.0,4.30031e-13
800.0,4.5856e-13
900.0,5.13097e-13
1000.0,5.89762e-13
1100.0,6.87427e-13
1200.0,8.05796e-13
1300.0,9.45136e-13
1400.0,1.10597e-12
1500.0,1.28899e-12
1600.0,1.49486e-12
1700.0,1.72434e-12
1800.0,1.97813e-12
1900.0,2.2569e-12
2000.0,2.56131e-12
2100.0,2.89194e-12
2200.0,3.24935e-12
2300.0,3.63404e-12
2400.0,4.04646e-12
2500.0,4.487e-12
2600.0,4.95597e-12
2700.0,5.45364e-12
2800.0,5.9802e-12
2900.0,6.53573e-12
3000.0,7.12029e-12
========================================
tripplet_W1b_Energy_1_0.0.out
0.5 atm
T,P1->P2
200.0,4.06145e-12
210.0,3.55586e-12
220.0,3.1351e-12
230.0,2.78278e-12
240.0,2.48531e-12
250.0,2.23195e-12
260.0,2.01621e-12
270.0,1.8303e-12
280.0,1.66958e-12
290.0,1.52953e-12
300.0,1.40731e-12
310.0,1.30158e-12
320.0,1.20686e-12
330.0,1.12468e-12
340.0,1.05001e-12
350.0,9.82592e-13
360.0,9.27192e-13
370.0,8.73254e-13
380.0,8.26734e-13
390.0,7.8673e-13
400.0,7.46024e-13
410.0,7.14668e-13
420.0,6.8203e-13
430.0,6.46791e-13
440.0,6.30224e-13
450.0,6.04949e-13
460.0,5.88237e-13
470.0,5.67368e-13
480.0,5.50174e-13
490.0,5.37854e-13
500.0,5.13355e-13
510.0,5.09646e-13
520.0,4.93483e-13
530.0,4.85874e-13
540.0,4.81259e-13
550.0,4.69371e-13
560.0,4.64936e-13
570.0,4.54908e-13
580.0,4.52899e-13
590.0,4.43385e-13
600.0,4.44082e-13
610.0,4.42546e-13
620.0,4.37799e-13
630.0,4.3263e-13
640.0,4.34097e-13
650.0,4.34164e-13
660.0,4.32449e-13
670.0,4.2984e-13
680.0,4.3261e-13
690.0,4.31348e-13
700.0,4.33576e-13
800.0,4.60021e-13
900.0,5.13954e-13
1000.0,5.90111e-13
1100.0,6.87601e-13
1200.0,8.059e-13
1300.0,9.45207e-13
1400.0,1.10599e-12
1500.0,1.28901e-12
1600.0,1.49487e-12
1700.0,1.72434e-12
1800.0,1.97813e-12
1900.0,2.25691e-12
2000.0,2.56131e-12
2100.0,2.89194e-12
2200.0,3.24935e-12
2300.0,3.63404e-12
2400.0,4.04646e-12
2500.0,4.487e-12
2600.0,4.95598e-12
2700.0,5.45365e-12
2800.0,5.9802e-12
2900.0,6.53574e-12
3000.0,7.1203e-12
========================================
tripplet_W1b_Energy_1_0.0.out
1.0 atm
T,P1->P2
200.0,5.17059e-12
210.0,4.48935e-12
220.0,3.92436e-12
230.0,3.4534e-12
240.0,3.05749e-12
250.0,2.72198e-12
260.0,2.43783e-12
270.0,2.19432e-12
280.0,1.98466e-12
290.0,1.80255e-12
300.0,1.64483e-12
310.0,1.50998e-12
320.0,1.38854e-12
330.0,1.2849e-12
340.0,1.19003e-12
350.0,1.10446e-12
360.0,1.03683e-12
370.0,9.68923e-13
380.0,9.11562e-13
390.0,8.63238e-13
400.0,8.1238e-13
410.0,7.75202e-13
420.0,7.34922e-13
430.0,6.89798e-13
440.0,6.72693e-13
450.0,6.41719e-13
460.0,6.22926e-13
470.0,5.97428e-13
480.0,5.76797e-13
490.0,5.62946e-13
500.0,5.30651e-13
510.0,5.29209e-13
520.0,5.0866e-13
530.0,5.00367e-13
540.0,4.96043e-13
550.0,4.80995e-13
560.0,4.76643e-13
570.0,4.63641e-13
580.0,4.62253e-13
590.0,4.49049e-13
600.0,4.51679e-13
610.0,4.50276e-13
620.0,4.44037e-13
630.0,4.36643e-13
640.0,4.3919e-13
650.0,4.39527e-13
660.0,4.36986e-13
670.0,4.32726e-13
680.0,4.3658e-13
690.0,4.33962e-13
700.0,4.36826e-13
800.0,4.61401e-13
900.0,5.14713e-13
1000.0,5.90444e-13
1100.0,6.87769e-13
1200.0,8.05998e-13
1300.0,9.4527e-13
1400.0,1.10601e-12
1500.0,1.28903e-12
1600.0,1.49489e-12
1700.0,1.72435e-12
1800.0,1.97813e-12
1900.0,2.25691e-12
2000.0,2.56131e-12
2100.0,2.89194e-12
2200.0,3.24935e-12
2300.0,3.63405e-12
2400.0,4.04647e-12
2500.0,4.487e-12
2600.0,4.95598e-12
2700.0,5.45365e-12
2800.0,5.98021e-12
2900.0,6.53575e-12
3000.0,7.12031e-12
========================================
tripplet_W1b_Energy_1_0.0.out
2.0 atm
T,P1->P2
200.0,7.0951e-12
210.0,6.11172e-12
220.0,5.29608e-12
230.0,4.61727e-12
240.0,4.04761e-12
250.0,3.56627e-12
260.0,3.1605e-12
270.0,2.81432e-12
280.0,2.5172e-12
290.0,2.25981e-12
300.0,2.03895e-12
310.0,1.85276e-12
320.0,1.68411e-12
330.0,1.54291e-12
340.0,1.41294e-12
350.0,1.29627e-12
360.0,1.20751e-12
370.0,1.11629e-12
380.0,1.04083e-12
390.0,9.78338e-13
400.0,9.11476e-13
410.0,8.64299e-13
420.0,8.1232e-13
430.0,7.53587e-13
440.0,7.33619e-13
450.0,6.94534e-13
460.0,6.71557e-13
470.0,6.39734e-13
480.0,6.14198e-13
490.0,5.97362e-13
500.0,5.56543e-13
510.0,5.56167e-13
520.0,5.30679e-13
530.0,5.20904e-13
540.0,5.15902e-13
550.0,4.97536e-13
560.0,4.92533e-13
570.0,4.76396e-13
580.0,4.75027e-13
590.0,4.5791e-13
600.0,4.6213e-13
