========================================
N2+O2_P1_SymmetryFactor_1_0.1.out
10 atm
T,P1->W1
1000.0,2.32015e-19
1005.0,2.56751e-19
1010.0,2.83851e-19
1015.0,3.13515e-19
1020.0,3.45956e-19
1025.0,3.81403e-19
1030.0,4.20101e-19
1035.0,4.62312e-19
1040.0,5.08316e-19
1045.0,5.58412e-19
1050.0,6.12921e-19
1055.0,6.72182e-19
1060.0,7.36559e-19
1065.0,8.06439e-19
1070.0,8.82234e-19
1075.0,9.64381e-19
1080.0,1.05335e-18
1085.0,1.14962e-18
1090.0,1.25374e-18
1095.0,1.36625e-18
1100.0,1.48774e-18
1105.0,1.61885e-18
1110.0,1.76023e-18
1115.0,1.91258e-18
1120.0,2.07664e-18
1125.0,2.2532e-18
1130.0,2.44309e-18
1135.0,2.64718e-18
1140.0,2.86639e-18
1145.0,3.10169e-18
1150.0,3.3541e-18
1155.0,3.62471e-18
1160.0,3.91466e-18
1165.0,4.22513e-18
1170.0,4.55738e-18
1175.0,4.91273e-18
1180.0,5.29258e-18
1185.0,5.69838e-18
1190.0,6.13166e-18
1195.0,6.59401e-18
1200.0,7.08714e-18
1205.0,7.61279e-18
1210.0,8.17282e-18
1215.0,8.76915e-18
1220.0,9.40382e-18
1225.0,1.00789e-17
1230.0,1.07967e-17
1235.0,1.15595e-17
1240.0,1.23696e-17
1245.0,1.32296e-17
1250.0,1.41422e-17
1255.0,1.51101e-17
1260.0,1.61362e-17
1265.0,1.72234e-17
1270.0,1.83748e-17
1275.0,1.95938e-17
1280.0,2.08836e-17
1285.0,2.22478e-17
1290.0,2.36901e-17
1295.0,2.52142e-17
1300.0,2.68241e-17
1305.0,2.85239e-17
1310.0,3.03179e-17
1315.0,3.22105e-17
1320.0,3.42063e-17
1325.0,3.631e-17
1330.0,3.85268e-17
1335.0,4.08615e-17
1340.0,4.33197e-17
1345.0,4.59067e-17
1350.0,4.86284e-17
1355.0,5.14907e-17
1360.0,5.44996e-17
1365.0,5.76615e-17
1370.0,6.0983e-17
1375.0,6.44708e-17
1380.0,6.81321e-17
1385.0,7.19739e-17
1390.0,7.60039e-17
1395.0,8.02298e-17
1400.0,8.46596e-17
1405.0,8.93015e-17
1410.0,9.4164e-17
1415.0,9.9256e-17
1420.0,1.04587e-16
1425.0,1.10165e-16
1430.0,1.16001e-16
1435.0,1.22104e-16
1440.0,1.28485e-16
1445.0,1.35155e-16
1450.0,1.42123e-16
1455.0,1.49402e-16
1460.0,1.57003e-16
1465.0,1.64937e-16
1470.0,1.73218e-16
1475.0,1.81856e-16
1480.0,1.90866e-16
1485.0,2.00261e-16
1490.0,2.10054e-16
1495.0,2.20259e-16
1500.0,2.30891e-16
1505.0,2.41964e-16
1510.0,2.53494e-16
1515.0,2.65496e-16
1520.0,2.77987e-16
1525.0,2.90981e-16
1530.0,3.04498e-16
1535.0,3.18553e-16
1540.0,3.33164e-16
1545.0,3.4835e-16
1550.0,3.64129e-16
1555.0,3.8052e-16
1560.0,3.97543e-16
1565.0,4.15218e-16
1570.0,4.33565e-16
1575.0,4.52606e-16
1580.0,4.72361e-16
1585.0,4.92853e-16
1590.0,5.14105e-16
1595.0,5.36138e-16
1600.0,5.58978e-16
1605.0,5.82648e-16
1610.0,6.07173e-16
1615.0,6.32577e-16
1620.0,6.58887e-16
1625.0,6.86129e-16
1630.0,7.14331e-16
1635.0,7.43518e-16
1640.0,7.7372e-16
1645.0,8.04965e-16
1650.0,8.37283e-16
1655.0,8.70703e-16
1660.0,9.05257e-16
1665.0,9.40974e-16
1670.0,9.77887e-16
1675.0,1.01603e-15
1680.0,1.05543e-15
1685.0,1.09613e-15
1690.0,1.13816e-15
1695.0,1.18155e-15
1700.0,1.22634e-15
1705.0,1.27257e-15
1710.0,1.32028e-15
1715.0,1.36949e-15
1720.0,1.42026e-15
1725.0,1.47261e-15
1730.0,1.5266e-15
1735.0,1.58226e-15
1740.0,1.63963e-15
1745.0,1.69875e-15
1750.0,1.75967e-15
1755.0,1.82244e-15
1760.0,1.88709e-15
1765.0,1.95367e-15
1770.0,2.02223e-15
1775.0,2.09281e-15
1780.0,2.16547e-15
1785.0,2.24024e-15
1790.0,2.31719e-15
1795.0,2.39636e-15
1800.0,2.4778e-15
1805.0,2.56156e-15
1810.0,2.6477e-15
1815.0,2.73627e-15
1820.0,2.82732e-15
1825.0,2.92091e-15
1830.0,3.0171e-15
1835.0,3.11594e-15
1840.0,3.21749e-15
1845.0,3.32182e-15
1850.0,3.42897e-15
1855.0,3.53901e-15
1860.0,3.652e-15
1865.0,3.76801e-15
1870.0,3.8871e-15
1875.0,4.00933e-15
1880.0,4.13477e-15
1885.0,4.26348e-15
1890.0,4.39553e-15
1895.0,4.53099e-15
1900.0,4.66993e-15
1905.0,4.81243e-15
1910.0,4.95854e-15
1915.0,5.10834e-15
1920.0,5.26191e-15
1925.0,5.41932e-15
1930.0,5.58064e-15
1935.0,5.74596e-15
1940.0,5.91534e-15
1945.0,6.08887e-15
1950.0,6.26663e-15
1955.0,6.44869e-15
1960.0,6.63514e-15
1965.0,6.82605e-15
1970.0,7.02153e-15
1975.0,7.22164e-15
1980.0,7.42647e-15
1985.0,7.63611e-15
1990.0,7.85066e-15
1995.0,8.07018e-15
2000.0,8.29479e-15
2005.0,8.52456e-15
2010.0,8.75959e-15
