*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P         *E/F           *P
            K          atm        1/sec                         0            0            1            1
          200            1  8.99707e+09     0.233581    0.0360445     0.527704    0.0371181     0.538371
          210            1   8.5712e+09     0.264086    0.0434453     0.569439    0.0440706     0.577166
          220            1  8.18776e+09     0.271181    0.0454963     0.583374    0.0463652      0.59332
          230            1  7.84104e+09     0.298562    0.0554528     0.634931    0.0575372     0.645671
          240            1  7.52624e+09     0.288484    0.0513973     0.620204    0.0519515      0.63015
          250            1  7.23933e+09     0.308276    0.0607106     0.663936    0.0629395     0.677013
          260            1  6.97686e+09     0.366038    0.0771949     0.711936    0.0781005     0.720407
          270            1  6.73594e+09     0.391635    0.0907795      0.74568    0.0924182     0.755321
          280            1  6.51405e+09     0.381112    0.0856975     0.742231    0.0875683     0.752391
          290            1  6.30905e+09     0.392641    0.0961249     0.768623    0.0976442     0.778833
          300            1  6.11911e+09     0.378905    0.0846019     0.745267    0.0855881     0.755779
          310            1  5.94261e+09     0.462343     0.120472     0.810598     0.122773     0.818893
          320            1  5.77817e+09     0.466721     0.121726     0.814421     0.123608     0.823252
          330            1  5.62457e+09     0.485858       0.1347     0.822103        0.135     0.828031
          340            1  5.48076e+09     0.476565     0.129361     0.831697     0.133599      0.84162
          350            1  5.34581e+09     0.362583     0.110265     0.832099     0.110382     0.821584
          360            1  5.21891e+09     0.496385      0.14583     0.855146     0.146624     0.862533
          370            1  5.09932e+09     0.479018     0.169476     0.884381     0.170907     0.891438
          380            1  4.98641e+09     0.484083     0.133406     0.841972      0.13539     0.851501
          390            1  4.87962e+09     0.483382     0.135941      0.85096     0.138231     0.860569
          400            1  4.77844e+09     0.460792     0.174459      0.89643     0.175914     0.904435
          410            1  4.68243e+09     0.405316     0.179619     0.920563     0.181313     0.913859
          420            1  4.59116e+09     0.490714     0.168561     0.890547     0.170045     0.898901
          430            1   4.5043e+09     0.692353     0.245199     0.928215     0.246771     0.933079
          440            1   4.4215e+09     0.416509     0.181235     0.923878     0.182455     0.916991
          450            1  4.34248e+09     0.432386     0.183222      0.92335      0.18353     0.916309
          460            1  4.26697e+09     0.418843     0.181909     0.926276     0.182626     0.919365
          470            1  4.19473e+09      0.78055     0.276472     0.945389     0.280095     0.949999
          480            1  4.12555e+09     0.475145     0.176807     0.909969     0.179942     0.917955
          490            1  4.05921e+09     0.992839     0.286703     0.952987     0.288902      0.94978
          500            1  3.99555e+09     0.855933     0.296861     0.955707     0.300755      0.96004
          510            1   3.9344e+09     0.674919     0.243185     0.937429     0.248157     0.943113
          520            1  3.87559e+09     0.788425     0.280107     0.951841     0.285786     0.956615
          530            1  3.81901e+09     0.990732     0.310933     0.964144     0.312604     0.968008
          540            1   3.7645e+09     0.829874     0.289441      0.95655     0.295339     0.961229
          550            1  3.71197e+09     0.795005     0.281821     0.954486     0.286783     0.958958
          560            1  3.66129e+09      1.24581     0.312081     0.975828     0.314684     0.972805
          570            1  3.61237e+09     0.831004      0.29056     0.958785     0.296034     0.963152
          580            1  3.56511e+09     0.854821     0.295398     0.961197      0.30128     0.965582
          590            1  3.51942e+09       1.5971     0.276203     0.980714     0.287366      0.97801
          600            1  3.47524e+09     0.945581     0.308937     0.967113     0.314097      0.97123
          610            1  3.43247e+09      1.25659     0.311248     0.974816      0.31627     0.977637
          620            1  3.39105e+09         1.42     0.307204     0.980848     0.308588      0.97822
          630            1  3.35091e+09      8.51949     0.534883     0.986051      0.54056      0.98747
          640            1    3.312e+09      2.10051     0.237398     0.986319     0.246967     0.984115
          650            1  3.27425e+09      2.53048     0.183906     0.987352     0.193412     0.985285
          660            1  3.23761e+09      1.26749     0.315915     0.977498     0.319652     0.980316
          670            1  3.20203e+09     0.947446     0.310266     0.970591     0.316911     0.974306
          680            1  3.16747e+09      23.8647     0.522145     0.987124      0.54101     0.988918
          690            1  3.13387e+09      1.09272     0.321896      0.97598     0.324175     0.979104
          700            1   3.1012e+09      33.5258      0.51956     0.987381      0.53435     0.989081
          800            1  2.81775e+09      22.4652     0.761741     0.994907     0.791678     0.995708
          900            1  2.59443e+09      154.483     0.568595     0.992271      0.58854     0.993496
         1000            1  2.41308e+09      12.4574        1.732      0.99931      1.85342     0.999463
         1100            1  2.26219e+09      351.206     0.657188     0.995555     0.686422     0.996338
         1200            1  2.13414e+09      29.2824      2.93135     0.999885      3.17089      0.99992
         1300            1   2.0237e+09      946.489      27.4057     0.996733      32.1662     0.995972
         1400            1  1.92717e+09      167.347       2.1431     0.999779      2.30109     0.999839
         1500            1  1.84184e+09      1079.79      1.41755     0.998612      1.45462     0.998247
         1600            1   1.7657e+09      1596.95      36.6738     0.998593      43.1627     0.998224
         1700            1  1.69722e+09      1314.15      1.08162     0.999156      1.15421     0.999344
         1800            1  1.63519e+09      3195.03      219.222     0.998634      259.627     0.998255
         1900            1  1.57867e+09      374.803      5.21672     0.999996       5.5033     0.999997
         2000            1   1.5269e+09      1130.24      2.24374     0.999888      2.39248     0.999916
         2100            1  1.47926e+09      5013.28      323.888     0.999239      387.115      0.99902
