*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P         *E/F           *P
            K          atm        1/sec                         0            0            1            1
         1000           10  2.41308e+10      1.93959       1.4514     0.991699       1.4514     0.991699
         1005           10  2.40488e+10      27.7654     0.611897     0.994649     0.611897     0.994649
         1010           10  2.39677e+10      2.75542     0.216492     0.993214     0.216492     0.993214
         1015           10  2.38872e+10      2.70195       1.5939     0.998293       1.5939     0.998293
         1020           10  2.38075e+10      3.85466     0.100099     0.994384     0.100099     0.994384
         1025           10  2.37285e+10      2.08957      1.35836     0.992327      1.35836     0.992327
         1030           10  2.36502e+10      5.23789      1.29117     0.998617      1.29117     0.998617
         1035           10  2.35725e+10       12.155     0.920171     0.997697     0.920171     0.997697
         1040           10  2.34956e+10      4.24416      1.48684      0.99884      1.48684      0.99884
         1045           10  2.34193e+10      11.0404     0.997397     0.998038     0.997397     0.998038
         1050           10  2.33437e+10      21.8604     0.745541     0.996649     0.745541     0.996649
         1055           10  2.32687e+10      38.0705     0.605952     0.994855     0.605953     0.994855
         1060           10  2.31944e+10      22.1676     0.761788     0.996829     0.761788     0.996829
         1065           10  2.31207e+10      39.3324     0.610914     0.994993     0.610914     0.994993
         1070           10  2.30476e+10      3.10608      1.80678     0.998911      1.80678     0.998911
         1075           10  2.29752e+10       11.135      1.08647     0.998419      1.08647     0.998419
         1080           10  2.29033e+10      3.89552      1.73565     0.999127      1.73565     0.999127
         1085           10  2.28321e+10      13.2104      1.02491     0.998278      1.02491     0.998278
         1090           10  2.27614e+10      29.5014     0.725349     0.996639     0.725349     0.996639
         1095           10  2.26914e+10      3.01133     0.857882     0.994437     0.857882     0.994437
         1100           10  2.26219e+10      35.5367     0.685249     0.996253     0.685249     0.996253
         1105           10  2.25529e+10      2.54113      2.22836     0.995543      2.22836     0.995543
         1110           10  2.24845e+10       12.023      1.15976     0.998694      1.15976     0.998694
         1115           10  2.24167e+10      4.58888       1.8179     0.999328       1.8179     0.999328
         1120           10  2.23494e+10      17.3915     0.991152     0.998278     0.991152     0.998278
         1125           10  2.22827e+10      40.3694     0.685643     0.996367     0.685643     0.996367
         1130           10  2.22165e+10      3.89787       2.0968     0.999411       2.0968     0.999411
         1135           10  2.21508e+10      53.5255      0.68412     0.995567      0.68412     0.995567
         1140           10  2.20856e+10      8.33552      1.50913     0.999238      1.50913     0.999238
         1145           10  2.20209e+10      27.1507     0.857281     0.997786     0.857281     0.997786
         1150           10  2.19568e+10      3.83607     0.579481     0.995535     0.579481     0.995535
         1155           10  2.18931e+10       40.876     0.727688     0.996911     0.727688     0.996911
         1160           10  2.18299e+10      4.19156       2.2333     0.999538       2.2333     0.999538
         1165           10  2.17672e+10      20.6365      1.03279     0.998518      1.03279     0.998518
         1170           10   2.1705e+10       52.542     0.675411     0.996413     0.675411     0.996413
         1175           10  2.16433e+10      35.4613     0.812475     0.997614     0.812475     0.997614
         1180           10   2.1582e+10      3.00698      2.72842     0.996028      2.72842     0.996028
         1185           10  2.15212e+10      19.0142      1.13164     0.998804      1.13164     0.998804
         1190           10  2.14608e+10      52.8619      0.69985      0.99676      0.69985      0.99676
         1195           10  2.14009e+10      36.0772     0.843626      0.99785     0.843626      0.99785
         1200           10  2.13414e+10      3.25349      3.00488     0.996338      3.00488     0.996338
         1205           10  2.12824e+10      21.7456      1.11027     0.998798      1.11027     0.998798
         1210           10  2.12237e+10      12.0933      1.55551     0.999389      1.55551     0.999389
         1215           10  2.11656e+10      42.9335     0.814141     0.997728     0.814142     0.997728
         1220           10  2.11078e+10      5.36152      2.47785     0.999731      2.47785     0.999731
         1225           10  2.10505e+10      29.8608     0.996237     0.998538     0.996237     0.998538
         1230           10  2.09935e+10       18.326      1.31578     0.999177      1.31578     0.999177
         1235           10   2.0937e+10      57.9749     0.735886     0.997229     0.735886     0.997229
         1240           10  2.08809e+10       11.449      1.78034     0.999563      1.78034     0.999563
         1245           10  2.08251e+10      46.0751     0.840576     0.997953     0.840576     0.997953
         1250           10  2.07698e+10       31.444       1.0343     0.998687       1.0343     0.998687
         1255           10  2.07149e+10      4.40424      2.17235     0.996382      2.17235     0.996382
         1260           10  2.06603e+10      24.4416      1.21243     0.999072      1.21243     0.999072
         1265           10  2.06061e+10      74.2908      1.08638     0.996945      1.08638     0.996945
         1270           10  2.05523e+10      56.0158     0.802469     0.997796     0.802469     0.997796
         1275           10  2.04988e+10      11.0601      2.05506     0.999701      2.05506     0.999701
         1280           10  2.04458e+10      50.2229     0.869476     0.998168     0.869477     0.998168
         1285           10  2.03931e+10      8.77809      2.40642     0.999793      2.40642     0.999793
         1290           10  2.03407e+10      3.83163      3.44677     0.996523      3.44677     0.996523
         1295           10  2.02887e+10      32.6037      1.13574     0.998982      1.13574     0.998982
         1300           10   2.0237e+10      95.0634      3.34163     0.996704      3.34163     0.996704
         1305           10  2.01857e+10      31.5129      1.18949     0.999089      1.18949     0.999089
         1310           10  2.01348e+10      20.4205      1.55421     0.999487      1.55421     0.999487
         1315           10  2.00841e+10      75.5586     0.761735     0.997617     0.761735     0.997617
         1320           10  2.00338e+10       20.991      1.58229     0.999514      1.58229     0.999514
         1325           10  1.99839e+10      12.5076      2.19415     0.999768      2.19415     0.999768
         1330           10  1.99342e+10      61.1676     0.870898      0.99827     0.870898      0.99827
         1335           10  1.98849e+10      14.0874      2.12849     0.999757      2.12849     0.999757
         1340           10  1.98359e+10      66.6296     0.851206     0.998194     0.851206     0.998194
         1345           10  1.97872e+10      50.5129     0.995556      0.99873     0.995556      0.99873
         1350           10  1.97389e+10      9.54806      2.88364     0.999888      2.88364     0.999888
         1355           10  1.96908e+10      58.1564     0.946326     0.998593     0.946326     0.998593
         1360           10  1.96431e+10      13.0692      2.36421      0.99982      2.36421      0.99982
         1365           10  1.95956e+10      6.69564      3.65341     0.999938      3.65341     0.999938
         1370           10  1.95485e+10      52.7747      1.02941     0.998851      1.02941     0.998851
         1375           10  1.95016e+10      10.8015      2.92121     0.999899      2.92121     0.999899
         1380           10  1.94551e+10      65.5475     0.932659     0.998585     0.932659     0.998585
         1385           10  1.94088e+10      50.1587      1.09676     0.999014      1.09676     0.999014
         1390           10  1.93628e+10      9.81565       3.1639     0.999922       3.1639     0.999922
         1395           10  1.93171e+10      65.4344     0.964894     0.998706     0.964894     0.998706
         1400           10  1.92717e+10      17.0179      2.29935     0.999821      2.29935     0.999821
         1405           10  1.92266e+10      9.98788      3.30679     0.999934      3.30679     0.999934
         1410           10  1.91817e+10      68.3059     0.969525      0.99874     0.969525      0.99874
         1415           10  1.91371e+10      18.6604      2.26732     0.999819      2.26732     0.999819
         1420           10  1.90928e+10        11.24      3.20471      0.99993      3.20471      0.99993
         1425           10  1.90488e+10      74.4415     0.952969     0.998707     0.952969     0.998707
         1430           10   1.9005e+10      22.0443      2.11563     0.999789      2.11564     0.999789
         1435           10  1.89615e+10      102.563       1.3205     0.998177       1.3205     0.998177
         1440           10  1.89182e+10      83.9705      0.91936     0.998614      0.91936     0.998614
         1445           10  1.88752e+10      27.8087      1.85744     0.999718      1.85744     0.999718
         1450           10  1.88325e+10      118.023      2.98157     0.998005      2.98157     0.998005
         1455           10    1.879e+10      48.8186      1.32039     0.999393      1.32039     0.999393
         1460           10  1.87477e+10      36.3211      1.62415     0.999621      1.62415     0.999621
         1465           10  1.87057e+10      139.312      5.66266     0.997749      5.66266     0.997749
         1470           10   1.8664e+10      63.1588      1.15817     0.999201      1.15817     0.999201
         1475           10  1.86224e+10      16.7732      2.92649     0.999918      2.92649     0.999918
         1480           10  1.85812e+10       10.133      4.11429     0.999974      4.11429     0.999974
         1485           10  1.85401e+10      82.5252       1.0128     0.998935       1.0128     0.998935
         1490           10  1.84993e+10      27.5639      2.14616     0.999813      2.14616     0.999813
         1495           10  1.84588e+10      128.152      3.16796     0.998234      3.16796     0.998234
         1500           10  1.84184e+10      108.404     0.947968     0.998599     0.947968     0.998599
         1505           10  1.83783e+10      43.8364      1.61226     0.999634      1.61226     0.999634
         1510           10  1.83384e+10      166.453      8.84787     0.997766      8.84787     0.997766
         1515           10  1.82988e+10      143.341      4.71415     0.998156      4.71415     0.998156
         1520           10  1.82593e+10      67.0371      1.24398     0.999353      1.24399     0.999353
         1525           10  1.82201e+10      19.4868      3.07664     0.999935      3.07664     0.999935
         1530           10  1.81811e+10       117.14      1.13274     0.998667      1.13274     0.998667
         1535           10  1.81424e+10      98.9832      1.00722     0.998963      1.00722     0.998963
         1540           10  1.81038e+10      38.4957      1.92448     0.999769      1.92448     0.999769
         1545           10  1.80654e+10      164.721      7.01271     0.998119      7.01271     0.998119
         1550           10  1.80273e+10      82.0593      1.16586      0.99927      1.16587      0.99927
         1555           10  1.79894e+10      67.3835      1.34292     0.999473      1.34292     0.999473
         1560           10  1.79516e+10      20.0868      3.35518     0.999954      3.35518     0.999954
         1565           10  1.79141e+10      126.722      1.37077     0.998759      1.37077     0.998759
         1570           10  1.78768e+10      57.0194      1.55423     0.999631      1.55423     0.999631
         1575           10  1.78397e+10      44.8672      1.88549     0.999767      1.88549     0.999767
         1580           10  1.78027e+10      189.345      10.0319     0.998108      10.0319     0.998108
         1585           10   1.7766e+10      99.4991      1.10484     0.999199      1.10484     0.999199
         1590           10  1.77295e+10      39.5152       2.1521     0.999836       2.1521     0.999836
         1595           10  1.76932e+10      29.7356       2.7023     0.999913       2.7023     0.999913
         1600           10   1.7657e+10      160.122      4.44622     0.998584      4.44622     0.998584
         1605           10  1.76211e+10      80.4185      1.32937     0.999486      1.32937     0.999486
         1610           10  1.75853e+10      28.0137      3.01269     0.999938      3.01269     0.999938
         1615           10  1.75497e+10      20.1241      4.05857     0.999979      4.05857     0.999979
         1620           10  1.75144e+10      140.653      1.64227     0.998914      1.64227     0.998914
         1625           10  1.74792e+10      67.6813      1.57346     0.999659      1.57346     0.999659
         1630           10  1.74441e+10      55.1371      1.85901     0.999772      1.85901     0.999772
         1635           10  1.74093e+10      229.333      15.1779     0.998151      15.1779     0.998151
         1640           10  1.73746e+10      128.798       1.0482     0.999131       1.0482     0.999131
         1645           10  1.73401e+10      59.9983      1.81345     0.999762      1.81345     0.999762
         1650           10  1.73058e+10      48.4394      2.14429     0.999845      2.14429     0.999845
         1655           10  1.72717e+10      220.729       12.222     0.998374       12.222     0.998374
         1660           10  1.72377e+10      123.523      1.11639     0.999262      1.11639     0.999262
         1665           10   1.7204e+10       56.748      1.97311     0.999811      1.97311     0.999811
         1670           10  1.71703e+10      45.7435      2.36851     0.999883      2.36851     0.999883
