Pressure (atm),Temperature (K),P1_SymmetryFactor_1_P1->W1,W2_Energy_1_P1->W1,B4_Energy_1_P1->W1,W1_Frequencies_1_P1->W1,P2_SymmetryFactor_1_P1->W1,W1_Energy_1_P1->W1,B5_Frequencies_1_P1->W1,P2_Energy_1_P1->W1,B4_Frequencies_1_P1->W1,P2_Frequencies_1_P1->W1,B4_SymmetryFactor_1_P1->W1,P1_Frequencies_1_P1->W1,W1_SymmetryFactor_1_P1->W1,B5_SymmetryFactor_1_P1->W1,B5_Energy_1_P1->W1,W2_Frequencies_1_P1->W1,W2_SymmetryFactor_1_P1->W1,P1_Energy_1_P1->W1
10.0,1050.0,1.0000019355265826,0.0,-0.4776661032681269,0.0,0.0,0.0,-0.13689845600454587,0.0,-2.881082780410383,0.0,-0.9650323455260914,1.7344038005013225,0.0,-0.03276047241121734,-0.001615296906804026,0.0,0.0,0.47925878317598986
10.0,1055.0,1.0000019063410979,0.0,-0.4754991389928641,0.0,0.0,0.0,-0.1292493552957989,0.0,-2.8974831221101,0.0,-0.9670120765032346,1.7401440203321803,0.0,-0.030911694724193955,-0.0015093744316277326,0.0,0.0,0.4769874010729082
10.0,1060.0,1.0000018776107646,0.0,-0.4733498804624004,0.0,0.0,0.0,-0.12180535566694203,0.0,-2.913573287084188,0.0,-0.9689377911927182,1.7458755350195527,0.0,-0.0291132167677023,-0.001407189601618647,0.0,0.0,0.4747374472333024
10.0,1065.0,1.0000018493266518,0.0,-0.4712181166727699,0.0,0.0,0.0,-0.11456170477006157,0.0,-2.929359823267901,0.0,-0.9708107457910835,1.7515978300654103,0.0,-0.027363869472767522,-0.0013086513862773442,0.0,0.0,0.47250861984881704
10.0,1070.0,1.0000018214800421,0.0,-0.4691036398501088,0.0,0.0,0.0,-0.1075137737570567,0.0,-2.94484911566191,0.0,-0.9726321637979496,1.7573104124413819,0.0,-0.02566251419169849,-0.0012136711707811903,0.0,0.0,0.4703006227524072
10.0,1075.0,1.0000017940624255,0.0,-0.46700624539206526,0.0,0.0,0.0,-0.10065705360498427,0.0,-2.960047391059948,0.0,-0.9744032369897513,1.7630128098150886,0.0,-0.024008041792247786,-0.0011221626832750434,0.0,0.0,0.4681131652871459
10.0,1080.0,1.0000017670654942,0.0,-0.4649257318103732,0.0,0.0,0.0,-0.09398715156570846,0.0,-2.9749607226191963,0.0,-0.9761251263605264,1.7687045698055675,0.0,-0.022399371782426753,-0.001034041924637704,0.0,0.0,0.46594596217867407
10.0,1085.0,1.0000017404811365,0.0,-0.46286190067457916,0.0,0.0,0.0,-0.08749978773506088,0.0,-2.9895950342793025,0.0,-0.9777989630310112,1.7743852592665732,0.0,-0.020835451464795967,-0.0009492271006311586,0.0,0.0,0.4637987334111776
10.0,1090.0,1.0000017143014324,0.0,-0.4608145565568909,0.0,0.0,0.0,-0.0811907917370145,0.0,-3.003956105035702,0.0,-0.97942584912724,1.780054463596663,0.0,-0.01931525511912498,-0.0008676385563410736,0.0,0.0,0.4616712041067776
10.0,1095.0,1.0000016885186456,0.0,-0.45878350697812864,0.0,0.0,0.0,-0.07505609951857856,0.0,-3.018049573072648,0.0,-0.9810068586297982,1.785711786074959,0.0,-0.01783778321234776,-0.0007891987128229865,0.0,0.0,0.45956310440822473
10.0,1100.0,1.0000016631252215,0.0,-0.45676856235475877,0.0,0.0,0.0,-0.06909175025120601,0.0,-3.031880939761151,0.0,-0.9825430381948267,1.7913568472215577,0.0,-0.016402061634795705,-0.0007138320058691608,0.0,0.0,0.4574741693647949
10.0,1105.0,1.0000016381137806,0.0,-0.45476953594698183,0.0,0.0,0.0,-0.063293883334769,0.0,-3.0454555735268274,0.0,-0.9840354079478434,1.7969892841816262,0.0,-0.01500714096172264,-0.0006414648268185454,0.0,0.0,0.4554041388212791
10.0,1110.0,1.0000016134771137,0.0,-0.45278624380786214,0.0,0.0,0.0,-0.057658735500277274,0.0,-3.0587787135924405,0.0,-0.9854849622513744,1.8026087501321995,0.0,-0.013652095739174145,-0.0005720254653322379,0.0,0.0,0.45335275730997754
10.0,1115.0,1.0000015892081775,0.0,-0.45081850473347074,0.0,0.0,0.0,-0.05218263800770044,0.0,-3.07185547359966,0.0,-0.9868926704473847,1.8082149137108092,0.0,-0.012336023793321178,-0.0005054440540618082,0.0,0.0,0.45131977394559736
10.0,1120.0,1.0000015653000898,0.0,-0.44886614021402216,0.0,0.0,0.0,-0.046862013935374994,0.0,-3.0846908451145407,0.0,-0.9882594775754202,1.8138074584650719,0.0,-0.011058045562366503,-0.000441652515139886,0.0,0.0,0.44930494232296525
10.0,1125.0,1.000001541746126,0.0,-0.44692897438598955,0.0,0.0,0.0,-0.04169337555762584,0.0,-3.0972897010208134,0.0,-0.9895863050673728,1.819386082322392,0.0,-0.009817303450214535,-0.00038058450842653926,0.0,0.0,0.44730802041747
10.0,1130.0,1.000001518539714,0.0,-0.44500683398517105,0.0,0.0,0.0,-0.036673321807416004,0.0,-3.1096567988051516,0.0,-0.9908740514196936,1.8249504970790165,0.0,-0.00861296120110359,-0.00032217538144606973,0.0,0.0,0.44532877048814645
10.0,1135.0,1.0000014956744299,0.0,-0.443099548300693,0.0,0.0,0.0,-0.03179853582086274,0.0,-3.121796783738223,0.0,-0.9921235928439116,1.8305004279076573,0.0,-0.007444203294429865,-0.0002663621209532146,0.0,0.0,0.4433669589833206
10.0,1140.0,1.0000014731439948,0.0,-0.4412069491299274,0.0,0.0,0.0,-0.02706578256075075,0.0,-3.133714191955289,0.0,-0.993335783896213,1.8360356128829747,0.0,-0.006310234359040092,-0.00021308330606867467,0.0,0.0,0.44142235644874045
10.0,1145.0,1.0000014509422712,0.0,-0.4393288707343075,0.0,0.0,0.0,-0.02247190651608791,0.0,-3.145413453439912,0.0,-0.9945114580868525,1.8415558025242176,0.0,-0.005210278606293974,-0.0001622790629270869,0.0,0.0,0.4394947374381102
10.0,1150.0,1.0000014290632575,0.0,-0.4374651497960193,0.0,0.0,0.0,-0.018013829475033962,0.0,-3.156898894914237,0.0,-0.9956514284701249,1.847060759354358,0.0,-0.00414357928120175,-0.00011389102078379321,0.0,0.0,0.43758388042596164
10.0,1155.0,1.0000014075010863,0.0,-0.43561562537555437,0.0,0.0,0.0,-0.01368854836857782,0.0,-3.1681747426391067,0.0,-0.9967564882155825,1.852550257475078,0.0,-0.003109398131016065,-6.786226952609573e-05,0.0,0.0,0.435689567722787
10.0,1160.0,1.0000013862500203,0.0,-0.43378013887010286,0.0,0.0,0.0,-0.009493133182394685,0.0,-3.179245125127255,0.0,-0.9978274111611714,1.8580240821570086,0.0,-0.0021070148906319757,-2.4137318540246927e-05,0.0,0.0,0.43381158539236603
10.0,1165.0,1.0000013653044482,0.0,-0.43195853397277195,0.0,0.0,0.0,-0.005424724934511229,0.0,-3.190114075772542,0.0,-0.9988649523489329,1.8634820294446213,0.0,-0.0011357267842125507,1.7337943114562402e-05,0.0,0.0,0.4319497231712248
10.0,1170.0,1.0000013446588825,0.0,-0.43015065663260915,0.0,0.0,0.0,-0.0014805337164413297,0.0,-3.2007855353981887,0.0,-0.9998698485438788,1.8689239057752274,0.0,-0.00019484804247211623,5.661628527265314e-05,0.0,0.0,0.43010377439015557
10.0,1175.0,1.0000013243079546,0.0,-0.42835635501541713,0.0,0.0,0.0,0.0023421632044873823,0.0,-3.211263354726895,0.0,-1.0008428187366445,1.8743495276115296,0.0,0.0007162905649691927,9.37491740120839e-05,0.0,0.0,0.4282735358977441
10.0,1180.0,1.0000013042464146,0.0,-0.4265754794653406,0.0,0.0,0.0,0.006046023223676111,0.0,-3.2215512967754276,0.0,-1.0017845646304737,1.8797587210872262,0.0,0.0015983421826299587,0.00012878680783239436,0.0,0.0,0.42645880798583924
10.0,1185.0,1.0000012844691253,0.0,-0.42480788246721024,0.0,0.0,0.0,0.009633640180825232,0.0,-3.231653039176368,0.0,-1.0026957711130975,1.8851513216651656,0.0,0.002451944308184478,0.0001617781527004526,0.0,0.0,0.42465939431690986
10.0,1190.0,1.0000012649710603,0.0,-0.4230534186096284,0.0,0.0,0.0,0.013107546086442705,0.0,-3.2415721764294965,0.0,-1.003577106714029,1.8905271738075748,0.0,0.003277719217896706,0.00019277097600484372,0.0,0.0,0.42287510185323307
10.0,1195.0,1.0000012457473026,0.0,-0.4213119445487784,0.0,0.0,0.0,0.016470212795246547,0.0,-3.2513122220852084,0.0,-1.0044292240477661,1.8958861306579184,0.0,0.004076274378950163,0.0002218118794557731,0.0,0.0,0.4211057407878605
10.0,1200.0,1.0000012267930394,0.0,-0.4195833189729461,0.0,0.0,0.0,0.0197240536282443,0.0,-3.260876610862292,0.0,-1.0052527602434123,1.9012280537339354,0.0,0.0048482028491467575,0.00024894633096789106,0.0,0.0,0.41935112447731016
10.0,1205.0,1.0000012081035612,0.0,-0.4178674025677339,0.0,0.0,0.0,0.022871424945322308,0.0,-3.2702687007022675,0.0,-1.006048337361163,1.9065528126314537,0.0,0.005594083664384175,0.00027421869556134405,0.0,0.0,0.41761106937593295
10.0,1210.0,1.0000011896742587,0.0,-0.416164057981957,0.0,0.0,0.0,0.025914627669972885,0.0,-3.279491774762494,0.0,-1.006816562796121,1.911860284738566,0.0,0.00631448221434135,0.00029767226531358774,0.0,0.0,0.41588539497190913
10.0,1215.0,1.0000011715006196,0.0,-0.4144731497942056,0.0,0.0,0.0,0.02885590876784652,0.0,-3.2885490433500135,0.0,-1.0075580296698579,1.9171503549597835,0.0,0.007009950606779398,0.00031934928839684045,0.0,0.0,0.4141739237248223
10.0,1220.0,1.0000011535782278,0.0,-0.41279454448005737,0.0,0.0,0.0,0.03169746268062289,0.0,-3.297443645798184,0.0,-1.0082733172101581,1.922422915449817,0.0,0.0076810280208293395,0.0003392909972293972,0.0,0.0,0.41247648100477025
10.0,1225.0,1.0000011359027592,0.0,-0.4111281103799296,0.0,0.0,0.0,0.03444143271682458,0.0,-3.306178652288024,0.0,-1.0089629911193267,1.9276778653565905,0.0,0.008328241049660314,0.00035753763577412313,0.0,0.0,0.41079289503296634
10.0,1230.0,1.0000011184699809,0.0,-0.4094737176675554,0.0,0.0,0.0,0.03708991240092108,0.0,-3.3147570656160044,0.0,-1.0096276039314622,1.9329151105731954,0.0,0.008952104032866373,0.0003741284860105372,0.0,0.0,0.4091229968237892
10.0,1235.0,1.000001101275747,0.0,-0.4078312383190714,0.0,0.0,0.0,0.039644946782175686,0.0,-3.323181822910216,0.0,-1.0102676953590481,1.9381345634984144,0.0,0.009553119378935122,0.00038910189361039937,0.0,0.0,0.40746662012824114
