Pressure (atm),Temperature (K),P1_SymmetryFactor_1_P1->W1,W2_Energy_1_P1->W1,B4_Energy_1_P1->W1,W1_Frequencies_1_P1->W1,P2_SymmetryFactor_1_P1->W1,W1_Energy_1_P1->W1,B5_Frequencies_1_P1->W1,P2_Energy_1_P1->W1,B4_Frequencies_1_P1->W1,P2_Frequencies_1_P1->W1,B4_SymmetryFactor_1_P1->W1,P1_Frequencies_1_P1->W1,W1_SymmetryFactor_1_P1->W1,B5_SymmetryFactor_1_P1->W1,B5_Energy_1_P1->W1,W2_Frequencies_1_P1->W1,W2_SymmetryFactor_1_P1->W1,P1_Energy_1_P1->W1
10.0,1995.0,0.9999999203889,0.0,-0.247354683326928,0.0,0.0,0.0,-0.03915237580720122,0.0,-3.740559163853307,0.0,-0.9856550293347364,2.5360681881324862,0.0,-0.012781985091528088,-0.004762994564461432,0.0,0.0,0.2522407734597874
10.0,2000.0,0.9999999173288509,0.0,-0.24667630072768926,0.0,0.0,0.0,-0.040756888878208004,0.0,-3.740752814335247,0.0,-0.9852136066170311,2.538936388638093,0.0,-0.01319018356840507,-0.004810381812710556,0.0,0.0,0.2516101697178321
10.0,2005.0,0.9999999142980172,0.0,-0.2460010891720464,0.0,0.0,0.0,-0.04236371528032269,0.0,-3.740933435827831,0.0,-0.984771643219853,2.541793810579031,0.0,-0.013598895898929911,-0.004857745208765839,0.0,0.0,0.2509827111418181
10.0,2010.0,0.999999911296077,0.0,-0.24532902657670658,0.0,0.0,0.0,-0.04397276095713608,0.0,-3.7411012153618928,0.0,-0.9843291635920614,2.5446405081393526,0.0,-0.014008099267675881,-0.004905083348803609,0.0,0.0,0.25035837426028196
10.0,2015.0,0.999999908322713,0.0,-0.244660091061911,0.0,0.0,0.0,-0.04558393354610753,0.0,-3.7412563372228003,0.0,-0.9838861917377265,2.5474765352252278,0.0,-0.014417771273597757,-0.0049523948585950125,0.0,0.0,0.24973713583472956
10.0,2020.0,0.9999999053776114,0.0,-0.24399426094910812,0.0,0.0,0.0,-0.04719714234823401,0.0,-3.74139898299538,0.0,-0.9834427512241352,2.5503019454651827,0.0,-0.014827889922585328,-0.004999678392947275,0.0,0.0,0.2491189728567505
10.0,2025.0,0.9999999024604629,0.0,-0.24333151475866055,0.0,0.0,0.0,-0.04881229829828457,0.0,-3.7415293316080653,0.0,-0.9829988651896332,2.553116792210369,0.0,-0.015238433620157255,-0.0050469326351544495,0.0,0.0,0.24850386254517914
10.0,2030.0,0.9999998995709621,0.0,-0.24267183120758143,0.0,0.0,0.0,-0.050429313935605444,0.0,-3.741647559376185,0.0,-0.9825545563513182,2.555921128534877,0.0,-0.015649381164299363,-0.0050941562964604255,0.0,0.0,0.2478917823432955
10.0,2035.0,0.9999998967088074,0.0,-0.24201518920730222,0.0,0.0,0.0,-0.0520481033755172,0.0,-3.741753840044519,0.0,-0.9821098470125822,2.5587150072361045,0.0,-0.016060711738442254,-0.005141348115531717,0.0,0.0,0.24728270991606782
10.0,2040.0,0.9999998938737016,0.0,-0.2413615678614708,0.0,0.0,0.0,-0.05366858228120882,0.0,-3.7418483448290214,0.0,-0.981664759070512,2.5614984808351413,0.0,-0.01647240490457135,-0.00518850685794099,0.0,0.0,0.24667662314743619
10.0,2045.0,0.9999998910653509,0.0,-0.24071094646377794,0.0,0.0,0.0,-0.05529066783624329,0.0,-3.7419312424578015,0.0,-0.9812193140231428,2.564271601577213,0.0,-0.01688444059647344,-0.005235631315660954,0.0,0.0,0.24607350013763477
10.0,2050.0,0.9999998882834654,0.0,-0.2400633044958156,0.0,0.0,0.0,-0.056914278717528494,0.0,-3.74200269921137,0.0,-0.9807735329765734,2.5670344214321426,0.0,-0.01729679911310695,-0.005282720306567929,0.0,0.0,0.24547331920055598
10.0,2055.0,0.9999998855277588,0.0,-0.23941862162495997,0.0,0.0,0.0,-0.058539335068857556,0.0,-3.7420628789621224,0.0,-0.9803274366519488,2.5697869920948713,0.0,-0.017709461112108728,-0.005329772673955824,0.0,0.0,0.24487605886114827
10.0,2060.0,0.9999998827979489,0.0,-0.23877687770228706,0.0,0.0,0.0,-0.060165758474897205,0.0,-3.7421119432131404,0.0,-0.9798810453923013,2.5725293649859893,0.0,-0.01812240760341665,-0.005376787286058539,0.0,0.0,0.2442816978528572
10.0,2065.0,0.999999880093757,0.0,-0.2381380527605142,0.0,0.0,0.0,-0.061793471935737386,0.0,-3.7421500511362797,0.0,-0.9794343791692675,2.575261591252307,0.0,-0.018535619943019253,-0.005423763035583086,0.0,0.0,0.24369021511510086
10.0,2070.0,0.9999998774149075,0.0,-0.23750212701196768,0.0,0.0,0.0,-0.06342239984187556,0.0,-3.742177359609549,0.0,-0.9789874575896748,2.5779837217674646,0.0,-0.018949079826822205,-0.005470698839250765,0.0,0.0,0.24310158979078086
10.0,2075.0,0.9999998747611287,0.0,-0.23686908084657965,0.0,0.0,0.0,-0.06505246794969384,0.0,-3.7421940232538553,0.0,-0.9785402999020014,2.5806958071325736,0.0,-0.01936276928463211,-0.005517593637348169,0.0,0.0,0.2425158012238322
10.0,2080.0,0.9999998721321525,0.0,-0.2362388948299111,0.0,0.0,0.0,-0.06668360335741973,0.0,-3.7422001944690324,0.0,-0.9780929250027133,2.583397897676866,0.0,-0.01977667067425614,-0.005564446393286448,0.0,0.0,0.2419328289568071
10.0,2085.0,0.9999998695277139,0.0,-0.23561154970119996,0.0,0.0,0.0,-0.06831573448149908,0.0,-3.7421960234693024,0.0,-0.9776453514424839,2.5860900434583938,0.0,-0.020190766675713075,-0.005611256093169039,0.0,0.0,0.24135265272849182
10.0,2090.0,0.9999998669475515,0.0,-0.23498702637143568,0.0,0.0,0.0,-0.06994879103347612,0.0,-3.7421816583180054,0.0,-0.977197597432291,2.5887722942647553,0.0,-0.020605040285551768,-0.005658021745368654,0.0,0.0,0.24077525247156106
10.0,2095.0,0.9999998643914069,0.0,-0.23436530592145982,0.0,0.0,0.0,-0.07158270399724267,0.0,-3.742157244961801,0.0,-0.9767496808494042,2.591444699613822,0.0,-0.021019474811278985,-0.005704742380111337,0.0,0.0,0.24020060831026357
10.0,2100.0,0.9999998618590252,0.0,-0.23374636960009096,0.0,0.0,0.0,-0.07321740560676696,0.0,-3.7421229272641976,0.0,-0.9763016192432549,2.5941073087545283,0.0,-0.021434053865893858,-0.005751417049069503,0.0,0.0,0.2396287005581415
10.0,2105.0,0.9999998593501549,0.0,-0.23313019882227398,0.0,0.0,0.0,-0.0748528293242222,0.0,-3.7420788470385036,0.0,-0.9758534298411935,2.596760170667644,0.0,-0.021848761362523835,-0.0057980448249627245,0.0,0.0,0.23905950971578238
10.0,2110.0,0.9999998568645472,0.0,-0.2325167751672534,0.0,0.0,0.0,-0.07648890981852631,0.0,-3.7420251440802126,0.0,-0.9754051295541486,2.599403334066612,0.0,-0.022263581509160565,-0.005844624801165695,0.0,0.0,0.2384930164686025
10.0,2115.0,0.9999998544019567,0.0,-0.23190608037677268,0.0,0.0,0.0,-0.07812558294428443,0.0,-3.741961956198782,0.0,-0.9749567349821666,2.6020368473983657,0.0,-0.02267849880349141,-0.0058911560913242865,0.0,0.0,0.23792920168466272
10.0,2120.0,0.9999998519621411,0.0,-0.2312980963532948,0.0,0.0,0.0,-0.07976278572111906,0.0,-3.7418894192488663,0.0,-0.974508262419858,2.6046607588442,0.0,-0.023093498027841636,-0.005937637828979184,0.0,0.0,0.23736804641251508
10.0,2125.0,0.9999998495448609,0.0,-0.23069280515824633,0.0,0.0,0.0,-0.08140045631340712,0.0,-3.7418076671610194,0.0,-0.9740597278617343,2.6072751163206447,0.0,-0.02350856424419203,-0.00598406916719599,0.0,0.0,0.23680953187907777
10.0,2130.0,0.9999998471498799,0.0,-0.23009018901028494,0.0,0.0,0.0,-0.0830385340103678,0.0,-3.741716831971805,0.0,-0.9736111470074514,2.609879967480367,0.0,-0.02392368278930438,-0.0060304492782031266,0.0,0.0,0.23625363948754283
10.0,2135.0,0.9999998447769647,0.0,-0.2294902302835898,0.0,0.0,0.0,-0.08467695920654202,0.0,-3.7416170438534375,0.0,-0.9731625352669503,2.6124753597130845,0.0,-0.02433883926992904,-0.006076777353036782,0.0,0.0,0.23570035081531246
10.0,2140.0,0.9999998424258847,0.0,-0.22889291150617272,0.0,0.0,0.0,-0.08631567338261033,0.0,-3.7415084311428597,0.0,-0.9727139077655059,2.6150613401464975,0.0,-0.0247540195581101,-0.006123052601191588,0.0,0.0,0.23514964761196194
10.0,2145.0,0.999999840096412,0.0,-0.2282982153582123,0.0,0.0,0.0,-0.0879546190866035,0.0,-3.741391120370328,0.0,-0.9722652793486791,2.6176379556472416,0.0,-0.02516920978656528,-0.006169274250279888,0.0,0.0,0.23460151179723562
10.0,2150.0,0.999999837788322,0.0,-0.22770612467040957,0.0,0.0,0.0,-0.08959373991542807,0.0,-3.741265236287502,0.0,-0.9718166645871773,2.620205252821854,0.0,-0.025584396344165945,-0.006215441545695133,0.0,0.0,0.23405592545906578
10.0,2155.0,0.9999998355013927,0.0,-0.2271166224223632,0.0,0.0,0.0,-0.0912329804967416,0.0,-3.74113090189504,0.0,-0.9713680777816291,2.6227632780177603,0.0,-0.02599956587149006,-0.006261553750284141,0.0,0.0,0.23351287085162273
10.0,2160.0,0.9999998332354045,0.0,-0.22652969174096824,0.0,0.0,0.0,-0.09287228647116426,0.0,-3.740988238469711,0.0,-0.970919532967262,2.6253120773242578,0.0,-0.026414705256462757,-0.006307610144023468,0.0,0.0,0.232972330393391
10.0,2165.0,0.9999998309901411,0.0,-0.22594531589883235,0.0,0.0,0.0,-0.094511604474825,0.0,-3.740837365591054,0.0,-0.9704710439185045,2.627851696573541,0.0,-0.026829801630075183,-0.00635361002370355,0.0,0.0,0.2324342866652702
10.0,2170.0,0.999999828765388,0.0,-0.2253634783127156,0.0,0.0,0.0,-0.09615088212222751,0.0,-3.7406784011675316,0.0,-0.9700226241534955,2.630382181341715,0.0,-0.027244842362179493,-0.006399552702617829,0.0,0.0,0.23189872240870665
10.0,2175.0,0.9999998265609341,0.0,-0.22478416254198688,0.0,0.0,0.0,-0.09779006798940379,0.0,-3.7405114614623023,0.0,-0.9695742869385134,2.632903576949835,0.0,-0.02765981505736976,-0.006445437510258358,0.0,0.0,0.23136562052384557
10.0,2180.0,0.9999998243765709,0.0,-0.22420735228710256,0.0,0.0,0.0,-0.09942911159741821,0.0,-3.7403366611184823,0.0,-0.969126045292325,2.6354159284649534,0.0,-0.028074707550929844,-0.006491263792016668,0.0,0.0,0.23083496406771256
10.0,2185.0,0.9999998222120915,0.0,-0.22363303138810234,0.0,0.0,0.0,-0.10106796339614064,0.0,-3.7401541131839995,0.0,-0.9686779119904511,2.6379192807011846,0.0,-0.02848950790485873,-0.006537030908890834,0.0,0.0,0.23030673625241715
10.0,2190.0,0.9999998200672924,0.0,-0.2230611838231269,0.0,0.0,0.0,-0.10270657474833765,0.0,-3.739963929136034,0.0,-0.9682298995693599,2.640413678220762,0.0,-0.028904204403968722,-0.0065827382371977956,0.0,0.0,0.2297809204433847
10.0,2195.0,0.9999998179419726,0.0,-0.22249179370695066,0.0,0.0,0.0,-0.1043448979140263,0.0,-3.739766218905015,0.0,-0.9677820203305767,2.6428991653351366,0.0,-0.02931878555205522,-0.006628385168290846,0.0,0.0,0.22925750015760757
10.0,2200.0,0.9999998158359329,0.0,-0.22192484528953796,0.0,0.0,0.0,-0.10598288603515434,0.0,-3.739561090898217,0.0,-0.9673342863447265,2.6453757861060465,0.0,-0.029733240068134985,-0.006673971108283061,0.0,0.0,0.22873645906192538
10.0,2205.0,0.9999998137489768,0.0,-0.22136032295461136,0.0,0.0,0.0,-0.1076204931205042,0.0,-3.739348652022967,0.0,-0.9668867094554952,2.6478435843466315,0.0,-0.030147556882752957,-0.006719495477775349,0.0,0.0,0.22821778097132392
10.0,2210.0,0.9999998116809106,0.0,-0.2207982112182434,0.0,0.0,0.0,-0.10925767403093656,0.0,-3.739129007709425,0.0,-0.9664393012835233,2.6503026036225363,0.0,-0.030561725134360344,-0.006764957711590052,0.0,0.0,0.22770144984726026
10.0,2215.0,0.9999998096315423,0.0,-0.2202384947274634,0.0,0.0,0.0,-0.11089438446482304,0.0,-3.7389022619330077,0.0,-0.9659920732302317,2.6527528872530213,0.0,-0.03097573416575105,-0.006810357258509021,0.0,0.0,0.22718744979600958
10.0,2220.0,0.9999998076006825,0.0,-0.21968115825888213,0.0,0.0,0.0,-0.1125305809438266,0.0,-3.738668517236425,0.0,-0.9655450364815672,2.6551944783120907,0.0,-0.03138957352056504,-0.00685569358101719,0.0,0.0,0.22667576506703416
10.0,2225.0,0.999999805588144,0.0,-0.21912618671733333,0.0,0.0,0.0,-0.1141662207988588,0.0,-3.7384278747513244,0.0,-0.9650982020116936,2.6576274196296197,0.0,-0.03180323293986355,-0.006900966155050621,0.0,0.0,0.22616638005137432
10.0,2230.0,0.9999998035937419,0.0,-0.21857356513453305,0.0,0.0,0.0,-0.11580126215635504,0.0,-3.73818043421959,0.0,-0.9646515805866113,2.6600517537924926,0.0,-0.03221670235875161,-0.00694617446974906,0.0,0.0,0.22565927928006196
10.0,2235.0,0.9999998016172933,0.0,-0.21802327866775548,0.0,0.0,0.0,-0.11743566392474425,0.0,-3.7379262940142755,0.0,-0.9642051827677034,2.662467523145748,0.0,-0.03262997190307263,-0.006991318027213563,0.0,0.0,0.2251544474225535
10.0,2240.0,0.9999997996586178,0.0,-0.21747531259852476,0.0,0.0,0.0,-0.11906938578121591,0.0,-3.7376655511601897,0.0,-0.9637590189152339,2.6648747697937214,0.0,-0.033043031886156926,-0.007036396342268407,0.0,0.0,0.22465186928518652
10.0,2245.0,0.999999797717537,0.0,-0.2169296523313226,0.0,0.0,0.0,-0.120702388158656,0.0,-3.7373983013541245,0.0,-0.9633130991917649,2.6672735356012054,0.0,-0.033455872805631386,-0.007081408942227372,0.0,0.0,0.22415152980965333
10.0,2250.0,0.9999997957938745,0.0,-0.21638628339231386,0.0,0.0,0.0,-0.12233463223289061,0.0,-3.737124638984756,0.0,-0.9628674335655308,2.6696638621946014,0.0,-0.03386848534028403,-0.007126355366664422,0.0,0.0,0.22365341407149927
10.0,2255.0,0.9999997938874563,0.0,-0.21584519142808578,0.0,0.0,0.0,-0.12396607991010648,0.0,-3.7368446571521985,0.0,-0.9624220318137386,2.6720457909630952,0.0,-0.03428086034698767,-0.007171235167188521,0.0,0.0,0.22315750727863742
10.0,2260.0,0.99999979199811,0.0,-0.21530636220440402,0.0,0.0,0.0,-0.12559669381450062,0.0,-3.736558447687262,0.0,-0.9619769035258128,2.674419363059808,0.0,-0.03469298885767446,-0.007216047907223025,0.0,0.0,0.22266379476988465
10.0,2265.0,0.9999997901256655,0.0,-0.2147697816049829,0.0,0.0,0.0,-0.12722643727617228,0.0,-3.7362661011703353,0.0,-0.9615320581065843,2.6767846194029827,0.0,-0.03510486207636917,-0.00726079316178873,0.0,0.0,0.2221722620135163
10.0,2270.0,0.9999997882699548,0.0,-0.21423543563027259,0.0,0.0,0.0,-0.1288552743192316,0.0,-3.7359677069500217,0.0,-0.9610875047794228,2.6791416006771493,0.0,-0.03551647137627083,-0.007305470517290816,0.0,0.0,0.22168289460584167
10.0,2275.0,0.9999997864308117,0.0,-0.21370331039625887,0.0,0.0,0.0,-0.13048316965007206,0.0,-3.735663353161405,0.0,-0.9606432525893112,2.681490347334309,0.0,-0.03592780829689217,-0.007350079571310445,0.0,0.0,0.22119567826979572
10.0,2280.0,0.9999997846080719,0.0,-0.2131733921332799,0.0,0.0,0.0,-0.13211008864591267,0.0,-3.7353531267440476,0.0,-0.9601993104058638,2.683830899595107,0.0,-0.036338864541239885,-0.007394619932399292,0.0,0.0,0.22071059885355154
10.0,2285.0,0.9999997828015733,0.0,-0.2126456671848551,0.0,0.0,0.0,-0.133735997343507,0.0,-3.735037113459692,0.0,-0.9597556869262995,2.686163297450024,0.0,-0.036749631973057355,-0.0074390912198786414,0.0,0.0,0.2202276423291497
10.0,2290.0,0.9999997810111553,0.0,-0.21212012200653046,0.0,0.0,0.0,-0.13536086242805354,0.0,-3.73471539790964,0.0,-0.959312390678347,2.6884875806605573,0.0,-0.037160102614106925,-0.0074834930636415165,0.0,0.0,0.21974679479114548
10.0,2295.0,0.9999997792366594,0.0,-0.2115967431647365,0.0,0.0,0.0,-0.13698465122232298,0.0,-3.734388063551885,0.0,-0.9588694300231141,2.6908037887604066,0.0,-0.03757026864150261,-0.00752782510395899,0.0,0.0,0.21926804245527587
10.0,2300.0,0.999999777477929,0.0,-0.21107551733566052,0.0,0.0,0.0,-0.13860733167594178,0.0,-3.7340551927179195,0.0,-0.9584268131579009,2.6931119610566654,0.0,-0.03798012238509513,-0.007572086991289588,0.0,0.0,0.21879137165714047
10.0,2305.0,0.9999997757348091,0.0,-0.21055643130413268,0.0,0.0,0.0,-0.14022887235489764,0.0,-3.7337168666293308,0.0,-0.9579845481189588,2.6954121366310093,0.0,-0.038389656324892794,-0.007616278386092597,0.0,0.0,0.21831676885090257
10.0,2310.0,0.9999997740071468,0.0,-0.21003947196252576,0.0,0.0,0.0,-0.14184924243121294,0.0,-3.733373165414041,0.0,-0.9575426427842038,2.6977043543408854,0.0,-0.03879886308853506,-0.007660398958644515,0.0,0.0,0.21784422060800596
10.0,2315.0,0.9999997722947908,0.0,-0.20952462630966726,0.0,0.0,0.0,-0.14346841167281002,0.0,-3.733024168122337,0.0,-0.9571011048758871,2.6999886528207084,0.0,-0.039207735448814555,-0.007704448388858774,0.0,0.0,0.21737371361590827
10.0,2320.0,0.9999997705975914,0.0,-0.20901188144976537,0.0,0.0,0.0,-0.14508635043352602,0.0,-3.732669952742656,0.0,-0.9566599419632121,2.702265070483046,0.0,-0.039616266321227896,-0.007748426366109034,0.0,0.0,0.21690523467683026
10.0,2325.0,0.9999997689154008,0.0,-0.20850122459134815,0.0,0.0,0.0,-0.14670302964333728,0.0,-3.732310596217042,0.0,-0.9562191614649065,2.7045336455198163,0.0,-0.04002444876158591,-0.007792332589055677,0.0,0.0,0.21643877070652284
10.0,2330.0,0.9999997672480727,0.0,-0.20799264304621476,0.0,0.0,0.0,-0.1483184207987453,0.0,-3.731946174456424,0.0,-0.9557787706517548,2.7067944159034787,0.0,-0.04043227596365337,-0.00783616676547525,0.0,0.0,0.21597430873304832
10.0,2335.0,0.9999997655954631,0.0,-0.20748612422839877,0.0,0.0,0.0,-0.14993249595330888,0.0,-3.731576762355597,0.0,-0.9553387766490758,2.709047419388223,0.0,-0.04083974125684105,-0.007879928612092958,0.0,0.0,0.21551183589557713
10.0,2340.0,0.9999997639574286,0.0,-0.20698165565314564,0.0,0.0,0.0,-0.1515452277083635,0.0,-3.731202433807997,0.0,-0.9548991864391722,2.711292693511169,0.0,-0.0412468381039237,-0.00792361785441849,0.0,0.0,0.21505133944320268
10.0,2345.0,0.9999997623338284,0.0,-0.20647922493590162,0.0,0.0,0.0,-0.15315658920390313,0.0,-3.7308232617202015,0.0,-0.954460006863723,2.7135302755935418,0.0,-0.041653560098813124,-0.007967234226584543,0.0,0.0,0.21459280673376818
10.0,2350.0,0.9999997607245228,0.0,-0.2059788197913133,0.0,0.0,0.0,-0.15476655410959814,0.0,-3.730439318026226,0.0,-0.9540212446261416,2.715760202741879,0.0,-0.04205990096435897,-0.008010777471188845,0.0,0.0,0.21413622523270961
10.0,2355.0,0.9999997591293738,0.0,-0.20548042803224043,0.0,0.0,0.0,-0.15637509661598917,0.0,-3.730050673701577,0.0,-0.9535829062938918,2.7179825118492054,0.0,-0.04246585455019289,-0.008054247339137769,0.0,0.0,0.21368158251191416
10.0,2360.0,0.9999997575482449,0.0,-0.20498403756878117,0.0,0.0,0.0,-0.15798219142582898,0.0,-3.7296573987770723,0.0,-0.9531449983007602,2.7201972395962364,0.0,-0.04287141483060985,-0.008097643589494408,0.0,0.0,0.2132288662485921
10.0,2365.0,0.9999997559810015,0.0,-0.20448963640730716,0.0,0.0,0.0,-0.15958781374557193,0.0,-3.7292595623524587,0.0,-0.9527075269491005,2.7224044224525423,0.0,-0.043276575902481317,-0.008140965989328125,0.0,0.0,0.2127780642241643
10.0,2370.0,0.9999997544275099,0.0,-0.2039972126495101,0.0,0.0,0.0,-0.16119193927701456,0.0,-3.7288572326097857,0.0,-0.952270498412019,2.7246040966777545,0.0,-0.043681331983214014,-0.008184214313567459,0.0,0.0,0.21232916432316074
10.0,2375.0,0.9999997528876384,0.0,-0.20350675449146255,0.0,0.0,0.0,-0.16279454420905676,0.0,-3.7284504768265982,0.0,-0.9518339187355465,2.7267962983227316,0.0,-0.04408567740873446,-0.008227388344855402,0.0,0.0,0.21188215453213868
10.0,2380.0,0.9999997513612567,0.0,-0.20301825022268472,0.0,0.0,0.0,-0.16439560520964933,0.0,-3.7280393613888876,0.0,-0.9513977938407496,2.7289810632307514,0.0,-0.04448960663151033,-0.00827048787340718,0.0,0.0,0.21143702293860717
