========================================
tripplet_W1b_Energy_1_0.0.out
0.1 atm
T,P1->P2
200.0,3.56524e-12
210.0,3.17715e-12
220.0,2.84996e-12
230.0,2.57215e-12
240.0,2.33455e-12
250.0,2.12946e-12
260.0,1.9528e-12
270.0,1.79866e-12
280.0,1.66411e-12
290.0,1.54583e-12
300.0,1.44141e-12
310.0,1.34966e-12
320.0,1.26774e-12
330.0,1.19509e-12
340.0,1.12965e-12
350.0,1.07081e-12
360.0,1.0194e-12
370.0,9.72067e-13
380.0,9.29786e-13
390.0,8.92067e-13
400.0,8.56659e-13
410.0,8.26247e-13
420.0,7.97561e-13
430.0,7.7015e-13
440.0,7.49477e-13
450.0,7.27788e-13
460.0,7.10019e-13
470.0,6.9233e-13
480.0,6.77086e-13
490.0,6.64284e-13
500.0,6.48923e-13
510.0,6.40167e-13
520.0,6.28944e-13
530.0,6.21162e-13
540.0,6.15026e-13
550.0,6.07299e-13
560.0,6.02259e-13
570.0,5.9646e-13
580.0,5.93618e-13
590.0,5.89471e-13
600.0,5.88162e-13
610.0,5.86957e-13
620.0,5.85454e-13
630.0,5.84404e-13
640.0,5.85714e-13
650.0,5.86668e-13
660.0,5.87828e-13
670.0,5.89296e-13
680.0,5.92443e-13
690.0,5.95178e-13
700.0,5.98727e-13
800.0,6.57964e-13
900.0,7.56906e-13
1000.0,8.92121e-13
1100.0,1.06336e-12
1200.0,1.27139e-12
1300.0,1.51753e-12
1400.0,1.80337e-12
1500.0,2.13056e-12
1600.0,2.50067e-12
1700.0,2.91523e-12
1800.0,3.37564e-12
1900.0,3.88313e-12
2000.0,4.4388e-12
2100.0,5.04362e-12
2200.0,5.6984e-12
2300.0,6.40378e-12
2400.0,7.16027e-12
2500.0,7.96822e-12
2600.0,8.82782e-12
2700.0,9.73911e-12
2800.0,1.0702e-11
2900.0,1.17161e-11
3000.0,1.27811e-11
========================================
tripplet_W1b_Energy_1_0.0.out
0.5 atm
T,P1->P2
200.0,4.61212e-12
210.0,4.06027e-12
220.0,3.59909e-12
230.0,3.21129e-12
240.0,2.88263e-12
250.0,2.60173e-12
260.0,2.36162e-12
270.0,2.15406e-12
280.0,1.97413e-12
290.0,1.817e-12
300.0,1.67945e-12
310.0,1.55994e-12
320.0,1.45297e-12
330.0,1.3597e-12
340.0,1.27513e-12
350.0,1.19881e-12
360.0,1.13529e-12
370.0,1.07413e-12
380.0,1.02107e-12
390.0,9.75188e-13
400.0,9.29171e-13
410.0,8.93095e-13
420.0,8.56179e-13
430.0,8.16948e-13
440.0,7.97246e-13
450.0,7.68884e-13
460.0,7.49681e-13
470.0,7.26446e-13
480.0,7.07279e-13
490.0,6.93401e-13
500.0,6.6699e-13
510.0,6.62543e-13
520.0,6.45257e-13
530.0,6.37121e-13
540.0,6.32291e-13
550.0,6.19958e-13
560.0,6.15657e-13
570.0,6.05645e-13
580.0,6.04199e-13
590.0,5.95002e-13
600.0,5.96644e-13
610.0,5.96141e-13
620.0,5.92387e-13
630.0,5.88329e-13
640.0,5.91328e-13
650.0,5.93021e-13
660.0,5.92952e-13
670.0,5.9213e-13
680.0,5.97039e-13
690.0,5.97811e-13
700.0,6.02404e-13
800.0,6.59467e-13
900.0,7.57793e-13
1000.0,8.92479e-13
1100.0,1.06354e-12
1200.0,1.27149e-12
1300.0,1.5176e-12
1400.0,1.80339e-12
1500.0,2.13058e-12
1600.0,2.50069e-12
1700.0,2.91524e-12
1800.0,3.37564e-12
1900.0,3.88313e-12
2000.0,4.43881e-12
2100.0,5.04363e-12
2200.0,5.6984e-12
2300.0,6.40379e-12
2400.0,7.16028e-12
2500.0,7.96823e-12
2600.0,8.82784e-12
2700.0,9.73913e-12
2800.0,1.0702e-11
2900.0,1.17161e-11
3000.0,1.27812e-11
========================================
tripplet_W1b_Energy_1_0.0.out
1.0 atm
T,P1->P2
200.0,5.70745e-12
210.0,4.98467e-12
220.0,4.38286e-12
230.0,3.87917e-12
240.0,3.45418e-12
250.0,3.09273e-12
260.0,2.78537e-12
270.0,2.52105e-12
280.0,2.29284e-12
290.0,2.09416e-12
300.0,1.92142e-12
310.0,1.77283e-12
320.0,1.63928e-12
330.0,1.52447e-12
340.0,1.41969e-12
350.0,1.32513e-12
360.0,1.24919e-12
370.0,1.17389e-12
380.0,1.10979e-12
390.0,1.05541e-12
400.0,9.98979e-13
410.0,9.5695e-13
420.0,9.12118e-13
430.0,8.62419e-13
440.0,8.42385e-13
450.0,8.08007e-13
460.0,7.86744e-13
470.0,7.58569e-13
480.0,7.35751e-13
490.0,7.20371e-13
500.0,6.8528e-13
510.0,6.8357e-13
520.0,6.6139e-13
530.0,6.52598e-13
540.0,6.48276e-13
550.0,6.32385e-13
560.0,6.2829e-13
570.0,6.14901e-13
580.0,6.14262e-13
590.0,6.00913e-13
600.0,6.04826e-13
610.0,6.04566e-13
620.0,5.9908e-13
630.0,5.92511e-13
640.0,5.96801e-13
650.0,5.98874e-13
660.0,5.97859e-13
670.0,5.95139e-13
680.0,6.01341e-13
690.0,6.00565e-13
700.0,6.05918e-13
800.0,6.60945e-13
900.0,7.58618e-13
1000.0,8.92832e-13
1100.0,1.06372e-12
1200.0,1.2716e-12
1300.0,1.51767e-12
1400.0,1.80341e-12
1500.0,2.13061e-12
1600.0,2.50071e-12
1700.0,2.91525e-12
1800.0,3.37565e-12
1900.0,3.88314e-12
2000.0,4.43881e-12
2100.0,5.04363e-12
2200.0,5.69842e-12
2300.0,6.4038e-12
2400.0,7.16029e-12
2500.0,7.96824e-12
2600.0,8.82785e-12
2700.0,9.73914e-12
2800.0,1.0702e-11
2900.0,1.17162e-11
3000.0,1.27812e-11
========================================
tripplet_W1b_Energy_1_0.0.out
2.0 atm
T,P1->P2
200.0,7.60779e-12
210.0,6.59056e-12
220.0,5.74428e-12
230.0,5.03764e-12
240.0,4.44284e-12
250.0,3.9387e-12
260.0,3.51204e-12
270.0,3.14685e-12
280.0,2.8326e-12
290.0,2.55976e-12
300.0,2.32454e-12
310.0,2.12486e-12
320.0,1.94437e-12
330.0,1.79196e-12
340.0,1.65199e-12
350.0,1.52609e-12
360.0,1.42871e-12
370.0,1.32969e-12
380.0,1.24707e-12
390.0,1.1782e-12
400.0,1.10515e-12
410.0,1.05286e-12
420.0,9.95735e-13
430.0,9.31323e-13
440.0,9.08742e-13
450.0,8.65627e-13
460.0,8.40152e-13
470.0,8.05068e-13
480.0,7.7694e-13
490.0,7.58541e-13
500.0,7.13428e-13
510.0,7.13506e-13
520.0,6.85535e-13
530.0,6.75278e-13
540.0,6.70548e-13
550.0,6.50682e-13
560.0,6.46088e-13
570.0,6.28892e-13
580.0,6.28551e-13
590.0,6.1045e-13
600.0,6.1653e-13
610.0,6.15981e-13
620.0,6.08666e-13
630.0,5.99203e-13
640.0,6.04695e-13
650.0,6.06785e-13
660.0,6.04761e-13
670.0,5.99922e-13
680.0,6.07251e-13
690.0,6.04856e-13
700.0,6.10836e-13
800.0,6.63068e-13
900.0,7.59729e-13
1000.0,8.93345e-13
1100.0,1.06398e-12
1200.0,1.27175e-12
1300.0,1.51777e-12
1400.0,1.80345e-12
1500.0,2.13064e-12
1600.0,2.50073e-12
1700.0,2.91527e-12
1800.0,3.37566e-12
1900.0,3.88316e-12
2000.0,4.43882e-12
2100.0,5.04364e-12
2200.0,5.69843e-12
2300.0,6.40382e-12
2400.0,7.16031e-12
2500.0,7.96827e-12
2600.0,8.82788e-12
2700.0,9.73918e-12
2800.0,1.07021e-11
2900.0,1.17162e-11
3000.0,1.27813e-11
========================================
tripplet_W1b_Energy_1_0.0.out
4.0 atm
T,P1->P2
200.0,1.0847e-11
210.0,9.33843e-12
220.0,8.07766e-12
230.0,7.02223e-12
240.0,6.13215e-12
250.0,5.37759e-12
260.0,4.74023e-12
270.0,4.19601e-12
