Pressure (atm),Temperature (K),B5_Energy_1_P3->P4,B5_Energy_1_P3->P5,B5_Energy_1_P3->W3,B5_Energy_1_P4->P5,B5_Energy_1_P1->P3,B5_Energy_1_W3->P5,B5_Energy_1_W3->P4,B5_Energy_1_W3->P1,B5_Energy_1_W3->P3,B5_Energy_1_P5->W3,B5_Energy_1_P1->W3,B5_Energy_1_P4->W3,B5_Energy_1_P1->P4,B5_Energy_1_P1->P5
0.1,200.0,0.5137152610137701,-0.06412431576465656,-0.3465783215692927,0.36216047813119606,1.7722564196876793,1.9942002803873948,-0.00012618640664751395,-0.12120169498329084,-0.3465758656480313,1.994184457375656,-0.1212135029599452,-0.00012690544652263442,-0.06884804794700533,-0.05107534813967198
0.1,210.0,0.5206003043280232,-0.07109891263093349,-0.31071511607213187,0.35214141254597237,1.5812640930891155,1.9318923036280102,0.0014046282615298776,-0.11574575766898554,-0.3107322511218959,1.9319168005828862,-0.11574608547929846,0.0014191983536019604,-0.06239269876934622,-0.05683362494475168
0.1,220.0,0.5062282860276667,-0.07813341544387623,-0.28914733360218536,0.3422731285063503,1.3689236783319605,1.8734916480434407,-0.005523055952333126,-0.10810285925691873,-0.28912952027146305,1.8734667018906686,-0.1080465893223434,-0.005536113598968464,-0.05603581465598943,-0.06258592162984927
0.1,230.0,0.4672542847604197,-0.08511355133788175,-0.30931877698501686,0.3325049531968434,1.1548303203988548,1.8430508468422995,0.008584094094737179,-0.11244038199978036,-0.3093676480146528,1.8430823500501872,-0.11239340630810135,0.00862979181889097,-0.05228918996626529,-0.0683827760574974
0.1,240.0,0.4347243281944644,-0.0920161104927906,-0.3011568173974514,0.32288676898941815,0.9594624743836401,1.8077642327957733,-0.0003367995138668818,-0.10245580059678806,-0.30117040984781196,1.8077941147440255,-0.10246119399976429,-0.00033851356826474394,-0.04681016707943111,-0.07418446893149258
0.1,250.0,0.4026967145055205,-0.09883335038540983,-0.30584073768305253,0.3134168784141208,0.7918516333877434,1.7668073112326614,-0.006465094091332728,-0.09856788560918305,-0.30582793066902575,1.7668425982478302,-0.09857252919456179,-0.006493857194854786,-0.04202628498554468,-0.07993232840712053
0.1,260.0,0.3650713902767213,-0.10553259598266329,-0.32726447639132533,0.3041157535320847,0.6500900001402227,1.7153001213159131,-0.0022240676711280825,-0.10096377853908506,-0.3272560124691849,1.715347929908368,-0.10094051124136168,-0.0022369503174543845,-0.03847163860327713,-0.08560841603133279
0.1,270.0,0.3234947800404011,-0.11208786752083467,-0.34885768978176956,0.2950090038605142,0.5296311011307161,1.6451237782350998,0.005068914606726791,-0.10245842290395427,-0.3488578714027633,1.6451693847729676,-0.1024225146531651,0.005080345970723269,-0.035393718408543266,-0.09120704193837366
0.1,280.0,0.28262002628185756,-0.11848825932584477,-0.3600089445852439,0.28611267932808254,0.4271642901891446,1.5530623327781794,0.008832454019884039,-0.10023572154072038,-0.360007734578634,1.5530883617871045,-0.10021128599175858,0.00885436200256477,-0.03221970946209311,-0.09671947551936377
0.1,290.0,0.24590860201878262,-0.12473067567593424,-0.3605109995372128,0.2774332334466594,0.34083183200379435,1.442877440485961,0.007937466422072445,-0.0959070328484068,-0.36050220098124663,1.4428788708043245,-0.09590423795202052,0.007955969048502352,-0.0288907245860523,-0.1021344129229641
0.1,300.0,0.21442460628895157,-0.13081276954255003,-0.35532785579622556,0.26897213545319665,0.26937498448055486,1.3227317031277848,0.004746136808835902,-0.09214247815813113,-0.35531427435245955,1.3227161149827311,-0.09215559809012007,0.004756434349289115,-0.025629356841626982,-0.10744166192373393
