Pressure (atm),Temperature (K),P1_SymmetryFactor_1_P1->W1,W2_Energy_1_P1->W1,B4_Energy_1_P1->W1,W1_Frequencies_1_P1->W1,P2_SymmetryFactor_1_P1->W1,B5_ImaginaryFrequency_1_P1->W1,W1_Energy_1_P1->W1,B4_ImaginaryFrequency_1_P1->W1,B5_Frequencies_1_P1->W1,P2_Energy_1_P1->W1,B4_Frequencies_1_P1->W1,P2_Frequencies_1_P1->W1,B4_SymmetryFactor_1_P1->W1,P1_Frequencies_1_P1->W1,W1_SymmetryFactor_1_P1->W1,B5_SymmetryFactor_1_P1->W1,B5_Energy_1_P1->W1,W2_Frequencies_1_P1->W1,W2_SymmetryFactor_1_P1->W1,P1_Energy_1_P1->W1
10.0,1160.0,1.0000001726223615,0.0,-0.39969696393199583,0.0,0.0,0.010463993341507634,0.0,0.10148274762067895,-0.19112023876576037,0.0,-2.565565385751359,0.0,-0.9208248275782799,1.8580238132098128,0.0,-0.07245481750055557,-0.03277477187938364,0.0,0.0,0.4338130022781008
10.0,1165.0,1.0000001550249253,0.0,-0.397528313539,0.0,0.0,0.010474108253038489,0.0,0.10050595090743467,-0.19249366525040434,0.0,-2.5701382398681525,0.0,-0.920080230402436,1.863481701423958,0.0,-0.07312059278378673,-0.033081948705458,0.0,0.0,0.4319511245623785
10.0,1170.0,1.0000001378521488,0.0,-0.3953812559867704,0.0,0.0,0.010483511063953736,0.0,0.09954226412384194,-0.19391581903350927,0.0,-2.5746190288246207,0.0,-0.9193314028148637,1.8689235200156111,0.0,-0.0737911592960576,-0.033383509614923965,0.0,0.0,0.43010516044716224
10.0,1175.0,1.0000001210951242,0.0,-0.3932554767578861,0.0,0.0,0.010492218817912955,0.0,0.09859145938595755,-0.19538530944295693,0.0,-2.5790096013949793,0.0,-0.9185785334941035,1.8743490854198912,0.0,-0.07446632263427204,-0.03367956431414129,0.0,0.0,0.42827490677863367
10.0,1180.0,1.0000001047451543,0.0,-0.39115066732165227,0.0,0.0,0.01050024813547435,0.0,0.09765331369374788,-0.1969007823496229,0.0,-2.5833117636518295,0.0,-0.9178218056478269,1.879758223743562,0.0,-0.07514589393901269,-0.03397022000846777,0.0,0.0,0.4264601638462849
10.0,1185.0,1.0000000887937455,0.0,-0.38906652499401845,0.0,0.0,0.010507615225840936,0.0,0.0967276088065933,-0.1984609191239054,0.0,-2.587527280105835,0.0,-0.9170613971760081,1.8851507704231625,0.0,-0.07582968973034358,-0.034255581468501974,0.0,0.0,0.4246607353102724
10.0,1190.0,1.000000073232603,0.0,-0.38700275280137597,0.0,0.0,0.010514335898239668,0.0,0.09581413112246905,-0.200064435625406,0.0,-2.5916578748106596,0.0,-0.9162974808287795,1.8905265698952223,0.0,-0.076517531748939,-0.03453575109431642,0.0,0.0,0.42287642813060666
10.0,1195.0,1.0000000580536257,0.0,-0.38495905934810426,0.0,0.0,0.010520425572946227,0.0,0.09491267156068355,-0.2017100812245796,0.0,-2.595705232434364,0.0,-0.9155302243591655,1.8958854752781042,0.0,-0.07720924680234857,-0.034810828977751306,0.0,0.0,0.42110705249811564
10.0,1200.0,1.0000000432488998,0.0,-0.38293515868775696,0.0,0.0,0.0105258992919684,0.0,0.09402302544804764,-0.20339663785523615,0.0,-2.599670999298425,0.0,-0.9147597906708812,1.9012273480650232,0.0,-0.07790466661621223,-0.03508091296283529,0.0,0.0,0.419352421767136
10.0,1205.0,1.0000000288106956,0.0,-0.38093077019776467,0.0,0.0,0.010530771729399376,0.0,0.0931449924083664,-0.20512291909682678,0.0,-2.6035567843854834,0.0,-0.9139863379613635,1.9065520578278499,0.0,-0.0786036276902518,-0.03534609870439533,0.0,0.0,0.41761235238987965
10.0,1210.0,1.000000014731461,0.0,-0.3789456184575464,0.0,0.0,0.010535057201452334,0.0,0.09227837625514285,-0.2068877692854459,0.0,-2.607364160316834,0.0,-0.9132100198602122,1.9118594819312649,0.0,-0.07930597115886989,-0.035606479724919156,0.0,0.0,0.4158866638524271
10.0,1215.0,1.0000000010038181,0.0,-0.37697943312992505,0.0,0.0,0.010538769676187745,0.0,0.09142298488738346,-0.20869006265257128,0.0,-2.6110946643007473,0.0,-0.912430985563199,1.9171495052569052,0.0,-0.08001154265619051,-0.035862147469725845,0.0,0.0,0.4141751786123031
10.0,1220.0,0.9999999876205579,0.0,-0.37503194884573965,0.0,0.0,0.010541922782943273,0.0,0.09057863018840825,-0.2105287024905814,0.0,-2.6147497990525452,0.0,-0.9116493799619985,1.9224220199371247,0.0,-0.08072019218539334,-0.03611319136050501,0.0,0.0,0.4124777220375839
10.0,1225.0,0.9999999745746357,0.0,-0.3731029050915586,0.0,0.0,0.010544529821477033,0.0,0.08974512792756538,-0.2124026203441168,0.0,-2.6183310336874275,0.0,-0.9108653437697974,1.927676925098001,0.0,-0.08143177399217942,-0.03635969884727552,0.0,0.0,0.41079412234750035
10.0,1230.0,0.9999999618591675,0.0,-0.3711920461003943,0.0,0.0,0.010546603770833347,0.0,0.08892229766475354,-0.21431077522640096,0.0,-2.6218398045869047,0.0,-0.9100790136429202,1.9329141266112695,0.0,-0.08214614644223682,-0.03660175545881916,0.0,0.0,0.40912421055448484
10.0,1235.0,0.9999999494674254,0.0,-0.3692991207453318,0.0,0.0,0.010548157297941108,0.0,0.08810996265766347,-0.21625215285965738,0.0,-2.625277516239773,0.0,-0.9092905222986142,1.938133536854839,0.0,-0.08286317190255633,-0.036839444851637954,0.0,0.0,0.4074678204076299
10.0,1240.0,0.9999999373928334,0.0,-0.36742388243597546,0.0,0.0,0.010549202765952994,0.0,0.08730794977165085,-0.21822576493882606,0.0,-2.628645542058424,0.0,-0.9084999986291253,1.9433350744815836,0.0,-0.08358271662647179,-0.03707284885748529,0.0,0.0,0.4058247883375123
10.0,1245.0,0.999999925628964,0.0,-0.36556608901763404,0.0,0.0,0.010549752242334813,0.0,0.08651608939215354,-0.22023064841775378,0.0,-2.631945225171341,0.0,-0.90770756781219,1.9485186641961108,0.0,-0.08430465064229337,-0.03730204752951493,0.0,0.0,0.4041949534023486
10.0,1250.0,0.9999999141695337,0.0,-0.36372550267315623,0.0,0.0,0.010549817506713225,0.0,0.085734215339572,-0.22226586481711327,0.0,-2.635177879192531,0.0,-0.906913351418077,1.9536842365391993,0.0,-0.08502884764540712,-0.037527119187098314,0.0,0.0,0.40257815723544105
10.0,1255.0,0.9999999030084004,0.0,-0.3619018898273364,0.0,0.0,0.010549410058489504,0.0,0.08496216478653784,-0.22433049955331838,0.0,-2.6383447889686806,0.0,-0.9061174675132836,1.958831727679657,0.0,-0.08575518489373025,-0.03774814045934734,0.0,0.0,0.40097424399388093
10.0,1260.0,0.9999998921395581,0.0,-0.3600950210538168,0.0,0.0,0.010548541124227798,0.0,0.08419977817748728,-0.22642366128773933,0.0,-2.6414472113047425,0.0,-0.9053200307610114,1.9639610792133002,0.0,-0.08648354310639766,-0.03796518632738937,0.0,0.0,0.39938306030847376
10.0,1265.0,0.9999998815571353,0.0,-0.3583046709844078,0.0,0.0,0.01054722166482486,0.0,0.08344689915047392,-0.2285444812954952,0.0,-2.6444863756686527,0.0,-0.9045211525185286,1.9690722379688168,0.0,-0.08721380636557796,-0.03817833016543345,0.0,0.0,0.39780445523485
10.0,1270.0,0.9999998712553899,0.0,-0.35653061822075405,0.0,0.0,0.010545462382468401,0.0,0.08270337446114556,-0.230692112853228,0.0,-2.6474634848758622,0.0,-0.9037209409315219,1.9741651558202575,0.0,-0.08794586202130766,-0.038387643780665795,0.0,0.0,0.3962382802057336
10.0,1275.0,0.9999998612287074,0.0,-0.35477264524827673,0.0,0.0,0.010543273727391536,0.0,0.08196905390881863,-0.23286573064518565,0.0,-2.650379715754329,0.0,-0.9029195010255435,1.979239789505924,0.0,-0.08867960059924558,-0.03859319745201268,0.0,0.0,0.39468438898433045
10.0,1280.0,0.9999998514715966,0.0,-0.35303053835232584,0.0,0.0,0.01054066590442936,0.0,0.08124379026458231,-0.23506453018701556,0.0,-2.6532362197906094,0.0,-0.9021169347946505,1.9842961004534134,0.0,-0.08941491571124295,-0.038795059967808916,0.0,0.0,0.39314263761881196
10.0,1285.0,0.9999998419786874,0.0,-0.3513040875364758,0.0,0.0,0.010537648879384647,0.0,0.08052743920137244,-0.23728772726669956,0.0,-2.656034123757622,0.0,-0.9013133412873289,1.9893340546106117,0.0,-0.09015170396864323,-0.03899329866240261,0.0,0.0,0.39161288439785946
10.0,1290.0,0.9999998327447267,0.0,-0.34959308644289916,0.0,0.0,0.010534232385208462,0.0,0.07981985922595236,-0.23953455740203167,0.0,-2.6587745303247257,0.0,-0.9005088166897979,1.994353622282418,0.0,-0.09088986489821263,-0.0391879794517342,0.0,0.0,0.3900949898072435
10.0,1295.0,0.9999998237645763,0.0,-0.3478973322747641,0.0,0.0,0.010530425928001989,0.0,0.0791209116127399,-0.24180427531414733,0.0,-2.661458518650597,0.0,-0.8997034544067762,1.9993547779729985,0.0,-0.09162930086061892,-0.03937916686791984,0.0,0.0,0.38858881648740917
10.0,1300.0,0.9999998150332101,0.0,-0.3462166257205851,0.0,0.0,0.01052623879284515,0.0,0.0784304603394255,-0.24409615441651666,0.0,-2.664087144959532,0.0,-0.8988973451398011,2.004337500233369,0.0,-0.09236991697136884,-0.03956692409287201,0.0,0.0,0.3870942291920386
10.0,1305.0,0.999999806545711,0.0,-0.34455077088048486,0.0,0.0,0.010521680049457709,0.0,0.07774837202432745,-0.24640948631895745,0.0,-2.6666614431016233,0.0,-0.8980905769631753,2.0093017715141293,0.0,-0.0931116210241297,-0.03975131299098447,0.0,0.0,0.3856110947475686
10.0,1310.0,0.9999997982972675,0.0,-0.3428995751942956,0.0,0.0,0.010516758557698132,0.0,0.07707451586542581,-0.24874358034612717,0.0,-2.6691824250973863,0.0,-0.8972832353976272,2.0142475780231552,0.0,-0.09385432341634758,-0.0399323941409163,0.0,0.0,0.38413928201363273
10.0,1315.0,0.999999790283173,0.0,-0.3412628493714643,0.0,0.0,0.010511482972905457,0.0,0.07640876358103273,-0.2510977630700778,0.0,-2.6716510816672514,0.0,-0.8964754034817524,2.0191749095880827,0.0,-0.09459793707709534,-0.040110226866497664,0.0,0.0,0.3826786618444083
10.0,1320.0,0.9999997824988213,0.0,-0.33964040732268974,0.0,0.0,0.010505861751089174,0.0,0.0757509893520385,-0.25347137785636986,0.0,-2.674068382746459,0.0,-0.8956671618413146,2.024083759523416,0.0,-0.09534237739707109,-0.04028486926678694,0.0,0.0,0.38122910705084007
10.0,1325.0,0.9999997749397053,0.0,-0.33803206609326275,0.0,0.0,0.010499903153971807,0.0,0.07510106976569514,-0.2558637844233507,0.0,-2.676435277985762,0.0,-0.8948585887564762,2.0289741245020876,0.0,-0.09608756216068008,-0.040456378245307144,0.0,0.0,0.3797904923637195
10.0,1330.0,0.9999997676014141,0.0,-0.3364376457980439,0.0,0.0,0.010493615253889057,0.0,0.07445888376088652,-0.2582743584141395,0.0,-2.6787526972384113,0.0,-0.8940497602270217,2.033846004431333,0.0,-0.09683341148013021,-0.04062480953848316,0.0,0.0,0.37836269439759795
10.0,1335.0,0.999999760479631,0.0,-0.334856969558042,0.0,0.0,0.010487005938551881,0.0,0.07382431257483893,-0.2607024909809461,0.0,-2.6810215510338153,0.0,-0.8932407500356446,2.038699402332716,0.0,-0.09757984773147653,-0.04079021774330731,0.0,0.0,0.37694559161550967
10.0,1340.0,0.9999997535701308,0.0,-0.33328986343854294,0.0,0.0,0.0104800829156747,0.0,0.07319723969123358,-0.26314758838131,0.0,-2.683242731038318,0.0,-0.8924316298093586,2.0435343242261594,0.0,-0.09832679549255387,-0.04095265634425617,0.0,0.0,0.3755390642944848
10.0,1345.0,0.9999997468687776,0.0,-0.33173615638875054,0.0,0.0,0.010472853717474374,0.0,0.07257755078967511,-0.2656090715858917,0.0,-2.685417110503457,0.0,-0.8916224690790894,2.048350779017863,0.0,-0.0990741814827322,-0.04111217773948073,0.0,0.0,0.37414299449183247
10.0,1350.0,0.9999997403715236,0.0,-0.33019568018289003,0.0,0.0,0.010465325705043198,0.0,0.07196513369647847,-0.26808637589743284,0.0,-2.6875455447020973,0.0,-0.890813335337516,2.0531487783919444,0.0,-0.099821934504439,-0.0412688332662934,0.0,0.0,0.3727572660121712
10.0,1355.0,0.9999997340744056,0.0,-0.3286682693627374,0.0,0.0,0.010457506072600889,0.0,0.07135987833673181,-0.2705789505805731,0.0,-2.6896288713528285,0.0,-0.8900042940952089,2.057928336705697,0.0,-0.1005699853863924,-0.041422673225970624,0.0,0.0,0.37138176437519166
10.0,1360.0,0.999999727973544,0.0,-0.3271537611815355,0.0,0.0,0.010449401851628164,0.0,0.07076167668760325,-0.2730862585021311,0.0,-2.6916679110329413,0.0,-0.8891954089351191,2.062689470888337,0.0,-0.10131826692848876,-0.041573746907895504,0.0,0.0,0.3700163767841293
10.0,1365.0,0.9999997220651401,0.0,-0.32565199554925556,0.0,0.0,0.010441019914886588,0.0,0.07017042273284774,-0.2756077757815629,0.0,-2.6936634675803646,0.0,-0.8883867415654821,2.067432200343108,0.0,-0.10206671384829276,-0.0417221026130562,0.0,0.0,0.36866099209492914
10.0,1370.0,0.9999997163454749,0.0,-0.3241628149791683,0.0,0.0,0.010432366980327288,0.0,0.06958601241848596,-0.2781429914512703,0.0,-2.6956163284848795,0.0,-0.8875783518711721,2.072156546852649,0.0,-0.10281526272907864,-0.04186778767692324,0.0,0.0,0.3673155007860876
10.0,1375.0,0.9999997108109067,0.0,-0.32268606453568827,0.0,0.0,0.010423449614892773,0.0,0.06900834360961544,-0.2806914071264224,0.0,-2.697527265268924,0.0,-0.8867702979635668,2.076862534487494,0.0,-0.10356385196937605,-0.04201084849172127,0.0,0.0,0.3659797949291509
10.0,1380.0,0.9999997054578694,0.0,-0.3212215917834571,0.0,0.0,0.01041427423821449,0.0,0.0684373160483238,-0.2832525366840551,0.0,-2.699397033858328,0.0,-0.8859626362289663,2.081550189517605,0.0,-0.10431242173396653,-0.04215133052811447,0.0,0.0,0.3646537681598555
10.0,1385.0,0.999999700282871,0.0,-0.31976924673763063,0.0,0.0,0.010404847126209565,0.0,0.0678728313126737,-0.2858259059511043,0.0,-2.701226374943234,0.0,-0.8851554213756083,2.086219540326848,0.0,-0.10506091390629362,-0.042289278356324046,0.0,0.0,0.3633373156498931
10.0,1390.0,0.9999996952824913,0.0,-0.31832888181533703,0.0,0.0,0.010395174414579782,0.0,0.06731479277672267,-0.28841105240112924,0.0,-2.7030160143295476,0.0,-0.884348706479332,2.090870617330283,0.0,-0.1058092720422368,-0.04242473566669194,0.0,0.0,0.36203033407928603
10.0,1395.0,0.9999996904533806,0.0,-0.3169003517882753,0.0,0.0,0.010385262102215829,0.0,0.06676310557155464,-0.29100752485944703,0.0,-2.7047666632811476,0.0,-0.8835425430279246,2.095503452894203,0.0,-0.1065574413252047,-0.0425577452897105,0.0,0.0,0.3607327216093552
10.0,1400.0,0.9999996857922582,0.0,-0.31548351373642375,0.0,0.0,0.010375116054509245,0.0,0.06621767654729047,-0.29361488321643187,0.0,-2.7064790188531758,0.0,-0.8827369809641964,2.1001180812588127,0.0,-0.10730536852251435,-0.04268834921553056,0.0,0.0,0.35944437785626876
10.0,1405.0,0.9999996812959105,0.0,-0.3140782270028233,0.0,0.0,0.010364742006575589,0.0,0.06567841423605145,-0.29623269814872094,0.0,-2.708153764216611,0.0,-0.8819320687278233,2.1047145384634622,0.0,-0.10805300194300742,-0.04281658861296496,0.0,0.0,0.35816520386515527
10.0,1410.0,0.9999996769611895,0.0,-0.3126843531494145,0.0,0.0,0.010354145566390619,0.0,0.06514522881584403,-0.29886055084808216,0.0,-2.7097915689744547,0.0,-0.8811278532959942,2.109292862274346,0.0,-0.10880029139587204,-0.0429425038480027,0.0,0.0,0.3568951020847665
10.0,1415.0,0.9999996727850115,0.0,-0.31130175591389553,0.0,0.0,0.010343332217842985,0.0,0.06461803207534865,-0.3014980327577251,0.0,-2.711393089469705,0.0,-0.8803243802229015,2.1138530921145984,0.0,-0.1095471881506283,-0.04306613450184554,0.0,0.0,0.3556339763426787
10.0,1420.0,0.999999668764355,0.0,-0.30993030116757236,0.0,0.0,0.010332307323705034,0.0,0.06409673737957552,-0.3041447453158169,0.0,-2.7129589690853972,0.0,-0.8795216936781103,2.118395268996679,0.0,-0.11029364489824457,-0.04318751938848389,0.0,0.0,0.35438173182101756
10.0,1425.0,0.9999996648962605,0.0,-0.30856985687418015,0.0,0.0,0.01032107612852475,0.0,0.06358125963637497,-0.30680029970600936,0.0,-2.714489838536932,0.0,-0.8787198364838367,2.1229194354570082,0.0,-0.11103961571334957,-0.04330669657182264,0.0,0.0,0.3531382750326943
10.0,1430.0,0.9999996611778277,0.0,-0.30722029304964393,0.0,0.0,0.010309643761441138,0.0,0.06307151526376761,-0.30946431661471824,0.0,-2.7159863161569096,0.0,-0.8779188501511811,2.127425635492739,0.0,-0.11178505601750233,-0.04342370338237251,0.0,0.0,0.351903513798139
10.0,1435.0,0.9999996576062152,0.0,-0.30588148172275836,0.0,0.0,0.010298015238924867,0.0,0.06256742215807871,-0.31213642599501107,0.0,-2.7174490081726943,0.0,-0.8771187749153282,2.131913914500622,0.0,-0.1125299225434964,-0.04353857643351615,0.0,0.0,0.35067735722252247
10.0,1440.0,0.9999996541786382,0.0,-0.3045532968967608,0.0,0.0,0.010286195467446826,0.0,0.06206889966285079,-0.31481626683687347,0.0,-2.7188785089769083,0.0,-0.8763196497697684,2.136384319217891,0.0,-0.11327417330065737,-0.04365135163736431,0.0,0.0,0.349459715673451
