Pressure (atm),Temperature (K),B7_Energy_1_P3->P4,B7_Energy_1_P3->P5,B7_Energy_1_P3->W3,B7_Energy_1_P4->P5,B7_Energy_1_P1->P3,B7_Energy_1_W3->P5,B7_Energy_1_W3->P4,B7_Energy_1_W3->P1,B7_Energy_1_W3->P3,B7_Energy_1_P5->W3,B7_Energy_1_P1->W3,B7_Energy_1_P4->W3,B7_Energy_1_P1->P4,B7_Energy_1_P1->P5
0.1,200.0,-2.9475656509713724e-05,3.114677364640515e-07,3.558933121854053e-07,2.650862040509336e-07,-1.029414892425137e-07,0.0012472981087848017,9.795907946997894e-07,1.345596047091513e-07,4.332591191048813e-07,0.0012501067271204508,8.508094761366077e-08,1.0230150758952883e-06,2.467258506373271e-06,9.142823131824353e-07
0.1,210.0,0.00033480772558976195,-3.493616195752764e-06,-3.898456730745588e-06,-3.0634985552885358e-06,1.1700665822660034e-06,-0.0019835172073208655,-1.096129184370006e-05,-1.4728707382101138e-06,-4.7791720516899145e-06,-0.00197288240581242,-9.402162867978837e-07,-1.1460247192677274e-05,-3.5044241895741466e-05,9.365071462762137e-07
0.1,220.0,-0.0013743441520879026,1.4121893484227347e-05,1.5242983683315698e-05,1.2902280900367014e-05,-4.800536695271188e-06,0.020487886995197758,4.415251419323e-05,5.736261594647481e-06,1.88446708602022e-05,0.02050698880591466,3.710945187591932e-06,4.620507305543161e-05,0.00018238936966661622,-4.176325924881818e-06
0.1,230.0,0.0022461486044129506,-2.2567748661503047e-05,-2.2984971041865164e-05,-2.2126308986266218e-05,7.814393420951882e-06,-0.04343496072753356,-7.008782102846678e-05,-8.520276761240292e-06,-2.873217517707167e-05,-0.04344696765006306,-5.6524953419525136e-06,-7.334109574381403e-05,-0.00040533768785856923,7.792497855477804e-06
0.1,240.0,-0.0004440302722608413,3.878649272789667e-06,2.100623739132078e-06,6.233359528620952e-06,-1.445571206655279e-06,0.030289325266042583,1.1226456738996251e-05,4.197496418607331e-07,2.7723137340181534e-06,0.030272529763239398,5.241499730254986e-07,1.1441312594057585e-05,0.0002498573412345094,-3.16023203379737e-06
0.1,250.0,-0.00176134006956067,1.745576363148484e-05,1.71970320376343e-05,1.7027175014503376e-05,-6.189612427519085e-06,0.03899027586178403,5.4316195391528023e-05,6.5844208228459584e-06,2.208513079018326e-05,0.038973899659443485,4.31918131410548e-06,5.725654857765563e-05,0.0002989021237251101,-5.834775677926246e-06
0.1,260.0,-0.0004461956352416233,5.031913142308764e-06,7.269549294229345e-06,1.8935232026380587e-06,-1.715842379212763e-06,-0.016907191559471842,1.6770293051298496e-05,3.2256810968481137e-06,9.14731987815022e-06,-0.01692668598329601,1.8543135472610728e-06,1.814740946687425e-05,-0.00012369352279806506,4.6377162502756255e-07
0.1,270.0,0.0011393948885441902,-1.0528825101130721e-05,-7.642510351268653e-06,-1.2961955270952934e-05,3.923480659503159e-06,-0.054870006213502916,-3.191603595817879e-05,-2.7375988489879757e-06,-1.0608182912619595e-05,-0.05489196584654782,-1.9634254823237377e-06,-3.3625680644909965e-05,-0.00035248873450820245,5.307019529704332e-06
0.1,280.0,0.0014928842954819346,-1.4451135249689716e-05,-1.356849234716548e-05,-1.3641881843444935e-05,5.3638048083056974e-06,-0.03814034887439887,-4.549044384251357e-05,-5.5845242381622006e-06,-1.8411720266734016e-05,-0.0381604349105641,-3.559069897587517e-06,-4.87197008228661e-05,-0.00020919882972506837,4.550453911478136e-06
0.1,290.0,0.0007026305654526018,-7.369712688193445e-06,-9.862808439420227e-06,-3.335501033653789e-06,2.7129301132407744e-06,0.014677703284125484,-2.4617460483930665e-05,-4.41616055254957e-06,-1.2811095466312696e-05,0.014663386944126056,-2.648929951583226e-06,-2.688270190005884e-05,9.784315636667742e-05,4.0716044081789497e-07
0.1,300.0,-0.0004349545548707278,3.1919735044732667e-06,-1.9920546742109104e-06,8.562994839383346e-06,-1.3424987341904868e-06,0.06507258095824331,8.31509834696392e-06,-1.0719914360045949e-06,-1.106962530978557e-06,0.0650652959198614,-5.558253190001998e-07,8.607462374441793e-06,0.00031796934027819525,-3.4159035319982313e-06
0.1,310.0,-0.0012227234199566673,1.0617841340989367e-05,5.063950817113373e-06,1.49686754407436e-05,-4.324074950995914e-06,0.08337981197787547,3.2903805558299455e-05,2.318248708229122e-06,9.370043148554808e-06,0.08337834249822212,1.4291417591043953e-06,3.58244151866984e-05,0.00033690572568744425,-4.743396045667676e-06
0.1,320.0,-0.001371185489048689,1.2148216127354506e-05,9.221180742541927e-06,1.3697182006237487e-05,-5.099304990826369e-06,0.059031087608511,4.0081855254877754e-05,4.505049220237073e-06,1.4946770769192666e-05,0.0590329727076165,2.695313122574179e-06,4.4436604377990647e-05,0.00018169700031832474,-3.42838522212005e-06
0.1,330.0,-0.0009531702003220501,8.417495060299872e-06,1.0865028421769507e-05,6.356729007418332e-06,-3.798464416608403e-06,-0.002008584038921902,3.115059034464729e-05,5.2281315840852075e-06,1.551722358625302e-05,-0.0020058245340716127,3.255848591540797e-06,3.511360448245346e-05,-4.8482371586140575e-05,-5.776407871736846e-07
