 In this file all energies are in cm-1, temperatures  in K,
 lengths in Angstroms, and angles in degrees

 *** Intermediate TS results for: 
  effective state 1 in electronic state  1 of channel  1 ***

 Ndag for J =    2
     E     Ndag(E,J) IRdag   
  11400.0 0.1158E+05    1
  11450.0 0.1179E+05    1
  11500.0 0.1201E+05    1
  11550.0 0.1223E+05    1
  11600.0 0.1245E+05    1
  11650.0 0.1267E+05    1
  11700.0 0.1290E+05    1
  11750.0 0.1313E+05    1
  11800.0 0.1337E+05    1
  11850.0 0.1361E+05    1
  11900.0 0.1385E+05    1
  11950.0 0.1410E+05    1
  12000.0 0.1434E+05    1
  12050.0 0.1460E+05    1
  12100.0 0.1485E+05    1
  12150.0 0.1511E+05    1
  12200.0 0.1538E+05    1
  12250.0 0.1564E+05    1
  12300.0 0.1591E+05    1
  12350.0 0.1619E+05    1
  12400.0 0.1646E+05    1
  12450.0 0.1675E+05    1
  12500.0 0.1703E+05    1
  12550.0 0.1732E+05    1
  12600.0 0.1761E+05    1
  12650.0 0.1791E+05    1
  12700.0 0.1821E+05    1
  12750.0 0.1852E+05    1
  12800.0 0.1882E+05    1
  12850.0 0.1914E+05    1
  12900.0 0.1945E+05    1
  12950.0 0.1978E+05    1
  13000.0 0.2010E+05    1
  13050.0 0.2043E+05    1
  13100.0 0.2077E+05    1
  13150.0 0.2110E+05    1
  13200.0 0.2145E+05    1
  13250.0 0.2179E+05    1
  13300.0 0.2215E+05    1
  13350.0 0.2250E+05    1
  13400.0 0.2286E+05    1
  13450.0 0.2323E+05    1
  13500.0 0.2360E+05    1
  13550.0 0.2397E+05    1
  13600.0 0.2435E+05    1
  13650.0 0.2474E+05    1
  13700.0 0.2513E+05    1
  13750.0 0.2552E+05    1
  13800.0 0.2592E+05    1
  13850.0 0.2632E+05    1
  13900.0 0.2673E+05    1
  13950.0 0.2714E+05    1
  14000.0 0.2756E+05    1
  14050.0 0.2799E+05    1
  14100.0 0.2842E+05    1
  14150.0 0.2885E+05    1
  14200.0 0.2929E+05    1
  14250.0 0.2974E+05    1
  14300.0 0.3019E+05    1
  14350.0 0.3064E+05    1
  14400.0 0.3110E+05    1
  14450.0 0.3157E+05    1
  14500.0 0.3204E+05    1
  14550.0 0.3252E+05    1
  14600.0 0.3300E+05    1
  14650.0 0.3349E+05    1
  14700.0 0.3399E+05    1
  14750.0 0.3449E+05    1
  14800.0 0.3499E+05    1
  14850.0 0.3551E+05    1
  14900.0 0.3603E+05    1
  14950.0 0.3655E+05    1
  15000.0 0.3708E+05    1
  15050.0 0.3762E+05    1
  15100.0 0.3816E+05    1
  15150.0 0.3871E+05    1
  15200.0 0.3926E+05    1
  15250.0 0.3983E+05    1
  15300.0 0.4039E+05    1
  15350.0 0.4097E+05    1
  15400.0 0.4155E+05    1
  15450.0 0.4214E+05    1
  15500.0 0.4273E+05    1
  15550.0 0.4333E+05    1
  15600.0 0.4394E+05    1
  15650.0 0.4455E+05    1
  15700.0 0.4518E+05    1
  15750.0 0.4580E+05    1
  15800.0 0.4644E+05    1
  15850.0 0.4708E+05    1
  15900.0 0.4773E+05    1
  15950.0 0.4838E+05    1
  16000.0 0.4905E+05    1
  16050.0 0.4972E+05    1
  16100.0 0.5040E+05    1
  16150.0 0.5108E+05    1
  16200.0 0.5177E+05    1
  16250.0 0.5247E+05    1
  16300.0 0.5318E+05    1
  16350.0 0.5390E+05    1
  16400.0 0.5462E+05    1
  16450.0 0.5535E+05    1
  16500.0 0.5609E+05    1
  16550.0 0.5683E+05    1
  16600.0 0.5759E+05    1
  16650.0 0.5835E+05    1
  16700.0 0.5912E+05    1
  16750.0 0.5990E+05    1
  16800.0 0.6068E+05    1
  16850.0 0.6148E+05    1
  16900.0 0.6228E+05    1
  16950.0 0.6309E+05    1
  17000.0 0.6391E+05    1
  17050.0 0.6474E+05    1
  17100.0 0.6557E+05    1
  17150.0 0.6642E+05    1
  17200.0 0.6727E+05    1
  17250.0 0.6813E+05    1
  17300.0 0.6900E+05    1
  17350.0 0.6988E+05    1
  17400.0 0.7077E+05    1
  17450.0 0.7167E+05    1
  17500.0 0.7258E+05    1
  17550.0 0.7349E+05    1
  17600.0 0.7442E+05    1
  17650.0 0.7535E+05    1
  17700.0 0.7630E+05    1
  17750.0 0.7725E+05    1
  17800.0 0.7821E+05    1
  17850.0 0.7918E+05    1
  17900.0 0.8017E+05    1
  17950.0 0.8116E+05    1
  18000.0 0.8216E+05    1
  18050.0 0.8317E+05    1
  18100.0 0.8419E+05    1
  18150.0 0.8522E+05    1
  18200.0 0.8626E+05    1
  18250.0 0.8731E+05    1
  18300.0 0.8837E+05    1
  18350.0 0.8945E+05    1
  18400.0 0.9053E+05    1
  18450.0 0.9162E+05    1
  18500.0 0.9272E+05    1
  18550.0 0.9384E+05    1
  18600.0 0.9496E+05    1
  18650.0 0.9609E+05    1
  18700.0 0.9724E+05    1
  18750.0 0.9840E+05    1
  18800.0 0.9956E+05    1
  18850.0 0.1007E+06    1
  18900.0 0.1019E+06    1
  18950.0 0.1031E+06    1
  19000.0 0.1043E+06    1
  19050.0 0.1056E+06    1
  19100.0 0.1068E+06    1
  19150.0 0.1080E+06    1
  19200.0 0.1093E+06    1
  19250.0 0.1106E+06    1
  19300.0 0.1119E+06    1
  19350.0 0.1131E+06    1
  19400.0 0.1145E+06    1
  19450.0 0.1158E+06    1
  19500.0 0.1171E+06    1
  19550.0 0.1184E+06    1
  19600.0 0.1198E+06    1
  19650.0 0.1212E+06    1
  19700.0 0.1225E+06    1
  19750.0 0.1239E+06    1
  19800.0 0.1253E+06    1
  19850.0 0.1267E+06    1
  19900.0 0.1282E+06    1
  19950.0 0.1296E+06    1
  20000.0 0.1311E+06    1
  20050.0 0.1325E+06    1
  20100.0 0.1340E+06    1
  20150.0 0.1355E+06    1
  20200.0 0.1370E+06    1
  20250.0 0.1385E+06    1
  20300.0 0.1401E+06    1
  20350.0 0.1416E+06    1
  20400.0 0.1432E+06    1
  20450.0 0.1447E+06    1
  20500.0 0.1463E+06    1
  20550.0 0.1479E+06    1
  20600.0 0.1495E+06    1
  20650.0 0.1512E+06    1
  20700.0 0.1528E+06    1
  20750.0 0.1545E+06    1
  20800.0 0.1561E+06    1
  20850.0 0.1578E+06    1
  20900.0 0.1595E+06    1
  20950.0 0.1613E+06    1
  21000.0 0.1630E+06    1
  21050.0 0.1647E+06    1
  21100.0 0.1665E+06    1
  21150.0 0.1683E+06    1
  21200.0 0.1701E+06    1
  21250.0 0.1719E+06    1
  21300.0 0.1737E+06    1
  21350.0 0.1755E+06    1
  21400.0 0.1774E+06    1
  21450.0 0.1792E+06    1
  21500.0 0.1811E+06    1
  21550.0 0.1830E+06    1
  21600.0 0.1849E+06    1
  21650.0 0.1869E+06    1
  21700.0 0.1888E+06    1
  21750.0 0.1908E+06    1
  21800.0 0.1927E+06    1
  21850.0 0.1947E+06    1
  21900.0 0.1967E+06    1
  21950.0 0.1988E+06    1
  22000.0 0.2008E+06    1
  22050.0 0.2029E+06    1
  22100.0 0.2050E+06    1
  22150.0 0.2071E+06    1
  22200.0 0.2092E+06    1
  22250.0 0.2113E+06    1
  22300.0 0.2134E+06    1
  22350.0 0.2156E+06    1
  22400.0 0.2178E+06    1
  22450.0 0.2200E+06    1
  22500.0 0.2222E+06    1
  22550.0 0.2244E+06    1
  22600.0 0.2267E+06    1
  22650.0 0.2290E+06    1
  22700.0 0.2312E+06    1
  22750.0 0.2336E+06    1
  22800.0 0.2359E+06    1
  22850.0 0.2382E+06    1
  22900.0 0.2406E+06    1
  22950.0 0.2430E+06    1
  23000.0 0.2454E+06    1
  23050.0 0.2478E+06    1
  23100.0 0.2502E+06    1
  23150.0 0.2527E+06    1
  23200.0 0.2551E+06    1
  23250.0 0.2576E+06    1
  23300.0 0.2602E+06    1
  23350.0 0.2627E+06    1
  23400.0 0.2652E+06    1
  23450.0 0.2678E+06    1
  23500.0 0.2704E+06    1
  23550.0 0.2730E+06    1
  23600.0 0.2757E+06    1
  23650.0 0.2783E+06    1
  23700.0 0.2810E+06    1
  23750.0 0.2837E+06    1
  23800.0 0.2864E+06    1
  23850.0 0.2891E+06    1
  23900.0 0.2919E+06    1
  23950.0 0.2947E+06    1
  24000.0 0.2975E+06    1
  24050.0 0.3003E+06    1
  24100.0 0.3031E+06    1
  24150.0 0.3060E+06    1
  24200.0 0.3089E+06    1
  24250.0 0.3118E+06    1
  24300.0 0.3147E+06    1
  24350.0 0.3177E+06    1
  24400.0 0.3206E+06    1
  24450.0 0.3236E+06    1
  24500.0 0.3266E+06    1
  24550.0 0.3297E+06    1
  24600.0 0.3327E+06    1
  24650.0 0.3358E+06    1
  24700.0 0.3389E+06    1
  24750.0 0.3420E+06    1
  24800.0 0.3452E+06    1
  24850.0 0.3484E+06    1
  24900.0 0.3516E+06    1
  24950.0 0.3548E+06    1
  25000.0 0.3580E+06    1
  25050.0 0.3613E+06    1
  25100.0 0.3646E+06    1
  25150.0 0.3679E+06    1
  25200.0 0.3713E+06    1
  25250.0 0.3746E+06    1
  25300.0 0.3780E+06    1
  25350.0 0.3814E+06    1
  25400.0 0.3849E+06    1
  25450.0 0.3883E+06    1
  25500.0 0.3918E+06    1
  25550.0 0.3953E+06    1
  25600.0 0.3989E+06    1
  25650.0 0.4024E+06    1
  25700.0 0.4060E+06    1
  25750.0 0.4096E+06    1
  25800.0 0.4133E+06    1
  25850.0 0.4169E+06    1
  25900.0 0.4206E+06    1
  25950.0 0.4244E+06    1
  26000.0 0.4281E+06    1
  26050.0 0.4319E+06    1
  26100.0 0.4357E+06    1
  26150.0 0.4395E+06    1
  26200.0 0.4433E+06    1
  26250.0 0.4472E+06    1
  26300.0 0.4511E+06    1
  26350.0 0.4550E+06    1
  26400.0 0.4590E+06    1
  26450.0 0.4630E+06    1
  26500.0 0.4670E+06    1
  26550.0 0.4710E+06    1
  26600.0 0.4751E+06    1
  26650.0 0.4792E+06    1
  26700.0 0.4833E+06    1
  26750.0 0.4875E+06    1
  26800.0 0.4917E+06    1
  26850.0 0.4959E+06    1
  26900.0 0.5001E+06    1
  26950.0 0.5044E+06    1
  27000.0 0.5087E+06    1
  27050.0 0.5130E+06    1
  27100.0 0.5174E+06    1
  27150.0 0.5218E+06    1
  27200.0 0.5262E+06    1
  27250.0 0.5306E+06    1
  27300.0 0.5351E+06    1
  27350.0 0.5396E+06    1
  27400.0 0.5441E+06    1
  27450.0 0.5487E+06    1
  27500.0 0.5533E+06    1
  27550.0 0.5579E+06    1
  27600.0 0.5626E+06    1
  27650.0 0.5673E+06    1
  27700.0 0.5720E+06    1
  27750.0 0.5767E+06    1
  27800.0 0.5815E+06    1
  27850.0 0.5863E+06    1
  27900.0 0.5912E+06    1
  27950.0 0.5961E+06    1
  28000.0 0.6010E+06    1
  28050.0 0.6059E+06    1
  28100.0 0.6109E+06    1
  28150.0 0.6159E+06    1
  28200.0 0.6209E+06    1
  28250.0 0.6260E+06    1
  28300.0 0.6311E+06    1
  28350.0 0.6362E+06    1
  28400.0 0.6414E+06    1
  28450.0 0.6466E+06    1
  28500.0 0.6519E+06    1
  28550.0 0.6571E+06    1
  28600.0 0.6624E+06    1
  28650.0 0.6678E+06    1
  28700.0 0.6732E+06    1
  28750.0 0.6786E+06    1
  28800.0 0.6840E+06    1
  28850.0 0.6895E+06    1
  28900.0 0.6950E+06    1
  28950.0 0.7006E+06    1
  29000.0 0.7061E+06    1
  29050.0 0.7118E+06    1
  29100.0 0.7174E+06    1
  29150.0 0.7231E+06    1
  29200.0 0.7288E+06    1
  29250.0 0.7346E+06    1
  29300.0 0.7404E+06    1
  29350.0 0.7463E+06    1
  29400.0 0.7521E+06    1
  29450.0 0.7580E+06    1
  29500.0 0.7640E+06    1
  29550.0 0.7700E+06    1
  29600.0 0.7760E+06    1
  29650.0 0.7821E+06    1
  29700.0 0.7882E+06    1
  29750.0 0.7943E+06    1
  29800.0 0.8005E+06    1
  29850.0 0.8067E+06    1
  29900.0 0.8129E+06    1
  29950.0 0.8192E+06    1

 Ndag for J =    6
     E     Ndag(E,J) IRdag   
      0.0 0.4725E-01    1
     50.0 0.6752E-01    1
    100.0 0.9417E-01    1
    150.0 0.1284        1
    200.0 0.1726        1
    250.0 0.2286        1
    300.0 0.3002        1
    350.0 0.3894        1
    400.0 0.5005        1
    450.0 0.6379        1
    500.0 0.8049        1
    550.0  1.008        1
    600.0  1.249        1
    650.0  1.536        1
    700.0  1.872        1
    750.0  2.263        1
    800.0  2.714        1
    850.0  3.230        1
    900.0  3.816        1
    950.0  4.476        1
   1000.0  5.214        1
   1050.0  6.037        1
   1100.0  6.948        1
   1150.0  7.955        1
   1200.0  9.061        1
   1250.0  10.27        1
   1300.0  11.59        1
   1350.0  13.04        1
   1400.0  14.60        1
   1450.0  16.30        1
   1500.0  18.13        1
   1550.0  20.10        1
   1600.0  22.23        1
   1650.0  24.50        1
   1700.0  26.94        1
   1750.0  29.55        1
   1800.0  32.33        1
   1850.0  35.29        1
   1900.0  38.43        1
   1950.0  41.78        1
   2000.0  45.32        1
   2050.0  49.08        1
   2100.0  53.05        1
   2150.0  57.27        1
   2200.0  61.72        1
   2250.0  66.42        1
   2300.0  71.39        1
   2350.0  76.63        1
   2400.0  82.15        1
   2450.0  87.97        1
   2500.0  94.09        1
   2550.0  100.5        1
   2600.0  107.3        1
   2650.0  114.4        1
   2700.0  121.9        1
   2750.0  129.7        1
   2800.0  137.8        1
   2850.0  146.4        1
   2900.0  155.3        1
   2950.0  164.7        1
   3000.0  174.4        1
   3050.0  184.6        1
   3100.0  195.2        1
   3150.0  206.3        1
   3200.0  217.8        1
   3250.0  229.8        1
   3300.0  242.3        1
   3350.0  255.2        1
   3400.0  268.7        1
   3450.0  282.7        1
   3500.0  297.3        1
   3550.0  312.4        1
   3600.0  328.0        1
   3650.0  344.2        1
   3700.0  361.0        1
   3750.0  378.4        1
   3800.0  396.4        1
   3850.0  415.0        1
   3900.0  434.3        1
   3950.0  454.3        1
   4000.0  474.9        1
   4050.0  496.3        1
   4100.0  518.4        1
   4150.0  541.2        1
   4200.0  564.8        1
   4250.0  589.2        1
   4300.0  614.4        1
   4350.0  640.4        1
   4400.0  667.2        1
   4450.0  695.0        1
   4500.0  723.6        1
   4550.0  753.1        1
   4600.0  783.6        1
   4650.0  815.0        1
   4700.0  847.4        1
   4750.0  880.8        1
   4800.0  915.2        1
   4850.0  950.7        1
   4900.0  987.2        1
   4950.0  1025.        1
   5000.0  1064.        1
   5050.0  1103.        1
   5100.0  1144.        1
   5150.0  1187.        1
   5200.0  1230.        1
   5250.0  1275.        1
   5300.0  1321.        1
   5350.0  1368.        1
   5400.0  1416.        1
   5450.0  1466.        1
   5500.0  1517.        1
   5550.0  1570.        1
   5600.0  1624.        1
   5650.0  1679.        1
   5700.0  1736.        1
   5750.0  1795.        1
   5800.0  1855.        1
   5850.0  1916.        1
   5900.0  1979.        1
   5950.0  2044.        1
   6000.0  2110.        1
   6050.0  2179.        1
   6100.0  2248.        1
   6150.0  2320.        1
   6200.0  2393.        1
   6250.0  2468.        1
   6300.0  2545.        1
   6350.0  2624.        1
   6400.0  2705.        1
   6450.0  2788.        1
   6500.0  2873.        1
   6550.0  2959.        1
   6600.0  3048.        1
   6650.0  3139.        1
   6700.0  3232.        1
   6750.0  3328.        1
   6800.0  3425.        1
   6850.0  3525.        1
   6900.0  3627.        1
   6950.0  3731.        1
   7000.0  3837.        1
   7050.0  3946.        1
   7100.0  4057.        1
   7150.0  4171.        1
   7200.0  4287.        1
   7250.0  4406.        1
   7300.0  4528.        1
   7350.0  4651.        1
   7400.0  4778.        1
   7450.0  4907.        1
   7500.0  5039.        1
   7550.0  5174.        1
   7600.0  5311.        1
   7650.0  5452.        1
   7700.0  5595.        1
   7750.0  5741.        1
   7800.0  5891.        1
   7850.0  6043.        1
   7900.0  6198.        1
   7950.0  6357.        1
   8000.0  6518.        1
   8050.0  6683.        1
   8100.0  6852.        1
   8150.0  7023.        1
   8200.0  7198.        1
   8250.0  7376.        1
   8300.0  7558.        1
   8350.0  7744.        1
   8400.0  7932.        1
   8450.0  8125.        1
   8500.0  8321.        1
   8550.0  8521.        1
   8600.0  8725.        1
   8650.0  8933.        1
   8700.0  9144.        1
   8750.0  9360.        1
   8800.0  9579.        1
   8850.0  9803.        1
   8900.0 0.1003E+05    1
   8950.0 0.1026E+05    1
   9000.0 0.1050E+05    1
   9050.0 0.1074E+05    1
   9100.0 0.1098E+05    1
   9150.0 0.1123E+05    1
   9200.0 0.1149E+05    1
   9250.0 0.1174E+05    1
   9300.0 0.1201E+05    1
   9350.0 0.1227E+05    1
   9400.0 0.1254E+05    1
   9450.0 0.1282E+05    1
   9500.0 0.1310E+05    1
   9550.0 0.1339E+05    1
   9600.0 0.1368E+05    1
   9650.0 0.1398E+05    1
   9700.0 0.1428E+05    1
   9750.0 0.1458E+05    1
   9800.0 0.1490E+05    1
   9850.0 0.1521E+05    1
   9900.0 0.1553E+05    1
   9950.0 0.1586E+05    1
  10000.0 0.1620E+05    1
  10050.0 0.1653E+05    1
  10100.0 0.1688E+05    1
  10150.0 0.1723E+05    1
  10200.0 0.1758E+05    1
  10250.0 0.1795E+05    1
  10300.0 0.1831E+05    1
  10350.0 0.1869E+05    1
  10400.0 0.1907E+05    1
  10450.0 0.1945E+05    1
  10500.0 0.1984E+05    1
  10550.0 0.2024E+05    1
  10600.0 0.2064E+05    1
  10650.0 0.2105E+05    1
  10700.0 0.2147E+05    1
  10750.0 0.2190E+05    1
  10800.0 0.2233E+05    1
  10850.0 0.2276E+05    1
  10900.0 0.2321E+05    1
  10950.0 0.2366E+05    1
  11000.0 0.2411E+05    1
  11050.0 0.2458E+05    1
  11100.0 0.2505E+05    1
  11150.0 0.2553E+05    1
  11200.0 0.2601E+05    1
  11250.0 0.2650E+05    1
  11300.0 0.2700E+05    1
  11350.0 0.2751E+05    1
  11400.0 0.2803E+05    1
  11450.0 0.2855E+05    1
  11500.0 0.2908E+05    1
  11550.0 0.2962E+05    1
  11600.0 0.3017E+05    1
  11650.0 0.3072E+05    1
  11700.0 0.3128E+05    1
  11750.0 0.3185E+05    1
  11800.0 0.3243E+05    1
  11850.0 0.3302E+05    1
  11900.0 0.3361E+05    1
  11950.0 0.3422E+05    1
  12000.0 0.3483E+05    1
  12050.0 0.3545E+05    1
  12100.0 0.3608E+05    1
  12150.0 0.3672E+05    1
  12200.0 0.3737E+05    1
  12250.0 0.3802E+05    1
  12300.0 0.3869E+05    1
  12350.0 0.3937E+05    1
  12400.0 0.4005E+05    1
  12450.0 0.4074E+05    1
  12500.0 0.4145E+05    1
  12550.0 0.4216E+05    1
  12600.0 0.4288E+05    1
  12650.0 0.4362E+05    1
  12700.0 0.4436E+05    1
  12750.0 0.4511E+05    1
  12800.0 0.4587E+05    1
  12850.0 0.4665E+05    1
  12900.0 0.4743E+05    1
  12950.0 0.4822E+05    1
  13000.0 0.4903E+05    1
  13050.0 0.4984E+05    1
  13100.0 0.5067E+05    1
  13150.0 0.5151E+05    1
  13200.0 0.5235E+05    1
  13250.0 0.5321E+05    1
  13300.0 0.5408E+05    1
  13350.0 0.5496E+05    1
  13400.0 0.5585E+05    1
  13450.0 0.5676E+05    1
  13500.0 0.5767E+05    1
  13550.0 0.5860E+05    1
  13600.0 0.5954E+05    1
  13650.0 0.6049E+05    1
  13700.0 0.6145E+05    1
  13750.0 0.6243E+05    1
  13800.0 0.6342E+05    1
  13850.0 0.6442E+05    1
  13900.0 0.6543E+05    1
  13950.0 0.6645E+05    1
  14000.0 0.6749E+05    1
  14050.0 0.6854E+05    1
  14100.0 0.6961E+05    1
  14150.0 0.7068E+05    1
  14200.0 0.7177E+05    1
  14250.0 0.7288E+05    1
  14300.0 0.7399E+05    1
  14350.0 0.7512E+05    1
  14400.0 0.7627E+05    1
  14450.0 0.7743E+05    1
  14500.0 0.7860E+05    1
  14550.0 0.7978E+05    1
  14600.0 0.8098E+05    1
  14650.0 0.8220E+05    1
  14700.0 0.8343E+05    1
  14750.0 0.8467E+05    1
  14800.0 0.8593E+05    1
  14850.0 0.8720E+05    1
  14900.0 0.8849E+05    1
  14950.0 0.8979E+05    1
  15000.0 0.9111E+05    1
  15050.0 0.9244E+05    1
  15100.0 0.9379E+05    1
  15150.0 0.9516E+05    1
  15200.0 0.9654E+05    1
  15250.0 0.9794E+05    1
  15300.0 0.9935E+05    1
  15350.0 0.1008E+06    1
  15400.0 0.1022E+06    1
  15450.0 0.1037E+06    1
  15500.0 0.1052E+06    1
  15550.0 0.1067E+06    1
  15600.0 0.1082E+06    1
  15650.0 0.1097E+06    1
  15700.0 0.1112E+06    1
  15750.0 0.1128E+06    1
  15800.0 0.1144E+06    1
  15850.0 0.1160E+06    1
  15900.0 0.1176E+06    1
  15950.0 0.1192E+06    1
  16000.0 0.1209E+06    1
  16050.0 0.1226E+06    1
  16100.0 0.1242E+06    1
  16150.0 0.1260E+06    1
  16200.0 0.1277E+06    1
  16250.0 0.1294E+06    1
  16300.0 0.1312E+06    1
  16350.0 0.1330E+06    1
  16400.0 0.1348E+06    1
  16450.0 0.1366E+06    1
  16500.0 0.1384E+06    1
  16550.0 0.1403E+06    1
  16600.0 0.1422E+06    1
  16650.0 0.1441E+06    1
  16700.0 0.1460E+06    1
  16750.0 0.1479E+06    1
  16800.0 0.1499E+06    1
  16850.0 0.1519E+06    1
  16900.0 0.1539E+06    1
  16950.0 0.1559E+06    1
  17000.0 0.1579E+06    1
  17050.0 0.1600E+06    1
  17100.0 0.1621E+06    1
  17150.0 0.1642E+06    1
  17200.0 0.1663E+06    1
  17250.0 0.1685E+06    1
  17300.0 0.1707E+06    1
  17350.0 0.1729E+06    1
  17400.0 0.1751E+06    1
  17450.0 0.1773E+06    1
  17500.0 0.1796E+06    1
  17550.0 0.1819E+06    1
  17600.0 0.1842E+06    1
  17650.0 0.1865E+06    1
  17700.0 0.1889E+06    1
  17750.0 0.1913E+06    1
  17800.0 0.1937E+06    1
  17850.0 0.1961E+06    1
  17900.0 0.1986E+06    1
