========================================
singlet_colrel_FactorOne_0.1.out
0.1 atm
T,P1->W3
200.0,1.89859e-13
210.0,1.56351e-13
220.0,1.29605e-13
230.0,1.08194e-13
240.0,9.08628e-14
250.0,7.67887e-14
260.0,6.51962e-14
270.0,5.57231e-14
280.0,4.78213e-14
290.0,4.11931e-14
300.0,3.57023e-14
310.0,3.10335e-14
320.0,2.70734e-14
330.0,2.36853e-14
340.0,2.08478e-14
350.0,1.83897e-14
360.0,1.62856e-14
370.0,1.44935e-14
380.0,1.28623e-14
390.0,1.15569e-14
400.0,1.03526e-14
410.0,9.3639e-15
420.0,8.52021e-15
430.0,7.73712e-15
440.0,6.96713e-15
450.0,6.38954e-15
460.0,5.7504e-15
470.0,5.27794e-15
480.0,4.80288e-15
490.0,4.33805e-15
500.0,3.9509e-15
510.0,3.58185e-15
520.0,3.30099e-15
530.0,3.02244e-15
540.0,2.73641e-15
550.0,2.4799e-15
560.0,2.27589e-15
570.0,2.06914e-15
580.0,1.8829e-15
590.0,1.73313e-15
600.0,1.57945e-15
610.0,1.43766e-15
620.0,1.31631e-15
630.0,1.20386e-15
640.0,1.10553e-15
650.0,1.02295e-15
660.0,9.42331e-16
670.0,8.71521e-16
680.0,8.07803e-16
690.0,7.40557e-16
700.0,6.90362e-16
800.0,3.66808e-16
900.0,2.4167e-16
1000.0,2.15282e-16
1100.0,2.65418e-16
1200.0,3.40877e-16
1300.0,3.61067e-16
1400.0,4.80013e-16
1500.0,5.04942e-16
1600.0,6.12417e-16
1700.0,7.01292e-16
1800.0,7.20165e-16
1900.0,8.77006e-16
2000.0,9.50132e-16
2100.0,1.05088e-15
2200.0,1.01654e-15
2300.0,1.14646e-15
2400.0,1.13284e-15
2500.0,1.28672e-15
2600.0,1.33895e-15
2700.0,1.32681e-15
2800.0,1.3137e-15
2900.0,1.29912e-15
3000.0,1.28238e-15
========================================
singlet_colrel_FactorOne_0.1.out
0.5 atm
T,P1->W3
200.0,6.40953e-13
210.0,5.37627e-13
220.0,4.53464e-13
230.0,3.84713e-13
240.0,3.28083e-13
250.0,2.8113e-13
260.0,2.42007e-13
270.0,2.09273e-13
280.0,1.81683e-13
290.0,1.58332e-13
300.0,1.38542e-13
310.0,1.21573e-13
320.0,1.07013e-13
330.0,9.44998e-14
340.0,8.38201e-14
350.0,7.44289e-14
360.0,6.63628e-14
370.0,5.94216e-14
380.0,5.30863e-14
390.0,4.78931e-14
400.0,4.31739e-14
410.0,3.92249e-14
420.0,3.57621e-14
430.0,3.26004e-14
440.0,2.94287e-14
450.0,2.70016e-14
460.0,2.44316e-14
470.0,2.24401e-14
480.0,2.04071e-14
490.0,1.84952e-14
500.0,1.68774e-14
510.0,1.53171e-14
520.0,1.40984e-14
530.0,1.28878e-14
540.0,1.17139e-14
550.0,1.06521e-14
560.0,9.76505e-15
570.0,8.89497e-15
580.0,8.11622e-15
590.0,7.46063e-15
600.0,6.82295e-15
610.0,6.23001e-15
620.0,5.71491e-15
630.0,5.23865e-15
640.0,4.82409e-15
650.0,4.46483e-15
660.0,4.12002e-15
670.0,3.81829e-15
680.0,3.54461e-15
690.0,3.25949e-15
700.0,3.0428e-15
800.0,1.63251e-15
900.0,1.06684e-15
1000.0,8.8942e-16
1100.0,1.01276e-15
1200.0,1.24101e-15
1300.0,1.2892e-15
1400.0,1.6627e-15
1500.0,1.73268e-15
1600.0,2.06607e-15
1700.0,2.33462e-15
1800.0,2.37964e-15
1900.0,2.82964e-15
2000.0,3.00657e-15
2100.0,3.23552e-15
2200.0,3.06757e-15
2300.0,3.31661e-15
2400.0,3.18092e-15
2500.0,3.42709e-15
2600.0,3.43788e-15
2700.0,3.30153e-15
2800.0,3.17959e-15
2900.0,3.07513e-15
3000.0,2.98914e-15
========================================
singlet_colrel_FactorOne_0.1.out
1.0 atm
T,P1->W3
200.0,9.98741e-13
210.0,8.46192e-13
220.0,7.20534e-13
230.0,6.16756e-13
240.0,5.30412e-13
250.0,4.58111e-13
260.0,3.97338e-13
270.0,3.45999e-13
280.0,3.0241e-13
290.0,2.65244e-13
300.0,2.33455e-13
310.0,2.06039e-13
320.0,1.82361e-13
330.0,1.61887e-13
340.0,1.44296e-13
350.0,1.28723e-13
360.0,1.15264e-13
370.0,1.03612e-13
380.0,9.29644e-14
390.0,8.41573e-14
400.0,7.61154e-14
410.0,6.93612e-14
420.0,6.33917e-14
430.0,5.79079e-14
440.0,5.24279e-14
450.0,4.81447e-14
460.0,4.36691e-14
470.0,4.01263e-14
480.0,3.65532e-14
490.0,3.31987e-14
500.0,3.03333e-14
510.0,2.75845e-14
520.0,2.53731e-14
530.0,2.321e-14
540.0,2.11391e-14
550.0,1.92656e-14
560.0,1.76676e-14
570.0,1.61281e-14
580.0,1.4747e-14
590.0,1.35603e-14
600.0,1.24262e-14
610.0,1.1371e-14
620.0,1.04502e-14
630.0,9.59694e-15
640.0,8.85198e-15
650.0,8.19904e-15
660.0,7.57718e-15
670.0,7.03182e-15
680.0,6.53551e-15
690.0,6.02217e-15
700.0,5.62728e-15
800.0,3.04155e-15
900.0,1.98228e-15
1000.0,1.60742e-15
1100.0,1.7517e-15
1200.0,2.10001e-15
1300.0,2.16631e-15
1400.0,2.76197e-15
1500.0,2.86938e-15
1600.0,3.39552e-15
1700.0,3.80775e-15
1800.0,3.85852e-15
1900.0,4.51549e-15
2000.0,4.73154e-15
2100.0,5.00005e-15
2200.0,4.67898e-15
2300.0,4.94429e-15
2400.0,4.67566e-15
2500.0,4.93771e-15
2600.0,4.90772e-15
2700.0,4.68521e-15
2800.0,4.50046e-15
2900.0,4.35648e-15
3000.0,4.25337e-15
========================================
singlet_colrel_FactorOne_0.1.out
2.0 atm
T,P1->W3
200.0,1.4736e-12
210.0,1.26135e-12
220.0,1.0846e-12
230.0,9.3705e-13
240.0,8.1305e-13
250.0,7.08196e-13
260.0,6.19247e-13
270.0,5.43395e-13
280.0,4.78477e-13
290.0,4.22675e-13
300.0,3.74515e-13
310.0,3.327e-13
320.0,2.96326e-13
330.0,2.64655e-13
340.0,2.37255e-13
350.0,2.12826e-13
360.0,1.91551e-13
370.0,1.72987e-13
380.0,1.55991e-13
390.0,1.41779e-13
400.0,1.28748e-13
410.0,1.17711e-13
420.0,1.07873e-13
430.0,9.87842e-14
440.0,8.97716e-14
450.0,8.25417e-14
460.0,7.5121e-14
470.0,6.90825e-14
480.0,6.30872e-14
490.0,5.74818e-14
500.0,5.26215e-14
510.0,4.8001e-14
520.0,4.41707e-14
530.0,4.04724e-14
540.0,3.69762e-14
550.0,3.38037e-14
560.0,3.10463e-14
570.0,2.84275e-14
580.0,2.60707e-14
590.0,2.40072e-14
600.0,2.20618e-14
610.0,2.0249e-14
620.0,1.86575e-14
630.0,1.71793e-14
640.0,1.58825e-14
650.0,1.47328e-14
660.0,1.36446e-14
670.0,1.26866e-14
680.0,1.18113e-14
690.0,1.09126e-14
700.0,1.02112e-14
800.0,5.5785e-15
900.0,3.63138e-15
1000.0,2.87355e-15
1100.0,2.98525e-15
1200.0,3.49207e-15
1300.0,3.57774e-15
1400.0,4.50983e-15
1500.0,4.66979e-15
