*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
         1000           10  2.41308e+10    0.0275564  8.61704e-05   0.00330499
         1010           10  2.39677e+10    0.0276691  8.93894e-05   0.00344775
         1020           10  2.38075e+10    0.0256016   6.5921e-05   0.00259104
         1030           10  2.36502e+10    0.0272145  8.91234e-05   0.00347962
         1040           10  2.34956e+10    0.0252635  6.55302e-05    0.0026131
         1050           10  2.33437e+10    0.0269247  8.93514e-05   0.00354714
         1060           10  2.31944e+10     0.024985  6.67539e-05   0.00270417
         1070           10  2.30476e+10    0.0266999  9.07694e-05   0.00365035
         1080           10  2.29033e+10     0.024651  6.70748e-05   0.00276016
         1090           10  2.27614e+10    0.0263283  9.06934e-05   0.00369807
         1100           10  2.26219e+10    0.0244432  6.82163e-05   0.00283293
         1110           10  2.24845e+10    0.0261352  9.27059e-05   0.00383791
         1120           10  2.23494e+10    0.0242348   6.8755e-05   0.00290721
         1130           10  2.22165e+10    0.0258032  9.35469e-05   0.00391642
         1140           10  2.20856e+10    0.0238781  6.90038e-05   0.00295121
         1150           10  2.19568e+10    0.0256725   9.3652e-05   0.00399121
         1160           10  2.18299e+10    0.0238226  7.18918e-05   0.00313172
         1170           10   2.1705e+10    0.0253568  9.62894e-05   0.00413526
         1180           10   2.1582e+10    0.0235156  7.32583e-05   0.00321993
         1190           10  2.14608e+10     0.025036  9.72397e-05   0.00423856
         1200           10  2.13414e+10    0.0231841  7.43962e-05   0.00331848
         1210           10  2.12237e+10    0.0233066   7.7216e-05   0.00346275
         1220           10  2.11078e+10     0.024941  0.000103327   0.00458558
         1230           10  2.09935e+10    0.0230057   7.8581e-05   0.00356918
         1240           10  2.08809e+10    0.0247949  0.000106151   0.00477064
         1250           10  2.07698e+10    0.0228779  8.18291e-05   0.00376158
         1260           10  2.06603e+10    0.0245273  0.000108048    0.0049091
         1270           10  2.05523e+10    0.0227196  8.48788e-05   0.00394359
