Pressure (atm),Temperature (K),B7_Energy_1_P3->P4,B7_Energy_1_P3->P5,B7_Energy_1_P3->W3,B7_Energy_1_P4->P5,B7_Energy_1_P1->P3,B7_Energy_1_W3->P5,B7_Energy_1_W3->P4,B7_Energy_1_W3->P1,B7_Energy_1_W3->P3,B7_Energy_1_P5->W3,B7_Energy_1_P1->W3,B7_Energy_1_P4->W3,B7_Energy_1_P1->P4,B7_Energy_1_P1->P5
0.1,200.0,-1.454488928420239e-05,4.581350777201802e-07,1.4265756001087063e-06,3.1028818651430855e-07,-4.550996949295376e-08,0.0006177576744732038,2.936789394073399e-06,4.292457957751194e-07,1.4530347265798619e-06,0.0006257031482294875,4.2946878193895277e-07,2.9918443027315013e-06,-1.670488704981904e-05,1.4971881186185994e-07
0.1,210.0,0.00017128440993505073,-5.260267738582642e-06,-1.6016443414487247e-05,-3.543375415707581e-06,5.44746886833725e-07,0.01252403912826514,-3.284567564906124e-05,-4.805580522644673e-06,-1.625623887330078e-05,0.012497970121092668,-4.745747085596161e-06,-3.34609474289172e-05,0.00018170470379857813,-1.6278405292544818e-06
0.1,220.0,-0.0007367233996200647,2.192459980227622e-05,6.48265183763819e-05,1.4667460075659343e-05,-2.39188059380942e-06,-0.052857363787874624,0.00013226141797624465,1.9379585005865373e-05,6.549205688630136e-05,-0.052855236883194656,1.8800070933896804e-05,0.00013472463803173535,-0.0007018651370015859,6.2415477481464235e-06
0.1,230.0,0.0012983681523435421,-3.6884092041718005e-05,-0.00010377657142244646,-2.5565503291831296e-05,4.353020740556479e-06,0.09017737123229244,-0.0002099315504889191,-3.083896990907181e-05,-0.0001040527246296221,0.09016555402067469,-2.9026862524768906e-05,-0.00021375953385651813,0.0010253169896456851,-8.88969202464027e-06
0.1,240.0,-0.00040665361553126705,5.0842050585819064e-06,1.785123997271236e-05,5.731860380135784e-06,-1.5840926772448643e-06,-0.01968696407261213,3.360100635014593e-05,5.030126032757872e-06,1.6840000740822234e-05,-0.0196726157640081,3.531153916882296e-06,3.3999801618716255e-05,-1.1979597823184568e-05,-2.538909611124236e-07
0.1,250.0,-0.001001929538490277,2.679861561977688e-05,8.074615097608091e-05,1.8865260959131345e-05,-3.3073974947932014e-06,-0.07885346856720396,0.0001630103849720607,2.4023721221652797e-05,8.072538497144075e-05,-0.0788220296687888,2.2305532863500863e-05,0.00016609267558657505,-0.0008219851147593904,6.7339560814797015e-06
0.1,260.0,-7.597493968754311e-05,7.023074977209715e-06,2.3414348482939997e-05,3.218392895875396e-06,1.876753266789371e-08,-0.020036001171707393,5.013976120777139e-05,7.257288061722183e-06,2.4641839463957186e-05,-0.02001208966937835,8.173503982896702e-06,5.137323205758978e-05,-0.0004325666955403272,3.171123997348363e-06
0.1,270.0,0.0007909334513262688,-1.8367961322873e-05,-4.918661136427329e-05,-1.3027310477145128e-05,2.802531294186611e-06,0.05889334487506248,-9.644588739282411e-05,-1.4426698164237501e-05,-4.783782314879374e-05,0.05889904929392924,-1.1781960423552739e-05,-9.810666798363676e-05,0.0003498530060447383,-4.529377262968875e-06
0.1,280.0,0.0008096079523545423,-2.6086552366527545e-05,-6.805498264408442e-05,-1.4482329393907664e-05,2.58026098485918e-06,0.08104213485203152,-0.00013709294896065727,-2.0321659547252192e-05,-6.777927962668767e-05,0.0810335251600662,-1.850132967722084e-05,-0.00013987662793852842,0.000742696499110946,-9.68765872911537e-06
0.1,290.0,0.00020310777307079591,-1.7029447470143908e-05,-3.505554683604311e-05,-4.322987524571864e-06,3.7230490709275834e-07,0.039526125510476795,-7.340984844429732e-05,-1.0670405999094217e-05,-3.625513021696156e-05,0.0395123888300402,-1.1359447573005919e-05,-7.520993651643899e-05,0.0005720530984170458,-1.045324888794961e-05
0.1,300.0,-0.0004697287868402582,-2.956833445245651e-06,1.5388814474836546e-05,7.2535937469956325e-06,-1.8374343559422104e-06,-0.03042076678456593,2.6904864873101134e-05,4.409399236234904e-06,1.3188595373247652e-05,-0.030432143336133463,1.3055647998810554e-06,2.7093932640997908e-05,7.716088200668289e-05,-8.386849095771682e-06
0.1,310.0,-0.0008138219671733376,5.689856260806541e-06,5.217427083336198e-05,1.2240906537075758e-05,-2.785757825535484e-06,-0.0880394900948054,0.00010161127869848555,1.556345393403315e-05,4.995598252565753e-05,-0.08804507285429823,1.1519210452404661e-05,0.00010355006806650385,-0.00041627157305658576,-5.888142326871067e-06
0.1,320.0,-0.0007326548886519949,4.40197090733781e-06,6.163650770450758e-05,7.733439533827632e-06,-2.2825506067464297e-06,-0.10732883972940356,0.0001225891669134349,1.8518416938136036e-05,6.0434169948246405e-05,-0.10732861732802002,1.5509565730829777e-05,0.00012530791135061898,-0.0006899685622254096,-4.65897454306172e-06
0.1,330.0,-0.0003472488487832729,-6.089620296236747e-06,4.602387183234095e-05,-5.141230673246835e-06,-8.462744559458919e-07,-0.08126016332972953,9.331164585374208e-05,1.375486865516706e-05,4.658798617240858e-05,-0.08125591968027382,1.3488499393464948e-05,9.571332375337355e-05,-0.0006798982832694521,-5.327866048099407e-06
0.1,340.0,0.0001393448595971524,-2.2399035296531526e-05,1.6126611312863663e-05,-2.3474898201185347e-05,7.938288854218729e-07,-0.01724824451474949,3.4488443372961384e-05,4.387755125391363e-06,1.876948760969658e-05,-0.017242114768910136,7.868838652459658e-06,3.576121249874037e-05,-0.0004397365406922325,-7.722312237873406e-06
0.1,350.0,0.0005462578413701651,-4.085469945786104e-05,-1.5736095967192245e-05,-4.444345918779125e-05,2.04638617715754e-06,0.06983481843177065,-2.977184007577228e-05,-5.905516881814838e-06,-1.1141956228322675e-05,0.06984120075102263,1.5219835795991346e-06,-2.9985902848613293e-05,-8.001170013044535e-05,-1.1318702211387063e-05
0.1,360.0,0.0007654855035069899,-5.890232921698112e-05,-4.0049935720057064e-05,-6.630992803345075e-05,2.6039181125342256e-06,0.16366711761550926,-8.05985165487927e-05,-1.4198211404406032e-05,-3.3977884026314286e-05,0.163672912808647,-3.311290324669032e-06,-8.222122867476018e-05,0.00028388810183850333,-1.561271414474927e-05
0.1,370.0,0.0007688698155094695,-7.55713371196381e-05,-5.1731140430943244e-05,-8.86741123628274e-05,2.438141351076278e-06,0.25033394386553237,-0.00010767319134683978,-1.883682138870127e-05,-4.486623459504527e-05,0.25033902920396983,-5.436272578296071e-06,-0.00011031008596116784,0.0005634309705580168,-2.0328539952689926e-05
0.1,380.0,0.0005901627207373667,-9.1321533694644e-05,-4.9897662935840616e-05,-0.00011226131710913207,1.7184972993977828e-06,0.3201139751481789,-0.00010887376372383,-1.9410536305769565e-05,-4.300251843301103e-05,0.32011869647638186,-4.656048985847703e-06,-0.00011196482877402075,0.0007092997704940547,-2.548158311428617e-05
