    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
              0    9.64631e+06              0              0     1.6491e-28
              1    4.81044e+07              0    1.20796e+12    1.65795e-26
              2    1.54532e+08              0    4.54011e+12    6.44991e-25
              3    3.77143e+08              0    1.09813e+13    1.64711e-23
              4    8.09519e+08              0    2.11849e+13    3.08652e-22
              5    1.55952e+09              0    3.67446e+13    4.73351e-21
              6    2.79465e+09              0    5.92227e+13    6.18379e-20
              7    4.73038e+09              0    9.08392e+13    7.11645e-19
              8    7.65075e+09              0    1.34172e+14    7.37649e-18
              9     1.1935e+10              0    1.92103e+14     6.9911e-17
             10    1.80238e+10              0    2.68727e+14    6.14795e-16
             11    2.65126e+10              0    3.68139e+14      5.057e-15
             12    3.80809e+10              0    4.95952e+14    3.92522e-14
             13    5.35867e+10              0    6.58266e+14     2.8917e-13
             14    7.40454e+10              0     8.6245e+14    2.03247e-12
             15    1.00655e+11              0    1.11718e+15    1.36895e-11
             16    1.34858e+11              0    1.43223e+15    8.86608e-11
             17     1.7829e+11              0     1.8195e+15    5.54009e-10
             18    2.32901e+11              0    2.29216e+15    3.34846e-09
             19    3.00901e+11              0    2.86585e+15    1.96237e-08
             20    3.84843e+11              0    3.55832e+15    1.11739e-07
             21    4.87652e+11              0    4.38978e+15    6.19303e-07
             22    6.12615e+11              0    5.38365e+15    3.34655e-06
             23    7.63497e+11              0    6.56609e+15    1.76563e-05
             24    9.44484e+11              0    7.96733e+15    9.10739e-05
             25    1.16031e+12              0    9.62121e+15    0.000459817
             26    1.41624e+12              0    1.15662e+16     0.00227478
             27    1.71813e+12              0    1.38455e+16      0.0110379
             28    2.07253e+12              0    1.65076e+16      0.0525783
             29    2.48661e+12              0    1.96074e+16       0.246072
             30    2.96835e+12              0    2.32056e+16        1.13233
             31    3.52648e+12              0    2.73707e+16        5.12686
             32     4.1706e+12              0    3.21789e+16        22.8544
             33    4.91124e+12              0    3.77148e+16        100.364
             34    5.75985e+12              0     4.4073e+16        434.398
             35    6.72898e+12              0    5.13577e+16        1853.26
             36    7.83219e+12              0    5.96849e+16        7782.32
             37     9.0843e+12              0    6.91827e+16        31914.6
             38    1.05013e+13              0    7.99926e+16         124054
             39    1.21004e+13              0    9.22707e+16         427709
             40    1.39005e+13              0    1.06188e+17    1.24111e+06
             41    1.59215e+13              0    1.21935e+17     3.0498e+06
             42    1.81852e+13              0    1.39717e+17    6.53095e+06
             43    2.07148e+13              0    1.59763e+17    1.25423e+07
             44    2.35354e+13              0    1.82322e+17    2.21137e+07
             45    2.66737e+13              0    2.07665e+17    3.64409e+07
             46    3.01584e+13              0    2.36091e+17     5.6866e+07
             47      3.402e+13              0    2.67924e+17    8.48484e+07
             48    3.82911e+13              0    3.03519e+17    1.21931e+08
             49    4.30068e+13              0    3.43261e+17    1.69713e+08
             50    4.82039e+13              0    3.87569e+17    2.29828e+08
             51    5.39219e+13              0    4.36899e+17    3.03923e+08
             52    6.02028e+13              0    4.91745e+17    3.93637e+08
             53     6.7091e+13              0    5.52644e+17    5.00575e+08
             54    7.46336e+13              0    6.16291e+17    6.26292e+08
             55    8.28806e+13              0    6.70592e+17    7.72282e+08
             56    9.18849e+13              0    7.12649e+17    9.39967e+08
             57    1.01702e+14              0    7.99075e+17    1.13069e+09
             58    1.12392e+14              0    8.30099e+17     1.3457e+09
             59    1.24016e+14              0    9.26318e+17    1.58615e+09
             60     1.3664e+14              0    9.54314e+17     1.8531e+09
             61    1.50334e+14              0    1.01213e+18    2.14751e+09
             62     1.6517e+14              0     1.0734e+18    2.47024e+09
             63    1.81225e+14              0    1.15834e+18    2.82205e+09
             64     1.9858e+14              0    1.19442e+18     3.2036e+09
             65     2.1732e+14              0    1.21004e+18    3.61545e+09
             66    2.37533e+14              0    1.34817e+18    4.05808e+09
             67    2.59314e+14              0    1.28643e+18    4.53187e+09
             68    2.82759e+14              0    1.33064e+18    5.03712e+09
             69    3.07971e+14              0    1.38325e+18    5.57405e+09
             70    3.35059e+14              0    1.38032e+18    6.14279e+09
             71    3.64134e+14              0     1.4426e+18    6.74341e+09
             72    3.95314e+14              0    1.43343e+18    7.37591e+09
             73    4.28722e+14              0    1.48553e+18    8.04022e+09
             74    4.64487e+14              0    1.50353e+18    8.73623e+09
             75    5.02742e+14              0    1.48443e+18    9.46374e+09
             76    5.43628e+14              0    1.60028e+18    1.02225e+10
